	differentiation	differentiation	differentiation	differentiation	lower	lower	lower	lower	upper	upper	upper	upper	upper_vs_lower	upper_vs_lower	upper_vs_lower	upper_vs_lower
	Rep1	Rep1	Rep1	Rep1	Rep1	Rep1	Rep1	Rep1	Rep1	Rep1	Rep1	Rep1	Rep1	Rep1	Rep1	Rep1
	Mann-Whitney p-value	average phenotype of strongest 3	sgRNA count_MW	sgRNA count_avg	Mann-Whitney p-value	average phenotype of strongest 3	sgRNA count_MW	sgRNA count_avg	Mann-Whitney p-value	average phenotype of strongest 3	sgRNA count_MW	sgRNA count_avg	Mann-Whitney p-value	average phenotype of strongest 3	sgRNA count_MW	sgRNA count_avg
TNIK	0.48005734270335876	0.4517966186577878	5	5	0.1868253721323272	10.89007631871703	5	5	0.2774071846315891	-9.383161561277747	5	5	0.028985094764266736	-15.108519980714858	4	4
TNK1	0.4061698612539234	-3.5472875837621665	5	5	0.6652969764541896	5.488746245918935	3	3	0.9173087508134828	2.732765652125822	5	5	0.5731285292641912	-9.888593283963209	5	5
TNK2	0.30489108653226316	-2.2331017237406168	10	10	0.8208626232945443	13.76168956381039	10	10	0.04835470969869215	-10.307827722676452	9	9	0.03327646032553404	-17.276252738759315	6	6
TNNC1	0.7251760390475201	-8.780223925450272	5	5	0.9775890450594203	5.468168889987399	3	3	0.7438608628845441	3.813218025724856	4	4	0.8959888013798673	-3.8701874227235584	3	3
TNNC2	0.8788384283728083	-4.169562852178344	5	5	0.11040838292991145	12.782287258941542	4	4	0.25001175340433135	-6.117894174235872	3	3	0.018615512084836323	-14.673828178599207	3	3
TNNI3	0.40266294374946365	-8.320564020425591	5	5	0.7233726617330447	5.15368503869528	3	3	0.9092411559816673	-0.16588160897076198	3	3	0.9478833410736787	-4.522336357537387	3	3
TNNI3K	0.025705705756206797	-8.72295552738426	5	5			0	0	0.02323478403858802	9.54435030603844	3	3	0.08208567204304086	3.580824153895344	3	3
TOP1MT	0.7866509198800523	-5.268141926268589	5	5	0.3294194401213737	12.392827925857219	4	4	0.8755139973744485	-2.308243107251981	4	4	0.3533121947871367	-9.434472821567772	3	3
TP53RK	0.038559782533726064	-8.826250310835343	5	5	0.07848320868309197	14.342182498381959	2	2	0.037404622311579816	9.55774445794171	4	4	0.7908534206355673	-4.305987975467635	4	4
TPD52L3	0.3411050154135693	-2.0736906369433914	5	5	0.9111408467360205	2.8404791231312	4	4	0.2537163774810789	-9.103087765578056	4	4	0.7298278002076196	-6.769205561607613	2	2
TPH1	0.9694189066450224	-4.608452243743867	4	4	0.13129331347928347	16.01037011620193	4	4	0.40764101876184466	4.10301537290833	4	4	0.2042318760697932	-11.303501012617906	4	4
TPI1	0.3291369289951762	-5.7165329800663045	4	4	0.1487639073186905	10.016526964837366	3	3	0.913866734634573	-2.9325348104856888	2	2	0.30787314950254463	-10.232853590600323	3	3
TPK1	0.5607229698535698	-6.739155919703091	5	5	0.6817045355351095	3.9988326259562936	3	3	0.15283722907652406	3.2855886090730553	5	5	0.3651769592931742	-3.211107966247423	5	5
TPMT	0.21679688945470343	-9.031252275509733	5	5	0.41157456871512654	2.697927789290282	2	2	0.9339262784094127	0.09765199088090092	3	3	0.6010295810233537	-3.020868273302888	3	3
TPSAB1	0.7914408970790019	-2.33660777708912	5	5	0.1009988182169408	-1.5495216419794857	4	4	0.36829729255679833	-6.343298225023825	4	4	0.5469327444768446	2.4367186234572253	2	2
TPSB2	0.23589356297761477	-9.070735810300059	5	5	0.4895310666857753	6.469951697485546	3	3	0.29969476237344217	-5.09376148021954	2	2	0.2782527139138412	-8.390264651826547	2	2
TPTE	0.9132920730735067	-2.379476563935011	5	5	0.7895702283825207	0.024198626687731206	4	4	0.13531336712406408	4.345174928604307	5	5	0.1743631645244439	3.7701747697954757	5	5
TPTE2	0.906595697905737	-8.911599802544458	9	9	0.9482381314788426	9.643885512864907	5	5	0.5485353141285152	-10.079260563762189	6	6	0.559507517591116	-13.896237759568374	5	5
TRAF3IP3	0.9357610133795955	-8.346091695953515	10	10	0.524368447884058	13.680653860278278	7	7	0.5558370071765816	-3.357562621837199	8	8	0.8169909018016059	-14.074381157148585	5	5
TRAPPC1	0.07985533312379345	-8.595296005138229	5	5	0.2861311863015312	10.696166391753243	1	1	0.15594612498890956	5.531380672577482	2	2	0.5153359195089745	-1.4210113999333394	2	2
TRAPPC2	0.6208413118993609	-3.296889463889739	5	5	0.5377465757896365	7.382216833662394	4	4	0.9892864308360336	-2.581948870702356	4	4	0.5687432323270151	-8.430347310510834	4	4
TRAPPC3	0.8479885433226616	-3.870263138426958	4	4	0.13075084124225744	-2.0705791179852415	2	2	0.4809962972959322	-3.180468630703187	3	3	0.23597275505870985	3.8409563254237424	1	1
TRAPPC4	0.5281584573570707	0.7817187440392169	4	4	0.6623329031725892	2.487105727397323	4	4	0.23205556525742077	-8.739778171344994	4	4	0.3864659528883494	-8.227655381449354	1	1
TRAPPC5	0.8644011758205623	0.3781993060860683	4	4	0.30387702098213154	-0.7625651839798877	3	3	0.787587630914137	-1.840899840117918	3	3	0.1696320948941079	3.539343648456166	2	2
TRAPPC6A	0.6340800847851441	-8.511832200790368	5	5	0.826560501188073	5.4208199116236	3	3	0.4618580191122228	3.193291727591332	3	3	0.4876566540526557	-3.0510435031534797	4	4
TRAPPC6B	0.38540232932899543	-6.848327221253545	5	5	0.6734813344087225	5.664427173411951	3	3	0.3764867545382288	1.524487648919338	2	2	0.8856559261797309	-3.5762265162883273	3	3
TRDMT1	0.08880240454027205	-8.530429712523848	5	5	0.28357313610865664	11.760836425447978	4	4	0.1200681493431556	4.2579359638371495	3	3	0.8967405044802678	-6.343449393485481	4	4
TREM1	0.9182289012525874	-7.73058832549069	5	5	0.6170528519825211	8.395245976531145	3	3	0.88464335822412	-0.33355636498288693	3	3	0.3726627233478227	-7.4363578796078365	2	2
TRIB1	0.89358008027059	-5.216368739664812	5	5	0.26837546070021623	1.707878092776544	3	3	0.4601906722551864	-2.7067608187207486	4	4	0.8158285203497877	-5.8161990772655	2	2
TRIB2	0.590429892473969	0.22564420405137645	5	5	0.47515669559674945	2.441066762736917	5	5	0.32201555080400157	-8.002398990299435	5	5	0.7339331001497869	-2.038961757436398	3	3
TRIB3	0.32403221939848137	-8.217978045157517	5	5	0.04404672135171795	15.656444303042667	4	4	0.5371272799460534	-4.586755793027559	2	2	0.022297813826734635	-17.625788908179484	4	4
TRIM24	0.027402163441385234	-9.210573423920488	5	5	0.06746590383577478	14.629898665851087	2	2	0.759055370529039	0.5023113205432084	1	1	0.05097916766787466	-13.960005331956914	2	2
TRIM28	0.5155557559083246	-1.9504187406536566	5	5	0.6943011151394684	5.572744832787372	4	4	0.9180050252314872	-2.2035392920623775	4	4	0.9687157558347669	-3.2442455300534916	3	3
TRIM33	0.5990487647444174	-1.203998964409133	5	5	0.6557559905733703	9.326882551323271	5	5	0.9363447250963816	-3.576632061539795	5	5	0.5764223405387352	-7.734527968216464	4	4
TRIO	0.5236103723312016	0.014700222037407137	4	4	0.5901700428990586	2.16031843093914	4	4	0.26891640649689974	-6.161797582311066	4	4	0.6586826917297809	-3.206445815466982	2	2
TRPA1	0.8155056255135527	-4.6173729933458265	5	5	0.17041430911692557	-1.3998086555962168	3	3	0.13292381209972526	-6.83549389029939	3	3	0.6816361813814648	2.6071014779904056	1	1
TRPM6	0.06625480524089283	-9.57843469908883	4	4	0.90661939510372	8.263317409882465	2	2	0.18782576467658563	5.743299583997217	2	2	0.4265444338667359	-0.9487583515054809	2	2
TRPM7	0.6836050357079828	-5.721105658343769	5	5	0.13652475757907007	-1.5787620557848967	3	3	0.4012318075133846	-3.443436595481499	3	3	0.3077280768410524	2.8603377333871016	2	2
TRPM8	0.5733656784499663	-2.456289986467009	5	5	0.1456282830122464	-1.4134910071645095	3	3	0.812481680421815	0.2266897214557123	4	4	0.10223228122064074	3.3688901572157604	3	3
TRPV1	0.11761514055512526	1.712884985411679	5	5	0.9827352708775667	5.695466365374046	5	5	0.6092563829615779	-2.206867911140121	5	5	0.6886961274936931	-2.9780660409319673	4	4
TRPV3	0.210369863568433	-4.8107150756648025	10	10	0.9313416500443387	12.646196819731612	9	9	0.3618558552690303	2.8813722527940313	10	10	0.5080508727953783	-11.446585074921174	10	10
TRRAP	0.034121662726307254	-9.484142745747697	5	5	0.4279840587835154	-1.4951884810221294	1	1	0.27900979266158943	-9.666360797589022	1	1			0	0
TSKS	0.789044872649562	-2.705841722381112	5	5	0.9060795621995646	5.016342006929269	3	3	0.9644759375975938	-0.07237443753583254	2	2	0.8959888013798673	-3.8544397141134987	3	3
TSPO	0.10812606730992584	1.345384545082206	4	4	0.16670618039440965	-1.2886644818971782	4	4	0.11826230899013254	-9.79329127396236	4	4	0.5843957357186256	2.9187403134862615	1	1
TSSK1B	0.39917423971230637	-3.3674495360307914	5	5	0.7520470321080464	15.398077534854488	5	5	0.5397400596317476	-3.533033867437181	4	4	0.11670352536619152	-11.325256781988868	3	3
TSSK2	0.8985024041132937	-2.3497246295199887	5	5	0.4859266291572756	12.815166286901073	5	5	0.21575107122937887	-10.466980624541529	5	5	0.05976629002768475	-11.43959659850515	3	3
TSSK3	0.8739336054079389	-5.600986399459877	5	5	0.39000691459758685	1.865196077571989	3	3	0.3783847691234835	-3.44326826512409	3	3	0.9478833410736787	-3.7369256133517887	3	3
TSSK4	0.11189093747105926	-8.230967192192882	5	5	0.4511476761767489	-1.4480498802299309	1	1	0.3456523530335013	3.3351160449330863	3	3	0.17467831277558643	3.502940238277244	2	2
TSSK6	0.9727004053932512	-5.224529754343749	5	5	0.5704074343351997	5.950905251054621	3	3	0.26123996201338207	3.490315592082777	4	4	0.9684931454948266	-3.8641319475745597	4	4
TST	0.8348846954256501	-4.715501351249604	5	5	0.03369267059664729	-2.0043167551041297	3	3	0.8473770774608975	-3.578869615792589	4	4	0.1904886601224478	3.689264289033665	2	2
TSTA3	0.5145748543831248	-5.177717487584587	4	4	0.23583242345924338	8.877741721581597	3	3	0.25001175340433135	3.837620660044159	3	3	0.9505081346935688	-6.8011959255819425	4	4
TTBK1	0.8010443417528704	-4.741779949340962	5	5	0.9342596937976486	7.422899771366694	4	4	0.22138122332963894	-5.62984236282275	3	3	0.13960852807658458	-9.740790100020366	3	3
TTBK2	0.8058574622301209	-3.622669235855889	5	5	0.42335965437297274	-0.20607335011616623	4	4	0.7303584933309185	-4.245353078867383	4	4	0.09966950043114585	3.7850146867201957	2	2
TTK	0.2873557118439516	-7.4235545299491505	2	2			0	0			0	0			0	0
TTN	0.7913362874330439	-6.398613630525273	9	9	0.7516275048563246	5.328934286306846	7	7	0.6227846074563884	-2.8656228364824248	8	8	0.7936284835066508	-4.345325806637358	5	5
TUB	0.40266294374946365	-1.7018328767125184	5	5	0.13129331347928347	-1.601607310423148	4	4	0.021159971771852925	-10.106544840322732	4	4			0	0
TUBA1B	0.5892273600978339	-6.516058567336364	1	1			0	0			0	0			0	0
TUBA3C	0.10638878754203099	-9.753834297778996	5	5	0.11726684844511427	-2.1210503410678685	2	2	0.41889858906246547	-3.4521675608690194	3	3	0.1714880189307838	4.127156715836578	1	1
TUBA4A	0.6885695792733071	-2.441448916487379	4	4	0.8651473251322472	8.236094287801281	4	4	0.8928314729386756	0.3042300002435037	3	3	0.6804051243092235	-6.274171261549996	4	4
TUBA8	0.12662931077440837	-9.120187008214288	5	5	0.6940887627719636	5.0789379739914455	2	2	0.28071896451715694	4.673897395860917	4	4	0.4132554870420113	-2.946893097617005	4	4
TUBB	0.028897556193507916	-9.203248582721404	10	10	0.29237836000836925	13.336979923103774	4	4	0.12693482995955982	4.578439771336929	4	4	0.7858808682082163	-10.31132719100079	5	5
TUBB1	0.46282075639175413	-8.237112109663956	5	5	0.5621718618152096	5.100070585133386	2	2	0.20242258462735274	3.8913477199084476	3	3	0.6379060901010708	-0.5829458767820093	3	3
TUBB2B	0.6087130510176134	-9.736767851942593	10	10	0.8625895711800918	15.881959852171988	8	8	0.8471835399192014	-2.7635855890105803	6	6	0.8070264858595446	-16.84860892064552	8	8
TUBB3	0.7488039204435499	-8.241279821706318	10	10	0.7266756225511086	12.485302768206864	8	8	0.12907163602772254	-9.37572363984456	7	7	0.28621897759919535	-10.796368420146	4	4
TUFM	0.6496743293061921	-8.176619755917107	5	5	0.5935203526495989	8.910833834714884	3	3	0.8764675454502998	-0.3428350740474086	3	3	0.8258231017016949	-10.288639224649337	4	4
TWF1	0.5236103723312016	-4.141599545228812	4	4	0.4772562745439488	-0.8576478244799475	2	2	0.5221323828773468	2.7608135537417824	4	4	0.21912311405978113	3.093490052233703	3	3
TWF2	0.05570951260654227	-8.594381567100063	5	5	0.2688173387484377	10.976555538001497	1	1	0.08239358859383124	6.5967927412028375	2	2	0.9168443588408726	-2.241929872694353	2	2
TXK	0.3659881534573617	-7.490253010728359	10	10	0.5988718899189853	12.014512383684261	8	8	0.34563785994354645	-9.802153162755582	8	8	0.2084999861391028	-10.996059052114676	5	5
TXNDC12	0.6699511523320392	-4.855906901560755	5	5	0.9596721613037543	2.9113051676764723	3	3	0.49399123707363213	-5.4408853663948555	3	3	0.8534450846924276	-6.371440168443781	2	2
TXNRD1	0.642971793323641	-2.3571626164402484	5	5	0.9034502746478965	5.676189635383795	4	4	0.30116136978010655	-5.521080749418083	4	4	0.2927413689959968	-8.216072845558092	2	2
TYK2	0.41323816948700376	-8.032585392451308	5	5	0.5627995691474805	6.061324094620897	3	3	0.5971344532108822	1.0690066991558511	3	3	0.4641144340452932	-2.8927370875115628	3	3
TYR	0.4533961554573195	-2.5070034457096018	5	5	0.6138224018809113	3.4758147240360704	4	4	0.8896440161512097	-5.3595479991097905	4	4	0.9935918570986044	-1.870607940040196	2	2
TYRO3	0.03797947408453413	1.7750090464703276	5	5	0.317426867913176	4.1097715637114804	5	5	0.620485606669627	-5.51595018787036	5	5	0.5764223405387352	-5.332624494904301	4	4
TYROBP	0.30605338641965163	0.6679522104917384	5	5	0.3476444463049674	3.0931868641297684	5	5	0.2845340896522671	-8.780609090530328	5	5	0.9791408671229712	-3.749746140500015	3	3
UAP1	0.8690336222069996	-2.430269203696706	5	5	0.797051849978957	6.376855494636421	4	4	0.3182122389895108	1.1418111052267192	4	4	0.7562998120078067	-3.663824619142332	4	4
UBA1	0.06959118878728235	-10.190563411616607	10	10	0.5944908653052882	12.587195084183683	5	5	0.06850268890552187	11.46886557277537	6	6	0.46225035383646207	-10.785153119690271	7	7
UBC	0.3820052568369281	-3.041955519811827	5	5	0.46375607361944093	4.491780581977799	4	4	0.7303584933309185	0.8066693831777609	4	4	0.40048881543364123	-3.162793078381958	4	4
UCK1	0.21912122290511848	-1.6363764383108126	5	5	0.13889768053346235	0.933253975770237	4	4	0.18970394522355882	-7.334769096199253	4	4	0.8913979296231909	-2.528207684569678	2	2
UCK2	0.5691364506261621	-8.739461639605645	5	5	0.36937250044404735	12.519319079796654	4	4	0.6784859792010439	0.8492715118544168	3	3	0.3179198990433457	-10.320746059772288	4	4
UCKL1	0.4761970241422234	-1.680675429364264	5	5	0.23739063242182845	4.597212606398746	5	5	0.565272962075724	-0.94827861643532	5	5	0.8522831759328808	-0.8194929424293775	4	4
UGCG	0.5155557559083246	-8.680491205157784	5	5	0.677587973772891	5.942608791297609	3	3	0.8436415847124482	0.17320329040557922	2	2	0.5133369238656149	-4.421967857195187	3	3
UGDH	0.0777369772967558	-0.7079927774590505	5	5	0.23397172902097219	4.644947126448657	5	5	0.4385232742416403	-3.73397642220706	5	5	0.8959888013798673	-0.8239063445329352	3	3
UGP2	0.1700706256459913	-3.2068119805757367	5	5	0.544169601042237	7.002817455276848	4	4	0.9678670176079451	-1.1440261372205656	4	4	0.8650501184450475	-3.5698037861331073	3	3
UGT1A9	0.8589234302104986	-4.792295898214557	4	4	0.9686286237487493	5.279751838020299	3	3	0.49399123707363213	0.9793010815393471	3	3	0.8959888013798673	-4.257789210667858	3	3
UGT3A1	0.7251760390475201	-4.643712104982647	5	5	0.5702369356998382	9.639966457757803	4	4	0.5456746483060118	-2.669650683856984	4	4	0.45617396933916476	-8.513396663260584	3	3
UHMK1	0.7486355258963429	-1.5440095332951735	5	5	0.19564431342197386	12.386655373200568	5	5	0.27674630646727594	-6.724461166972901	4	4	0.07999423865097266	-17.63177761728004	5	5
ULK1	0.07669508969818949	1.5981276425113116	5	5	0.04697391921697734	-1.894571395405034	5	5	0.0950825212681468	-9.866690133289334	5	5	0.1798357575606958	3.5179604793570913	2	2
ULK2	0.5523701790650292	-5.905169590642829	5	5	0.36570304873678816	6.655617071532226	3	3	0.5456746483060118	1.4576863871092627	4	4	0.6557662767367889	-7.344819512633531	4	4
ULK3	0.7747115719164201	-2.770604948217759	5	5	0.9961285525583008	5.909105004769528	4	4	0.8719874526916926	-2.350044780727329	4	4	0.7836748470848344	-3.909676632193077	3	3
ULK4	0.734530327356215	-3.1243706821917416	5	5	0.842310842686326	5.713285526978798	4	4	0.5942835749518536	0.7816787915655556	4	4	0.8611418352622409	-3.406547247719056	4	4
UPP1	0.7112215620282105	-2.20352039222931	5	5	0.9883860222523053	5.705482575992583	4	4	0.5706865825457641	-3.502347175872991	5	5	0.5389301710621042	-4.496577140243055	3	3
UQCR10	0.054136175865159016	-9.778964374011073	5	5	0.9765796581758859	-0.06122598311573668	1	1	0.03450645801830813	7.4471521591648004	3	3	0.23936673222782978	3.0615103696026913	3	3
UQCRB	0.7670458340369236	-5.1418280892100805	4	4	0.21677880214574896	-1.564723840433576	2	2	0.10470947695789658	-9.736405763182345	2	2			0	0
UQCRC1	0.9565697484075363	-9.846882418827894	10	10	0.6675835317808836	5.945611756593291	6	6	0.9304286616400574	-2.4931495446672494	7	7	0.872104662510732	-7.234693833453708	5	5
UQCRQ	0.017461218405306355	-9.480961255603683	5	5	0.2604357915372295	11.136506187306468	1	1	0.13561839230281897	4.873312794393108	3	3	0.9167058325394901	-3.578582605179495	3	3
UROD	0.045823588841137304	-8.639543101581264	4	4	0.008139338024021817	18.927401065554445	3	3			0	0	0.004943421352468008	-18.156347883300644	3	3
VAMP1	0.20102204354273379	-8.660672657447305	5	5	0.8630401869694907	3.2441177347254015	2	2	0.39743389954992847	-4.801107657727194	2	2	0.7844784035957554	-6.348018993958535	1	1
VAMP2	0.03207140841756255	-9.04522308538001	5	5	0.12233626149408068	11.428224120755289	3	3	0.05927991263590548	6.680605203243657	3	3	0.9063393506880174	-3.17635944313187	3	3
VARS	0.6087165463763076	-6.457759926771697	1	1			0	0			0	0			0	0
VDAC1	0.9727004053932512	-5.116846427369738	5	5	0.6871474617411502	5.2113774074887065	4	4	0.12765919716189436	-6.731105110712257	3	3	0.5469327444768446	-7.019597486933964	2	2
VDAC2	0.2964177841966653	-7.4046590269532615	2	2	0.14481922644591255	18.13671605550001	1	1			0	0	0.10563348227890615	-17.87050018263464	1	1
VDAC3	0.7914408970790019	-5.774161703172134	5	5	0.11964199674753521	0.9456615878209581	3	3	0.8614235537053763	-0.878998368700485	4	4	0.10783944423394784	0.8218572137253023	3	3
VKORC1	0.1428367211541874	1.4477873129890027	5	5	0.313255028372343	1.9629892715914365	5	5	0.31044728941327515	1.5486788726188658	5	5	0.06268810987194023	0.8566184816878885	5	5
VKORC1L1	0.43854435803093816	-3.725958516841224	5	5	0.8045521659197685	3.4524429755141846	4	4	0.48217359552168093	-2.0858976773242275	5	5	0.44620800804902794	-3.149290701482761	4	4
VRK1	0.062388551824889574	-8.808224147632673	5	5	0.044883505087621074	15.198890670286346	3	3	0.24271610139925148	2.868003718131653	4	4	0.2165585365870627	-10.759667182166993	4	4
VRK2	0.1024046878066047	1.7900053926309178	5	5	0.21101421572436796	-1.249561151535777	5	5	0.47227408646913205	-5.761801526275028	5	5	0.28372586387635934	2.9218285406105715	3	3
VRK3	0.5607229698535698	-5.657561274204869	5	5	0.2782149128472079	1.5361612328055105	3	3	0.7036066917205944	-3.242268974193438	4	4	0.7438000152380875	-3.439975719020667	3	3
VTN	0.19239264674228174	0.9054630891361085	5	5	0.32462984430099917	1.6985821953289146	4	4	0.9038091799800312	-2.085542580712862	4	4	0.2614889143752971	-2.382091059216379	4	4
VWF	0.5482168078588079	-4.392115545839018	5	5	0.08868890536786328	-1.641515445431904	3	3	0.05654155107006006	-9.479013969644543	3	3			0	0
WARS	0.8985024041132937	-4.594133880559061	5	5	0.13652475757907007	-1.422939792812798	3	3	0.02953413155899591	-9.927445442713026	3	3			0	0
WARS2	0.13781554610550012	-8.43350232004874	5	5	0.3229758070461728	-1.7559231044038803	1	1	0.2198654551797944	-9.927095420970772	1	1			0	0
WDSUB1	0.2509765393516753	-8.397430791226016	5	5	0.3660333198639718	-0.9327936468563882	2	2	0.6860900811394776	-2.7534495744020706	3	3	0.6160938761069382	2.845102003681295	1	1
WEE1	0.07564510842541156	-8.989910297702473	2	2			0	0			0	0			0	0
WNK1	0.46852768235463194	0.6976661696171546	5	5	0.5417009389231748	-0.8764131301496043	5	5	0.8417447854259017	-4.814912453968095	5	5	0.11368735693078738	3.4943555846326446	3	3
WNK2	0.48005734270335876	-9.528389151254112	5	5	0.8882978938943152	4.9233405433304185	3	3	0.43345537399844136	3.3633228607747108	4	4	0.3141164800746591	0.5570761090992103	3	3
WNK3	0.753356281883896	-1.7008459252096557	5	5	0.9896406451111373	8.542807576894582	5	5	0.7236382182800918	-5.543367034898476	4	4	0.8434431122303214	-10.614164318379027	4	4
WNK4	0.2383618352039545	0.7664078494764665	5	5	0.8523644333228676	6.005685166737503	5	5	0.8044585223930418	-5.442056191534202	5	5	0.7477340440880693	-6.506451299916897	4	4
XYLB	0.3038879916841194	-1.8154120714418618	4	4	0.4152680050824561	1.4660579213656382	3	3	0.917460989321956	0.059399586046034715	3	3	0.44052455086533027	0.16469494452352565	3	3
YARS	0.35549441181615726	-7.804816972640407	5	5	0.3587607992995858	-1.0883356247360592	2	2	0.9669347588070616	0.05776576162398106	3	3	0.6016371484058185	1.9956640074748129	2	2
YARS2	0.1739778553904936	-8.244148143057203	5	5	0.2861311863015312	10.730110719191725	1	1	0.1315766691717824	5.713518661785235	2	2	0.9935918570986044	-2.417019041985912	2	2
YES1	0.7019717081980577	-5.05329481940923	5	5	0.7658774872024416	4.888240058324878	3	3	0.08727763944951974	-7.01796473227727	3	3	0.1798357575606958	-12.202461553240012	2	2
ZAK	0.8739336054079389	-5.788795867386869	5	5	0.3423673177460389	1.5241265765464835	3	3	0.5163294725300376	-3.09008485970932	4	4	0.7058164680531573	-2.015199292733174	2	2
ZAP70	0.32709425956338745	-9.70004278833084	5	5	0.36570304873678816	9.100410172970873	3	3	0.1120683490421296	6.998258281069358	4	4	0.8878184405588241	-4.071718821186665	4	4
ZC3HC1	0.17795175047560174	-1.870654905520916	5	5	0.21597553982287754	1.2393160578995304	4	4	0.13375806663825576	-7.244736673373562	4	4	0.8139648565977974	-3.7562459844801546	3	3
ZFY	0.34905251448206065	-5.889610147709053	5	5	0.10614428859057819	13.253974717801329	4	4	0.12472162667966838	4.580632086720249	4	4	0.7171892582004387	-11.103790928480757	5	5
ZMYND8	0.883747905809653	-4.816257960560222	5	5	0.6091632486488154	2.1377259246195695	3	3	0.6772168269506692	-2.635770546037969	4	4	0.7663400909455875	-1.967503683345373	2	2
pseudo_0	0.4330474156771239	-4.267546722319693	5	5	0.2195976444304848	11.779882217775615	4	4	0.5105594943611125	2.8148415185417854	4	4	0.5091336854681567	-7.925106565935103	4	4
pseudo_1	0.6722190980804224	-2.099790385877789	5	5	0.185289888201555	0.982494868247772	4	4	0.23557075034843444	-6.209404496902015	4	4	0.8283245204925728	-2.2074445809512766	2	2
pseudo_10	0.09175816100500814	2.0314226257704706	5	5	0.8286769590021439	3.000063008317517	5	5	0.55719832621477	-8.695995170835333	5	5	0.9426801010511117	-3.509621196111278	3	3
pseudo_100	0.7720300249724812	-9.599662251221291	10	10	0.5310055109173346	2.565542910373512	6	6	0.7851710015795298	3.067447060264761	8	8	0.3919565170231213	-3.1426615749723816	6	6
pseudo_1000	0.17695158792034082	-8.774594806516857	5	5	0.2164455463212619	9.439766992315318	3	3	0.63726337932383	0.755413046076844	3	3	0.4138911185318803	-7.641082848905559	3	3
pseudo_1001	0.9355313379491793	-4.746332740094668	5	5	0.029263665744483684	-2.0950176829188103	3	3	0.23879290883571058	3.9166398914587077	5	5	0.012040043043848432	4.281784778313867	4	4
pseudo_1002	0.2346657866958709	0.2659725449517165	5	5	0.42081779746788806	5.438698821832298	5	5	0.48466511480231	-8.304349619743292	5	5	0.9505079754058229	-5.8143708935164495	4	4
pseudo_1003	0.3769437572472055	-8.147716750414313	5	5	0.7701690854235015	5.840558969383548	3	3	0.5038588337392622	-3.4131765752278405	3	3	0.36799740205575426	-8.261464713892181	1	1
pseudo_1004	0.4858792581291961	-6.598238571628631	5	5	0.8727853087933759	5.965685176489902	4	4	0.6193074999116697	-0.9649093903256496	4	4	0.6721515770417354	-3.2429656697216687	4	4
pseudo_1005	0.03333988550209441	2.172988077826035	5	5	0.42583019277096246	2.1074352457930043	5	5	0.08097598715225657	-10.187934279151827	5	5	0.7177868332479136	-2.865078145239002	2	2
pseudo_1006	0.15509717267239564	-8.67191304161422	5	5	0.25641517386533896	9.90733147627719	3	3	0.9958656745191315	-0.33916439265290016	3	3	0.37051796582340224	-7.901260362921204	3	3
pseudo_1007	0.12130752223237279	-0.6925782621150264	5	5	0.8354298148251096	11.449442113123967	5	5	0.6403493121235084	-3.9373011639730855	5	5	0.6476331680190908	-10.018395657235097	4	4
pseudo_1008	0.1652791369335106	-8.738774968368242	5	5	0.5218535200068654	8.226379616134883	3	3	0.0435225800109206	7.643463717389687	4	4	0.2711961829609154	-2.594565153869271	4	4
pseudo_1009	0.7890447163452082	-4.782173152119386	5	5	0.40568305810496186	-0.868010246951935	3	3	0.8642286028625283	-2.276623792944635	3	3	0.25075941877699237	3.251444063313583	2	2
pseudo_101	0.3939749718232116	-8.167294733622068	5	5	0.9724775459033901	4.612342290991629	2	2	0.5863923852536876	-3.101379097666395	3	3	0.5153352157599448	-7.78334307593938	2	2
pseudo_1010	0.05374846109582564	2.289711333897083	5	5	0.03394642347433336	0.9384209250137984	5	5	0.007199805988844155	-10.149251587102148	5	5	0.26900936251825636	-9.740535707781241	1	1
pseudo_1011	0.9404808731919202	-6.708487209965427	5	5	0.3798121005542555	9.300402837929242	4	4	0.5397394035103334	0.9671498673346006	4	4	0.8496546027760271	-3.0352520282892073	3	3
pseudo_1012	0.3348308241257887	-0.5504769526086951	5	5	0.8557593596037136	5.240662958288655	5	5	0.403948807605896	2.0132637371320294	5	5	0.5163537776525096	-3.0325192855198537	5	5
pseudo_1013	0.5670270701891695	-4.662298888694579	5	5	0.8045517718924269	9.049648777855973	4	4	0.3541734121999779	-3.9424775605933	4	4	0.5687419866077745	-10.118980496840349	4	4
pseudo_1014	0.7890447163452082	-4.34628418754363	5	5	0.5561265906259225	16.02845884698692	5	5	0.24271533896153497	3.6729563833677736	4	4	0.9238496723481793	-10.201871806058618	5	5
pseudo_1015	0.3803131772306615	-4.55742489166434	5	5	0.20820795672357084	9.226685738911284	3	3	0.42188635184047385	-3.363427041592196	3	3	0.07434722969639819	-11.018853306123715	3	3
pseudo_1016	0.9256398585909422	-4.673014755554879	5	5	0.677587655461982	2.3381093662654067	3	3	0.32006725136754544	4.076532639874952	5	5	0.18860004309452705	0.05075270014511979	4	4
pseudo_1017	0.7557199102954437	-5.326298246206463	5	5	0.752464818944282	9.12849588982098	4	4	0.8614233316999723	0.090554669862481	4	4	0.5964875598285619	-4.333378643732192	3	3
pseudo_1018	0.7275105843794041	-2.2937177098845223	5	5	0.21578996344797174	10.040194714167171	5	5	0.12225233525053295	4.521510215307783	5	5	0.9158622075416606	-4.476437484338678	5	5
