	Diff	Lower	T0	Upper
	Rep1	Rep1	Rep1	Rep1
sgId				
AHCY_-_32890950.23-P1P2	1483	2	1210	3
AHCY_-_32891095.23-P1P2	3449	4884	2397	3434
AHCY_-_32891101.23-P1P2	2	0	695	0
AHCY_-_32891145.23-P1P2	1750	0	2045	1558
AK1_+_130639930.23-P1P2	2460	2	1647	1302
AK1_+_130639945.23-P1P2	2096	1350	1007	1136
AK1_-_130639512.23-P1P2	2	0	404	0
AK1_-_130639710.23-P1P2	2518	0	1303	1183
AK1_-_130639906.23-P1P2	2471	2618	1922	1434
AK2_+_33502042.23-P1P2	1364	2	2259	954
AK2_+_33502056.23-P1P2	2	0	263	1901
AK2_+_33502088.23-P1P2	0	2	326	0
AK2_+_33502194.23-P1P2	1115	2	1098	2269
AK2_+_33502475.23-P1P2	1068	2190	1141	1
AK3_+_4740766.23-P1P2	3037	5	1033	4
AK3_+_4740798.23-P1P2	4991	4	1475	1
AK3_-_4740765.23-P1P2	2537	4476	1300	1427
AK3_-_4741156.23-P1P2	1201	3831	2267	5
AK3_-_4741205.23-P1P2	3112	0	989	2
AK4_+_65613321.23-P1P2	3920	2	2677	3
AK4_+_65614269.23-P1P2	6286	10015	1696	3350
AK4_-_65613240.23-P1P2	742	0	516	0
AK4_-_65613440.23-P1P2	1656	4776	1591	1486
AK4_-_65613504.23-P1P2	1224	0	909	0
AK5_-_77747738.23-P1P2	2358	7389	1410	1850
AK5_-_77747887.23-P1P2	483	0	966	0
AK5_-_77748084.23-P1P2	456	3	2131	2119
AK5_-_77748096.23-P1P2	1142	2	1161	1620
AK5_-_77748351.23-P1P2	77	4595	1446	4
AK7_+_96858465.23-P1P2	2416	8946	2239	1238
AK7_+_96858485.23-P1P2	896	3	1690	2153
AK7_+_96858941.23-P1P2	0	0	178	0
AK7_-_96858547.23-P1P2	0	0	347	0
AK7_-_96858913.23-P1P2	1	1	764	0
AK8_+_135753659.23-P1P2	0	0	453	1353
AK8_+_135753664.23-P1P2	1	0	435	0
AK8_-_135753610.23-P1P2	953	0	1447	0
AK8_-_135753634.23-P1P2	3460	2	1058	2566
AK8_-_135754341.23-P1P2	1324	2	2589	3630
AKAP10_+_19881070.23-P1P2	943	991	1599	3
AKAP10_+_19881078.23-P1P2	1726	1	113	1333
AKAP10_+_19881106.23-P1P2	2641	2746	1381	1
AKAP10_+_19881109.23-P1P2	0	0	79	0
AKAP10_+_19881129.23-P1P2	5281	4189	1525	1482
AKAP11_+_42846358.23-P1P2	2144	1	675	2
AKAP11_+_42846376.23-P1P2	800	3320	2482	6712
AKAP11_+_42846479.23-P1P2	0	0	0	0
AKAP11_+_42846688.23-P1P2	793	0	1481	1
AKAP11_-_42846604.23-P1P2	3	3	462	3236
AKAP12_+_151561539.23-P1	1262	625	1731	799
AKAP12_+_151646838.23-P2	0	0	506	0
AKAP12_+_151646850.23-P2	280	5498	1004	2010
AKAP12_+_151647266.23-P2	2619	1	531	1
AKAP12_-_151561572.23-P1	2478	3444	948	3509
AKAP12_-_151561599.23-P1	2592	1679	1714	1
AKAP12_-_151561609.23-P1	0	0	1338	0
AKAP12_-_151562006.23-P1	1213	0	706	1
AKAP12_-_151646835.23-P2	3428	7729	2161	3143
AKAP12_-_151646844.23-P2	0	0	585	0
AKAP13_+_85923789.23-P1P2	2353	3	644	3649
AKAP13_+_85923863.23-P1P2	5055	1658	1842	3133
AKAP13_+_85923876.23-P1P2	712	0	2116	1300
AKAP13_+_85924198.23-P1P2	1082	5	1876	3352
AKAP13_+_85924290.23-P1P2	1394	1	1117	1
AKAP14_+_119030176.23-P1P2	2849	5468	2000	1891
AKAP14_+_119030185.23-P1P2	984	3	673	1649
AKAP14_+_119030227.23-P1P2	3488	1	1270	3640
AKAP14_+_119030337.23-P1P2	1494	1	693	2
AKAP14_-_119030368.23-P1P2	0	0	287	1493
AKAP1_+_55162988.23-P1P2	1212	7097	2135	4
AKAP1_+_55162999.23-P1P2	2120	7	3042	2178
AKAP1_+_55163111.23-P1P2	1863	1737	1333	5886
AKAP1_-_55162653.23-P1P2	7	5224	1017	3414
AKAP1_-_55162661.23-P1P2	0	0	868	0
AKAP3_+_4754219.23-P2	0	1	309	0
AKAP3_+_4757792.23-P1	92	0	67	0
AKAP3_+_4757813.23-P1	1356	4654	209	1453
AKAP3_+_4758137.23-P1	1	1	519	1
AKAP3_-_4754118.23-P2	6	3236	515	3
AKAP3_-_4754189.23-P2	2700	1	528	1796
AKAP3_-_4754248.23-P2	1251	5	857	2949
AKAP3_-_4754290.23-P2	1	0	286	0
AKAP3_-_4758021.23-P1	0	0	427	0
AKAP3_-_4758224.23-P1	0	0	370	0
AKAP4_+_49964966.23-P1P2	2	1	532	1239
AKAP4_+_49964995.23-P1P2	0	0	404	0
AKAP4_+_49965047.23-P1P2	493	2	883	1
AKAP4_+_49965636.23-P1P2	1641	7103	2066	1102
AKAP4_+_49965647.23-P1P2	1	0	960	572
AKAP5_+_64932286.23-P1P2	1055	0	694	2056
AKAP5_+_64932289.23-P1P2	2	1	2427	3080
AKAP5_+_64932523.23-P1P2	0	0	616	0
AKAP5_-_64932236.23-P1P2	952	0	1481	2855
AKAP5_-_64932248.23-P1P2	1288	1	1669	1651
AKAP6_+_32798551.23-P1P2	0	0	85	0
AKAP6_+_32798898.23-P1P2	0	0	170	1
AKAP6_-_32798545.23-P1P2	1564	2	859	1992
AKAP6_-_32798602.23-P1P2	0	0	842	1
AKAP6_-_32798679.23-P1P2	0	0	1235	0
AKAP7_+_131456600.23-P1P2	1020	2	1056	2641
AKAP7_+_131456616.23-P1P2	5670	8607	2784	443
AKAP7_-_131456586.23-P1P2	2272	3773	1982	515
AKAP7_-_131456595.23-P1P2	2729	5479	2674	3406
AKAP7_-_131456599.23-P1P2	4856	3839	1317	1750
AKAP8L_+_15529720.23-P1P2	555	2139	901	2
AKAP8L_+_15529754.23-P1P2	2200	9	1397	3386
AKAP8L_+_15529786.23-P1P2	3	2170	2290	1809
AKAP8L_-_15529435.23-P1P2	1715	1	511	0
AKAP8L_-_15529738.23-P1P2	0	0	465	0
AKAP8_+_15490522.23-P1P2	1554	5094	2472	1633
AKAP8_+_15490531.23-P1P2	1	1	744	0
AKAP8_+_15490538.23-P1P2	2362	5	1542	1781
AKAP8_+_15490555.23-P1P2	1820	1	883	0
AKAP8_+_15490566.23-P1P2	1455	2269	476	1889
AKAP9_+_91570225.23-P1P2	2481	5	2360	2087
AKAP9_+_91570245.23-P1P2	4754	1	2559	1
AKAP9_+_91570248.23-P1P2	4125	1	2825	2039
AKAP9_-_91570201.23-P1P2	0	0	147	0
AKAP9_-_91570233.23-P1P2	3767	2273	2265	1
AKR1A1_+_46016701.23-P1P2	0	0	0	0
AKR1A1_+_46016723.23-P1P2	4	1600	1275	4613
AKR1A1_+_46017142.23-P1P2	1169	2892	738	4
AKR1A1_-_46016592.23-P1P2	5	3726	578	2932
AKR1A1_-_46016934.23-P1P2	3406	1	1600	1091
AKR1B10_+_134212298.23-P1P2	2556	0	539	1782
AKR1B10_+_134212317.23-P1P2	1	0	239	0
AKR1B10_+_134212752.23-P1P2	1140	0	1093	2899
AKR1B10_-_134212336.23-P1P2	1927	5267	1	1
AKR1B10_-_134212770.23-P1P2	3	0	309	1883
AKR1B1_+_134143398.23-P1P2	2527	2	1757	1288
AKR1B1_+_134143462.23-P1P2	3831	0	1453	1
AKR1B1_+_134143839.23-P1P2	2134	5573	2807	793
AKR1B1_-_134143472.23-P1P2	1719	2876	814	1915
AKR1B1_-_134143848.23-P1P2	5108	1553	2517	1511
AKT1_+_105261633.23-P1P2	0	0	285	0
AKT1_+_105261705.23-P1P2	0	0	938	0
AKT1_+_105261975.23-P1P2	1141	0	714	3022
AKT1_+_105262011.23-P1P2	0	0	805	0
AKT1_+_105262020.23-P1P2	2622	4	1575	3420
AKT2_+_40791162.23-P1P2	2414	1	690	1
AKT2_+_40791298.23-P1P2	1081	0	1177	1
AKT2_-_40791096.23-P1P2	1	0	763	1469
AKT2_-_40791188.23-P1P2	2634	2563	3373	2564
AKT2_-_40791241.23-P1P2	1	1	422	1897
AKT3_+_244013158.23-P1P2	3776	2	1137	295
AKT3_-_244013164.23-P1P2	1405	1	2366	1
AKT3_-_244013349.23-P1P2	7	4	2104	2494
AKT3_-_244013352.23-P1P2	2796	13883	1689	3448
AKT3_-_244013548.23-P1P2	4272	5	663	3593
ALAS1_+_52232183.23-P1P2	1261	1	2928	1
ALAS1_+_52232365.23-P1P2	1	2	65	1994
ALAS1_+_52232583.23-P1P2	1503	2527	961	2
ALAS1_+_52232611.23-P1P2	2708	3639	2581	3146
ALAS1_-_52232194.23-P1P2	2	1	2037	0
ALAS2_+_55057316.23-P1P2	3	5296	841	1
ALAS2_+_55057338.23-P1P2	0	0	207	0
ALAS2_-_55056927.23-P1P2	2606	1	820	1590
ALAS2_-_55057349.23-P1P2	1761	27	784	876
ALAS2_-_55057412.23-P1P2	3295	2945	650	3250
ALDH18A1_+_97416086.23-P1P2	1094	8367	692	1924
ALDH18A1_+_97416090.23-P1P2	213	112	153	83
ALDH18A1_+_97416448.23-P1P2	2775	5604	1480	2
ALDH18A1_-_97416063.23-P1P2	2	2801	576	0
ALDH18A1_-_97416501.23-P1P2	0	0	244	0
ALDH1A2_+_58357459.23-P1P2	1287	3	1608	1951
ALDH1A2_+_58357493.23-P1P2	2261	3838	1875	1723
ALDH1A2_-_58357473.23-P1P2	721	1	1283	0
ALDH1A2_-_58357549.23-P1P2	4768	6498	1881	1048
ALDH1A2_-_58357877.23-P1P2	1904	2	1161	3644
ALDH1B1_+_38392764.23-P1P2	1303	0	790	0
ALDH1B1_+_38392957.23-P1P2	4	2	1226	1520
ALDH1B1_+_38392963.23-P1P2	3	4941	2159	0
ALDH1B1_+_38393145.23-P1P2	1172	6	2108	1273
ALDH1B1_-_38393107.23-P1P2	183	5071	1136	1779
ALDH1L1_+_125899006.23-P1P2	4456	4685	2284	1416
ALDH1L1_-_125899035.23-P1P2	4523	3784	1724	1551
ALDH1L1_-_125899333.23-P1P2	6791	5594	2609	2816
ALDH1L1_-_125899391.23-P1P2	1086	1204	655	1580
ALDH1L1_-_125899408.23-P1P2	10	8900	1361	3122
ALDH3A1_+_19651350.23-P1P2	1	2409	954	2594
ALDH3A1_+_19651570.23-P1P2	1628	730	1702	2
ALDH3A1_+_19651582.23-P1P2	856	2225	382	1
ALDH3A1_+_19651663.23-P1P2	1673	1	1117	3
ALDH3A1_-_19651612.23-P1P2	2497	3	598	3
ALDH3A2_+_19552078.23-P1P2	1789	2	1328	2264
ALDH3A2_-_19552105.23-P1P2	657	1	1113	1
ALDH3A2_-_19552119.23-P1P2	1	3090	929	4
ALDH3A2_-_19552301.23-P1P2	1288	3	870	0
ALDH3A2_-_19552304.23-P1P2	1621	2977	1703	2
ALDH3B1_+_67777809.23-P1P2	0	842	1081	508
ALDH3B1_+_67777830.23-P1P2	0	1	513	2
ALDH3B1_+_67777856.23-P1P2	2878	7	1401	1962
ALDH3B1_+_67778195.23-P1P2	4587	6892	1857	1417
ALDH3B1_-_67778165.23-P1P2	0	0	0	0
ALDH4A1_-_19228655.23-P1P2	4	3058	1202	3244
ALDH4A1_-_19228763.23-P1P2	1291	2692	432	0
ALDH4A1_-_19228783.23-P1P2	1268	3	611	2278
ALDH4A1_-_19228972.23-P1P2	2284	3	2417	2941
ALDH4A1_-_19229034.23-P1P2	1573	3	1497	0
ALDH5A1_+_24495207.23-P1P2	1274	4814	685	1288
ALDH5A1_+_24495265.23-P1P2	2418	1	828	7
ALDH5A1_+_24495477.23-P1P2	451	0	1394	1899
ALDH5A1_+_24495537.23-P1P2	3021	2199	1888	2
ALDH5A1_+_24495662.23-P1P2	1347	5475	521	3305
ALDH9A1_-_165667549.23-P1P2	0	0	156	0
ALDH9A1_-_165667740.23-P1P2	592	0	2179	1067
ALDH9A1_-_165667761.23-P1P2	1106	0	770	1012
ALDH9A1_-_165667800.23-P1P2	0	1	128	1024
ALDH9A1_-_165667803.23-P1P2	879	1	685	0
ALK_+_30144436.23-P1P2	4648	2653	2259	3
ALK_-_30144068.23-P1P2	10	13783	2074	2962
ALK_-_30144392.23-P1P2	2988	2852	1576	1691
ALK_-_30144395.23-P1P2	2	2720	790	2
ALK_-_30144402.23-P1P2	6	4159	620	1320
ALLC_+_3705780.23-P1P2	1	0	808	0
ALLC_+_3706035.23-P1P2	0	0	216	0
ALLC_-_3705821.23-P1P2	7	3183	2413	1
ALLC_-_3705832.23-P1P2	2768	3138	1448	870
ALLC_-_3706094.23-P1P2	1051	2	1023	442
ALOX5_+_45869730.23-P1P2	1189	3189	1499	1
ALOX5_+_45869734.23-P1P2	650	5308	468	1
ALOX5_-_45870075.23-P1P2	2254	6	373	1
ALOX5_-_45870079.23-P1P2	1265	8	1377	1583
ALOX5_-_45870102.23-P1P2	1759	1	742	3
ALPI_+_233320899.23-P1P2	824	3313	1448	1
ALPI_+_233320902.23-P1P2	2	4	1215	1730
ALPI_+_233321300.23-P1P2	1229	7868	1553	3503
ALPI_-_233320917.23-P1P2	2	4867	1137	2012
ALPI_-_233321239.23-P1P2	679	1	946	1031
ALPK1_+_113218522.23-P1P2	3080	1	746	2
ALPK1_+_113218559.23-P1P2	0	0	0	0
ALPK1_-_113218809.23-P1P2	4	6184	755	2
ALPK1_-_113218819.23-P1P2	0	0	0	0
ALPK1_-_113218916.23-P1P2	0	1	128	0
ALPK2_+_56295811.23-ENST00000361673.3	2	2	366	893
ALPK2_+_56296241.23-ENST00000361673.3	1550	0	645	1
ALPK2_+_56296244.23-ENST00000361673.3	2	1	1075	1797
ALPK2_-_56296080.23-ENST00000361673.3	2	0	1016	0
ALPK2_-_56296111.23-ENST00000361673.3	0	0	0	0
ALPK3_+_85360868.23-P1P2	1	0	149	1706
ALPK3_-_85360394.23-P1P2	2328	5	1572	4
ALPK3_-_85360414.23-P1P2	1108	2	489	2660
ALPK3_-_85360424.23-P1P2	0	0	136	0
ALPK3_-_85360833.23-P1P2	4885	2	982	1438
ALPL_+_21835943.23-P1	897	2	1731	3185
ALPL_+_21835964.23-P1	1185	4	1960	1619
ALPL_+_21835978.23-P1	2	2156	1561	1516
ALPL_+_21836361.23-P1	2303	3	2405	3808
ALPL_+_21877779.23-P2	1081	9	2283	3269
ALPL_+_21878169.23-P2	6	5689	1974	9
ALPL_-_21836424.23-P1	1704	0	272	0
ALPL_-_21877787.23-P2	918	2	621	2211
ALPL_-_21877856.23-P2	1299	2392	557	0
ALPL_-_21877871.23-P2	276	1115	1423	1613
ALPPL2_+_233271563.23-P1P2	4309	1635	1985	1659
ALPPL2_+_233271581.23-P1P2	2	1280	529	0
ALPPL2_+_233271588.23-P1P2	1194	1	577	0
ALPPL2_+_233271948.23-P1P2	2769	3054	1788	3529
ALPPL2_-_233271568.23-P1P2	3	0	638	0
AMHR2_+_53818923.23-P1P2	2615	2	689	1130
AMHR2_+_53819137.23-P1P2	3092	3	2680	4412
AMHR2_+_53819383.23-P1P2	1599	6721	2269	1703
AMHR2_-_53818886.23-P1P2	0	0	0	0
AMHR2_-_53819370.23-P1P2	3	3273	269	1330
AMN_+_103389039.23-P1	814	1	1732	1375
AMN_+_103389216.23-P1	5663	1	2984	1990
AMN_+_103395231.23-P2	2308	1	985	0
AMN_+_103395370.23-P2	1348	0	1122	1245
AMN_+_103395419.23-P2	1476	2	2017	1
AMN_-_103389029.23-P1	2461	1	1280	1618
AMN_-_103389054.23-P1	5	2	1532	3129
AMN_-_103389087.23-P1	2448	0	1829	2537
AMN_-_103395024.23-P2	1441	6	1955	5379
AMN_-_103395326.23-P2	2418	1	1806	0
AMT_+_49459848.23-P1P2	1656	1	1922	3624
AMT_+_49459858.23-P1P2	1374	4	1556	2
AMT_+_49459861.23-P1P2	1089	3	1179	10
AMT_-_49459829.23-P1P2	4	2	2130	1089
AMT_-_49459857.23-P1P2	692	4	1105	0
AMY2A_+_104159553.23-P1P2	2695	0	840	3674
AMY2A_+_104159726.23-P1P2	0	0	915	1
AMY2A_+_104159834.23-P1P2	1	1680	0	0
AMY2A_-_104159734.23-P1P2	1604	5212	587	4
AMY2A_-_104159817.23-P1P2	0	210	465	0
AMY2B_+_104104473.23-P1P2	1	0	923	0
AMY2B_-_104104404.23-P1P2	2	1	1244	2967
AMY2B_-_104104409.23-P1P2	0	3	862	1961
AMY2B_-_104104458.23-P1P2	4	2097	854	1814
AMY2B_-_104104488.23-P1P2	1	0	237	1685
ANKK1_+_113258562.23-P1P2	5554	2241	2810	2702
ANKK1_+_113258924.23-P1P2	33	1	804	0
ANKK1_+_113258955.23-P1P2	0	0	0	0
ANKK1_-_113258522.23-P1P2	1474	0	1006	0
ANKK1_-_113259026.23-P1P2	1	0	732	4
ANXA2_+_60689732.23-P1P2	1265	3	1909	5237
ANXA2_+_60690063.23-P1P2	3616	4	1680	2002
ANXA2_-_60689707.23-P1P2	238	3392	1306	1
ANXA2_-_60689776.23-P1P2	940	11310	2690	1370
ANXA2_-_60690116.23-P1P2	4876	4	2327	1876
ANXA3_+_79472940.23-P1P2	2536	3	2048	1948
ANXA3_+_79473255.23-P1P2	1198	0	323	2
ANXA3_+_79473355.23-P1P2	3	2949	906	2711
ANXA3_-_79473131.23-P1P2	3827	4527	870	3
ANXA3_-_79473265.23-P1P2	541	0	935	1
ANXA5_-_122617573.23-P1P2	891	0	1441	1356
ANXA5_-_122617717.23-P1P2	2652	2675	349	1993
ANXA5_-_122617764.23-P1P2	0	0	901	0
ANXA5_-_122618086.23-P1P2	1449	0	1270	0
ANXA5_-_122618118.23-P1P2	5	5202	361	1264
APCS_+_159557645.23-P1P2	1	0	430	2
APCS_+_159557663.23-P1P2	1	0	356	0
APCS_+_159557720.23-P1P2	4	1	1	2144
APCS_-_159557617.23-P1P2	0	0	471	0
APCS_-_159557638.23-P1P2	2528	6165	783	1306
APOE_+_45409173.23-P1P2	0	0	142	0
APOE_-_45409117.23-P1P2	2029	1	773	3622
APOE_-_45409137.23-P1P2	1415	5333	1107	3
APOE_-_45409305.23-P1P2	1	0	593	1883
APOE_-_45409519.23-P1P2	0	0	514	0
APOH_+_64223962.23-P2	1331	4	364	1512
APOH_+_64224198.23-P2	0	0	689	0
APOH_+_64224202.23-P2	1435	1	2108	3
APOH_+_64225521.23-P1	2601	1	363	2
APOH_-_64224067.23-P2	5272	1921	1455	1240
APOH_-_64224106.23-P2	0	0	0	0
APOH_-_64225455.23-P1	642	0	499	1449
APOH_-_64225487.23-P1	399	2505	528	2
APOH_-_64225515.23-P1	1665	1	491	1
APOH_-_64225529.23-P1	1926	1	810	1751
APRT_+_88877892.23-P1P2	1378	2524	1105	1524
APRT_+_88877930.23-P1P2	5931	4	1893	5
APRT_-_88878107.23-P1P2	1	1814	2254	2
APRT_-_88878302.23-P1P2	1230	2954	1010	4598
APRT_-_88878308.23-P1P2	2367	2870	1266	3736
ARAF_+_47420611.23-P1P2	3323	2	1332	2
ARAF_-_47420581.23-P1P2	1468	2	910	2223
ARAF_-_47420629.23-P1P2	3755	3	1071	1
ARAF_-_47420650.23-P1P2	4550	5091	1983	2578
ARAF_-_47420655.23-P1P2	3056	2	1753	2733
ARF1_+_228270829.23-P1P2	0	191	614	0
ARF1_-_228270444.23-P1P2	3204	2	2261	4347
ARF1_-_228270479.23-P1P2	1587	0	1363	0
ARF1_-_228270510.23-P1P2	4156	2	2039	1886
ARF1_-_228270878.23-P1P2	2708	4	661	2165
ARF4_+_57583046.23-P1P2	0	0	0	0
ARF4_-_57582621.23-P1P2	0	0	1224	1
ARF4_-_57583010.23-P1P2	0	0	596	0
ARF4_-_57583033.23-P1P2	0	0	403	0
ARF4_-_57583055.23-P1P2	2	2636	142	0
ARF6_+_50361360.23-P2	1	0	251	0
ARF6_+_50361377.23-P2	0	0	0	0
ARF6_+_50361520.23-P2	0	0	0	0
ARF6_-_50359824.23-P1	1	0	841	0
ARF6_-_50359827.23-P1	0	0	0	0
ARF6_-_50359865.23-P1	1	2337	1646	1532
ARF6_-_50360206.23-P1	1734	1	1422	1245
ARF6_-_50360232.23-P1	6152	1	1752	1932
ARF6_-_50361209.23-P2	2553	4	169	2
ARF6_-_50361303.23-P2	0	0	708	1
ARHGAP26_+_142150361.23-P1P2	3968	4559	684	2503
ARHGAP26_-_142149986.23-P1P2	2126	0	1590	1
ARHGAP26_-_142150010.23-P1P2	0	2	437	1106
ARHGAP26_-_142150016.23-P1P2	0	0	513	0
ARHGAP26_-_142150021.23-P1P2	0	0	86	0
ARL1_+_101801462.23-P1P2	0	0	381	1554
ARL1_+_101801468.23-P1P2	898	2658	1619	0
ARL1_+_101801483.23-P1P2	2978	2	2859	1516
ARL1_-_101801214.23-P1P2	1	0	1082	0
ARL1_-_101801545.23-P1P2	3	0	1085	1948
ARL3_+_104474074.23-P1P2	4921	6	1504	1968
ARL3_+_104474107.23-P1P2	1071	6950	1026	1579
ARL3_-_104474009.23-P1P2	2698	987	2355	2
ARL3_-_104474089.23-P1P2	1618	1	2719	2009
ARL3_-_104474101.23-P1P2	0	0	0	0
ARL5B_-_18948336.23-P1P2	1047	0	623	1
ARL5B_-_18948344.23-P1P2	1303	0	1019	0
ARL5B_-_18948348.23-P1P2	3990	5732	918	2116
ARL5B_-_18948364.23-P1P2	795	1258	2037	848
ARL5B_-_18948378.23-P1P2	1	0	316	1
ARPC1B_+_98972315.23-P1P2	4187	3	2537	5
ARPC1B_+_98972356.23-P1P2	1348	5179	1973	1868
ARPC1B_+_98972769.23-P1P2	1468	2	1752	2
ARPC1B_-_98972364.23-P1P2	0	0	1040	1191
ARPC1B_-_98972410.23-P1P2	0	0	0	0
ARPC2_+_219082121.23-P1	1	1047	673	0
ARPC2_+_219082260.23-P1	3	0	883	0
ARPC2_+_219103598.23-P2	1528	0	242	0
ARPC2_-_219081891.23-P1	1327	5458	2111	1790
ARPC2_-_219081923.23-P1	1	0	305	0
ARPC2_-_219081929.23-P1	4	0	1379	0
ARPC2_-_219103608.23-P2	3	0	990	0
ARPC2_-_219103625.23-P2	2	0	664	1844
ARPC2_-_219103724.23-P2	1660	0	740	0
ARPC2_-_219103871.23-P2	2478	4	1576	1520
ARPC3_+_110883121.23-P2	4	2	761	1672
ARPC3_+_110887749.23-P1	0	0	374	0
ARPC3_+_110888087.23-P1	0	0	0	0
ARPC3_-_110882890.23-P2	1	0	770	935
ARPC3_-_110882896.23-P2	1788	1	386	2061
ARPC3_-_110882946.23-P2	2	3	721	1357
ARPC3_-_110883364.23-P2	3	2	970	2088
ARPC3_-_110888115.23-P1	658	0	558	1
ARPC3_-_110888131.23-P1	3	4482	1169	3
ARPC3_-_110888149.23-P1	1	1	519	1575
ARPC4_+_9834769.23-P1P2	0	0	235	1
ARPC4_+_9834836.23-P1P2	2645	3	1250	2775
ARPC4_-_9834275.23-P1P2	3	2610	550	1
ARPC4_-_9834393.23-P1P2	4	5007	1361	3694
ARPC4_-_9834808.23-P1P2	0	1	434	0
ARPC5_+_183604702.23-P1P2	1021	2501	545	3
ARPC5_+_183604818.23-P1P2	1	2	1448	0
ARPC5_+_183604896.23-P1P2	3259	3	1893	2369
ARPC5_-_183604403.23-P1P2	0	0	473	2145
ARPC5_-_183604444.23-P1P2	3	3076	918	1977
ARSA_+_51066539.23-P1P2	1498	1	1786	1
ARSA_+_51066550.23-P1P2	1818	2178	2236	6648
ARSA_-_51066477.23-P1P2	12	9759	2341	1566
ARSA_-_51066480.23-P1P2	1	2519	496	0
ARSA_-_51066507.23-P1P2	8	2613	930	2926
ART1_+_3666404.23-P1P2	0	0	0	0
ART1_+_3666757.23-P1P2	3	0	810	1957
ART1_+_3666779.23-P1P2	4	2	1150	1911
ART1_-_3666414.23-P1P2	2027	0	1090	0
ART1_-_3666702.23-P1P2	1	1	1896	1
ASGR2_+_7017555.23-P1P2	1383	582	1589	1497
ASGR2_-_7017722.23-P1P2	1344	0	864	0
ASGR2_-_7017726.23-P1P2	1698	3366	763	0
ASGR2_-_7017962.23-P1P2	2255	5116	2794	1696
ASGR2_-_7017981.23-P1P2	1435	6554	2662	5
ASNA1_+_12848373.23-P1P2	2211	8005	1902	1595
ASNA1_+_12848385.23-P1P2	0	0	599	0
ASNA1_+_12848698.23-P1P2	1189	9523	860	4
ASNA1_-_12847970.23-P1P2	1269	2	922	1770
ASNA1_-_12848537.23-P1P2	0	0	352	0
ASPA_+_3379320.23-P1P2	6	2	722	2054
ASPA_+_3379346.23-P1P2	0	0	0	0
ASPA_+_3379511.23-P1P2	0	0	758	1
ASPA_+_3379614.23-P1P2	0	0	0	0
ASPA_-_3379286.23-P1P2	13	8895	793	1572
ASRGL1_+_62105004.23-P1P2	3708	4971	1710	4
ASRGL1_+_62105040.23-P1P2	3808	2	2642	1196
ASRGL1_+_62105366.23-P1P2	2	2	1295	1243
ASRGL1_-_62104973.23-P1P2	1523	2329	1703	2
ASRGL1_-_62105346.23-P1P2	1475	2	253	1
ASS1_+_133320398.23-P1P2	0	0	964	0
ASS1_+_133320409.23-P1P2	4	3059	726	1732
ASS1_+_133320415.23-P1P2	533	3	2660	1
ASS1_+_133320791.23-P1P2	1167	1	876	1000
ASS1_-_133320387.23-P1P2	3654	3532	1327	4906
ATM_+_108094013.23-P1P2	1195	2	1622	1946
ATM_-_108093795.23-P1P2	234	1	740	1916
ATM_-_108093813.23-P1P2	0	0	441	0
ATM_-_108093829.23-P1P2	2040	2	722	0
ATM_-_108093839.23-P1P2	660	0	852	0
ATOX1_-_151137774.23-P1P2	4542	3066	1494	5
ATOX1_-_151138108.23-P1P2	5586	2	1852	4
ATOX1_-_151138119.23-P1P2	4033	1	2375	1976
ATOX1_-_151138125.23-P1P2	2706	3	1939	2812
ATOX1_-_151138136.23-P1P2	3724	6	1323	3243
ATP1A1_+_116916023.23-P1P2	1690	0	1167	0
ATP1A1_+_116916694.23-P1P2	4114	2	1395	1898
ATP1A1_-_116915929.23-P1P2	1218	5354	1448	3126
ATP1A1_-_116915944.23-P1P2	2159	6	2178	1446
ATP1A1_-_116916334.23-P1P2	1501	1	717	0
ATP2A1_+_28889799.23-P1P2	6	1405	1903	3195
ATP2A1_+_28890222.23-P1P2	2413	1	870	1
ATP2A1_-_28889826.23-P1P2	4	1	1394	0
ATP2A1_-_28889833.23-P1P2	3534	2	282	1301
ATP2A1_-_28889864.23-P1P2	0	0	612	0
ATP2C1_+_130613032.23-P1P2	0	0	456	0
ATP2C1_+_130613095.23-P1P2	3043	0	1825	956
ATP2C1_+_130613395.23-P1P2	1246	6740	2193	1625
ATP2C1_-_130613451.23-P1P2	1	1	580	1567
ATP2C1_-_130613510.23-P1P2	600	2	1320	6668
ATP4A_+_36048513.23-P2	0	1	771	0
ATP4A_+_36048542.23-P2	2591	5	3599	1032
ATP4A_+_36048719.23-P2	1918	3562	1414	2167
ATP4A_+_36054077.23-P1	1178	1	2311	2730
ATP4A_+_36054145.23-P1	881	0	817	1
ATP4A_+_36054525.23-P1	2228	1432	1578	3214
ATP4A_+_36054542.23-P1	0	0	517	0
ATP4A_+_36054554.23-P1	1964	1	716	2
ATP4A_-_36048282.23-P2	3049	1	1285	0
ATP4A_-_36048687.23-P2	2107	3982	1715	1662
ATP5A1_+_43669273.23-P2	3	7	1866	1752
ATP5A1_+_43669663.23-P2	1458	2	1465	1931
ATP5A1_+_43669671.23-P2	0	0	0	0
ATP5A1_+_43678149.23-P1	1235	2	977	2
ATP5A1_+_43678210.23-P1	0	0	359	1
ATP5A1_+_43678237.23-P1	2707	3343	632	1
ATP5A1_-_43669651.23-P2	1793	1	1022	1701
ATP5A1_-_43669654.23-P2	2111	4182	751	3322
ATP5A1_-_43678030.23-P1	0	0	542	0
ATP5A1_-_43678159.23-P1	5	5139	101	1
