index,epsilon,pvalue,gene,product
NTC_57,6.560056333333335,0.004588245322652536,NTC,15.339729830822868
NTC_1419,6.456723000000001,0.004588245322652536,NTC,15.09809998264651
NTC_1753,6.451120333333334,0.0070167245735527056,NTC,13.89484597668948
NTC_1383,6.346763000000001,0.006545150953353901,NTC,13.861840244580842
NTC_810,6.952200000000001,0.01283853848115633,NTC,13.149977935000797
NTC_512,6.809647166666667,0.012028420076436156,NTC,13.07310215717822
NTC_605,6.550970000000001,0.010198047560531758,NTC,13.046145171994013
NTC_1780,7.016862000000001,0.014144277850663115,NTC,12.977119453567715
NTC_2035,6.902816666666667,0.014144277850663115,NTC,12.76620182204117
NTC_1370,6.972580000000001,0.015078600743376958,NTC,12.70152336607509
NTC_292,7.037366666666667,0.017655997008344203,NTC,12.337262067090151
NTC_1262,6.924456666666668,0.017655997008344203,NTC,12.139318670649939
NTC_78,6.952137166666668,0.018790467632205193,NTC,11.999822643814213
NTC_1558,7.103226666666668,0.02327816688674553,NTC,11.599932992229197
NTC_499,6.0630233333333345,0.01283853848115633,NTC,11.468114129732792
NTC_1969,6.291483000000001,0.015078600743376958,NTC,11.460810536668523
NTC_841,6.847196666666667,0.021909642232226755,NTC,11.36199653902988
NTC_1531,7.253100000000001,0.02866854980885324,NTC,11.188590537246217
NTC_1488,7.600812,0.03510105303383692,NTC,11.056748094063186
PRKACB,6.241530000000001,0.020617376732857788,PRKACB,10.521762765181425
NTC_2077,7.034703333333335,0.03314823989937783,NTC,10.408121640660973
NTC_740,7.33201,0.03930249675892238,NTC,10.305725585226435
NTC_2085,6.906626666666668,0.032207208833601106,NTC,10.305010981486925
NTC_602,7.058695333333334,0.03510105303383692,NTC,10.26814190028724
NTC_786,7.2699733333333345,0.03930249675892238,NTC,10.21852809601286
NTC_513,7.070920000000001,0.03715123613454832,NTC,10.111604615347197
NTC_830,7.992783000000001,0.0545490724932301,NTC,10.096584429595412
NTC_493,7.476756666666668,0.04514783907937459,NTC,10.058952015469085
