index,epsilon,pvalue,gene,product
NTC_506,6.567353333333333,0.0037614858565133964,NTC,15.923471308664112
NTC_2110,6.606306833333333,0.004911003607253329,NTC,15.252837733739094
NTC_2124,6.896396666666666,0.007106055331571956,NTC,14.816021466429376
NTC_1741,6.921093333333332,0.008504835039806773,NTC,14.328975575809421
NTC_1552,7.088062,0.010876079516553038,NTC,13.917605550983211
NTC_1983,6.454716666666666,0.008504835039806773,NTC,13.363420056768971
NTC_2158,6.983596666666666,0.012480362225993389,NTC,13.295181447549869
NTC_296,6.297166666666666,0.007918190399002078,NTC,13.232702681757644
NTC_324,7.095083333333333,0.016328998404692194,NTC,12.679200936860356
NTC_173,7.072855333333333,0.016876849658956698,NTC,12.538111605668364
NTC_1491,6.7372266666666665,0.017440768576707347,NTC,11.846971000354761
NTC_1616,7.2064786666666665,0.023304931798992515,NTC,11.76495233975177
NTC_1193,7.605946666666666,0.03273495544651307,NTC,11.294741398428574
NTC_1694,7.118263333333333,0.026418363339395727,NTC,11.233289305498143
NTC_1349,6.7428099999999995,0.021871349442936176,NTC,11.193903544127968
NTC_841,7.465223333333332,0.03176008213922947,NTC,11.183788309264758
NTC_680,7.197496666666666,0.028983448293392087,NTC,11.06866985865878
NTC_1140,7.104213499999999,0.028983448293392087,NTC,10.925214345857304
NTC_2143,6.953433333333333,0.028105566701146795,NTC,10.786219004561106
NTC_820,7.63944,0.04272012966148202,NTC,10.461200379285689
PRKACB,6.327873333333333,0.023258392700127396,PRKACB,10.336076764985476
NTC_484,6.821883333333333,0.03081020930569987,NTC,10.309948787898865
NTC_2164,6.3298,0.024051828687961636,NTC,10.247008744784075
NTC_1030,7.40363,0.04525895740482678,NTC,9.952666157784561
CLPS,6.343443333333333,0.027374824729319493,CLPS,9.912573178735437
NTC_871,7.193303333333333,0.04397407686260872,NTC,9.75989747625249
ISPD,6.617353333333333,0.03405122513778379,ISPD,9.713396291805008
NTC_1312,7.566916666666666,0.05216748413768318,NTC,9.705328128860877
NTC_1854,7.15079,0.04397407686260872,NTC,9.702215246617556
NTC_157,6.950816666666666,0.04149655018474361,NTC,9.60594527117637
NTC_1020,8.14172,0.06682250816674404,NTC,9.567149762672
AXL,6.329783333333332,0.030861276687211704,AXL,9.561682793751409
GLUD1,6.180389999999999,0.02849719809061607,GLUD1,9.549925270412361
NTC_1396,7.6507499999999995,0.056720990206299025,NTC,9.534794592050874
NTC_1093,7.419656833333333,0.05216748413768318,NTC,9.516452650821426
NTC_1518,7.4088199999999995,0.053650100906934374,NTC,9.412383168584103
SFTPA1,6.041525399999999,0.02849719809061607,SFTPA1,9.335351990618415
NTC_1818,7.89417,0.06682250816674404,NTC,9.27625939506547
NTC_973,7.6471599999999995,0.06330230490668344,NTC,9.1657366770851
PDE11A,6.151906666666666,0.03339178851999607,PDE11A,9.082430887531988
LDHC,6.0605166666666666,0.03210517052163228,LDHC,9.050927218391317
NTC_618,7.335796666666666,0.059936769763103706,NTC,8.966593170928938
NTC_1902,6.8472566666666665,0.049304926230381026,NTC,8.950115515978695
NTC_1800,7.446875333333333,0.06330230490668344,NTC,8.925679385865298
NTC_812,7.521586666666666,0.06682250816674404,NTC,8.838445204811377
ATP8A1,6.327326666666666,0.04050611195077098,ATP8A1,8.81067230186822
NTC_1910,7.551146666666666,0.06864215678664154,NTC,8.785072589581874
NTC_1218,7.679641999999999,0.07240366002686001,NTC,8.756630997063295
NTC_619,7.205786666666667,0.061600511883859656,NTC,8.721997160495105
NTC_1202,7.804053333333333,0.07836081770508005,NTC,8.630510703289511
NTC_548,7.774083333333333,0.08254952192567716,NTC,8.421551265310248
NTC_1705,7.521386666666666,0.07633227464821728,NTC,8.40358361536609
NTC_854,6.93486,0.061600511883859656,NTC,8.394063275316379
NTC_1456,7.510229999999999,0.07633227464821728,NTC,8.39111836323145
NTC_197,7.7180833333333325,0.08254952192567716,NTC,8.360887280807376
NTC_176,7.624929999999999,0.08043302346293653,NTC,8.345986125691569
CCKAR,6.038709666666666,0.04207352268066752,CCKAR,8.309210904048323
