	lower	lower	lower	lower	upper	upper	upper	upper
ILKAP	0.11729258214303219	7.878366427906983	4	4	0.12526774628518234	-0.6942933784983144	4	4
IMPA1	0.2297636067750426	1.6728085063809015	4	4	0.6780825252478184	-6.3928956194110755	4	4
INPP1	0.17866954345140007	10.337873745119142	4	4	0.46844691159497365	-5.642231883192797	4	4
INPP4B	0.2904781656185249	6.322428580986433	4	4	0.24739793267946142	-1.7236300429120233	4	4
INPP5A	0.9162537046444287	2.563411437636955	4	4	0.3909839668442341	-1.5354933505016524	4	4
INPP5B	0.9969160988323472	9.614413749226403	8	8	0.6511123261302909	-8.09828838862318	8	8
INPP5D	0.4676187164013438	-1.246330235826795	1	1	0.8318571404371922	0.35713054848634	1	1
INPP5E	0.7398400700349768	6.336001308387313	4	4	0.811896731903401	-2.1607157606890595	4	4
INPP5F	0.07936036399704977	10.085192726654642	4	4	0.3327834392297607	-1.606657348308155	4	4
INPP5J	0.42226948296545663	-0.8441506360865271	4	4	0.6699985902759191	-4.587039967047895	4	4
INPP5K	0.42226948296545663	6.509926593010082	4	4	0.14860336267645818	-1.0728227456761026	4	4
INPPL1	0.44832238284022163	4.629782602149961	4	4	0.2804937245126513	-5.999733267645154	4	4
INS	0.9955841983893235	2.76874914238511	4	4	0.6459782297226009	-6.125925065994163	4	4
INSR	0.34218640129974376	-1.522201162133058	1	1	0.24973237854812025	-9.396484641322468	1	1
INSRR	0.339473173269047	1.701190831915067	3	3	0.24590561263095378	1.1372484400908893	3	3
IP6K1	0.9867531361654316	3.203752032185276	4	4	0.6301653783910885	-8.564032256007918	4	4
IP6K2	0.3486000596644482	-1.1788321338602827	2	2	0.9937154959012978	-3.899858888420835	2	2
IP6K3	0.5337797266232922	-0.7634574474784808	2	2	0.843895243218821	-3.612158930918728	2	2
IRAK1	0.797975144187431	9.684536099091039	6	6	0.04666044637352511	-10.075049506315429	6	6
IRAK1BP1	0.17792996478862022	8.839530634571231	5	5	0.3987682937513213	-4.3565873161514395	5	5
IRAK2	0.1004473322237253	-2.47087960377333	1	1	0.5096964137086636	-8.344165023399663	1	1
IRAK3	0.5761781687565709	0.8412863229836693	4	4	0.4095829271395257	-5.8082485553401995	4	4
IRAK4	0.9690969612980223	2.7954130245979134	4	4	0.8377492101519326	-1.0641060364887405	4	4
IRGC	0.2221376730572553	5.584822954518954	2	2	0.11337944232155323	1.7408870341977385	2	2
ISG20	0.714801909064076	3.3542645331724557	3	3	0.7534235347349099	-2.214037729660506	3	3
ISPD	0.7004987483350548	-0.39592504601736955	3	3	0.3459954907228089	-1.5282224459579865	3	3
ISYNA1	0.11331586596090351	8.958862677753476	3	3	0.6489900969794189	-3.2673817537072694	3	3
ITGA2B	0.04134796802074214	11.133566970067367	2	2	0.9811480471341884	-3.407870073451158	2	2
ITGA4	0.043446000564590324	9.939039390083707	3	3	0.5770232054055706	-1.8382959171469022	3	3
ITGAL	0.893480726925582	-0.20984959577125029	2	2	0.10300776982270127	1.949635176814302	2	2
ITK	0.0965228428652111	-1.666638234644953	2	2	0.06417146223370432	-9.54035702618005	2	2
ITPA	0.0606324026493992	7.795263128606673	4	4	0.28545643399273624	-1.7967657699294985	4	4
ITPK1	0.6768971859550865	5.380065786779852	3	3	0.4010134616450324	-0.020529863822862	3	3
ITPKA	0.06963898846627246	9.40778186838259	3	3	0.49274223497424763	0.5184277549075696	3	3
ITPKB	0.4417249336735335	1.1891117040296735	4	4	0.5317158607334982	-6.4593823965972055	4	4
ITPKC	0.7558901951357487	4.898725669219022	5	5	0.35612329772100226	0.8930136683896485	5	5
IYD	0.430388895180718	-0.6918986219732398	3	3	0.4767143993899181	-5.688790427455569	3	3
JAK1	0.2674019228620056	6.281846429472743	3	3	0.5510397247543231	0.5397355900871417	3	3
JAK2	0.7534235347349099	2.748566285542685	3	3	0.7052551253773022	-2.0955246116983646	3	3
JAK3	0.15396835366316636	9.403973246236408	2	2	0.1680815597136518	1.4842620193004787	2	2
JAKMIP1	0.24590561263095378	6.589436982875122	3	3	0.6957545268767622	-2.0572014226661537	3	3
KALRN	0.3266667946891344	-0.9003806593038514	3	3	0.08695581528256012	-9.106605394751133	3	3
KARS	0.2843489595342069	6.5346490441941425	3	3	0.4229302614645546	-5.441931505937976	3	3
KAT2A	0.5837557146690224	-0.7784182758924706	4	4	0.5244781388817298	-2.03637054053373	4	4
KAT5	0.21482833735175744	-1.7188343422443424	1	1	0.1692881450557	-9.59124830606593	1	1
KCNA1	0.05365074361838078	-1.807158346157322	3	3	0.509054478717973	-3.1959787040032186	3	3
KCNA4	0.7273384694317897	6.13169097254967	4	4	0.951455921838272	-5.129606652956183	4	4
KCNC4	0.8827784086677047	2.8287885576266105	3	3	0.062106039769284443	-9.258587844759441	3	3
KCND2	0.17165833033726197	8.117193004458814	5	5	0.0748464403010206	0.0732403036409468	5	5
KCND3	0.7458866564935573	0.5306730726537294	1	1	0.2590454483955059	-9.342612346972603	1	1
KCNE1	0.9426437736618785	2.3350413213037733	4	4	0.2804937245126513	-8.977336801403752	4	4
KCNH2	0.39104760185675946	4.906609365869775	6	6	0.1469224032138731	-9.838866507950137	6	6
KCNH6	0.5611639214856028	8.874214784784572	4	4	0.7356651658540911	-3.1065995262085564	4	4
KCNH7	0.7107821853940397	3.359051425552158	4	4	0.37887450011114443	-8.70639876073571	4	4
KCNJ1	0.36699863976590164	2.5102289059914153	4	4	0.10023380330295228	-9.814710253259477	4	4
KCNJ11	0.8899556151060655	2.3602761299803086	4	4	0.6301653783910885	-5.35883403792453	4	4
KCNJ12	0.4406725422750465	8.905488796206805	1	1	0.9732565186484019	0.08641685416267841	1	1
KCNJ3	0.39059281804531476	4.86312451009125	2	2	0.11701390891099898	1.608681659116217	2	2
KCNJ5	0.8281115382557651	3.8286401866830313	5	5	0.7784999825157899	-9.16656634118777	5	5
KCNJ6	0.23408601672889773	-1.3294826695632522	4	4	0.5686473614873404	-7.8933075158496715	4	4
KCNJ8	0.27558994430748396	1.3684488156710684	4	4	0.46168373340046287	-1.995618565363701	4	4
KCNK1	0.3141784886638983	6.139096195025831	3	3	0.6215672885499751	-5.443652662178148	3	3
KCNK2	0.18877535107474197	-1.2282213088789664	3	3	0.8726687190033349	-5.008808852084619	3	3
KCNK3	0.1394911037273397	-1.6352581629096583	4	4	0.46168373340046287	0.3360748253072157	4	4
KCNK6	0.5537284618522589	3.505195593258648	4	4	0.09796709567251086	-0.7616575995308082	4	4
KCNK9	0.2565617992203223	-1.5369422029513349	4	4	0.4286981716638256	-1.8843651933464496	4	4
KCNMA1	0.6182032579958154	6.166305176561789	5	5	0.6676951074926976	-9.402917660886308	5	5
KCNMB1	0.696657541019734	6.2797463251777215	5	5	0.9174650490501355	-7.274225499465593	5	5
KCNMB2	0.19094088125254582	1.2745242154914223	3	3	0.14560067035378416	-6.392343506446079	3	3
KCNMB3	0.8324535573993369	2.5266802796603116	3	3	0.2356243103272324	-6.217366306892391	3	3
KCNMB4	0.15283051353896723	6.9579313688653555	3	3	0.9795419662332743	-2.8265142955726064	3	3
KCNN1	0.23846573220900935	0.42697448856403497	4	4	0.6579440233432974	-3.934318210082793	4	4
KCNN2	0.17866954345140007	10.467137282923586	4	4	0.7862477284805949	-1.5570086910104586	4	4
KCNN3			0	0			0	0
KCNN4	0.23846573220900935	8.321969897906515	4	4	0.614520176712387	-4.987297540444387	4	4
KCNQ1	0.0415493953224078	11.19039916181251	5	5	0.06283483367187531	2.528112911035073	5	5
KCNQ2	0.1192758431970131	-1.5021115840571522	3	3	0.18449805094016147	-6.566292722305161	3	3
KCNQ3	0.349625416507229	-1.2384731111769647	4	4	0.6067622680548863	-8.444218005998314	4	4
KDM5D	0.1004473322237253	-2.6220030524196805	1	1	0.09590510852973674	-10.495288472046013	1	1
KDR	0.822463642853613	2.830158993537303	3	3	0.41554786836236957	-1.7539163090707752	3	3
KHK	0.9881886176926634	2.1392724933583036	5	5	0.17792996478862022	-0.728910471478568	5	5
KIAA1804	0.8291107692840998	2.371771570740149	4	4	0.8377492101519326	-4.8603011945671	4	4
KIDINS220	0.7340286013566418	5.693050911820642	3	3	0.3592778465374553	-5.632322637557586	3	3
KIF1A	0.5425082577032556	3.4445088499280607	3	3	0.7243935255582838	-1.9184826262344055	3	3
KIF3B	0.18838153206022834	5.920096139453927	2	2	0.1207392324915107	1.6148654641782874	2	2
KIF5B	0.9560302952092635	3.699145579272738	2	2	0.8686233887448216	-3.522672551300117	2	2
KIT	0.9955841983893235	5.673195161862393	4	4	0.9690969612980223	-2.532733902272046	4	4
KLK1	0.7498493743285272	6.514428093767315	6	6	0.3525938218221911	-1.1423124207027382	6	6
KLK6	0.4082163035057116	-0.8997787507707624	2	2	0.5132711059909847	-2.569961667687668	2	2
KRT12	0.5008631613936626	5.7266161722257145	3	3	0.3266667946891344	-3.3938542180855364	3	3
KRT7	0.6539456471479708	-0.38524248169676206	4	4	0.34395228517025545	-8.896908805683289	4	4
KRT8	0.9645762041869574	3.5259148561409397	5	5	0.2977787650484882	-8.861482841150961	5	5
KRTAP5-3	0.9948849700283554	2.6110314557044103	3	3	0.37287612734146225	-3.5659728108858757	3	3
KSR1	0.010434823419096451	11.326781110812016	5	5	0.9567112752181224	-3.5801507525391245	5	5
KSR2	0.17299558771385581	-1.4678304132871185	2	2	0.7348423790572112	-4.13287587865524	2	2
KYNU	0.9744290538613658	2.4741317392277224	3	3	0.3266667946891344	-5.900762185391823	3	3
L3MBTL1	0.038917282022593626	10.95515970229575	10	10	0.02441046283066237	-0.6029395322076967	10	10
LALBA	0.9184431438380081	2.268996432534358	2	2	0.057663688326966445	4.043332273725768	2	2
LAMTOR3	0.6768971859550865	2.5657375935124964	3	3	0.7631805449989932	-2.799302196969419	3	3
LAP3	0.04759889585810888	-1.757279093287469	3	3	0.4229302614645546	-5.864987922809104	3	3
LARS	0.9198896014368715	0.09813566868998258	1	1	0.5687370807561141	-7.77514975093635	1	1
LARS2	0.040850927669850615	8.440003806145082	3	3	0.812502426299867	-4.275085648923414	3	3
LAT	0.553675186535875	-1.084917178649306	1	1	0.8668812065459899	-0.24567559783581444	1	1
LATS1	0.02976109011673024	10.298825298718631	3	3	0.4082421376484595	-1.48818146203517	3	3
LATS2	0.09428508904027764	9.361183420980936	3	3	0.7243935255582838	-2.9698418903744677	3	3
LCK	0.5172912259372366	6.292569840745689	4	4	0.009441477669293551	2.2182438519443592	4	4
LCMT1	0.26595873418383764	1.9123278282931568	4	4	0.2955589988176961	-8.967846281577684	4	4
LCMT2	0.4417249336735335	5.731245916431075	4	4	0.12256368738501093	-9.519592322574281	4	4
LCN2	0.3330302479966122	-0.7597129686274032	3	3	0.892907228662779	-0.5079571565681381	3	3
LCN9	0.1314031367606553	-2.2565685654562024	1	1	0.5096964137086636	0.9041692640362339	1	1
LCT	0.6421349797380504	3.334078459658417	2	2	0.015601893219374411	-10.860007067885094	2	2
LCTL	0.6308940151440023	4.897222183985446	2	2	0.24055353721564965	-8.665186434431558	2	2
LDHAL6A	0.08322517250180199	10.231298480446357	4	4	0.3909839668442341	-1.716224370092409	4	4
LDHAL6B	0.040850927669850615	10.012972265004251	3	3	0.6675430376707338	-5.348240342480924	3	3
LDHC	0.8033231357098927	0.17247576338847756	4	4	0.04004660177616983	1.7439460708142835	4	4
LEPRE1	0.251162555499317	1.5398179470902373	3	3	0.10759303319319459	-6.510865626289821	3	3
LEPREL1	0.9206463780338501	2.2119408148610464	4	4	0.6539456471479708	-1.6507784480732717	4	4
LEPREL2	0.9567112752181224	3.0513716730202574	5	5	0.7709414763919682	-4.956696043668159	5	5
LGALS2	0.968585275497194	0.15539724225016593	2	2	0.24055353721564965	-8.51204114927393	2	2
LGALS7	0.646833967708627	-0.7868986171894967	1	1	0.9732565186484019	0.04883814448769791	1	1
LGALS9	0.6957112086212667	-0.7170909039162918	1	1	0.1558425387245505	2.3890488717888485	1	1
LGSN	0.7458866564935573	-0.6027762127807659	1	1	0.14322325140518916	-10.061024133128255	1	1
LHCGR	0.9937154959012978	3.7777929783678346	2	2	0.5867985246541945	-4.350187265855849	2	2
LHPP	0.9331448117925528	5.678082879768458	5	5	0.8012988347974419	-9.095576865704507	5	5
LIAS			0	0			0	0
LIMK1	0.08322517250180199	1.0426663550321351	4	4	0.31647445496966875	-3.791210910842514	4	4
LIMK2	0.4954539733417518	-1.2108423089558844	1	1	0.2590454483955059	1.639106572311161	1	1
LIPA	0.7558901951357487	6.346515501265784	5	5	0.4211972088663567	-5.321334457276279	5	5
LIPF	0.37734133666578695	-1.4421449123510772	1	1	0.29868749946380246	1.533192608451928	1	1
LIPJ	0.6197378089651657	4.575087442979072	2	2	0.968585275497194	-3.832481380724655	2	2
LIPT1	0.02798087167297371	11.537338370221159	2	2	0.10300776982270127	1.788126924968728	2	2
LMAN1	0.5537284618522589	1.790649513590094	4	4	0.6943612463275022	-2.0766149463685655	4	4
LMTK2	0.8827784086677047	5.318656622923128	3	3	0.46097636493522	-1.7526237148246686	3	3
LMTK3	0.6699985902759191	3.4037266097471197	4	4	0.01866643530725542	2.193037289280956	4	4
LPA	0.893480726925582	4.0942490441657275	2	2	0.1365753626974344	1.6703054484912698	2	2
LPL	0.1680815597136518	-1.492121040078496	2	2	0.13247351469737328	1.5107442504428044	2	2
LPPR2	0.968585275497194	3.652597885405844	2	2	0.9560302952092635	-3.7720625328648807	2	2
LRAT	0.6197378089651657	-0.6290159164659093	2	2	0.24055353721564965	-5.1451785772591805	2	2
LRP1	0.5686473614873404	1.1784754120988838	4	4	0.221289783784836	-9.319535506737678	4	4
LRRK1	0.90747603745455	2.636776826442371	4	4	0.8291107692840998	-2.128665086484856	4	4
LRRK2	0.3141784886638983	-0.9918330408567885	3	3	0.01263856211177618	-10.16741532568596	3	3
LSM6			0	0			0	0
LSS	0.16246041591846205	10.661719241845585	1	1	0.6957112086212667	-7.136081800010671	1	1
LTA	0.14322325140518916	10.993772449082643	1	1	0.33094927500753824	1.3703401538800648	1	1
LTA4H	0.7437057424127969	2.406495527973256	3	3	0.07576803604241879	-8.962840512524252	3	3
LTC4S	0.7107821853940397	6.242651833743128	4	4	0.9338386403809925	-4.993971066839586	4	4
LTF	0.21482833735175744	9.898031333652069	1	1	0.5096964137086636	-8.429039141470417	1	1
LTK	0.19754850877304286	-1.2461674279656563	3	3	0.7729753211775603	-2.267102187975097	3	3
LY96	0.2948322834067959	-1.279770263675947	2	2	0.046287247705826325	-9.945227125982232	2	2
LYN	0.08127412446611325	9.748122667192696	4	4	0.3909839668442341	-1.4532796490278612	4	4
LYZ	0.6086684693571149	-0.6159526367630219	2	2	0.11701390891099898	1.633382769123706	2	2
M6PR	0.052080550486159255	-1.8098369693191139	3	3	0.4229302614645546	-5.478986605159623	3	3
MADD	0.5173154389508978	6.249484679089879	3	3	0.14918216588050706	-8.295901056075925	3	3
MAGI2	0.251162555499317	-1.024760501070921	3	3	0.4846924179863771	-1.6569620944707502	3	3
MAGI3	0.8724887730813045	2.905285517948869	4	4	0.6943612463275022	-4.369558939029727	4	4
MAK	0.892907228662779	2.359893893117117	3	3	0.25649741520509617	1.0295998174462266	3	3
MAN1A1	0.13193012715932934	-1.3787684989817333	3	3	0.23059931506087805	0.9204470677951702	3	3
MAN1B1	0.27114733494959664	1.1235213721587407	5	5	0.37176644846005324	0.34838804534064377	5	5
MAN2A1	0.4417249336735335	6.413129786362563	4	4	0.8637780629535432	-5.295543629112639	4	4
MAOB	0.7467421134808956	4.245949976495556	2	2	0.7587025380471828	-4.161982395878043	2	2
MAP1A	0.055260269043792984	7.763846718486029	3	3	0.18877535107474197	-0.3816157373208458	3	3
MAP2K1	0.38678869651065917	1.7184824049319498	3	3	0.339473173269047	0.9421502896057938	3	3
MAP2K2	0.9250415942716494	5.808817445631241	4	4	0.4158976444658756	-1.7106736003881133	4	4
MAP2K3	0.6489900969794189	2.9522626523244573	3	3	0.37979324589522423	-5.886475850187274	3	3
MAP2K4	0.9253013032332024	2.531387728550586	5	5	0.409891547786831	-8.620025073317477	5	5
MAP2K5	0.7990449773021052	2.495876686164063	4	4	0.44832238284022163	-8.75193395943203	4	4
MAP2K6	0.11004524521734775	11.635819316693288	1	1	0.6308616535489604	-7.521904661989982	1	1
MAP2K7	0.6197378089651657	2.6687755769266457	2	2	0.24055353721564965	-5.289215123614761	2	2
MAP3K1	0.9567112752181224	0.12027226558174113	5	5	0.17477314927118348	-1.1093191751394176	5	5
MAP3K10	0.953989943868534	4.354158222166567	3	3	0.822463642853613	-2.356389240203612	3	3
MAP3K11	0.28679019948764806	2.0962284449878266	7	7	0.1221105155402433	-9.66578422602083	7	7
MAP3K12	0.8324535573993369	2.7208452680693522	3	3	0.1254787118256875	-8.636211057697862	3	3
MAP3K13	0.4940531510041464	2.6789485351320774	7	7	0.7402088962824991	-9.026555670416213	7	7
MAP3K14	0.16858524862508273	7.30685015024945	5	5	0.3070318124204119	-9.18159429022787	5	5
MAP3K15	0.843895243218821	3.594836622397013	2	2	0.08173351610863466	-9.446097215371175	2	2
MAP3K19	0.48142685985522826	8.518796859862606	1	1	0.7971638434158136	0.4579515906919469	1	1
MAP3K2	0.9338386403809925	6.236584656522742	4	4	0.7107821853940397	-6.159372374744289	4	4
MAP3K3	0.9096368050561019	5.608623197949544	5	5	0.7260690837294399	-9.358749933140098	5	5
MAP3K4	0.8025714579867083	2.3827395186812432	3	3	0.28724225085342225	-5.899758390891203	3	3
MAP3K5	0.5101556395102649	6.276857402418867	4	4	0.221289783784836	-8.849454298971542	4	4
MAP3K6	0.493180551416013	4.737857530010239	2	2	0.6421349797380504	-3.0014792352917565	2	2
MAP3K7	0.4532175785706196	6.500769725163387	3	3	0.11042516887470057	1.7028428368207507	3	3
MAP3K8	0.4767143993899181	-0.7389760265086066	3	3	0.38678869651065917	-1.639960525038471	3	3
MAP3K9	0.13655121333896056	11.07249606414701	4	4	0.27558994430748396	-1.5427347155142437	4	4
MAP4K1	0.6421349797380504	4.428213704970228	2	2	0.45429657353652386	-4.538278276771545	2	2
MAP4K2	0.7947731413669984	2.912924172405291	4	4	0.6223214530405292	-8.500341618408845	4	4
MAP4K3	0.17615939305910155	-1.2699303193754592	3	3	0.03960343661678779	-9.476217761025458	3	3
MAP4K4	0.5687370807561141	-1.0126113968175563	1	1	0.9732565186484019	0.06587357267036975	1	1
MAP4K5	0.5596366575132491	6.08229635970111	3	3	0.6582402618027362	-2.8802498576030438	3	3
MAPK1	0.8724887730813045	2.451814387658208	4	4	0.8377492101519326	-3.134129647275431	4	4
MAPK10	0.03794896290006668	-2.027026449595444	4	4	0.27558994430748396	-8.940899596467487	4	4
MAPK11	0.07564277551359934	1.1688906551007328	4	4	0.4286981716638256	-6.000052209598754	4	4
MAPK12	0.8550838789849982	5.637352295838352	4	4	0.059128662816697805	2.0157286800049907	4	4
MAPK13	0.6244993176395417	2.1892131646560276	6	6	0.7703677264283604	-9.110411691236942	6	6
MAPK14	0.7777478678258648	3.7545840926705463	4	4	0.6699985902759191	-4.884814437543176	4	4
MAPK15	0.2674019228620056	-1.0236924140338395	3	3	0.6215672885499751	-2.144637345474324	3	3
MAPK3	0.1681050025596873	-1.233712596736984	3	3	0.7534235347349099	-2.898564157326456	3	3
MAPK4	0.2565617992203223	8.781199805820348	4	4	0.40332558559854215	0.8732807743123404	4	4
MAPK6	0.5337797266232922	-0.07522289755409783	2	2	0.3171554353003504	1.1985776781240642	2	2
MAPK7	0.027399193135974467	-1.8573895503058815	5	5	0.04057228330796049	-9.855930372241993	5	5
MAPK8	0.475264582054305	6.166718116962056	4	4	0.10023380330295228	1.8610995358458409	4	4
MAPK8IP1	0.6180620890336449	6.685546057132527	8	8	0.6566903421989434	-5.912475453372978	8	8
MAPK8IP2	0.9846557509119103	2.5849428863079154	3	3	0.20661638328745013	-1.0678474763202392	3	3
MAPK8IP3	0.016063461901673633	10.55759346350034	4	4	0.8291107692840998	-5.579556493157558	4	4
MAPK9	0.6699985902759191	-0.07714601519618973	4	4	0.90747603745455	-2.6340863810742547	4	4
MAPKAP1	0.17269087687438922	11.259094591566017	7	7	0.9043275087039068	-8.366751458148405	7	7
MAPKAPK2	0.0893068701214869	7.242736902581258	4	4	0.3006989993864161	-1.401346399376056	4	4
MAPKAPK3	0.812502426299867	5.1812001168060275	3	3	0.903053547094825	-2.6559619005003063	3	3
MAPKAPK5	0.4095829271395257	6.198077383539672	4	4	0.7356651658540911	-1.2939064728388825	4	4
MAPKBP1	0.2207788947635121	6.554802258698811	3	3	0.5510397247543231	-5.593300066487228	3	3
MARCKS	0.4263049957321291	5.125131253214063	2	2	0.5234738875433134	-2.586408431086003	2	2
MARK1	0.4621805434573023	2.1903748327417385	5	5	0.2421985618165018	-8.8336576670282	5	5
MARK2	0.8985062762505592	9.824648106273228	8	8	0.6679037012901431	-9.344745506667742	8	8
MARK3	0.9174727785181955	6.652183668510454	7	7	0.39091777522840465	-4.963292480194085	7	7
MARK4	0.9567112752181224	6.060033366793508	5	5	0.6748915230109516	-5.53740976910258	5	5
MASP2	0.892907228662779	2.957282351228026	3	3	0.5340431495343935	-5.385083674692755	3	3
MAST1	0.6848629669618442	9.347065675399497	8	8	0.24154761748806297	0.1342929662204829	8	8
MAST2	0.5761781687565709	9.06883407889085	4	4	0.6380512197085942	-5.513544133469641	4	4
MAST3	0.90747603745455	4.835952009488062	4	4	0.7947731413669984	-5.388239872727315	4	4
MAST4	0.34395228517025545	1.698957698965175	4	4	0.7107821853940397	-5.753715504406846	4	4
MASTL	0.19106121298987733	10.122798233030519	1	1	0.7628667743652672	0.4994515616262969	1	1
MAT1A	0.6150599454031654	-0.8977657630963964	1	1	0.1004473322237253	-10.356013683443885	1	1
MAT2A	0.37979324589522423	6.228944423722747	3	3	0.7340286013566418	-5.076926724209224	3	3
MATK	0.49274223497424763	5.783553438024007	3	3	0.1681050025596873	1.1838763671962957	3	3
MB	0.8844962782287954	-0.1416913459824869	1	1	0.1494312667227473	2.690655621752596	1	1
MBL2	0.3203828661805692	1.389512816541398	3	3	0.19094088125254582	-7.767439067990426	3	3
MC2R	0.15396835366316636	9.254881911688805	2	2	0.1407745381707792	1.4879077684003716	2	2
MCCC1	0.4532175785706196	-0.7776709167665962	3	3	0.9744290538613658	-2.543749126215816	3	3
MCCC2	0.6125394623899066	3.304941006487788	3	3	0.12234656030806688	1.7746046019408175	3	3
MCFD2	0.9391474188611871	7.034217375162432	6	6	0.2202157992413809	-9.45675901966913	6	6
ME2	0.3248366047348328	-1.1895333722263954	2	2	0.6421349797380504	-4.682458818119916	2	2
ME3	0.8025714579867083	5.517302328082157	3	3	0.6863014442519328	-2.2123524424098853	3	3
MED1	0.8318571404371922	-0.29914298395928185	1	1	0.553675186535875	-8.170095832275724	1	1
MELK	0.8827784086677047	5.326149156698884	3	3	0.3459954907228089	-5.850757856983843	3	3
MERTK	0.8377492101519326	3.1692611577577696	4	4	0.7608286401821462	-5.066162428549014	4	4
MET	0.3199536685890044	9.502247076613868	1	1	0.8668812065459899	-0.20823009734799264	1	1
METAP1	0.5244781388817298	5.8963458585207436	4	4	0.2429029692854261	-8.804689384434829	4	4
METAP2			0	0			0	0
MGAM	0.599048431124819	6.254749463558092	4	4	0.7608286401821462	-4.915171013037022	4	4
MGAT1	0.2954098696529074	1.8753569551613694	6	6	0.8821910070569697	-9.113457410781905	6	6
MGST1	0.9018173247317224	6.46956656011571	5	5	0.28425199874773144	-0.4368221428586345	5	5
MGST2	0.3592778465374553	-0.9388023597734888	3	3	0.9744290538613658	-2.532637135783822	3	3
MGST3	0.8424706057740473	5.460229139140206	3	3	0.7340286013566418	-0.14733905683446133	3	3
MINK1	0.03980403998299761	10.938712704632687	2	2	0.8315870510040755	-3.288927693134369	2	2
MINPP1	0.9560302952092635	4.383834640037188	2	2	0.6763444760601476	-4.522798287094414	2	2
MKNK1	0.8106118525665669	7.3522248735100035	8	8	0.4059748104239844	-7.904720217599206	8	8
MKNK2	0.621857129896537	6.067762648564226	7	7	0.35967736034785425	-9.37401971785299	7	7
MLKL	0.5337797266232922	-0.6989032070539318	2	2	0.8562416738526271	-4.150273266875524	2	2
MMAA	0.5596366575132491	5.19352530823672	3	3	0.4229302614645546	-5.842645293404034	3	3
MMAB	0.08322517250180199	-1.769037578604954	4	4	0.4095829271395257	-5.922470988878363	4	4
MMACHC	0.7628667743652672	-0.5151953451843152	1	1	0.37734133666578695	1.1708963257160354	1	1
MME	0.12008643980249878	10.058441217047056	5	5	0.8204287932574188	-8.093479936730267	5	5
MMP1	0.6648624615456817	4.678754077365949	2	2	0.0934051197403108	2.002313976727054	2	2
MMP10	0.19918538030984734	-1.418719898245631	2	2	0.39059281804531476	-4.778743596612081	2	2
MMP11	0.3171554353003504	8.486913492568247	2	2	0.6086684693571149	0.22435378242631132	2	2
MMP12	0.639793757576989	3.451369873950778	3	3	0.24072630010572027	-7.981390239873202	3	3
MMP13	0.782794722694634	4.214418904634406	2	2	0.41720285726390505	-4.622835126390783	2	2
MMP16	0.4379233181869481	0.021800318061779695	3	3	0.822463642853613	-1.6178456691179504	3	3
MMP17	0.9846557509119103	3.31961160758198	3	3	0.8827784086677047	-4.1935904777833555	3	3
MMP19	0.251162555499317	-1.1051934508621777	3	3	0.4688088385010125	-0.20860295843248558	3	3
MMP20	0.812502426299867	3.0159724506755605	3	3	0.8025714579867083	-2.378827682548635	3	3
MMP21	0.06647107708973228	10.218489017841925	2	2	0.48329552919622676	-7.607780567381969	2	2
MMP24	0.18963612202902247	9.694757437190532	4	4	0.9690969612980223	-4.596995417084838	4	4
MMP25	0.03980403998299761	10.952836481075378	2	2	0.905950320636913	-3.9598219917853124	2	2
MMP26	0.5463415800388045	1.9173947909092852	4	4	0.7947731413669984	-5.56390235329852	4	4
MMP27	0.2565617992203223	-1.1298378027283242	4	4	0.13081514099823344	-8.73868215871096	4	4
MMP28	0.9184431438380081	4.1461680934504574	2	2	0.46385236718594713	0.1904745988557358	2	2
MMP3	0.44832238284022163	5.319624340302788	4	4	0.6943612463275022	-5.074011341180008	4	4
MMP7	0.8899556151060655	5.870646682488229	4	4	0.9867531361654316	-5.40445942231888	4	4
MMP8	0.09972326670793918	-1.888468523806889	2	2	0.38195715357195803	-6.176549176540033	2	2
MOCOS	0.16327308240413552	9.149566265380564	2	2	0.10983449661307138	1.6522943667366448	2	2
MOK	0.7052551253773022	3.0856963699879087	3	3	0.21126201859549598	-8.274613722012779	3	3
MOS	0.8318571404371922	-0.2780128171952665	1	1	0.553675186535875	-8.148931222277682	1	1
MPRIP	0.37176644846005324	7.665676916335541	5	5	0.44434964721022296	-4.319851599449396	5	5
MR1	0.4355219180532939	4.7157436188930415	2	2	0.46385236718594713	-7.589673996163431	2	2
MS4A1	0.13193012715932934	-1.5695843714894349	3	3	0.714801909064076	-5.392014459130565	3	3
MS4A2	0.04693847568053897	-1.694294237701964	4	4	0.1394911037273397	-9.567559881984726	4	4
MSRA	0.6893733267180202	7.111117047866802	5	5	0.921382163567442	-5.501715762490836	5	5
MST1R	0.7778862450956353	2.3314370363072126	3	3	0.3330302479966122	0.8494433241914878	3	3
MST4	0.5463415800388045	1.9480121626380005	4	4	0.8812149716020755	-3.414388034740765	4	4
MTAP	0.44434964721022296	8.705521228959924	5	5	0.9645762041869574	-2.4780573052092656	5	5
MTFMT	0.46385236718594713	5.077042557170871	2	2	0.819320023273342	0.301720307144453	2	2
MTHFD2	0.9636356313037896	6.12871309209275	7	7	0.14344514743374573	-1.6762834110810534	7	7
MTM1	0.1603303024931052	6.913463910298371	3	3	0.9233921096059854	-4.603553662035151	3	3
MTMR1	0.9960627447354083	2.257486605747503	5	5	0.5179960350983857	-4.967360982057362	5	5
