	lower	lower	lower	lower	upper	upper	upper	upper
AHCY	0.90747603745455	5.675171850190208	4	4	0.28545643399273624	-1.620788359671536	4	4
AK1	0.6699985902759191	5.024671072015968	4	4	0.8550838789849982	0.2391489503884452	4	4
AK2	0.6306524332615491	3.1411737149113637	3	3	0.6582402618027362	-2.0824546396518646	3	3
AK3	0.972444581173698	5.9374797919754885	5	5	0.08683784439772238	-9.717689713256398	5	5
AK4	0.9960627447354083	6.062456104809724	5	5	0.36650535521352146	-8.947786095274665	5	5
AK5	0.1248643362532825	9.074302782681071	5	5	0.30238174342794233	-2.5550901109587056	5	5
AK7	0.19918538030984734	5.807767556426518	2	2	0.2948322834067959	1.2514514666280576	2	2
AK8	0.2356243103272324	-1.0337104465239566	3	3	0.509054478717973	-1.8566427701593569	3	3
AKAP1	0.11626585036484173	7.043417968556837	3	3	0.2729720342176537	-1.0801576131072992	3	3
AKAP10	0.5913793552115143	8.905875733017144	4	4	0.4286981716638256	-6.064061384333562	4	4
AKAP11	0.8324535573993369	2.759328264874593	3	3	0.9948849700283554	-4.441497949536902	3	3
AKAP12	0.2756877267046649	10.955729877458657	7	7	0.8715865700317355	-9.878304198489928	7	7
AKAP13	0.8165939579234649	2.3710397418874813	5	5	0.17792996478862022	-1.5470097107201726	5	5
AKAP14	0.5837557146690224	1.850455569826997	4	4	0.3909839668442341	-1.8114877524986426	4	4
AKAP3	0.7025543636257118	3.5883897916625753	4	4	0.2565617992203223	-0.6327452222765558	4	4
AKAP4	0.17299558771385581	6.058857320300703	2	2	0.8562416738526271	-3.658580230031583	2	2
AKAP5	0.2729720342176537	-1.1158951852060213	3	3	0.0307390902348065	2.0697878820753943	3	3
AKAP6	0.7290290721171528	-0.6363721820523693	1	1	0.3091997637495777	1.4503443303893788	1	1
AKAP7	0.06424308155831931	9.754469684587482	5	5	0.45619295673735516	0.43945088177467123	5	5
AKAP8	0.5172912259372366	6.149361674140688	4	4	0.5913793552115143	-2.3594239281147265	4	4
AKAP8L	0.7340286013566418	3.3976596612208794	3	3	0.7340286013566418	-4.9783325874558155	3	3
AKAP9	0.18227138570286416	0.6566783015574753	4	4	0.17866954345140007	-7.013172017912158	4	4
AKR1A1	0.7949210125777597	3.7611175666254413	2	2	0.6763444760601476	-3.815376078314646	2	2
AKR1B1	0.7860794998355147	9.11121508622148	5	5	0.6182032579958154	-3.400294580247189	5	5
AKR1B10	0.6125394623899066	2.2994210706976173	3	3	0.822463642853613	-2.260636086608517	3	3
AKT1	0.5337797266232922	-0.7822468375373157	2	2	0.08453430265649962	1.9956339498424764	2	2
AKT2	0.44553304953071093	1.855947078072725	3	3	0.339473173269047	-6.016706088413833	3	3
AKT3	0.5537284618522589	2.632281157128755	4	4	0.90747603745455	-3.509309773207105	4	4
ALAS1	0.46097636493522	5.933166750910601	3	3	0.6306524332615491	-5.444529778505982	3	3
ALAS2	0.8827784086677047	3.12901131811716	3	3	0.5425082577032556	0.521353462389088	3	3
ALDH18A1	0.03838842974717513	9.981890009619871	3	3	0.9846557509119103	-2.559781532380103	3	3
ALDH1A2	0.5244061020188673	6.079715103256059	5	5	0.3459286241930909	-1.5516874117062631	5	5
ALDH1B1	0.43414630608238836	4.5859300195384565	3	3	0.3938622033379876	-1.2147385869609668	3	3
ALDH1L1	0.11472461982172348	8.962567014211595	4	4	0.7692745210169614	0.2156642550978997	4	4
ALDH3A1	0.8987096549140207	5.478908806522568	4	4	0.15173971882643233	-8.602422662996167	4	4
ALDH3A2	0.7524111676445808	2.878748581370401	4	4	0.46168373340046287	-8.683450965771856	4	4
ALDH3B1	0.36504065342345127	4.926590534985129	2	2	0.9560302952092635	-0.02235915421385093	2	2
ALDH4A1	0.599048431124819	3.229462097002712	4	4	0.9779236967350914	-5.602098530582251	4	4
ALDH5A1	0.3212647603114194	10.13558641467459	5	5	0.3459286241930909	-4.538303974046465	5	5
ALDH9A1	0.46097636493522	-0.7266964369020048	3	3	0.5008631613936626	-1.9185030423278768	3	3
ALK	0.30959435554834125	8.536556835494391	2	2	0.4355219180532939	-4.6080004749026635	2	2
ALLC	0.5867985246541945	4.546379842939579	2	2	0.807097055911814	-0.35833332010704033	2	2
ALOX5	0.266872579502037	6.865476736084656	5	5	0.2421985618165018	-9.131333040315914	5	5
ALPI	0.11042516887470057	7.400874694774626	3	3	0.2843489595342069	-1.4229106715814968	3	3
ALPK1	0.1004473322237253	-2.6140620203272817	1	1	0.21482833735175744	-9.487347439953613	1	1
ALPK2	0.24973237854812025	-1.6243303557811082	1	1	0.20668004847439692	-9.49668530453295	1	1
ALPK3	0.37287612734146225	-0.7689581383869708	3	3	0.7243935255582838	-2.1272000926998067	3	3
ALPL	0.45103191751164506	7.63695051208411	8	8	0.04485728270234353	-5.076248026187976	8	8
ALPPL2	0.6768971859550865	5.1485477567350415	3	3	0.9437808838766888	-2.648612717241295	3	3
AMHR2	0.9846557509119103	2.8778354921342157	3	3	0.2843489595342069	0.8991381269729807	3	3
AMN	0.003786206499415665	-2.6887996565815904	9	9	0.9218615243256609	-9.878874310309497	9	9
AMT	0.9690969612980223	0.12389212393693239	4	4	0.8812149716020755	-7.441212129299637	4	4
AMY2A	0.8810374077574495	4.12643169572066	2	2	0.699533384968384	-2.9988288408630694	2	2
AMY2B			0	0			0	0
ANKK1	0.9233921096059854	3.3478933196538243	3	3	0.41554786836236957	-4.449786665331373	3	3
ANXA2	0.30238174342794233	8.031457496237392	5	5	0.3164733101553666	-0.6658899084238087	5	5
ANXA3	0.8334273512472166	2.405102259503938	4	4	0.4095829271395257	-8.439610358225664	4	4
ANXA5	0.7243935255582838	2.2112262923352097	3	3	0.7437057424127969	-2.3346716072251517	3	3
APCS	0.19106121298987733	10.26075704636808	1	1	0.9554423670572729	0.1485256289979779	1	1
APOE	0.9811480471341884	4.438448677858528	2	2	0.6308940151440023	-2.9214358822736397	2	2
APOH	0.32622905887902864	5.590988087446552	8	8	0.8437332928842634	-8.88130935995252	8	8
APRT	0.23408601672889773	9.77969880313661	4	4	0.17866954345140007	-1.4490823584034758	4	4
ARAF	0.2543274185977048	1.9367803201091884	5	5	0.6392193319866875	-6.223370067674646	5	5
ARF1	0.04395407221622417	-1.7918919075636441	4	4	0.8943309463076425	-2.4038694587828475	4	4
ARF4			0	0			0	0
ARF6	0.06392302239593674	-1.913582649275278	3	3	0.6489900969794189	-3.0542649336378713	3	3
ARHGAP26	0.6879022461539545	3.5475031480135906	2	2	0.39934606815045726	-4.757972612486174	2	2
ARL1	0.7949210125777597	4.487365473231446	2	2	0.5867985246541945	-4.291758457334078	2	2
ARL3	0.7777478678258648	5.8370826975303585	4	4	0.6699985902759191	-2.0737514662163403	4	4
ARL5B	0.7231868910273982	5.919994903797959	4	4	0.6223214530405292	-5.661187629961485	4	4
ARPC1B	0.903053547094825	2.966478650950526	3	3	0.822463642853613	-5.1515446050941325	3	3
ARPC2	0.5913793552115143	2.562650940115237	4	4	0.5101556395102649	-5.846772081885269	4	4
ARPC3	0.28054944483051936	-1.1094802228407028	2	2	0.843895243218821	-3.477105807061002	2	2
ARPC4	0.6308616535489604	-0.8094368910252498	1	1	0.37734133666578695	1.1705872447520926	1	1
ARPC5	0.6197378089651657	4.578288142897862	2	2	0.9560302952092635	-3.3341107061988393	2	2
ARSA	0.893480726925582	3.8305675382870072	2	2	0.8315870510040755	-3.2377596673126066	2	2
ART1	0.16246041591846205	-2.0111893217483576	1	1	0.1558425387245505	-9.88447474137469	1	1
ASGR2	0.0924309621832789	10.428123443420153	5	5	0.5244061020188673	-8.661555311472648	5	5
ASNA1	0.09683544325554713	7.490783762377707	3	3	0.509054478717973	-1.634172240964815	3	3
ASPA			0	0			0	0
ASRGL1	0.8812149716020755	5.6882765464992175	4	4	0.14860336267645818	-8.883841135787813	4	4
ASS1	0.7631805449989932	3.071116162346852	3	3	0.5256452647439754	-1.8505413656627911	3	3
ATM	0.7735076528858154	-0.10308892406166859	4	4	0.6862036866249916	-4.675316071833896	4	4
ATOX1	0.13230749424864777	0.9772500960103372	5	5	0.8706420159716479	-5.638415804039176	5	5
ATP1A1	0.38782876662563726	2.4433579428548247	5	5	0.6893733267180202	-5.537474936648324	5	5
ATP2A1	0.04804034634138816	-2.0371966471287015	2	2	0.23429904473618135	-5.237779443396136	2	2
ATP2C1	0.892907228662779	3.1862770116035803	3	3	0.14918216588050706	1.8303483748739382	3	3
ATP4A	0.673538502079494	9.365875936225285	8	8	0.8558495526072507	-9.331023121228922	8	8
ATP5A1	0.9018173247317224	5.802171007847144	5	5	0.7409309882352513	-5.571515805728612	5	5
ATP5B			0	0			0	0
ATP5C1	0.1987584948761255	-1.7651279945182772	1	1	0.08731445315988665	-10.63883519313925	1	1
ATP6V1A			0	0			0	0
ATP6V1B2			0	0			0	0
ATP6V1C1	0.23181417134772242	-1.6601584349167346	1	1	0.5687370807561141	-7.947573712998713	1	1
ATP8A1	0.9955841983893235	-0.02042731119776479	4	4	0.07383798342271349	-0.7967585691249353	4	4
ATR			0	0			0	0
AURKA			0	0			0	0
AURKAIP1	0.6763444760601476	4.374237511285905	2	2	0.3567606904452848	-8.026237012305964	2	2
AURKB			0	0			0	0
AURKC	0.9846557509119103	2.8767543112728844	3	3	0.8827784086677047	-2.386032495207913	3	3
AVPR1A	0.8724887730813045	2.671839309211901	4	4	0.6579440233432974	-8.4548322974397	4	4
AVPR1B	0.02572294389101792	10.249141630608397	4	4	0.44832238284022163	-5.570270301856397	4	4
AVPR2	0.3300278646658178	6.777699873395837	4	4	0.15816331195757294	-0.9008226470051142	4	4
AXL	0.953989943868534	-0.10076415163072028	3	3	0.4846924179863771	-5.563109364239261	3	3
AZGP1	0.11220110188298406	-1.4912260630398475	4	4	0.4351830739027951	-9.08303306863231	4	4
B2M	0.8977644646746489	2.9458839376571753	7	7	0.0916234705414738	-1.5189132135545815	7	7
B4GALT1	0.812502426299867	0.0672589989040775	3	3	0.792672273526139	-1.697877962548975	3	3
B4GALT2	0.266872579502037	-1.2844269518377518	5	5	0.6462906771979622	-5.360655157695308	5	5
B4GALT3	0.12234656030806688	-1.3658869797418383	3	3	0.05860017741866084	-9.239254721477009	3	3
B4GALT4	0.5946601912841968	5.531318841474168	3	3	0.1254787118256875	-8.76373549849505	3	3
BACE1	0.1254787118256875	-1.2962995818920338	3	3	0.07367788197809501	-6.8195738397948	3	3
BAG1	0.9409948168019828	4.980522288577953	5	5	0.6821177903882516	-5.9639618446729346	5	5
BAIAP2L1	0.782806393183133	-0.23822507068027043	3	3	0.1254787118256875	1.3936679131871685	3	3
BBOX1	0.9803156409971834	6.265391930762789	5	5	0.5438771669722153	-8.851188273053063	5	5
BCAT2	0.5390038577297482	6.061417204542309	4	4	0.384900117571482	-6.726120180286493	4	4
BCKDK	0.055260269043792984	-1.8364427733720792	3	3	0.27862098834553783	-6.055215411304704	3	3
BCR	0.194352729310315	9.398991953086686	5	5	0.12245718055434548	-1.2556586345304845	5	5
BDH1	0.33418605077726504	5.5204004147920385	7	7	0.6336176395507085	-9.948306285388123	7	7
BDKRB2	0.782806393183133	2.891556325637524	3	3	0.3266667946891344	-1.355749836176452	3	3
BEGAIN	0.2171378839170176	6.649704524655423	4	4	0.3383382712214469	-1.9595123962506495	4	4
BGLAP	0.7230059644416609	4.539518712417107	2	2	0.23429904473618135	-8.686582900889933	2	2
BHMT	0.6489900969794189	3.184189967391006	3	3	0.4379233181869481	-1.849849367042431	3	3
BHMT2	0.3383382712214469	1.5197836058769159	4	4	0.6943612463275022	-5.046367301749167	4	4
BLK	0.3567606904452848	5.177473542064141	2	2	0.08741223813466364	2.1003477428153485	2	2
BLVRA	0.22785061487418357	8.694724974028764	8	8	0.9046270825376673	-9.791136917839973	8	8
BLVRB	0.3326378350399328	-1.1265531007001375	2	2	0.30215333471190553	1.2280485797294844	2	2
BMP2K	0.9021686322588455	-0.11678277106862467	1	1	0.36538324271088385	-8.991389945291203	1	1
BMPR1A	0.5867985246541945	3.2237412959552456	2	2	0.9811480471341884	0.06584652222310189	2	2
BMPR1B	0.5682981343473044	3.1880271558002273	3	3	0.0307390902348065	2.0764910263751815	3	3
BMPR2	0.8424706057740473	-0.10270690060521837	3	3	0.792672273526139	-4.118870188808246	3	3
BMX	0.6619526968930883	5.414102681494721	4	4	0.34395228517025545	-5.916658895394661	4	4
BPHL	0.614520176712387	4.522065769023883	4	4	0.3611486967339417	-1.865399035186688	4	4
BPI	0.6306524332615491	2.643516130706839	3	3	0.892907228662779	-2.3381642023121203	3	3
BRAF	0.14860336267645818	7.211523661079037	4	4	0.34395228517025545	-1.1752678283548954	4	4
BRD2	0.024459828965522738	11.498644799613155	6	6	0.23758375952585398	-4.284685120869145	6	6
BRD3	0.7784999825157899	5.719328542669751	5	5	0.9803156409971834	-4.571176416585924	5	5
BRD4			0	0			0	0
BRDT	0.9744290538613658	3.0594679766388673	3	3	0.37979324589522423	-1.364585737709409	3	3
BRSK1	0.24739793267946142	-1.3978078017423978	4	4	0.6301653783910885	-5.859769134026261	4	4
BRSK2	0.9937154959012978	4.588771588036617	2	2	0.39059281804531476	1.0203669781046576	2	2
BST1	0.7729753211775603	3.699526289489341	3	3	0.6863014442519328	-1.8448601151627184	3	3
BTK	0.714801909064076	2.389815045164049	3	3	0.9948849700283554	-2.442336590072534	3	3
BUB1			0	0			0	0
BUB1B			0	0			0	0
C17orf75	0.5761781687565709	5.682959862119559	4	4	0.13655121333896056	-1.1010638308078935	4	4
C1QA	0.581388159322775	4.610542967893665	2	2	0.26001946800884035	1.337973915122591	2	2
C1QB	0.6489900969794189	0.3878977633872453	3	3	0.9233921096059854	-2.895102460661016	3	3
C1QC	0.4355219180532939	-0.798447961534575	2	2	0.17299558771385581	-8.671733381160907	2	2
C1R	0.5340431495343935	3.3926602149067673	3	3	0.08934602300962007	-8.714490775449791	3	3
C1S	0.9744290538613658	2.6205632407746573	3	3	0.7052551253773022	-5.201555845467062	3	3
C3	0.3203828661805692	6.127548387728173	3	3	0.0338403188305315	-9.554269311379489	3	3
C4A	0.27074498725608287	8.459237589294862	4	4	0.7608286401821462	-2.854910763700707	4	4
C4B	0.27074498725608287	8.459237589294862	4	4	0.7608286401821462	-2.854910763700707	4	4
C5	0.5234738875433134	5.103074667233108	2	2	0.36504065342345127	-7.996974686234117	2	2
C8G	0.7947731413669984	3.429751366048252	4	4	0.8637780629535432	-5.7490384217823065	4	4
C9orf96	0.6067622680548863	2.1641823815602668	4	4	0.48213634186935994	-6.520238436108645	4	4
CA1	0.09152880049589655	12.274104962317136	1	1	0.10515940763899286	3.7303848764277414	1	1
CA10	0.599048431124819	1.9159860624891474	4	4	0.8812149716020755	-2.3877896510565955	4	4
CA11	0.3909839668442341	1.9100564640748943	4	4	0.1933996923515109	-6.87504179399177	4	4
CA12	0.6768971859550865	5.696235715612226	3	3	0.3020083601199023	-6.001399655803848	3	3
CA13	0.570385844452308	5.647247661970543	5	5	0.9960627447354083	-2.6524869766776678	5	5
CA14			0	0			0	0
CA2	0.5173154389508978	1.9144099355119846	3	3	0.9437808838766888	-2.6926704708794227	3	3
CA3	0.5611639214856028	4.7709661544580415	4	4	0.599048431124819	-6.294867352867673	4	4
CA4	0.37979324589522423	6.21644713810814	3	3	0.7052551253773022	-2.061301649800855	3	3
CA5A	0.955864257175268	0.14805254974294405	4	4	0.4158976444658756	-1.7210997091845819	4	4
CA5B	0.6215672885499751	3.9709205424665424	3	3	0.41554786836236957	-1.443328343618263	3	3
CA6	0.20109086452150227	-1.382091924714972	4	4	0.6780825252478184	-5.6429228783859715	4	4
CA7	0.496040435444444	1.616993220320194	4	4	0.48213634186935994	0.7777615411595077	4	4
CA8	0.9948849700283554	0.6011154981853002	3	3	0.2356243103272324	-0.7156218824588546	3	3
CA9	0.6035700677590778	5.640370275459681	3	3	0.8726687190033349	-2.487662878426289	3	3
CACNA1A	0.58581089287956	3.1379014060802564	3	3	0.6768971859550865	-1.7736445557976488	3	3
CACNA1B	0.8827784086677047	5.33466176338203	3	3	0.782806393183133	-2.755698392036885	3	3
CACNA1C	0.6648624615456817	-0.5176942903505637	2	2	0.8562416738526271	-3.4583544342028487	2	2
CACNA1D	0.1420853798910485	7.1016713148267625	3	3	0.02363528856465015	2.138618371523795	3	3
CACNA1I	0.6675430376707338	3.2755433999383534	3	3	0.4229302614645546	-1.6413702244274602	3	3
CACNA1S	0.07265040001120511	-1.5549355674465186	3	3	0.39742776783092915	-5.853525166474854	3	3
CACNA2D1	0.5761781687565709	2.117481581909168	4	4	0.5875615298225497	-5.392432790295767	4	4
CACNA2D2	0.18765491254490085	1.94976302690905	5	5	0.4211972088663567	-1.5736476994760464	5	5
CACNB1	0.1273082281874841	10.083832672715127	5	5	0.972444581173698	-4.182956612840044	5	5
CACNB2	0.6392193319866875	5.7696160794428195	5	5	0.6043627146664909	-6.234696713830565	5	5
CACNB3	0.2774369899298341	10.64448204870642	8	8	0.6905520701055696	-9.164359086001685	8	8
CACNB4	0.2948322834067959	-1.2713487758767332	2	2	0.1407745381707792	1.5454044795260629	2	2
CACNG1	0.44832238284022163	7.018784193913444	4	4	0.43518342317727465	-8.98130823687123	4	4
CALM1	0.14322325140518916	11.048607113284703	1	1	0.7628667743652672	0.518860346633806	1	1
CALM2	0.48329552919622676	5.261151748971337	2	2	0.6648624615456817	-3.8394778779345518	2	2
CALM3	0.5596366575132491	-0.5133013407499719	3	3	0.7534235347349099	-2.3259626624812157	3	3
CALR	0.819320023273342	4.238914795420351	2	2	0.3567606904452848	0.845291943662843	2	2
CALY	0.5037101979818286	9.79416771065082	8	8	0.3760976295230135	-9.744811565270629	8	8
CAMK1	0.951455921838272	0.0965188029313584	4	4	0.5172912259372366	-1.9948824782151438	4	4
CAMK1D	0.17209694551087673	6.7985133766489865	3	3	0.5814089913435765	-5.230738768064921	3	3
CAMK1G	0.9184431438380081	-0.19753001803854708	2	2	0.07635782307430983	1.9624182723547463	2	2
CAMK2A			0	0			0	0
CAMK2B	0.41720285726390505	5.183563137819564	2	2	0.7949210125777597	-3.414619921599811	2	2
CAMK2D	0.9779236967350914	2.588372466667631	4	4	0.951455921838272	-5.193349730379307	4	4
CAMK2G	0.018518457027274705	-2.941539188931669	2	2	0.11337944232155323	-9.314431398175486	2	2
CAMK2N1	0.9335810502016108	0.9109163979489363	3	3	0.9335810502016108	-3.9924989893566925	3	3
CAMK4	0.14547055726460623	9.032788552768698	5	5	0.24619546416731197	1.3156283718140844	5	5
CAMKK1	0.5173154389508978	-0.7327339224834054	3	3	0.026986001511234262	2.3479163788739617	3	3
CAMKK2	0.0748464403010206	9.613757936419624	5	5	0.7936793464833871	-2.507756170068262	5	5
CAMKV	0.6067622680548863	5.681789673740256	4	4	0.37887450011114443	-1.8363578235777236	4	4
CAMLG	0.6489900969794189	-0.4478007880399719	3	3	0.20661638328745013	-8.321428849894524	3	3
CAMP	0.9233921096059854	2.601473716873276	3	3	0.5256452647439754	-5.521126071177981	3	3
CANT1	0.08503536623268451	-1.5931580945812815	5	5	0.25846272564034556	-9.466772333602963	5	5
CANX	0.951455921838272	3.089683945399786	4	4	0.5611639214856028	-5.427439394470483	4	4
