	Diff	Lower	Upper
	Rep1	Rep1	Rep1
sgId			
AKAP13_+_85923789.23-P1P2	2353	3	3649
AKAP13_+_85923863.23-P1P2	5055	1658	3133
AKAP13_+_85923876.23-P1P2	712	0	1300
AKAP13_+_85924198.23-P1P2	1082	5	3352
AKAP13_+_85924290.23-P1P2	1394	1	1
AKAP14_+_119030176.23-P1P2	2849	5468	1891
AKAP14_+_119030185.23-P1P2	984	3	1649
AKAP14_+_119030227.23-P1P2	3488	1	3640
AKAP14_+_119030337.23-P1P2	1494	1	2
AKAP14_-_119030368.23-P1P2	0	0	0
AKAP1_+_55162988.23-P1P2	1212	7097	4
AKAP1_+_55162999.23-P1P2	2120	7	2178
AKAP1_+_55163111.23-P1P2	1863	1737	5886
AKAP1_-_55162653.23-P1P2	0	0	0
AKAP1_-_55162661.23-P1P2	0	0	0
AKAP3_+_4754219.23-P2	0	0	0
AKAP3_+_4757792.23-P1	92	0	0
AKAP3_+_4757813.23-P1	1356	4654	1453
AKAP3_+_4758137.23-P1	0	0	0
AKAP3_-_4754118.23-P2	0	0	0
AKAP3_-_4754189.23-P2	2700	1	1796
AKAP3_-_4754248.23-P2	1251	5	2949
AKAP3_-_4754290.23-P2	0	0	0
AKAP3_-_4758021.23-P1	0	0	0
AKAP3_-_4758224.23-P1	0	0	0
AKAP4_+_49964966.23-P1P2	0	0	0
AKAP4_+_49964995.23-P1P2	0	0	0
AKAP4_+_49965047.23-P1P2	493	2	1
AKAP4_+_49965636.23-P1P2	1641	7103	1102
AKAP4_+_49965647.23-P1P2	0	0	0
AKAP5_+_64932286.23-P1P2	1055	0	2056
AKAP5_+_64932289.23-P1P2	0	0	0
AKAP5_+_64932523.23-P1P2	0	0	0
AKAP5_-_64932236.23-P1P2	952	0	2855
AKAP5_-_64932248.23-P1P2	1288	1	1651
AKAP6_+_32798551.23-P1P2	0	0	0
AKAP6_+_32798898.23-P1P2	0	0	0
AKAP6_-_32798545.23-P1P2	1564	2	1992
AKAP6_-_32798602.23-P1P2	0	0	0
AKAP6_-_32798679.23-P1P2	0	0	0
AKAP7_+_131456600.23-P1P2	1020	2	2641
AKAP7_+_131456616.23-P1P2	5670	8607	443
AKAP7_-_131456586.23-P1P2	2272	3773	515
AKAP7_-_131456595.23-P1P2	2729	5479	3406
AKAP7_-_131456599.23-P1P2	4856	3839	1750
AKAP8L_+_15529720.23-P1P2	555	2139	2
AKAP8L_+_15529754.23-P1P2	2200	9	3386
AKAP8L_+_15529786.23-P1P2	0	0	0
AKAP8L_-_15529435.23-P1P2	1715	1	0
AKAP8L_-_15529738.23-P1P2	0	0	0
AKAP8_+_15490522.23-P1P2	1554	5094	1633
AKAP8_+_15490531.23-P1P2	0	0	0
AKAP8_+_15490538.23-P1P2	2362	5	1781
AKAP8_+_15490555.23-P1P2	1820	1	0
AKAP8_+_15490566.23-P1P2	1455	2269	1889
AKAP9_+_91570225.23-P1P2	2481	5	2087
AKAP9_+_91570245.23-P1P2	4754	1	1
AKAP9_+_91570248.23-P1P2	4125	1	2039
AKAP9_-_91570201.23-P1P2	0	0	0
AKAP9_-_91570233.23-P1P2	3767	2273	1
AKR1A1_+_46016701.23-P1P2	0	0	0
AKR1A1_+_46016723.23-P1P2	0	0	0
AKR1A1_+_46017142.23-P1P2	1169	2892	4
AKR1A1_-_46016592.23-P1P2	0	0	0
AKR1A1_-_46016934.23-P1P2	3406	1	1091
AKR1B10_+_134212298.23-P1P2	2556	0	1782
AKR1B10_+_134212317.23-P1P2	0	0	0
AKR1B10_+_134212752.23-P1P2	1140	0	2899
AKR1B10_-_134212336.23-P1P2	1927	5267	1
AKR1B10_-_134212770.23-P1P2	0	0	0
AKR1B1_+_134143398.23-P1P2	2527	2	1288
AKR1B1_+_134143462.23-P1P2	3831	0	1
AKR1B1_+_134143839.23-P1P2	2134	5573	793
AKR1B1_-_134143472.23-P1P2	1719	2876	1915
AKR1B1_-_134143848.23-P1P2	5108	1553	1511
AKT1_+_105261633.23-P1P2	0	0	0
AKT1_+_105261705.23-P1P2	0	0	0
AKT1_+_105261975.23-P1P2	1141	0	3022
AKT1_+_105262011.23-P1P2	0	0	0
AKT1_+_105262020.23-P1P2	2622	4	3420
AKT2_+_40791162.23-P1P2	2414	1	1
AKT2_+_40791298.23-P1P2	1081	0	1
AKT2_-_40791096.23-P1P2	0	0	0
AKT2_-_40791188.23-P1P2	2634	2563	2564
AKT2_-_40791241.23-P1P2	0	0	0
AKT3_+_244013158.23-P1P2	3776	2	295
AKT3_-_244013164.23-P1P2	1405	1	1
AKT3_-_244013349.23-P1P2	0	0	0
AKT3_-_244013352.23-P1P2	2796	13883	3448
AKT3_-_244013548.23-P1P2	4272	5	3593
ALAS1_+_52232183.23-P1P2	1261	1	1
ALAS1_+_52232365.23-P1P2	0	0	0
ALAS1_+_52232583.23-P1P2	1503	2527	2
ALAS1_+_52232611.23-P1P2	2708	3639	3146
ALAS1_-_52232194.23-P1P2	0	0	0
ALAS2_+_55057316.23-P1P2	0	0	0
ALAS2_+_55057338.23-P1P2	0	0	0
ALAS2_-_55056927.23-P1P2	2606	1	1590
ALAS2_-_55057349.23-P1P2	1761	27	876
ALAS2_-_55057412.23-P1P2	3295	2945	3250
ALDH18A1_+_97416086.23-P1P2	1094	8367	1924
ALDH18A1_+_97416090.23-P1P2	213	112	83
ALDH18A1_+_97416448.23-P1P2	2775	5604	2
ALDH18A1_-_97416063.23-P1P2	0	0	0
ALDH18A1_-_97416501.23-P1P2	0	0	0
ALDH1A2_+_58357459.23-P1P2	1287	3	1951
ALDH1A2_+_58357493.23-P1P2	2261	3838	1723
ALDH1A2_-_58357473.23-P1P2	721	1	0
ALDH1A2_-_58357549.23-P1P2	4768	6498	1048
ALDH1A2_-_58357877.23-P1P2	1904	2	3644
ALDH1B1_+_38392764.23-P1P2	1303	0	0
ALDH1B1_+_38392957.23-P1P2	0	0	0
ALDH1B1_+_38392963.23-P1P2	0	0	0
ALDH1B1_+_38393145.23-P1P2	1172	6	1273
ALDH1B1_-_38393107.23-P1P2	183	5071	1779
ALDH1L1_+_125899006.23-P1P2	4456	4685	1416
ALDH1L1_-_125899035.23-P1P2	4523	3784	1551
ALDH1L1_-_125899333.23-P1P2	6791	5594	2816
ALDH1L1_-_125899391.23-P1P2	1086	1204	1580
ALDH1L1_-_125899408.23-P1P2	0	0	0
ALDH3A1_+_19651350.23-P1P2	0	0	0
ALDH3A1_+_19651570.23-P1P2	1628	730	2
ALDH3A1_+_19651582.23-P1P2	856	2225	1
ALDH3A1_+_19651663.23-P1P2	1673	1	3
ALDH3A1_-_19651612.23-P1P2	2497	3	3
ALDH3A2_+_19552078.23-P1P2	1789	2	2264
ALDH3A2_-_19552105.23-P1P2	657	1	1
ALDH3A2_-_19552119.23-P1P2	0	0	0
ALDH3A2_-_19552301.23-P1P2	1288	3	0
ALDH3A2_-_19552304.23-P1P2	1621	2977	2
ALDH3B1_+_67777809.23-P1P2	0	0	0
ALDH3B1_+_67777830.23-P1P2	0	0	0
ALDH3B1_+_67777856.23-P1P2	2878	7	1962
ALDH3B1_+_67778195.23-P1P2	4587	6892	1417
ALDH3B1_-_67778165.23-P1P2	0	0	0
ALDH4A1_-_19228655.23-P1P2	0	0	0
ALDH4A1_-_19228763.23-P1P2	1291	2692	0
ALDH4A1_-_19228783.23-P1P2	1268	3	2278
ALDH4A1_-_19228972.23-P1P2	2284	3	2941
ALDH4A1_-_19229034.23-P1P2	1573	3	0
ALDH5A1_+_24495207.23-P1P2	1274	4814	1288
ALDH5A1_+_24495265.23-P1P2	2418	1	7
ALDH5A1_+_24495477.23-P1P2	451	0	1899
ALDH5A1_+_24495537.23-P1P2	3021	2199	2
ALDH5A1_+_24495662.23-P1P2	1347	5475	3305
ALDH9A1_-_165667549.23-P1P2	0	0	0
ALDH9A1_-_165667740.23-P1P2	592	0	1067
ALDH9A1_-_165667761.23-P1P2	1106	0	1012
ALDH9A1_-_165667800.23-P1P2	0	0	0
ALDH9A1_-_165667803.23-P1P2	879	1	0
ALK_+_30144436.23-P1P2	4648	2653	3
ALK_-_30144068.23-P1P2	0	0	0
ALK_-_30144392.23-P1P2	2988	2852	1691
ALK_-_30144395.23-P1P2	0	0	0
ALK_-_30144402.23-P1P2	0	0	0
ALLC_+_3705780.23-P1P2	0	0	0
ALLC_+_3706035.23-P1P2	0	0	0
ALLC_-_3705821.23-P1P2	0	0	0
ALLC_-_3705832.23-P1P2	2768	3138	870
ALLC_-_3706094.23-P1P2	1051	2	442
ALOX5_+_45869730.23-P1P2	1189	3189	1
ALOX5_+_45869734.23-P1P2	650	5308	1
ALOX5_-_45870075.23-P1P2	2254	6	1
ALOX5_-_45870079.23-P1P2	1265	8	1583
ALOX5_-_45870102.23-P1P2	1759	1	3
ALPI_+_233320899.23-P1P2	824	3313	1
ALPI_+_233320902.23-P1P2	0	0	0
ALPI_+_233321300.23-P1P2	1229	7868	3503
ALPI_-_233320917.23-P1P2	0	0	0
ALPI_-_233321239.23-P1P2	679	1	1031
ALPK1_+_113218522.23-P1P2	3080	1	2
ALPK1_+_113218559.23-P1P2	0	0	0
ALPK1_-_113218809.23-P1P2	0	0	0
ALPK1_-_113218819.23-P1P2	0	0	0
ALPK1_-_113218916.23-P1P2	0	0	0
ALPK2_+_56295811.23-ENST00000361673.3	0	0	0
ALPK2_+_56296241.23-ENST00000361673.3	1550	0	1
ALPK2_+_56296244.23-ENST00000361673.3	0	0	0
ALPK2_-_56296080.23-ENST00000361673.3	0	0	0
ALPK2_-_56296111.23-ENST00000361673.3	0	0	0
ALPK3_+_85360868.23-P1P2	0	0	0
ALPK3_-_85360394.23-P1P2	2328	5	4
ALPK3_-_85360414.23-P1P2	1108	2	2660
ALPK3_-_85360424.23-P1P2	0	0	0
ALPK3_-_85360833.23-P1P2	4885	2	1438
ALPL_+_21835943.23-P1	897	2	3185
ALPL_+_21835964.23-P1	1185	4	1619
ALPL_+_21835978.23-P1	0	0	0
ALPL_+_21836361.23-P1	2303	3	3808
ALPL_+_21877779.23-P2	1081	9	3269
ALPL_+_21878169.23-P2	0	0	0
ALPL_-_21836424.23-P1	1704	0	0
ALPL_-_21877787.23-P2	918	2	2211
ALPL_-_21877856.23-P2	1299	2392	0
ALPL_-_21877871.23-P2	276	1115	1613
ALPPL2_+_233271563.23-P1P2	4309	1635	1659
ALPPL2_+_233271581.23-P1P2	0	0	0
ALPPL2_+_233271588.23-P1P2	1194	1	0
ALPPL2_+_233271948.23-P1P2	2769	3054	3529
ALPPL2_-_233271568.23-P1P2	0	0	0
AMHR2_+_53818923.23-P1P2	2615	2	1130
AMHR2_+_53819137.23-P1P2	3092	3	4412
AMHR2_+_53819383.23-P1P2	1599	6721	1703
AMHR2_-_53818886.23-P1P2	0	0	0
AMHR2_-_53819370.23-P1P2	0	0	0
AMN_+_103389039.23-P1	814	1	1375
AMN_+_103389216.23-P1	5663	1	1990
AMN_+_103395231.23-P2	2308	1	0
AMN_+_103395370.23-P2	1348	0	1245
AMN_+_103395419.23-P2	1476	2	1
AMN_-_103389029.23-P1	2461	1	1618
AMN_-_103389054.23-P1	0	0	0
AMN_-_103389087.23-P1	2448	0	2537
AMN_-_103395024.23-P2	1441	6	5379
AMN_-_103395326.23-P2	2418	1	0
AMT_+_49459848.23-P1P2	1656	1	3624
AMT_+_49459858.23-P1P2	1374	4	2
AMT_+_49459861.23-P1P2	1089	3	10
AMT_-_49459829.23-P1P2	0	0	0
AMT_-_49459857.23-P1P2	692	4	0
AMY2A_+_104159553.23-P1P2	2695	0	3674
AMY2A_+_104159726.23-P1P2	0	0	0
AMY2A_+_104159834.23-P1P2	0	0	0
AMY2A_-_104159734.23-P1P2	1604	5212	4
AMY2A_-_104159817.23-P1P2	0	0	0
AMY2B_+_104104473.23-P1P2	0	0	0
AMY2B_-_104104404.23-P1P2	0	0	0
AMY2B_-_104104409.23-P1P2	0	0	0
AMY2B_-_104104458.23-P1P2	0	0	0
AMY2B_-_104104488.23-P1P2	0	0	0
ANKK1_+_113258562.23-P1P2	5554	2241	2702
ANKK1_+_113258924.23-P1P2	33	1	0
ANKK1_+_113258955.23-P1P2	0	0	0
ANKK1_-_113258522.23-P1P2	1474	0	0
ANKK1_-_113259026.23-P1P2	0	0	0
ANXA2_+_60689732.23-P1P2	1265	3	5237
ANXA2_+_60690063.23-P1P2	3616	4	2002
ANXA2_-_60689707.23-P1P2	238	3392	1
ANXA2_-_60689776.23-P1P2	940	11310	1370
ANXA2_-_60690116.23-P1P2	4876	4	1876
ANXA3_+_79472940.23-P1P2	2536	3	1948
ANXA3_+_79473255.23-P1P2	1198	0	2
ANXA3_+_79473355.23-P1P2	0	0	0
ANXA3_-_79473131.23-P1P2	3827	4527	3
ANXA3_-_79473265.23-P1P2	541	0	1
ANXA5_-_122617573.23-P1P2	891	0	1356
ANXA5_-_122617717.23-P1P2	2652	2675	1993
ANXA5_-_122617764.23-P1P2	0	0	0
ANXA5_-_122618086.23-P1P2	1449	0	0
ANXA5_-_122618118.23-P1P2	0	0	0
APCS_+_159557645.23-P1P2	0	0	0
APCS_+_159557663.23-P1P2	0	0	0
APCS_+_159557720.23-P1P2	0	0	0
APCS_-_159557617.23-P1P2	0	0	0
APCS_-_159557638.23-P1P2	2528	6165	1306
APOE_+_45409173.23-P1P2	0	0	0
APOE_-_45409117.23-P1P2	2029	1	3622
APOE_-_45409137.23-P1P2	1415	5333	3
APOE_-_45409305.23-P1P2	0	0	0
APOE_-_45409519.23-P1P2	0	0	0
APOH_+_64223962.23-P2	1331	4	1512
APOH_+_64224198.23-P2	0	0	0
APOH_+_64224202.23-P2	1435	1	3
APOH_+_64225521.23-P1	2601	1	2
APOH_-_64224067.23-P2	5272	1921	1240
APOH_-_64224106.23-P2	0	0	0
APOH_-_64225455.23-P1	642	0	1449
APOH_-_64225487.23-P1	399	2505	2
APOH_-_64225515.23-P1	1665	1	1
APOH_-_64225529.23-P1	1926	1	1751
APRT_+_88877892.23-P1P2	1378	2524	1524
APRT_+_88877930.23-P1P2	5931	4	5
APRT_-_88878107.23-P1P2	0	0	0
APRT_-_88878302.23-P1P2	1230	2954	4598
APRT_-_88878308.23-P1P2	2367	2870	3736
ARAF_+_47420611.23-P1P2	3323	2	2
ARAF_-_47420581.23-P1P2	1468	2	2223
ARAF_-_47420629.23-P1P2	3755	3	1
ARAF_-_47420650.23-P1P2	4550	5091	2578
ARAF_-_47420655.23-P1P2	3056	2	2733
ARF1_+_228270829.23-P1P2	0	0	0
ARF1_-_228270444.23-P1P2	3204	2	4347
ARF1_-_228270479.23-P1P2	1587	0	0
ARF1_-_228270510.23-P1P2	4156	2	1886
ARF1_-_228270878.23-P1P2	2708	4	2165
ARF4_+_57583046.23-P1P2	0	0	0
ARF4_-_57582621.23-P1P2	0	0	0
ARF4_-_57583010.23-P1P2	0	0	0
ARF4_-_57583033.23-P1P2	0	0	0
ARF4_-_57583055.23-P1P2	0	0	0
ARF6_+_50361360.23-P2	0	0	0
ARF6_+_50361377.23-P2	0	0	0
ARF6_+_50361520.23-P2	0	0	0
ARF6_-_50359824.23-P1	0	0	0
ARF6_-_50359827.23-P1	0	0	0
ARF6_-_50359865.23-P1	0	0	0
ARF6_-_50360206.23-P1	1734	1	1245
ARF6_-_50360232.23-P1	6152	1	1932
ARF6_-_50361209.23-P2	2553	4	2
ARF6_-_50361303.23-P2	0	0	0
ARHGAP26_+_142150361.23-P1P2	3968	4559	2503
ARHGAP26_-_142149986.23-P1P2	2126	0	1
ARHGAP26_-_142150010.23-P1P2	0	0	0
ARHGAP26_-_142150016.23-P1P2	0	0	0
ARHGAP26_-_142150021.23-P1P2	0	0	0
ARL1_+_101801462.23-P1P2	0	0	0
ARL1_+_101801468.23-P1P2	898	2658	0
ARL1_+_101801483.23-P1P2	2978	2	1516
ARL1_-_101801214.23-P1P2	0	0	0
ARL1_-_101801545.23-P1P2	0	0	0
ARL3_+_104474074.23-P1P2	4921	6	1968
ARL3_+_104474107.23-P1P2	1071	6950	1579
ARL3_-_104474009.23-P1P2	2698	987	2
ARL3_-_104474089.23-P1P2	1618	1	2009
ARL3_-_104474101.23-P1P2	0	0	0
ARL5B_-_18948336.23-P1P2	1047	0	1
ARL5B_-_18948344.23-P1P2	1303	0	0
ARL5B_-_18948348.23-P1P2	3990	5732	2116
ARL5B_-_18948364.23-P1P2	795	1258	848
ARL5B_-_18948378.23-P1P2	0	0	0
ARPC1B_+_98972315.23-P1P2	4187	3	5
ARPC1B_+_98972356.23-P1P2	1348	5179	1868
ARPC1B_+_98972769.23-P1P2	1468	2	2
ARPC1B_-_98972364.23-P1P2	0	0	0
ARPC1B_-_98972410.23-P1P2	0	0	0
ARPC2_+_219082121.23-P1	0	0	0
ARPC2_+_219082260.23-P1	0	0	0
ARPC2_+_219103598.23-P2	1528	0	0
ARPC2_-_219081891.23-P1	1327	5458	1790
ARPC2_-_219081923.23-P1	0	0	0
ARPC2_-_219081929.23-P1	0	0	0
ARPC2_-_219103608.23-P2	0	0	0
ARPC2_-_219103625.23-P2	0	0	0
ARPC2_-_219103724.23-P2	1660	0	0
ARPC2_-_219103871.23-P2	2478	4	1520
ARPC3_+_110883121.23-P2	0	0	0
ARPC3_+_110887749.23-P1	0	0	0
ARPC3_+_110888087.23-P1	0	0	0
ARPC3_-_110882890.23-P2	0	0	0
ARPC3_-_110882896.23-P2	1788	1	2061
ARPC3_-_110882946.23-P2	0	0	0
ARPC3_-_110883364.23-P2	0	0	0
ARPC3_-_110888115.23-P1	658	0	1
ARPC3_-_110888131.23-P1	0	0	0
ARPC3_-_110888149.23-P1	0	0	0
ARPC4_+_9834769.23-P1P2	0	0	0
ARPC4_+_9834836.23-P1P2	2645	3	2775
ARPC4_-_9834275.23-P1P2	0	0	0
ARPC4_-_9834393.23-P1P2	0	0	0
ARPC4_-_9834808.23-P1P2	0	0	0
ARPC5_+_183604702.23-P1P2	1021	2501	3
ARPC5_+_183604818.23-P1P2	0	0	0
ARPC5_+_183604896.23-P1P2	3259	3	2369
ARPC5_-_183604403.23-P1P2	0	0	0
ARPC5_-_183604444.23-P1P2	0	0	0
ARSA_+_51066539.23-P1P2	1498	1	1
ARSA_+_51066550.23-P1P2	1818	2178	6648
ARSA_-_51066477.23-P1P2	0	0	0
ARSA_-_51066480.23-P1P2	0	0	0
ARSA_-_51066507.23-P1P2	0	0	0
ART1_+_3666404.23-P1P2	0	0	0
ART1_+_3666757.23-P1P2	0	0	0
ART1_+_3666779.23-P1P2	0	0	0
ART1_-_3666414.23-P1P2	2027	0	0
ART1_-_3666702.23-P1P2	0	0	0
ASGR2_+_7017555.23-P1P2	1383	582	1497
ASGR2_-_7017722.23-P1P2	1344	0	0
ASGR2_-_7017726.23-P1P2	1698	3366	0
ASGR2_-_7017962.23-P1P2	2255	5116	1696
ASGR2_-_7017981.23-P1P2	1435	6554	5
ASNA1_+_12848373.23-P1P2	2211	8005	1595
ASNA1_+_12848385.23-P1P2	0	0	0
ASNA1_+_12848698.23-P1P2	1189	9523	4
ASNA1_-_12847970.23-P1P2	1269	2	1770
ASNA1_-_12848537.23-P1P2	0	0	0
ASPA_+_3379320.23-P1P2	0	0	0
ASPA_+_3379346.23-P1P2	0	0	0
ASPA_+_3379511.23-P1P2	0	0	0
ASPA_+_3379614.23-P1P2	0	0	0
ASPA_-_3379286.23-P1P2	0	0	0
ASRGL1_+_62105004.23-P1P2	3708	4971	4
ASRGL1_+_62105040.23-P1P2	3808	2	1196
ASRGL1_+_62105366.23-P1P2	0	0	0
ASRGL1_-_62104973.23-P1P2	1523	2329	2
ASRGL1_-_62105346.23-P1P2	1475	2	1
ASS1_+_133320398.23-P1P2	0	0	0
ASS1_+_133320409.23-P1P2	0	0	0
ASS1_+_133320415.23-P1P2	533	3	1
ASS1_+_133320791.23-P1P2	1167	1	1000
ASS1_-_133320387.23-P1P2	3654	3532	4906
ATM_+_108094013.23-P1P2	1195	2	1946
ATM_-_108093795.23-P1P2	234	1	1916
ATM_-_108093813.23-P1P2	0	0	0
ATM_-_108093829.23-P1P2	2040	2	0
ATM_-_108093839.23-P1P2	660	0	0
ATOX1_-_151137774.23-P1P2	4542	3066	5
ATOX1_-_151138108.23-P1P2	5586	2	4
ATOX1_-_151138119.23-P1P2	4033	1	1976
ATOX1_-_151138125.23-P1P2	2706	3	2812
ATOX1_-_151138136.23-P1P2	3724	6	3243
ATP1A1_+_116916023.23-P1P2	1690	0	0
ATP1A1_+_116916694.23-P1P2	4114	2	1898
ATP1A1_-_116915929.23-P1P2	1218	5354	3126
ATP1A1_-_116915944.23-P1P2	2159	6	1446
ATP1A1_-_116916334.23-P1P2	1501	1	0
ATP2A1_+_28889799.23-P1P2	0	0	0
ATP2A1_+_28890222.23-P1P2	2413	1	1
ATP2A1_-_28889826.23-P1P2	0	0	0
ATP2A1_-_28889833.23-P1P2	3534	2	1301
ATP2A1_-_28889864.23-P1P2	0	0	0
ATP2C1_+_130613032.23-P1P2	0	0	0
ATP2C1_+_130613095.23-P1P2	3043	0	956
ATP2C1_+_130613395.23-P1P2	1246	6740	1625
ATP2C1_-_130613451.23-P1P2	0	0	0
ATP2C1_-_130613510.23-P1P2	600	2	6668
ATP4A_+_36048513.23-P2	0	0	0
ATP4A_+_36048542.23-P2	2591	5	1032
ATP4A_+_36048719.23-P2	1918	3562	2167
ATP4A_+_36054077.23-P1	1178	1	2730
ATP4A_+_36054145.23-P1	881	0	1
ATP4A_+_36054525.23-P1	2228	1432	3214
ATP4A_+_36054542.23-P1	0	0	0
ATP4A_+_36054554.23-P1	1964	1	2
ATP4A_-_36048282.23-P2	3049	1	0
ATP4A_-_36048687.23-P2	2107	3982	1662
ATP5A1_+_43669273.23-P2	0	0	0
ATP5A1_+_43669663.23-P2	1458	2	1931
ATP5A1_+_43669671.23-P2	0	0	0
ATP5A1_+_43678149.23-P1	1235	2	2
ATP5A1_+_43678210.23-P1	0	0	0
ATP5A1_+_43678237.23-P1	2707	3343	1
ATP5A1_-_43669651.23-P2	1793	1	1701
ATP5A1_-_43669654.23-P2	2111	4182	3322
ATP5A1_-_43678030.23-P1	0	0	0
ATP5A1_-_43678159.23-P1	0	0	0
ATP5B_+_57039359.23-P1P2	0	0	0
ATP5B_+_57039710.23-P1P2	0	0	0
ATP5B_-_57039683.23-P1P2	0	0	0
ATP5B_-_57039709.23-P1P2	0	0	0
ATP5B_-_57039762.23-P1P2	0	0	0
ATP5C1_+_7830138.23-P1P2	3420	2	0
ATP5C1_+_7830168.23-P1P2	0	0	0
ATP5C1_+_7830547.23-P1P2	0	0	0
ATP5C1_-_7830158.23-P1P2	0	0	0
ATP5C1_-_7830375.23-P1P2	0	0	0
ATP6V1A_+_113465895.23-P1P2	0	0	0
ATP6V1A_+_113465921.23-P1P2	0	0	0
ATP6V1A_-_113465905.23-P1P2	0	0	0
ATP6V1A_-_113465930.23-P1P2	0	0	0
ATP6V1A_-_113466376.23-P1P2	0	0	0
ATP6V1B2_+_20054954.23-P1P2	0	0	0
ATP6V1B2_+_20054959.23-P1P2	0	0	0
ATP6V1B2_+_20054974.23-P1P2	0	0	0
ATP6V1B2_+_20055090.23-P1P2	0	0	0
ATP6V1B2_-_20054985.23-P1P2	0	0	0
ATP6V1C1_+_104033380.23-P1P2	0	0	0
ATP6V1C1_+_104033390.23-P1P2	0	0	0
ATP6V1C1_-_104033344.23-P1P2	0	0	0
ATP6V1C1_-_104033361.23-P1P2	1589	0	3
ATP6V1C1_-_104033365.23-P1P2	0	0	0
ATP8A1_-_42658683.23-P1P2	2273	3	3862
ATP8A1_-_42658751.23-P1P2	0	0	0
ATP8A1_-_42659062.23-P1P2	1354	3	5723
ATP8A1_-_42659065.23-P1P2	1554	4	3
ATP8A1_-_42659112.23-P1P2	2656	5	6286
ATR_+_142297571.23-P1P2	0	0	0
ATR_+_142297576.23-P1P2	0	0	0
ATR_-_142297227.23-P1P2	0	0	0
ATR_-_142297369.23-P1P2	0	0	0
ATR_-_142297649.23-P1P2	0	0	0
AURKAIP1_+_1310184.23-P1P2	1761	3190	6
AURKAIP1_+_1310516.23-P1P2	0	0	0
AURKAIP1_+_1310564.23-P1P2	0	0	0
AURKAIP1_-_1310201.23-P1P2	2132	2	2
AURKAIP1_-_1310542.23-P1P2	0	0	0
AURKA_+_54967179.23-P1P2	0	0	0
AURKA_+_54967204.23-P1P2	0	0	0
AURKA_-_54966756.23-P1P2	0	0	0
AURKA_-_54967035.23-P1P2	0	0	0
AURKA_-_54967215.23-P1P2	0	0	0
AURKB_+_8113488.23-P1P2	0	0	0
AURKB_+_8113717.23-P1P2	0	0	0
AURKB_+_8113846.23-P1P2	0	0	0
AURKB_-_8113518.23-P1P2	0	0	0
AURKB_-_8113837.23-P1P2	0	0	0
AURKC_+_57742445.23-P1P2	824	2903	0
AURKC_+_57742897.23-P1P2	0	0	0
AURKC_+_57742907.23-P1P2	0	0	0
AURKC_-_57742432.23-P1P2	1421	3	2191
AURKC_-_57742487.23-P1P2	4780	2	1813
AVPR1A_+_63544503.23-P1P2	826	0	0
AVPR1A_+_63544953.23-P1P2	0	0	0
AVPR1A_+_63544956.23-P1P2	450	0	0
AVPR1A_-_63544766.23-P1P2	1144	0	1
AVPR1A_-_63544900.23-P1P2	2038	3922	4493
AVPR1B_+_206223991.23-P1P2	3513	5320	1578
AVPR1B_+_206223995.23-P1P2	2209	4722	2
AVPR1B_+_206224162.23-P1P2	683	2987	3
AVPR1B_-_206223975.23-P1P2	0	0	0
AVPR1B_-_206223987.23-P1P2	5886	2908	1397
AVPR2_+_153170186.23-P1P2	776	2530	3089
AVPR2_+_153170422.23-P1P2	2512	4	2067
AVPR2_+_153170553.23-P1P2	1025	1	1896
AVPR2_+_153170634.23-P1P2	0	0	0
AVPR2_-_153170663.23-P1P2	2367	7720	5
AXL_+_41725166.23-P1P2	3006	4	1805
AXL_-_41725144.23-P1P2	0	0	0
AXL_-_41725205.23-P1P2	0	0	0
AXL_-_41725322.23-P1P2	1603	4	2
AXL_-_41725592.23-P1P2	1564	3	2
AZGP1_+_99573256.23-P1P2	814	1	0
AZGP1_+_99573270.23-P1P2	0	0	0
AZGP1_+_99573276.23-P1P2	976	1	2325
AZGP1_+_99573447.23-P1P2	2445	1	3
AZGP1_-_99573392.23-P1P2	2371	2	0
B2M_+_45003739.23-P1	0	0	0
B2M_+_45003754.23-P1	2233	2	1724
B2M_+_45003760.23-P1	2238	3	2136
B2M_+_45004135.23-P1	1958	2	2
B2M_+_45007848.23-P2	2705	10624	1583
B2M_+_45007852.23-P2	890	2	1739
B2M_+_45007880.23-P2	0	0	0
B2M_+_45008205.23-P2	1092	2	1931
B2M_-_45003947.23-P1	1403	5	3024
B2M_-_45008269.23-P2	0	0	0
B4GALT1_+_33167161.23-P1P2	0	0	0
B4GALT1_-_33166777.23-P1P2	156	1	1
B4GALT1_-_33167098.23-P1P2	2805	4	1619
B4GALT1_-_33167114.23-P1P2	2024	2	1622
B4GALT1_-_33167151.23-P1P2	0	0	0
B4GALT2_+_44444940.23-P1P2	4092	2	3
B4GALT2_+_44444945.23-P1P2	1988	7	2835
B4GALT2_+_44445285.23-P1P2	2955	6	3021
B4GALT2_+_44445388.23-P1P2	3167	1	2
B4GALT2_+_44445508.23-P1P2	433	1	1365
B4GALT3_+_161146860.23-P1P2	1442	1	0
B4GALT3_+_161147226.23-P1P2	1915	0	1
B4GALT3_-_161146827.23-P1P2	0	0	0
B4GALT3_-_161146830.23-P1P2	788	0	0
B4GALT3_-_161146833.23-P1P2	0	0	0
B4GALT4_-_118959253.23-P1P2	3678	2399	2
B4GALT4_-_118959700.23-P1P2	2112	3152	3
B4GALT4_-_118959703.23-P1P2	0	0	0
