	lower	upper
ABAT_-_8768523.23-P1	9.75194460930809	3.4738952488588866
ABAT_-_8768533.23-P1	-1.3014717900192547	2.1415562857443486
ABCC2_+_101542515.23-P1P2		
ABCC2_+_101542910.23-P1P2		
ABCC2_+_101542914.23-P1P2		
ABCC2_+_101542981.23-P1P2	0.09302877825689393	1.1583428139664182
ABCC2_-_101542808.23-P1P2		
ABCC8_+_17497953.23-P1P2	11.760234274008871	-5.896376830430982
ABCC8_+_17498387.23-P1P2	-0.35027796779390385	0.6631493262506525
ABCC8_-_17497979.23-P1P2	0.8072344694232445	2.5678524591454317
ABCC8_-_17497997.23-P1P2	-0.6871254825170041	-0.25942067841404864
ABCC8_-_17498220.23-P1P2		
ABCC9_+_22093672.23-P1P2	0.017550573692696858	1.9923664184672771
ABCC9_+_22093678.23-P1P2		
ABCC9_+_22093937.23-P1P2		
ABCC9_+_22093941.23-P1P2	-1.2637521240700966	0.5494629834867893
ABCC9_+_22094309.23-P1P2		
ABCE1_+_146019317.23-P1P2		
ABCE1_+_146019463.23-P1P2	-1.1661771555180191	-9.03946257514435
ABCE1_+_146019842.23-P1P2	0.20316314575438454	3.2877052869617955
ABCE1_-_146019502.23-P1P2		
ABCE1_-_146019516.23-P1P2		
ABCG1_+_43639544.23-P1P2	-1.3543962125651152	1.435283380530981
ABCG1_+_43639681.23-P1P2		
ABCG1_-_43639282.23-P1P2	7.97343822541822	1.3456164432382458
ABCG1_-_43639541.23-P1P2	8.956873966782279	1.0951455785783466
ABCG1_-_43639626.23-P1P2		
ABL1_+_133589617.23-ENST00000372348.2	-0.6382158820360591	-8.509657601678702
ABL1_+_133589629.23-ENST00000372348.2		
ABL1_+_133589636.23-ENST00000372348.2	-1.522201162133058	1.2165369660488314
ABL1_-_133589228.23-ENST00000372348.2	10.53857909262607	-7.593861095867101
ABL1_-_133589268.23-ENST00000372348.2	10.771665593091127	-8.220560899258713
ABL2_+_179112168.23-P1	7.610229728944184	-9.398478691454555
ABL2_+_179112186.23-P1		
ABL2_+_179198340.23-P2	-1.0314396580606413	-0.6147062307543556
ABL2_+_179198398.23-P2	-1.2956427112170577	1.663961883321352
ABL2_+_179198565.23-P2	-1.5301663723778596	2.2030209756945682
ABL2_+_179198740.23-P2	0.20536573403089697	-7.667919685595434
ABL2_-_179112151.23-P1		
ABL2_-_179112154.23-P1		
ABL2_-_179112158.23-P1	-0.6159344346600513	1.434107631132808
ABL2_-_179198834.23-P2	-1.7852355679668523	0.8589962057780907
ABO_+_136150190.23-P1	9.572259924274725	1.3434838424192839
ABO_+_136150601.23-P1	11.580656588180512	3.53922147609865
ABO_-_136130692.23-P2	9.610185070521092	-0.4121601670495571
ABO_-_136130921.23-P2	-1.5469478244687451	1.4276071115356364
ABO_-_136130955.23-P2	0.0011944027074743957	-9.458009894898034
ABO_-_136130959.23-P2		
ABO_-_136130966.23-P2		
ABO_-_136150219.23-P1		
ABO_-_136150600.23-P1	11.072109212813892	3.0726697166918986
ABO_-_136150606.23-P1	-1.5420323340546283	0.5456692894126886
ACACA_+_35715534.23-P1P2	9.462873026090831	-9.561746112827157
ACACA_+_35715655.23-P1P2		
ACACA_-_35715847.23-P1P2		
ACACA_-_35715992.23-P1P2		
ACACA_-_35716002.23-P1P2		
ACACB_+_109569160.23-P1		
ACACB_+_109569170.23-P1	-1.917637207961814	-0.8031849018220103
ACACB_+_109592574.23-P2	-1.3404969470013182	-8.213782366627651
ACACB_+_109592655.23-P2		
ACACB_+_109592908.23-P2		
ACACB_-_109569178.23-P1	0.2776850890206948	-6.592119761870675
ACACB_-_109569231.23-P1	-1.6196719886698645	-9.492957408296197
ACACB_-_109569639.23-P1	10.486560409039864	-9.962701884756859
ACACB_-_109592496.23-P2	-1.6056059522448063	-0.0011331054272497032
ACACB_-_109592519.23-P2	-0.6942323690112655	-8.565744346446378
ACAD8_+_134123511.23-P1P2	-1.8140657174354757	0.1806997166833496
ACAD8_-_134123448.23-P1P2	-1.0309719339388952	1.4721861606573796
ACAD8_-_134123455.23-P1P2	-0.13125589331617604	-9.004541312942507
ACAD8_-_134123502.23-P1P2		
ACAD8_-_134123507.23-P1P2		
ACADSB_+_124768874.23-P1P2	10.791540460470184	1.6432173430281523
ACADSB_+_124768891.23-P1P2		
ACADSB_+_124768941.23-P1P2	10.050905648430138	-9.146560317814936
ACADSB_+_124768944.23-P1P2		
ACADSB_-_124768552.23-P1P2	11.368283011405115	-7.607371845730929
ACADS_+_121163685.23-P1P2	10.889061746599907	-8.461692851193446
ACADS_+_121164090.23-P1P2		
ACADS_-_121163653.23-P1P2	9.616903644681935	1.9937466466924587
ACADS_-_121163657.23-P1P2	10.344730997426348	1.6521473816154129
ACADS_-_121163671.23-P1P2	17.697591473632386	8.741333968340852
ACAN_+_89347139.23-P1P2	-0.08333910750419449	-7.959328736058904
ACAN_+_89347148.23-P1P2		
ACAN_+_89347151.23-P1P2		
ACAN_-_89346701.23-P1P2		
ACAN_-_89347101.23-P1P2	0.5557458839970826	2.431491846410954
ACAT1_+_107992288.23-P1P2		
ACAT1_+_107992310.23-P1P2	1.641049986986702	2.8942109321358007
ACAT1_+_107992321.23-P1P2	-0.692458926820045	-8.565744346446378
ACAT1_-_107992364.23-P1P2	-1.2517595775338037	2.583950254213971
ACAT1_-_107992733.23-P1P2	9.580611845070013	1.5225283446065114
ACAT2_+_160183436.23-P1P2		
ACAT2_+_160183505.23-P1P2	-2.4893825369349294	-10.362667956561262
ACAT2_-_160183054.23-P1P2		
ACAT2_-_160183095.23-P1P2	-1.3828993893631019	-9.257284005264237
ACAT2_-_160183174.23-P1P2	-0.8197632510951234	1.0483575111008465
ACCS_+_44087946.23-P1P2	-0.33140907417335974	3.6878483228488608
ACCS_+_44088028.23-P1P2	0.6800318663633558	-8.19554901125064
ACCS_+_44088091.23-P1P2	9.276731753672616	0.751105770060114
ACCS_+_44088215.23-P1P2		
ACCS_-_44088090.23-P1P2	11.041073040943434	-7.336038116678648
ACE2_+_15619016.23-P1P2		
ACE2_+_15619087.23-P1P2	-0.9737146163296959	-8.847000035956027
ACE2_-_15618594.23-P1P2		
ACE2_-_15618975.23-P1P2		
ACE2_-_15619013.23-P1P2	-2.6117180798589814	-9.485003499485314
ACE_+_61554448.23-P1	-0.6772959954684641	0.10941447733518134
ACE_+_61554829.23-P1	7.664377798108214	-0.8636859949938769
ACE_+_61562272.23-P2	-1.520202969236216	0.9283122952694646
ACE_+_61562293.23-P2		
ACE_-_61554428.23-P1	0.0874319997865971	1.3200550887314226
ACE_-_61554458.23-P1	-1.856126652313952	1.0324161490892618
ACE_-_61554461.23-P1	9.595002269569854	1.8598777163936995
ACE_-_61562238.23-P2	-2.5902113749719593	-11.463734882731663
ACE_-_61562443.23-P2	-1.5121824063080673	-9.970430326655556
ACE_-_61562661.23-P2		
ACHE_+_100493456.23-P1	10.755665963434247	3.415655977489984
ACHE_+_100493473.23-P1	-0.9678618900842579	-8.84114730971059
ACHE_+_100494559.23-P2	9.435133085294993	-7.979894306453373
ACHE_+_100494570.23-P2	8.566050108888733	-4.199682169582796
ACHE_-_100493122.23-P1		
ACHE_-_100493427.23-P1		
ACHE_-_100493486.23-P1	-0.628973729731209	-0.39635064078638443
ACHE_-_100494233.23-P2	-2.5281791888117624	-9.401464608438095
ACHE_-_100494236.23-P2	-0.011189321748357628	2.235763135967269
ACHE_-_100494578.23-P2	0.3236009240760538	2.169989527535836
ACOT13_+_24667341.23-P1P2	9.600154930221617	-8.736654862675895
ACOT13_-_24667329.23-P1P2	10.041959260262193	0.8814105686929097
ACOT13_-_24667371.23-P1P2	-1.4003868160919417	-9.272585459741544
ACOT13_-_24667386.23-P1P2		
ACOT13_-_24667473.23-P1P2	8.921792828135798	1.2391595761301533
ACOX1_+_73975227.23-P1P2		
ACOX1_-_73975169.23-P1P2	10.809702328320775	0.8873924677794112
ACOX1_-_73975193.23-P1P2	-1.664688093397249	-8.953011012302426
ACOX1_-_73975196.23-P1P2	-1.2433050826091314	-8.115378662566656
ACOX1_-_73975245.23-P1P2	9.237337488672557	-8.64682565396081
ACP1_+_264980.23-P1P2	-1.8435300896936582	-0.5061441655343684
ACP1_+_265303.23-P1P2		
ACP1_-_264967.23-P1P2	11.208989357078073	2.980812201351822
ACP1_-_264970.23-P1P2		
ACP1_-_265107.23-P1P2	8.575762538552736	-9.487347439953613
ACP2_+_47270320.23-P1P2		
ACP2_+_47270332.23-P1P2		
ACP2_-_47269915.23-P1P2	-2.5207027769810004	0.37667569630942777
ACP2_-_47269958.23-P1P2	-1.3014717900192547	-9.174757209645588
ACP2_-_47270385.23-P1P2		
ACP5_+_11688472.23-P1	-1.7170909039162918	-0.08170917346496759
ACP5_-_11688086.23-P1	-0.32569994507323763	1.0334355624765066
ACP5_-_11688414.23-P1	9.685553619637847	1.0378593611641773
ACP5_-_11688437.23-P1	10.930393203412233	3.104716182470347
ACP5_-_11688455.23-P1	11.238568902554146	-8.796478260376862
ACP5_-_11689356.23-P2		
ACP5_-_11689724.23-P2	-0.46344613375919685	1.8514451526130065
ACP5_-_11689727.23-P2	0.17861300642521272	1.2197127189543226
ACP5_-_11689744.23-P2		
ACP5_-_11689771.23-P2	-2.318819033583152	0.23625571949480706
ACP6_+_147141956.23-P1P2	9.436173380911145	-0.7079054391144739
ACP6_+_147142159.23-P1P2		
ACP6_-_147142348.23-P1P2	8.624364925152971	-9.648502231768195
ACP6_-_147142356.23-P1P2	9.95318440632183	0.6842164200614558
ACP6_-_147142393.23-P1P2	10.176498474898585	1.0263029637487187
ACPP_+_132036268.23-P1P2		
ACPP_+_132036293.23-P1P2	-0.2697112198655276	-9.14299663949186
ACPP_+_132036338.23-P1P2		
ACPP_+_132036504.23-P1P2	-1.592352754992051	0.7725231182125797
ACPP_+_132036703.23-P1P2	-1.5732058908034343	-9.446491310429767
ACPT_+_51293697.23-ENST00000270593.1	10.065339896105412	0.4256525521451586
ACPT_+_51293761.23-ENST00000270593.1		
ACPT_+_51294074.23-ENST00000270593.1		
ACPT_-_51293910.23-ENST00000270593.1		
ACPT_-_51294122.23-ENST00000270593.1		
ACSL1_+_185746700.23-P1P2	-1.6018317315418695	-9.476061632407099
ACSL1_+_185747071.23-P1P2	0.03311587683957207	-9.426109810431747
ACSL1_+_185747074.23-P1P2	-2.1054986943591043	-8.393821613264281
ACSL1_+_185747085.23-P1P2		
ACSL1_-_185746686.23-P1P2	1.8282960849510745	3.499009115459283
ACSL3_+_223725692.23-P1P2		
ACSL3_+_223726215.23-P1P2	-1.3393640886463754	-9.212649508272708
ACSL3_-_223725802.23-P1P2	-0.6492288747584762	-8.520684623827727
ACSL3_-_223725834.23-P1P2	-0.6103098854661742	-7.898632804371351
ACSL3_-_223726162.23-P1P2	7.663602574098137	-0.12868896240596722
ACSL4_+_108976382.23-P1P2	10.250887317342297	-7.413018114053387
ACSL4_-_108976096.23-P1P2		
ACSL4_-_108976106.23-P1P2		
ACSL4_-_108976456.23-P1P2	-1.233581743084807	2.120765068239903
ACSL4_-_108976463.23-P1P2	8.029912418293122	-1.817939561157832
ACSS2_+_33464457.23-P1P2	-0.44741215091782927	2.3281093791816074
ACSS2_-_33464420.23-P1P2	-2.1425575693894086	-1.4409341529585082
ACSS2_-_33464423.23-P1P2		
ACSS2_-_33464453.23-P1P2		
ACSS2_-_33464808.23-P1P2		
ACTA1_+_229568301.23-P2	-0.8598184347292399	0.7271472445882741
ACTA1_+_229569744.23-P1		
ACTA1_-_229568328.23-P2		
ACTA1_-_229568723.23-P2	9.715478265345064	-9.443597237160587
ACTA1_-_229568745.23-P2	10.28681464025463	3.2929325956317697
ACTA1_-_229568779.23-P2	-2.3701980686880084	-10.243483488314341
ACTA1_-_229569627.23-P1	-0.9809972922733916	-8.854282711899724
ACTA1_-_229569754.23-P1		
ACTA1_-_229569824.23-P1		
ACTA1_-_229569839.23-P1	-2.5525800111925836	-11.425865430818916
ACTR2_+_65455294.23-P1P2	-2.958300276939733	-10.831585696566064
ACTR2_+_65455348.23-P1P2		
ACTR2_-_65454953.23-P1P2		
ACTR2_-_65454971.23-P1P2		
ACTR2_-_65455345.23-P1P2		
ACVR1B_+_52345561.23-P1P2		
ACVR1B_+_52345897.23-P1P2		
ACVR1B_+_52345907.23-P1P2	-0.6246403794292092	-9.082888299776698
ACVR1B_-_52345530.23-P1P2		
ACVR1B_-_52345917.23-P1P2	10.169462501312452	-8.135842765126371
ACVR1C_+_158484889.23-P1P2		
ACVR1C_+_158484901.23-P1P2	0.34529599517537335	2.3868939619110896
ACVR1C_+_158484938.23-P1P2	-1.5664440000945419	-9.02469192044203
ACVR1C_+_158485339.23-P1P2		
ACVR1C_-_158485307.23-P1P2		
ACVR1_+_158732079.23-P1P2		
ACVR1_+_158732198.23-P1P2	-2.0452855411698128	-10.918570960796146
ACVR1_+_158732232.23-P1P2		
ACVR1_+_158732258.23-P1P2		
ACVR1_-_158732511.23-P1P2	0.8223677729484002	3.35847328945977
ACVR2A_+_148602294.23-P1P2		
ACVR2A_+_148602343.23-P1P2		
ACVR2A_+_148602346.23-P1P2	-1.5469478244687451	-8.420233244095076
ACVR2A_-_148602102.23-P1P2	-1.6880157602625587	2.678595642556971
ACVR2A_-_148602669.23-P1P2	-0.3014717900192547	-9.175920204501706
ACVR2B_+_38495339.23-P1P2		
ACVR2B_+_38495450.23-P1P2	-2.161377234130569	-0.2224853482424542
ACVR2B_+_38495606.23-P1P2	9.549109644312054	0.13243226939979574
ACVR2B_+_38495842.23-P1P2	11.214266132687024	2.881991752071732
ACVR2B_-_38495819.23-P1P2		
ACVRL1_+_52300726.23-P1P2		
ACVRL1_+_52300742.23-P1P2		
ACVRL1_+_52300819.23-P1P2	-1.603720076105823	-7.891099131685943
ACVRL1_-_52300776.23-P1P2		
ACVRL1_-_52301119.23-P1P2		
ACY1_+_52017535.23-P1P2	-0.8181376790460817	2.0244498247397544
ACY1_+_52017980.23-P1P2	8.883574078458883	0.29046320648997515
ACY1_-_52017547.23-P1P2	10.645536385647226	-7.740983147785158
ACY1_-_52017921.23-P1P2		
ACY1_-_52017938.23-P1P2		
ACY3_+_67414985.23-P2	-2.5678956470802294	-10.441181066706562
ACY3_+_67415013.23-P2	-1.077915435549171	-8.949841745286115
ACY3_+_67417722.23-P1		
ACY3_+_67417960.23-P1	9.65780002640321	-0.04026126314263978
ACY3_+_67418110.23-P1	10.231013724847761	3.1164406068813437
ACY3_-_67414577.23-P2	9.463344998943622	2.093718695058977
ACY3_-_67414607.23-P2		
ACY3_-_67414970.23-P2		
ACY3_-_67417956.23-P1		
ACY3_-_67418149.23-P1	-0.406890335929603	1.2006144455398817
ACYP2_+_54342830.23-P1P2	2.1012085027396052	-7.772076916886727
ACYP2_-_54342821.23-P1P2		
ACYP2_-_54343153.23-P1P2		
ACYP2_-_54343157.23-P1P2	-1.19109187024881	0.8922408693948707
ACYP2_-_54343180.23-P1P2	-1.2408803844906728	0.8232080160751432
ADAM33_+_3662271.23-P1P2	-1.1546304016899835	-10.027915821316316
ADAM33_+_3662642.23-P1P2	-1.3342551888089567	-10.20754060843529
ADAM33_-_3662191.23-P1P2	-1.6446503401607053	-9.517935759787036
ADAM33_-_3662194.23-P1P2		
ADAM33_-_3662638.23-P1P2	-2.61943867500543	-9.492724094631763
ADAMTS5_+_28339356.23-P1P2	11.57931995144825	2.051660915411571
ADAMTS5_+_28339363.23-P1P2	-0.6308269028066871	-9.089074823154176
ADAMTS5_-_28338950.23-P1P2	11.72630702134197	-8.408407808698287
ADAMTS5_-_28339372.23-P1P2	-0.1295092889371201	1.0556480678310656
ADAMTS5_-_28339421.23-P1P2		
ADCK1_+_78266506.23-P1P2	10.036425663406058	-8.320171711219627
ADCK1_-_78266512.23-P1P2	-0.33368641488442563	2.6322319535861864
ADCK1_-_78266523.23-P1P2	-1.6637832987354901	-7.952106217640665
ADCK1_-_78266828.23-P1P2	9.131369949453173	-9.241263103049757
ADCK1_-_78266900.23-P1P2	10.309450747115159	-8.978784113985437
ADCK2_+_140372748.23-P1P2	-0.8197632510951234	-8.691423098672415
ADCK2_+_140373084.23-P1P2	-0.3993000401152109	2.1089574914430416
ADCK2_+_140373152.23-P1P2	9.227296785943206	0.031080255519196964
ADCK2_-_140373160.23-P1P2	-2.5371000385123974	-10.41038545813873
ADCK2_-_140373404.23-P1P2		
ADCK3_+_227128242.23-P1P2		
ADCK3_+_227128400.23-P1P2	9.551433865644986	1.6338622764556707
ADCK3_-_227128046.23-P1P2	8.935541782122366	0.1188002841297281
ADCK3_-_227128055.23-P1P2	-0.5036114163267378	1.7485166345302454
ADCK3_-_227128078.23-P1P2		
ADCK4_+_41222752.23-P1P2	-1.6084301522479514	-9.482655744628891
ADCK4_-_41222351.23-P1P2	-1.7910478723961187	-9.665161712970214
ADCK4_-_41222709.23-P1P2		
ADCK4_-_41222769.23-P1P2		
ADCK4_-_41222791.23-P1P2	-1.3008899408317394	2.1631677868159778
ADCK5_+_145597793.23-P1P2		
ADCK5_-_145597191.23-P1P2	-0.31766901754705756	-8.190954437173389
ADCK5_-_145597250.23-P1P2	-0.6046633223250311	-8.477948741951364
ADCK5_-_145597781.23-P1P2	7.935896571772489	0.4962757751473604
ADCK5_-_145597789.23-P1P2		
ADC_+_33546832.23-P1P2	-1.2237924261973792	-9.682040346544868
ADC_+_33546850.23-P1P2	10.587210841556072	-9.592990691592801
ADC_+_33546977.23-P1P2		
ADC_-_33546826.23-P1P2	9.504637513717586	-7.9313673329580645
ADC_-_33546829.23-P1P2		
ADH1B_+_100242040.23-P1P2		
ADH1B_+_100242511.23-P1P2		
ADH1B_-_100242120.23-P1P2		
ADH1B_-_100242280.23-P1P2		
ADH1B_-_100242333.23-P1P2		
ADH1C_+_100273655.23-P1P2	9.268797553628806	-1.0259516344358022
ADH1C_-_100273471.23-P1P2		
ADH1C_-_100273518.23-P1P2		
ADH1C_-_100273879.23-P1P2	-2.5479289159998473	1.0417990778235127
ADH1C_-_100273923.23-P1P2	-1.570955446829288	-0.04193935510423802
ADH4_+_100065429.23-P1P2		
ADH4_+_100065433.23-P1P2	-1.4672540892872572	-9.340539508913588
ADH4_+_100065444.23-P1P2	11.202800539303109	-6.666817129148276
ADH4_+_100065450.23-P1P2		
ADH4_-_100065227.23-P1P2		
ADH5_+_100009684.23-P1P2		
ADH5_+_100009798.23-P1P2		
ADH5_+_100009821.23-P1P2	-1.405808449833991	1.4724501896287752
ADH5_+_100009838.23-P1P2	-1.662877936270327	-9.53616335589666
ADH5_-_100009831.23-P1P2		
ADK_+_75911404.23-P2		
ADK_+_75911444.23-P2		
ADK_+_75936517.23-P1	0.24900233431661078	0.8528005516896124
ADK_+_75936538.23-P1	-3.0452855411698128	-9.91822353272923
ADK_+_75936570.23-P1	10.070994638822848	0.647726857126059
ADK_+_75936748.23-P1		
ADK_-_75911021.23-P2		
ADK_-_75911025.23-P2		
ADK_-_75911437.23-P2	-0.44319989963091544	-7.316485319257248
ADK_-_75936578.23-P1		
ADORA1_+_203096891.23-P1P2	-3.089416465130528	-8.155346962699255
ADORA1_+_203097450.23-P1P2	-0.9762677367751138	0.22926479356053192
ADORA1_+_203097472.23-P1P2	9.673922836730101	0.9153696331950457
ADORA1_+_203097506.23-P1P2		
ADORA1_-_203096974.23-P1P2		
ADORA2A_+_24820308.23-P1P2	0.08165452219991032	1.721701926313704
ADORA2A_-_24819888.23-P1P2	9.017391344455548	-8.812270232420454
ADORA2A_-_24819903.23-P1P2		
ADORA2A_-_24819947.23-P1P2	10.473376265038683	1.072584294999621
ADORA2A_-_24820281.23-P1P2		
ADORA2B_+_15848686.23-P1P2	-0.12425675264646507	1.9425266721300465
ADORA2B_+_15848965.23-P1P2		
ADORA2B_-_15848659.23-P1P2	7.720321587389073	-11.193253553262977
ADORA2B_-_15848791.23-P1P2		
ADORA2B_-_15848949.23-P1P2	-0.6574337975802003	1.1895250410810336
ADORA3_+_112031013.23-P1		
ADORA3_+_112031386.23-P1	6.11667162012741	7.0691400333841905
ADORA3_+_112031407.23-P1		
ADORA3_+_112031411.23-P1	-0.7684987788575182	-8.64178419848385
ADORA3_+_112031418.23-P1	-0.3850969450673478	0.4558631529724431
ADORA3_+_112045890.23-P2		
ADORA3_+_112046055.23-P2	-0.06609372708832773	1.2918420339965264
ADORA3_+_112046115.23-P2	-0.2637521240700966	-8.13703754369643
ADORA3_+_112046284.23-P2		
ADORA3_-_112046251.23-P2		
ADRA1A_+_26724406.23-P1P2	8.166299633634301	0.7637469639160006
ADRA1A_-_26724311.23-P1P2	-1.4368583727570883	2.459694051246019
ADRA1A_-_26724340.23-P1P2	0.45109065919796976	-7.418269057214563
ADRA1A_-_26724356.23-P1P2	-2.396307178042404	-11.269864932740973
ADRA1A_-_26724373.23-P1P2		
ADRA1B_+_159343520.23-P1P2	-1.0731529387526066	-0.0350463705354801
ADRA1B_+_159344209.23-P1P2	-2.362969286737526	0.8276979382324184
ADRA1B_+_159344222.23-P1P2		
ADRA1B_-_159343504.23-P1P2	8.902127322411355	-0.7935979346035715
ADRA1B_-_159343900.23-P1P2	10.171906184882348	-9.044564950191866
ADRA1D_+_4229485.23-P1P2	1.1878384716382149	2.6473355647339423
ADRA1D_-_4229164.23-P1P2		
ADRA1D_-_4229250.23-P1P2	-1.4599756123817418	-9.333261032008075
ADRA1D_-_4229495.23-P1P2	7.613257700290749	0.5368331328781383
ADRA1D_-_4229926.23-P1P2	11.933906272911674	2.756429122694787
ADRA2A_-_112837142.23-P1P2	-2.496514518469409	-9.369291678431901
ADRA2A_-_112837201.23-P1P2	0.3821955779869022	1.8611743316188907
ADRA2A_-_112837216.23-P1P2		
ADRA2A_-_112837238.23-P1P2	-0.6692035745197433	-8.542488994146074
ADRA2A_-_112837251.23-P1P2	-2.6781923577469975	-10.551477777373329
ADRA2B_+_96781839.23-P1P2	0.5328940845988583	1.4929505804850152
ADRA2B_-_96781873.23-P1P2		
ADRA2B_-_96781894.23-P1P2		
ADRA2B_-_96782243.23-P1P2		
ADRA2B_-_96782246.23-P1P2	-1.2250197295813816	-9.098305149207714
ADRA2C_+_3768074.23-P1P2	0.11511782887232869	2.5208625456956457
ADRA2C_+_3768082.23-P1P2	-0.3359601664045453	1.0410528318754542
ADRA2C_+_3768098.23-P1P2	-0.036574640168272055	-6.907061426441931
ADRA2C_-_3767700.23-P1P2		
ADRA2C_-_3767888.23-P1P2	-1.9186489156055817	-8.791934335231913
ADRB1_+_115804002.23-P1P2		
ADRB1_-_115803895.23-P1P2	8.017120078049777	-1.2461118598925687
ADRB1_-_115804061.23-P1P2	9.694308324301108	2.2904922408674655
ADRB1_-_115804069.23-P1P2	0.8731145887929204	2.4694709864061037
ADRB1_-_115804075.23-P1P2	10.037377958204729	1.1438024619490468
ADRB2_+_148206220.23-P1P2	7.521822005117894	-0.49041657094852026
ADRB2_+_148206227.23-P1P2	9.696767448136976	-9.443597237160587
ADRB2_-_148206186.23-P1P2	-2.4980382239877983	1.2415448536769103
ADRB2_-_148206207.23-P1P2	-2.1738239669232957	0.8401112289187577
ADRB2_-_148206413.23-P1P2	0.4681797296525314	-8.990068190694958
ADRB3_+_37822768.23-P1P2	10.348752180092518	1.4359122801342417
ADRB3_-_37822919.23-P1P2	-1.4878496573422826	0.8938934928501155
ADRB3_-_37823380.23-P1P2	-0.06152099729850313	3.9251476655993653
ADRB3_-_37823667.23-P1P2	11.068155714570693	2.411910527036388
ADRB3_-_37823742.23-P1P2	-1.6018317315418695	1.548195761822574
ADRBK1_+_67033933.23-P1P2	10.69315044182324	2.1118748534470435
ADRBK1_+_67034195.23-P1P2		
ADRBK1_+_67034566.23-P1P2	-2.3749050713655357	-10.248190490991869
ADRBK1_-_67033953.23-P1P2		
ADRBK1_-_67034001.23-P1P2	-0.965660981890986	0.526282447734226
ADRBK2_+_25960616.23-P1P2	9.075225757908873	1.7070316458300658
ADRBK2_-_25960625.23-P1P2	8.403266063812703	-0.03536709587651388
ADRBK2_-_25960628.23-P1P2		
ADRBK2_-_25960707.23-P1P2	-0.522201162133058	0.6356402311015678
ADRBK2_-_25960854.23-P1P2	-2.133218299024632	-4.173613704486223
ADSSL1_+_105190776.23-P1P2	0.23698275207753028	1.005297548285554
ADSSL1_+_105190789.23-P1P2	-1.640977021713116	-0.556193121805366
ADSSL1_+_105190984.23-P1P2	-1.5321508225406646	-9.405436242166996
ADSSL1_-_105190591.23-P1P2	8.248248118444392	0.491930193842102
ADSSL1_-_105190615.23-P1P2	9.814330113965436	0.5766298184274096
AFG3L2_+_12377215.23-P1P2		
AFG3L2_-_12377072.23-P1P2		
AFG3L2_-_12377209.23-P1P2		
AFG3L2_-_12377212.23-P1P2		
AFG3L2_-_12377232.23-P1P2		
AGTR1_+_148416039.23-P1P2	-0.6583425818879753	-8.531628001514308
AGTR1_+_148416061.23-P1P2	-0.022526865682639396	1.4842879707145002
AGTR1_-_148415743.23-P1P2		
AGTR1_-_148415748.23-P1P2	-1.0846918455694432	-7.957977265195774
AGTR1_-_148415793.23-P1P2		
