Gene	sgRNA	Lower|beta	Lower|z	Lower|p-value	Lower|fdr	Lower|wald-p-value	Lower|wald-fdr	Upper|beta	Upper|z	Upper|p-value	Upper|fdr	Upper|wald-p-value	Upper|wald-fdr
SLC6A5	3	4.6076	0.078261	0.21227	0.96351	0.93762	0.99584	-0.032754	-0.00055428	0.28034	0.96571	0.99956	1
SLC6A7	3	-2.808	-2.361	0.077474	0.96351	0.018226	0.3876	-0.49373	-0.51994	0.18003	0.96571	0.6031	1
SLC6A8	3	3.2651	0.22469	0.55441	0.96351	0.82222	0.99584	-0.14822	-0.010004	0.25078	0.96571	0.99202	1
SLC6A9	5	0.18151	1.4327	0.45052	0.96351	0.15194	0.50888	0.029009	0.22592	0.57635	0.98776	0.82126	1
SLC7A11	5	0.50221	1.1579	0.94626	0.99483	0.24692	0.58573	0.16799	0.37751	0.96373	0.99769	0.7058	1
SLC7A1	3	4.603	0.096791	0.21317	0.96351	0.92289	0.99584	2.8081	0.059049	0.11688	0.96571	0.95291	1
SLC7A2	2	0.13331	1.4758	0.867	0.99483	0.14001	0.50888	1.4606e-05	0.00015947	0.42409	0.97525	0.99987	1
SLC7A3	3	0.14771	1.4617	0.65114	0.98316	0.14384	0.50888	0.012789	0.12482	0.45186	0.97525	0.90066	1
SLC7A4	2	-2.4171	-1.4736	0.30049	0.96351	0.14058	0.50888	0.68663	0.4588	0.95387	0.99767	0.64637	1
SLC7A8	2	-2.6377	-2.9247	0.1854	0.96351	0.0034478	0.14938	-4.6732	-5.1817	0.083744	0.96571	2.1992e-07	1.0742e-05
SLC7A9	4	0.12552	1.4744	0.3605	0.96351	0.14038	0.50888	0.027272	0.31578	0.57188	0.98776	0.75217	1
SLC8A1	4	0.13623	1.4588	0.41782	0.96351	0.14462	0.50888	0.032764	0.34593	0.63233	0.99612	0.7294	1
SLC9A1	4	0.33595	1.7662	0.86968	0.99483	0.077361	0.49076	0.025181	0.13098	0.54904	0.98776	0.89579	1
SLCO2B1	4	0.12868	1.4605	0.37707	0.96351	0.14416	0.50888	0.036661	0.41018	0.66906	0.99612	0.68167	1
SLK	4	0.13765	1.444	0.42633	0.96351	0.14874	0.50888	0.036342	0.37589	0.66682	0.99612	0.707	1
SMG1	5	0.1586	1.4359	0.36946	0.96351	0.15103	0.50888	0.051739	0.462	0.81191	0.99612	0.64408	1
SMOX	5	4.8036	0.089844	0.074787	0.96351	0.92841	0.99584	2.5755	0.04817	0.10031	0.96571	0.96158	1
SMPD1	4	0.34953	1.2793	0.88356	0.99483	0.2008	0.57116	0.11112	0.39435	0.81863	0.99612	0.69333	1
SMPD4	3	4.9923	0.062418	0.12584	0.96351	0.95023	0.99584	2.3273	0.029097	0.31079	0.96571	0.97679	1
SMS	3	0.13391	1.4716	0.588	0.97766	0.14113	0.50888	0.01696	0.18378	0.50739	0.98512	0.85418	1
SNAP23	2	-2.4867	-0.74979	0.26019	0.96351	0.45338	0.98579	1.5793	0.50066	0.72951	0.99612	0.61661	1
SNAP25	2	-1.8531	-2.2369	0.58486	0.97766	0.02529	0.40627	-4.2853	-5.1717	0.17555	0.96571	2.3192e-07	1.1019e-05
SNRK	4	3.8815	0.17213	0.35602	0.96351	0.86333	0.99584	2.0771	0.092186	0.34751	0.96571	0.92655	1
SNRPA	1	-1.8518	-0.050629	0.79848	0.99211	0.95962	0.99584	3.6382	0.099223	0.10524	0.96571	0.92096	1
SNX3	5	4.2698	0.14659	0.19928	0.96351	0.88346	0.99584	2.4007	0.082429	0.15361	0.96571	0.93431	1
SOAT1	4	3.0654	0.29439	0.55575	0.96351	0.76846	0.99584	1.466	0.14134	0.6498	0.99612	0.8876	1
SOAT2	3	0.12262	1.48	0.53023	0.96351	0.13888	0.50888	0.016188	0.19262	0.4953	0.98512	0.84726	1
SORCS3	4	2.7309	0.3735	0.60591	0.98257	0.70878	0.99584	-1.4964	-0.18555	0.048813	0.96571	0.8528	1
SORD	3	4.8515	0.074133	0.15584	0.96351	0.9409	0.99584	0.28128	0.0042591	0.90013	0.99612	0.9966	1
SPEG	5	4.9748	0.074211	0.046574	0.90244	0.94084	0.99584	1.6153	0.024071	0.52665	0.98512	0.9808	1
SPHK1	4	2.0184	0.43188	0.74563	0.99211	0.66583	0.99584	1.4896	0.32135	0.63726	0.99612	0.74795	1
SPHK2	1	-2.8099	-2.1204	0.13748	0.96351	0.033975	0.44273	-3.4791	-2.6065	0.73712	0.99612	0.0091485	0.13529
SPHKAP	3	5.2512	0.050869	0.084192	0.96351	0.95943	0.99584	3.564	0.034532	0.011196	0.92063	0.97245	1
SPINK6	2	2.4554	0.35784	0.7837	0.99211	0.72046	0.99584	-0.22462	-0.031793	0.37304	0.96571	0.97464	1
SPIRE2	3	0.14814	1.4298	0.65383	0.98316	0.15277	0.50888	0.049772	0.47385	0.68294	0.99612	0.63561	1
SPRYD3	4	2.3647	0.34847	0.66592	0.98806	0.72749	0.99584	1.8905	0.28344	0.43708	0.97525	0.77684	1
SPR	2	1.7439	0.56117	0.86789	0.99483	0.57468	0.99584	-0.19562	-0.063228	0.37662	0.96571	0.94958	1
SPTBN1	2	0.0014957	0.013759	0.76444	0.99211	0.98902	0.99584	0.16488	1.4466	0.7519	0.99612	0.148	1
SPTLC1	3	0.15245	1.4584	0.66906	0.99006	0.14472	0.50888	0.0075212	0.070974	0.39051	0.96571	0.94342	1
SPTLC2	2	2.2611	0.4124	0.81549	0.99211	0.68005	0.99584	0.31246	0.057182	0.79893	0.99612	0.9544	1
SPTLC3	1	-2.2381	-1.6986	0.48186	0.96351	0.089385	0.50888	-4.9304	-3.7591	0.1039	0.96571	0.0001705	0.004427
SRC	4	3.9508	0.15891	0.33721	0.96351	0.87374	0.99584	-0.32798	-0.012823	0.14465	0.96571	0.98977	1
SRMS	4	2.1219	0.28589	0.72235	0.99211	0.77497	0.99584	2.4837	0.34121	0.19077	0.96571	0.73295	1
SRPK1	2	2.823	0.22412	0.71787	0.99211	0.82266	0.99584	1.7494	0.13903	0.67309	0.99612	0.88943	1
SRPK2	4	1.4727	0.55683	0.87506	0.99483	0.57764	0.99584	0.68142	0.26434	0.94223	0.99767	0.79152	1
SRPK3	3	4.4015	0.088809	0.26691	0.96351	0.92923	0.99584	3.1149	0.062851	0.046574	0.96571	0.94988	1
SSB	1	-1.8876	-0.17624	0.77026	0.99211	0.8601	0.99584	2.4681	0.23006	0.60725	0.99486	0.81805	1
SSH2	4	3.1305	0.26099	0.54635	0.96351	0.7941	0.99584	2.2549	0.18819	0.27586	0.96571	0.85073	1
SSH3	4	3.9138	0.14015	0.34617	0.96351	0.88854	0.99584	1.9837	0.071034	0.39095	0.96571	0.94337	1
SSTR1	5	0.28828	1.8834	0.79534	0.99211	0.059644	0.45508	0.038262	0.2471	0.71697	0.99612	0.80483	1
SSTR2	4	1.2286	0.38933	0.90596	0.99483	0.69703	0.99584	1.6017	0.5224	0.58262	0.98935	0.60139	1
SSTR5	6	0.12225	1.4822	0.14644	0.96351	0.13828	0.50888	0.021967	0.26248	0.31214	0.96571	0.79295	1
SST	4	0.14664	1.4653	0.46216	0.96351	0.14283	0.50888	0.0011406	0.01124	0.21944	0.96571	0.99103	1
ST14	5	4.8075	0.097581	0.073444	0.96351	0.92227	0.99584	1.2051	0.024405	0.69816	0.99612	0.98053	1
STK10	3	0.21137	1.4007	0.79266	0.99211	0.1613	0.50888	0.035737	0.23389	0.63636	0.99612	0.81507	1
STK11IP	4	0.0018303	0.02068	0.29691	0.96351	0.9835	0.99584	0.13671	1.4701	0.85177	0.99612	0.14152	1
STK11	8	0.41731	1.9512	0.89476	0.99483	0.051038	0.45508	0.022765	0.10538	0.16973	0.96571	0.91607	1
STK16	2	4.5689	0.080106	0.32602	0.96351	0.93615	0.99584	0.64347	0.011279	0.94044	0.99767	0.991	1
STK17A	5	4.066	0.16375	0.25616	0.96351	0.86993	0.99584	-0.56114	-0.021489	0.086431	0.96571	0.98286	1
STK17B	5	0.12415	1.4613	0.23377	0.96351	0.14395	0.50888	0.041531	0.48178	0.75593	0.99612	0.62996	1
STK19	4	2.1274	0.39511	0.721	0.99211	0.69276	0.99584	1.9273	0.36544	0.41738	0.97525	0.71478	1
STK24	3	5.7902	0.032436	0.021496	0.84211	0.97412	0.99584	0.99495	0.0055579	0.8858	0.99612	0.99557	1
STK25	4	3.9513	0.14885	0.33721	0.96351	0.88167	0.99584	1.0507	0.039378	0.82221	0.99612	0.96859	1
STK31	4	5.0569	0.06256	0.068518	0.95031	0.95012	0.99584	0.52869	0.0063843	0.97313	0.99774	0.99491	1
STK32A	4	0.29201	1.3415	0.81505	0.99211	0.17975	0.52983	0.017429	0.079161	0.42275	0.97525	0.9369	1
STK32B	4	0.30121	1.2029	0.82938	0.99211	0.22903	0.57658	0.17234	0.6659	0.90193	0.99612	0.50547	1
STK32C	8	0.3313	2.0932	0.84281	0.99211	0.03633	0.44273	0.042168	0.26345	0.618	0.99612	0.7922	1
STK33	5	0.2408	1.7517	0.66189	0.98731	0.079829	0.49516	0.019535	0.14036	0.38379	0.96571	0.88838	1
STK35	5	-2.6831	-2.2784	0.054635	0.9037	0.022705	0.39484	0.33539	0.35891	0.91939	0.99612	0.71966	1
STK36	2	4.859	0.04738	0.25123	0.96351	0.96221	0.99584	1.3865	0.013515	0.79534	0.99612	0.98922	1
STK38L	4	3.7792	0.16312	0.38648	0.96351	0.87042	0.99584	2.7569	0.11908	0.091805	0.96571	0.90521	1
STK38	4	0.37987	1.2779	0.91536	0.99483	0.2013	0.57116	0.00021085	0.00068868	0.20869	0.96571	0.99945	1
STK39	4	4.4332	0.11056	0.19794	0.96351	0.91196	0.99584	2.9271	0.073035	0.058218	0.96571	0.94178	1
STK3	3	4.5606	0.091624	0.2275	0.96351	0.927	0.99584	1.3292	0.026255	0.75459	0.99612	0.97905	1
STK40	4	-2.5787	-2.4891	0.10837	0.96351	0.012806	0.33522	0.19271	0.21617	0.91894	0.99612	0.82886	1
STK4	4	0.32789	1.3131	0.85893	0.99483	0.18917	0.54971	0.046022	0.17851	0.72011	0.99612	0.85832	1
STMN4	3	3.9654	0.14109	0.3811	0.96351	0.8878	0.99584	1.376	0.048956	0.73712	0.99612	0.96095	1
STRADA	4	1.9486	0.45516	0.76265	0.99211	0.64899	0.99584	1.5472	0.36828	0.60994	0.99612	0.71266	1
STRADB	3	-3.1792	-2.2229	0.019257	0.83333	0.026224	0.41237	-0.76856	-0.67446	0.14554	0.96571	0.50002	1
STYK1	3	-2.48	-1.2424	0.16167	0.96351	0.21411	0.57496	1.3904	0.78846	0.73175	0.99612	0.43043	1
STYXL1	1	6.8645	0.0072492	0.021496	0.84211	0.99422	0.99734	3.6038	0.0038058	0.1142	0.96571	0.99696	1
SUCLA2	3	0.0082408	0.023339	0.485	0.96351	0.98138	0.99584	0.47428	1.1834	0.9682	0.99769	0.23663	1
SUCLG1	3	2.332	0.25447	0.7931	0.99211	0.79913	0.99584	2.7093	0.29746	0.14689	0.96571	0.76611	1
SUCLG2	3	0.30085	1.3414	0.86028	0.99483	0.1798	0.52983	0.00020337	0.0008781	0.32871	0.96571	0.9993	1
SUCNR1	4	0.45116	1.212	0.99194	0.99955	0.22552	0.57496	0.04527	0.11839	0.71787	0.99612	0.90576	1
SULT1A1	3	-3.0596	-2.0346	0.033139	0.89189	0.041888	0.45508	-0.68417	-0.58366	0.15271	0.96571	0.55945	1
SULT1B1	4	0.13526	1.4684	0.4129	0.96351	0.14198	0.50888	0.022061	0.23613	0.49619	0.98512	0.81333	1
SULT2A1	3	-2.2217	-1.554	0.26153	0.96351	0.12019	0.50888	0.70273	0.53622	0.97358	0.99774	0.5918	1
SUOX	4	0.39506	1.2351	0.93596	0.99483	0.21679	0.57496	0.15197	0.46167	0.87282	0.99612	0.64432	1
SV2A	4	-2.6828	-1.422	0.084639	0.96351	0.15503	0.50888	1.5675	0.84137	0.59785	0.99484	0.40014	1
SYK	6	0.29665	2.0935	0.77474	0.99211	0.036302	0.44273	0.051311	0.35794	0.84774	0.99612	0.72038	1
SYN1	4	4.4836	0.11819	0.18585	0.96351	0.90592	0.99584	2.3582	0.06216	0.23466	0.96571	0.95044	1
SYNC	4	-3.461	-2.4179	0.0053739	0.69231	0.015609	0.38303	-0.86431	-0.78171	0.08867	0.96571	0.43439	1
SYT2	4	1.7674	0.43739	0.81012	0.99211	0.66183	0.99584	1.7071	0.43329	0.52799	0.98512	0.6648	1
SYTL4	4	0.13525	1.4468	0.412	0.96351	0.14794	0.50888	0.051153	0.53952	0.73489	0.99612	0.58953	1
TAAR1	3	4.1624	0.12277	0.32781	0.96351	0.90229	0.99584	1.4128	0.041544	0.72414	0.99612	0.96686	1
TAB1	2	0.21471	1.4057	0.99507	0.99955	0.15982	0.50888	0.0078619	0.050855	0.53247	0.98512	0.95944	1
TAB2	3	0.16354	1.45	0.7004	0.99211	0.14706	0.50888	0.0058681	0.051333	0.36319	0.96571	0.95906	1
TACR1	3	-1.8831	-0.50313	0.36811	0.96351	0.61488	0.99584	1.9333	0.56544	0.48186	0.97641	0.57177	1
TAF1L	2	-2.2252	-2.8274	0.40663	0.96351	0.0046925	0.18383	-4.2549	-5.4062	0.18092	0.96571	6.4369e-08	4.2275e-06
TAF1	2	-2.5798	-1.5614	0.20958	0.96351	0.11844	0.50888	0.84005	0.55752	0.99328	0.9991	0.57717	1
TAOK1	4	2.9698	0.32776	0.57009	0.9688	0.74309	0.99584	0.56099	0.06176	0.9682	0.99769	0.95075	1
TAOK2	2	0.46137	1.1758	0.91536	0.99483	0.23966	0.58218	0.12638	0.31468	0.71429	0.99612	0.75301	1
TAOK3	5	0.23783	1.9337	0.65114	0.98316	0.053146	0.45508	0.036601	0.29392	0.69816	0.99612	0.76882	1
TAP1	3	2.4844	0.23676	0.74966	0.99211	0.81284	0.99584	2.6725	0.25546	0.16032	0.96571	0.79837	1
TAS1R2	1	-1.7575	-1.3967	0.8652	0.99483	0.1625	0.50888	-3.7741	-2.9987	0.64129	0.99612	0.002711	0.045588
TAT	3	0.13502	1.4716	0.59651	0.97801	0.14114	0.50888	0.012815	0.13772	0.45231	0.97525	0.89046	1
TBCK	3	-2.9421	-1.3933	0.051948	0.90299	0.16352	0.50888	1.371	0.71091	0.73892	0.99612	0.47714	1
TBK1	3	0.46232	1.1736	0.99866	0.99955	0.24057	0.58218	0.12984	0.32143	0.79713	0.99612	0.74788	1
TBXA2R	4	4.6146	0.086964	0.15361	0.96351	0.9307	0.99584	2.8149	0.053051	0.077026	0.96571	0.95769	1
TBXAS1	3	0.0075197	0.025272	0.48455	0.96351	0.97984	0.99584	0.41522	1.2293	0.9382	0.99767	0.21897	1
TCN1	3	5.496	0.033753	0.040752	0.89189	0.97307	0.99584	2.0053	0.012301	0.44648	0.97525	0.99019	1
TEC	4	3.2458	0.2538	0.52127	0.96351	0.79965	0.99584	1.4085	0.11016	0.67532	0.99612	0.91229	1
TEK	1	-2.4419	-1.8474	0.3511	0.96351	0.06469	0.46448	-4.4586	-3.3725	0.33318	0.96571	0.00074485	0.014984
TENC1	5	3.3832	0.26026	0.43753	0.96351	0.79467	0.99584	0.79501	0.060973	0.81684	0.99612	0.95138	1
TESK1	2	-3.0999	-2.3903	0.031796	0.89189	0.016833	0.3876	0.2059	0.17878	0.7725	0.99612	0.85811	1
TESK2	5	1.6735	0.19787	0.72145	0.99211	0.84315	0.99584	2.9678	0.36596	0.023735	0.92063	0.7144	1
TEX14	1	-1.0388	-0.89473	0.79624	0.99211	0.37093	0.83329	-3.9108	-3.3747	0.588	0.99169	0.00073891	0.014984
TFF2	3	0.24841	1.3771	0.8352	0.99211	0.16849	0.51233	0.022234	0.1218	0.56247	0.98776	0.90306	1
TFPI	4	-2.032	-3.6375	0.23601	0.96351	0.00027533	0.050667	-4.5135	-8.0797	0.015674	0.92063	6.4938e-16	4.8336e-13
TF	6	0.2391	1.7801	0.56516	0.96877	0.075058	0.48581	0.049882	0.36675	0.83565	0.99612	0.71381	1
TGFBR1	1	-2.2621	-0.53218	0.45858	0.96351	0.5946	0.99584	1.6492	0.38757	0.96552	0.99769	0.69833	1
TGFBR2	4	0.84282	0.23565	0.93283	0.99483	0.8137	0.99584	2.1418	0.60297	0.32064	0.96571	0.54653	1
TGM2	3	4.6751	0.080771	0.19525	0.96351	0.93562	0.99584	1.1598	0.020037	0.82759	0.99612	0.98401	1
THNSL1	4	3.1716	0.26031	0.53739	0.96351	0.79463	0.99584	1.3113	0.10768	0.72056	0.99612	0.91425	1
THRA	5	0.36557	2.0558	0.91491	0.99483	0.0398	0.45114	0.028396	0.15804	0.56113	0.98776	0.87443	1
TH	5	3.8119	0.21301	0.32826	0.96351	0.83132	0.99584	0.98141	0.054371	0.76355	0.99612	0.95664	1
TIE1	4	3.3506	0.24163	0.49933	0.96351	0.80906	0.99584	1.6135	0.11644	0.5768	0.98776	0.9073	1
TK2	4	0.12096	1.4642	0.34304	0.96351	0.14315	0.50888	0.046178	0.55096	0.721	0.99612	0.58166	1
TLK1	4	4.1955	0.13596	0.26153	0.96351	0.89186	0.99584	0.82854	0.026793	0.8979	0.99612	0.97863	1
TLK2	4	1.8055	0.64907	0.80072	0.99211	0.51629	0.99584	1.0739	0.41683	0.81102	0.99612	0.6768	1
TLL2	5	4.9664	0.10356	0.04747	0.90244	0.91752	0.99584	1.5928	0.033208	0.53292	0.98512	0.97351	1
TLR2	4	0.55491	1.3724	0.94984	0.99624	0.16992	0.51339	0.25704	0.62136	0.95432	0.99767	0.53436	1
TLR7	3	-2.379	-2.9746	0.19704	0.96351	0.0029334	0.13646	-4.1225	-5.0906	0.075235	0.96571	3.5702e-07	1.627e-05
TLR8	1	-1.9049	-0.21816	0.76041	0.99211	0.82731	0.99584	2.283	0.26059	0.70936	0.99612	0.79441	1
TMLHE	3	0.13015	1.4786	0.56695	0.96877	0.13925	0.50888	0.0061677	0.069084	0.36722	0.96571	0.94492	1
TMPRSS15	2	0.12565	1.4797	0.84102	0.99211	0.13895	0.50888	0.0054348	0.063118	0.50067	0.98512	0.94967	1
TNFSF11	3	4.6155	0.083096	0.20869	0.96351	0.93378	0.99584	1.3626	0.024531	0.74116	0.99612	0.98043	1
TNFSF13B	5	0.3303	1.2148	0.87416	0.99483	0.22446	0.57496	0.20887	0.74373	0.98477	0.99774	0.45704	1
TNIK	5	5.1379	0.073076	0.029557	0.89189	0.94175	0.99584	0.7944	0.011202	0.81684	0.99612	0.99106	1
TNK1	3	4.2031	0.11042	0.31661	0.96351	0.91207	0.99584	-0.092203	-0.0024201	0.26243	0.96571	0.99807	1
TNK2	9	0.33821	2.4242	0.77698	0.99211	0.015344	0.3807	0.032365	0.22941	0.27318	0.96571	0.81855	1
TNNC1	2	-2.3344	-2.2536	0.35468	0.96351	0.02422	0.39484	-4.6035	-4.5094	0.10255	0.96571	6.5024e-06	0.00022338
TNNC2	3	4.5156	0.082253	0.23824	0.96351	0.93445	0.99584	0.00099978	1.7749e-05	0.34035	0.96571	0.99999	1
TNNI3	2	-2.4745	-1.7441	0.2687	0.96351	0.081147	0.49704	-0.37568	-0.28631	0.35468	0.96571	0.77464	1
TOP1MT	3	0.19932	1.7445	0.77609	0.99211	0.08107	0.49704	0.0093865	0.081112	0.41693	0.97525	0.93535	1
TP53RK	1	6.1635	0.01313	0.085087	0.96351	0.98952	0.99584	2.4451	0.0052087	0.62024	0.99612	0.99584	1
TPD52L3	4	0.13458	1.438	0.40887	0.96351	0.15044	0.50888	0.034109	0.35931	0.64845	0.99612	0.71936	1
TPH1	2	2.924	0.24473	0.69816	0.99211	0.80667	0.99584	-0.62266	-0.049107	0.33453	0.96571	0.96083	1
TPI1	2	5.0002	0.041315	0.21496	0.96351	0.96704	0.99584	2.7411	0.022649	0.25123	0.96571	0.98193	1
TPK1	3	3.4569	0.11939	0.51814	0.96351	0.90496	0.99584	3.597	0.12544	0.010748	0.92063	0.90017	1
TPMT	2	3.3521	0.1485	0.6086	0.98265	0.88195	0.99584	1.3916	0.061647	0.79266	0.99612	0.95084	1
TPSAB1	4	-2.6117	-2.664	0.10031	0.96351	0.0077207	0.24789	0.60794	0.71327	0.95656	0.99767	0.47568	1
TPSB2	2	-2.0314	-1.0237	0.50246	0.96351	0.30597	0.70291	0.60511	0.3548	0.92253	0.99758	0.72274	1
TPTE2	5	0.26515	2.1506	0.73533	0.99211	0.031509	0.43975	0.020173	0.16167	0.39095	0.96571	0.87156	1
TPTE	4	-1.2883	-0.20931	0.28795	0.96351	0.8342	0.99584	2.8248	0.46315	0.075235	0.96571	0.64326	1
TRAF3IP3	6	0.24722	1.9373	0.60367	0.98179	0.052707	0.45508	0.0089909	0.069591	0.12047	0.96571	0.94452	1
TRAPPC1	1	5.8812	0.016611	0.15271	0.96351	0.98675	0.99584	2.8881	0.0081573	0.35961	0.96571	0.99349	1
TRAPPC2	4	0.34217	1.6223	0.87685	0.99483	0.10473	0.50888	0.014586	0.068429	0.36946	0.96571	0.94544	1
TRAPPC3	2	-2.3723	-2.3713	0.32557	0.96351	0.017725	0.3876	-5.0692	-5.2636	0.021944	0.92063	1.4126e-07	7.3357e-06
TRAPPC4	4	0.13164	1.4769	0.38871	0.96351	0.1397	0.50888	0.0063205	0.069909	0.25034	0.96571	0.94427	1
TRAPPC5	3	-1.8081	-0.34016	0.38245	0.96351	0.73374	0.99584	2.2591	0.47377	0.33542	0.96571	0.63566	1
TRAPPC6A	2	-2.3244	-0.55635	0.35916	0.96351	0.57797	0.99584	2.0751	0.50833	0.54411	0.98701	0.61122	1
TRAPPC6B	2	-1.3465	-0.097693	0.71205	0.99211	0.92218	0.99584	3.1674	0.22989	0.097627	0.96571	0.81817	1
TRDMT1	2	-1.5996	-0.14115	0.66368	0.98806	0.88775	0.99584	3.0264	0.26667	0.14286	0.96571	0.78973	1
TREM1	2	2.0309	0.47949	0.84505	0.99211	0.63159	0.99584	0.26305	0.062799	0.78683	0.99612	0.94993	1
TRIB1	3	0.15729	1.4564	0.68473	0.99211	0.14528	0.50888	4.0934e-05	0.0003739	0.30811	0.96571	0.9997	1
TRIB2	5	0.20552	1.4156	0.53605	0.96351	0.1569	0.50888	0.019461	0.13232	0.38379	0.96571	0.89473	1
TRIB3	2	4.6393	0.056732	0.309	0.96351	0.95476	0.99584	1.4954	0.018278	0.76041	0.99612	0.98542	1
TRIM24	1	6.1344	0.013457	0.091357	0.96351	0.98926	0.99584	2.4778	0.0054354	0.60367	0.99484	0.99566	1
TRIM28	4	0.2424	1.8374	0.73936	0.99211	0.066147	0.46665	0.039772	0.29783	0.68742	0.99612	0.76583	1
TRIM33	4	0.18081	1.4338	0.55352	0.96351	0.15162	0.50888	0.01913	0.1497	0.45141	0.97525	0.881	1
TRIO	4	0.13258	1.4759	0.39364	0.96351	0.13996	0.50888	0.011604	0.12735	0.31393	0.96571	0.89866	1
TRPA1	3	-2.8688	-2.1096	0.064039	0.92903	0.034896	0.44273	-0.32177	-0.30413	0.21227	0.96571	0.76103	1
TRPM6	1	-2.2573	-0.23414	0.46395	0.96351	0.81487	0.99584	2.3742	0.24506	0.66055	0.99612	0.80641	1
TRPM7	3	-2.2222	-1.3499	0.26153	0.96351	0.17704	0.52685	1.2094	0.81226	0.81102	0.99612	0.41664	1
TRPM8	3	-2.3106	-1.228	0.22391	0.96351	0.21945	0.57496	1.3888	0.79646	0.73175	0.99612	0.42576	1
TRPV1	5	3.1722	0.27915	0.4953	0.96351	0.78013	0.99584	2.3665	0.20977	0.17017	0.96571	0.83384	1
TRPV3	8	3.0469	0.34655	0.40752	0.96351	0.72893	0.99584	2.4935	0.28389	0.054187	0.96571	0.77649	1
TRRAP	1	-2.5678	-1.9313	0.28303	0.96351	0.053452	0.45508	-4.5845	-3.4474	0.28303	0.96571	0.00056592	0.011922
TSKS	2	-2.3066	-0.49933	0.36632	0.96351	0.61754	0.99584	2.0828	0.51171	0.54232	0.98701	0.60885	1
TSPO	4	-2.8964	-2.0834	0.044335	0.89189	0.037213	0.44273	-0.53727	-0.50718	0.12091	0.96571	0.61203	1
TSSK1B	3	0.13071	1.4711	0.56964	0.96877	0.14126	0.50888	0.013608	0.151	0.46171	0.97525	0.87997	1
TSSK2	4	0.21377	1.9663	0.65204	0.98316	0.049264	0.45508	0.0032271	0.029308	0.22302	0.96571	0.97662	1
TSSK3	3	2.9983	0.20384	0.61711	0.98297	0.83848	0.99584	1.7446	0.11862	0.57143	0.98776	0.90557	1
TSSK4	1	-1.8322	-1.4403	0.81326	0.99211	0.14978	0.50888	-3.8584	-3.0331	0.60412	0.99484	0.002421	0.041585
TSSK6	3	4.2517	0.11115	0.30318	0.96351	0.9115	0.99584	2.4767	0.064758	0.24407	0.96571	0.94837	1
TSTA3	2	2.6045	0.18282	0.75817	0.99211	0.85494	0.99584	2.7225	0.19484	0.26153	0.96571	0.84552	1
TST	3	0.01515	0.04479	0.49978	0.96351	0.96427	0.99584	0.45649	1.1938	0.95656	0.99767	0.23257	1
TTBK1	4	0.58756	1.528	0.94536	0.99483	0.1265	0.50888	0.062138	0.15813	0.75817	0.99612	0.87435	1
TTBK2	4	0.0034821	0.045057	0.31348	0.96351	0.96406	0.99584	0.15811	1.9478	0.88133	0.99612	0.05144	0.71791
TTN	7	2.3241	0.61336	0.5777	0.97432	0.53964	0.99584	0.89222	0.2398	0.71652	0.99612	0.81048	1
TUBA3C	2	-2.7606	-2.4376	0.12539	0.96351	0.014787	0.371	-5.0761	-4.5624	0.021048	0.92063	5.058e-06	0.00017648
TUBA4A	3	2.3659	0.28317	0.78325	0.99211	0.77705	0.99584	2.3242	0.28137	0.31124	0.96571	0.77843	1
TUBA8	2	5.0724	0.039344	0.19615	0.96351	0.96862	0.99584	1.1024	0.0085501	0.89431	0.99612	0.99318	1
TUBB1	2	4.5623	0.060738	0.32781	0.96351	0.95157	0.99584	2.5101	0.033416	0.35155	0.96571	0.97334	1
TUBB2B	6	2.3103	0.37049	0.6086	0.98265	0.71102	0.99584	2.5827	0.41673	0.066726	0.96571	0.67688	1
TUBB3	7	0.18949	1.9139	0.28213	0.96351	0.05563	0.45508	0.024213	0.2413	0.28124	0.96571	0.80932	1
TUBB	3	4.667	0.078451	0.19839	0.96351	0.93747	0.99584	2.9143	0.048989	0.084639	0.96571	0.96093	1
TUB	4	-2.1331	-3.4857	0.21764	0.96351	0.00049086	0.059007	-4.2956	-7.0787	0.021496	0.92063	1.4554e-12	3.2499e-10
TUFM	2	4.7457	0.050919	0.28751	0.96351	0.95939	0.99584	1.2233	0.013124	0.84908	0.99612	0.98953	1
TWF1	2	-2.3777	-1.711	0.32154	0.96351	0.087075	0.50888	0.45885	0.35326	0.8661	0.99612	0.72389	1
TWF2	1	6.1014	0.013812	0.09494	0.96351	0.98898	0.99584	3.2662	0.0073938	0.21451	0.96571	0.9941	1
TXK	7	3.0379	0.40158	0.45096	0.96351	0.688	0.99584	0.31432	0.040819	0.82938	0.99612	0.96744	1
TXNDC12	3	0.42984	1.2059	0.96238	0.99861	0.22786	0.57658	0.11149	0.30462	0.77206	0.99612	0.76066	1
TXNRD1	4	0.28019	1.7069	0.79758	0.99211	0.087841	0.50888	0.013964	0.084092	0.35647	0.96571	0.93298	1
TYK2	2	0.013959	0.037704	0.81908	0.99211	0.96992	0.99584	0.48566	1.1703	0.87998	0.99612	0.2419	1
TYRO3	5	2.352	0.4504	0.6395	0.98316	0.65242	0.99584	1.6754	0.32436	0.50112	0.98512	0.74567	1
TYROBP	5	0.16564	1.4454	0.38916	0.96351	0.14834	0.50888	0.021347	0.18374	0.41558	0.97525	0.85421	1
TYR	4	0.39122	1.2047	0.92924	0.99483	0.22832	0.57658	0.21426	0.64082	0.93551	0.99767	0.52164	1
