	differentiation	lower	upper	upper_vs_lower
	Rep1	Rep1	Rep1	Rep1
sgId				
ACP5_-_11688414.23-P1	0.3308554205864865	9.489139695484106	0.45061380367209347	-8.88021029353843
ACP5_-_11688437.23-P1	-1.069728498321336	10.67212953947681	2.48961757929468	-8.024196361908547
ACP5_-_11688455.23-P1	0.9785876838772296	11.039809089402388	-7.845049544954611	-18.726543036083417
ACP5_-_11689356.23-P2	-7.655902497776506	17.96475081565841	9.301137080765804	-8.505298136619023
ACP5_-_11689724.23-P2	-0.04952738272475948	-0.30864385657505267	1.2513471000009935	1.7183065548496277
ACP5_-_11689727.23-P2	1.213360759260651	-0.08915087743451977	0.6186716760121953	0.8661381517202962
ACP5_-_11689744.23-P2	-7.1476461705374765	18.408916270485413		-19.74148399383133
ACP5_-_11689771.23-P2	0.8828087578631032	-2.5900907039760863	-0.3730069989142713	2.3753993033353957
ACP6_+_147141956.23-P1P2	0.7255325928263243	9.186954338383686	-1.297787753418679	-10.326426493528782
ACP6_+_147142159.23-P1P2	-8.827467857600073			
ACP6_-_147142348.23-P1P2	0.4469351310987897	8.393635463554201	-10.320155566447133	-18.555707529693947
ACP6_-_147142356.23-P1P2	0.6303395199926476	9.744355303150478	0.6648906203755864	-8.92114908450131
ACP6_-_147142393.23-P1P2	0.3313485788176902	9.952323918036644	0.4326418353075826	-9.36136648445548
ACPP_+_132036268.23-P1P2	-8.18603840521989		10.148807372568493	2.7128892943152323
ACPP_+_132036293.23-P1P2	-0.006977419978163757	-1.5281629548328848	-9.782754464163114	
ACPP_+_132036338.23-P1P2	-9.56268366981632			
ACPP_+_132036504.23-P1P2	1.474497781966193	-1.8542268242894515	0.1705491615652103	2.183334669995837
ACPP_+_132036703.23-P1P2	0.05721208772865738	-1.8292324448225816	-10.08382395415281	
ACPT_+_51293697.23-ENST00000270593.1	2.0382774155065633	9.85109721000627	-0.1521606473342519	-9.84494225906694
ACPT_+_51293761.23-ENST00000270593.1	-7.303495986768066		9.14981210486127	1.9590065244445416
ACPT_+_51294074.23-ENST00000270593.1	-6.590428660299224	17.879202328130866		-20.533507812096126
ACPT_-_51293910.23-ENST00000270593.1	-10.105001833128982			
ACPT_-_51294122.23-ENST00000270593.1				
ACSL1_+_185746700.23-P1P2	4.358121086946508	-1.8624629743892154	-10.117966715833866	
ACSL1_+_185747071.23-P1P2	-0.014113815176945932	0.18013573771161262	-10.07539533208223	
ACSL1_+_185747074.23-P1P2	-0.4212509284465038	-2.378586598782375	-9.048215607391448	
ACSL1_+_185747085.23-P1P2	-7.124110656076688	17.563764100421825	9.051825218405844	-8.3536232837424
ACSL1_-_185746686.23-P1P2	-0.3541044673755934	1.5661229697698973	2.9095839606012674	1.501776589104951
ACSL3_+_223725692.23-P1P2	-7.095351663095264			
ACSL3_+_223726215.23-P1P2	-0.37697731643793153	-1.573463224023353	-9.828054733353582	
ACSL3_-_223725802.23-P1P2	0.4922365676727851	-0.9029528641058739	-9.155768748546251	
ACSL3_-_223725834.23-P1P2	1.0897852287921068	-0.872465942574495	-8.542094951183568	
ACSL3_-_223726162.23-P1P2	1.1573384788700405	7.468678887191558	-0.7439264699852626	-8.054289758903238
ACSL4_+_108976382.23-P1P2	0.3436625965929994	10.06192562846888	-8.0501285734718	-17.953738603667098
ACSL4_-_108976096.23-P1P2	-7.24904820274569	18.98951676442367	9.100621942675707	-9.73057922347438
ACSL4_-_108976106.23-P1P2	-8.147646170537476		11.468119884069937	1.0549218823167585
ACSL4_-_108976456.23-P1P2	-0.8773651951702568	-1.4896888070182488	1.5154677700786094	3.162878857810192
ACSL4_-_108976463.23-P1P2	2.1240265361756223	7.823111071628574	-2.3996315716623156	-10.064427045017307
ACSS2_+_33464457.23-P1P2	-0.20137710205238019	-0.699365695302026	1.746915950508008	2.6045972440836156
ACSS2_-_33464420.23-P1P2	2.2014461942391144	-1.9823556431693081	-2.0250588579535345	0.11561238348935632
ACSS2_-_33464423.23-P1P2	-8.946974952056163	18.360814345643817	9.79670235472563	-8.405796392644607
ACSS2_-_33464453.23-P1P2	-7.4566301622317654		8.798663871058915	2.5156710307633325
ACSS2_-_33464808.23-P1P2	-8.270645837243418		11.51589324716386	2.3250876667471303
ACTA1_+_229568301.23-P2	0.556807026059244	-1.109285434546221	0.1510343209849028	1.4186353538047065
ACTA1_+_229569744.23-P1	-7.734164137760675	18.44715326165084		-18.77927049473833
ACTA1_-_229568328.23-P2	-8.488130084453083		10.496831180711464	3.890988101015891
ACTA1_-_229568723.23-P2	-0.015807341527327712	9.4960730102671	-10.084757435285923	-19.422143491632067
ACTA1_-_229568745.23-P2	-1.0191128882603626	10.087581019536847	2.685294456147771	-7.243970965115494
ACTA1_-_229568779.23-P2	1.3410609121758639	-2.6367207583130305	-9.89131226764326	
ACTA1_-_229569627.23-P1	-0.334206566877591	-1.2386563376378987	-9.493247846968128	
ACTA1_-_229569754.23-P1	-8.202612629755404	18.200870220106367		-20.118296880703006
ACTA1_-_229569824.23-P1	-10.40463725339789		11.186405775113078	2.581443730584361
ACTA1_-_229569839.23-P1	1.1784288172120279	-2.8066457597553427	-10.476274768364416	
ACTR2_+_65455294.23-P1P2	5.1806988317283365	-3.223815846326998	-11.478407355657227	
ACTR2_+_65455348.23-P1P2	-10.02338806757533	18.796204404899964	11.27028711610455	-7.367601690521833
ACTR2_-_65454953.23-P1P2	-8.233735147251185			
ACTR2_-_65454971.23-P1P2	-8.942272333090873			
ACTR2_-_65455345.23-P1P2	-9.44603875096405			
ACVR1B_+_52345561.23-P1P2	-8.74036928728738			
ACVR1B_+_52345897.23-P1P2				
ACVR1B_+_52345907.23-P1P2	3.2684565623984616	-0.8988063347532744	-9.73836034480466	
ACVR1B_-_52345530.23-P1P2	-8.911440467419432		9.221520874797058	2.201786656662369
ACVR1B_-_52345917.23-P1P2	1.6405367753454152	9.96091287136055	-8.776990592969032	-18.579587866056002
ACVR1C_+_158484889.23-P1P2	-10.120546977753612	19.588321887713313		-16.598511025913446
ACVR1C_+_158484901.23-P1P2	-0.7182061481434192	0.10832984652835442	1.8055087263123828	1.8554944780576097
ACVR1C_+_158484938.23-P1P2	1.4546703204220828	-1.40983069619738	-9.342494110640246	
ACVR1C_+_158485339.23-P1P2	-9.086123822923293		9.776822040790915	3.4929070559827036
ACVR1C_-_158485307.23-P1P2	-7.5972823313402875			
ACVR1_+_158732079.23-P1P2	-9.163895522182552			
ACVR1_+_158732198.23-P1P2	1.3290611352974449	-1.7280283368994223	-11.567582346950807	
ACVR1_+_158732232.23-P1P2	-10.066007701513119			
ACVR1_+_158732258.23-P1P2	-8.749627255148479			
ACVR1_-_158732511.23-P1P2	-1.9310316196287218	0.5353399874732734	2.731444249715959	2.3544198605162663
ACVR2A_+_148602294.23-P1P2	-7.2226968757987375		9.11597238133671	2.511054402692963
ACVR2A_+_148602343.23-P1P2	-9.964308834821308		10.346406528387641	2.741352022114757
ACVR2A_+_148602346.23-P1P2	-0.3918048203783434	-1.799037594247583	-9.053629103577812	
ACVR2A_-_148602102.23-P1P2	0.4388585666690203	-0.9432004541117287	2.0999840994521897	3.2015001518374984
ACVR2A_-_148602669.23-P1P2	-0.5414688927898963	-1.5521228537770657	-9.807845445125944	
ACVR2B_+_38495339.23-P1P2	-8.41921496288834		8.83749400414773	1.8166134251733137
ACVR2B_+_38495450.23-P1P2	1.66206059202064	-1.8428633346699996	-0.8174574295787858	1.1837215033647954
ACVR2B_+_38495606.23-P1P2	0.7307591480547191	9.326483375010579	-0.4605091948109546	-9.628676971547952
ACVR2B_+_38495842.23-P1P2	-0.9564254300361354	10.984362963046486	2.2713391785740877	-8.554708186198816
ACVR2B_-_38495819.23-P1P2	-8.39483629830649			
ACVRL1_+_52300726.23-P1P2	-8.839079147970361		11.073716658624658	2.4669203611600885
ACVRL1_+_52300742.23-P1P2	-8.576622860774194		11.290106936110886	1.6842638564153134
ACVRL1_+_52300819.23-P1P2	1.0815168407480966	-0.8301659259556935	-8.499794934564767	
ACVRL1_-_52300776.23-P1P2	-10.466770192548136			
ACVRL1_-_52301119.23-P1P2	-8.105963309366427	18.919229869214853		-19.57327519718971
ACY1_+_52017535.23-P1P2	-0.25420579959139056	-1.063977806224953	1.4454007200584031	2.666936455757753
ACY1_+_52017980.23-P1P2	0.5679369901262843	8.700327892016537	-0.28183286787756473	-8.823845161620518
ACY1_-_52017547.23-P1P2	1.4404983284341555	10.41261294354637	-8.398324950814667	-18.652622296087454
ACY1_-_52017921.23-P1P2	-7.6243759922225625			
ACY1_-_52017938.23-P1P2	-9.198111237520465		11.07847332314101	2.472630243445435
ACY3_+_67414985.23-P2	1.5349524365929528	-2.823618838359055	-11.078210347689284	
ACY3_+_67415013.23-P2	7.9260100743087225	-1.3612547925141598	-9.614554143190261	
ACY3_+_67417722.23-P1	-7.198111237520465			
ACY3_+_67417960.23-P1	0.9356888314248866	9.462631163285737	-0.6341635363563747	-9.93847910136853
ACY3_+_67418110.23-P1	-0.5860764027003084	10.037952823229688	2.5475379409028642	-7.332099284053242
ACY3_-_67414577.23-P2	-0.16426072456513513	9.258535744846213	1.514180843952057	-7.586039302620575
ACY3_-_67414607.23-P2	-9.597852003624446		9.51706170518585	2.4961811262114324
ACY3_-_67414970.23-P2	-10.271717278095405			
ACY3_-_67417956.23-P1	-6.984707599411271			
ACY3_-_67418149.23-P1	1.2916449179736305	-0.6610572253302305	0.6098720744346107	1.4292448980384211
ACYP2_+_54342830.23-P1P2	-1.7329094384142565	1.869340914661211	-8.385250594669017	
ACYP2_-_54342821.23-P1P2	-8.9768454816383			
ACYP2_-_54343153.23-P1P2	-9.713811075804506			
ACYP2_-_54343157.23-P1P2	1.8933330236769021	-1.4469184301394584	0.30645171543679306	1.9116857438498336
ACYP2_-_54343180.23-P1P2	1.0184062022968277	-0.5043833223309679	0.2218787747185374	0.8845776953230882
ADAM33_+_3662271.23-P1P2	0.35398327661126827	-1.4194767035040634	-10.674068212834293	
ADAM33_+_3662642.23-P1P2	1.6571186220653897	-1.5909170686999055	-10.845508578030135	
