	Diff	Lower	T0	Upper
DHRS4L2_+_24458467.23-ENST00000382755.4	787	1	1413	1704
DHRS4L2_-_24458057.23-ENST00000382755.4	1204	4979	1730	1817
DHRS4L2_-_24458131.23-ENST00000382755.4	1	4	707	0
DHRS4_+_24422957.23-P1P2	0	0	275	0
DHRS4_+_24423319.23-P1P2	2	0	1035	1
DHRS4_+_24423363.23-P1P2	1	0	483	782
DHRS4_-_24423009.23-P1P2	2	0	870	2
DHRS4_-_24423338.23-P1P2	1785	1	481	1
DLAT_+_111896129.23-P1P2	0	0	0	0
DLAT_+_111896480.23-P1P2	0	0	234	0
DLAT_+_111896544.23-P1P2	1650	1	260	0
DLAT_-_111896155.23-P1P2	0	0	0	0
DLAT_-_111896201.23-P1P2	1	0	468	0
DLD_+_107532066.23-P1P2	0	0	1086	1
DLD_-_107531631.23-P1P2	0	0	193	1
DLD_-_107531642.23-P1P2	0	0	0	0
DLD_-_107531670.23-P1P2	875	1	281	0
DLD_-_107531673.23-P1P2	2	2652	231	1
DLG4_+_7108079.23-P2	652	3989	71	1
DLG4_+_7108461.23-P2	1286	3738	2028	5
DLG4_+_7108469.23-P2	3	2	2350	2966
DLG4_+_7120524.23-P1	1	3	168	2138
DLG4_+_7120527.23-P1	1290	0	126	1
DLG4_-_7108418.23-P2	1300	1	1055	3
DLG4_-_7108426.23-P2	207	3	1035	1864
DLG4_-_7120514.23-P1	0	0	39	0
DLG4_-_7120929.23-P1	1	2920	3389	3
DLG4_-_7120934.23-P1	4358	5	1361	1583
DMPK_+_46285229.23-P1P2	4	2441	1254	0
DMPK_+_46285701.23-P1P2	7099	10	1227	3949
DMPK_-_46285333.23-P1P2	0	0	0	0
DMPK_-_46285540.23-P1P2	6696	5531	2221	6
DMPK_-_46285672.23-P1P2	1433	1	2477	1153
DNASE1_+_3704851.23-P1P2	2593	8491	1745	6
DNASE1_+_3704866.23-P1P2	1556	1	1478	1845
DNASE1_+_3705194.23-P1P2	8	1662	2593	2963
DNASE1_+_3705260.23-P1P2	6	6149	1117	67
DNASE1_-_3704881.23-P1P2	1511	6	1693	2093
DNPEP_+_220252560.23-P1P2	2	0	1257	0
DNPEP_+_220252581.23-P1P2	730	2105	1619	1769
DNPEP_+_220252606.23-P1P2	5	0	1107	1589
DNPEP_-_220252268.23-P1P2	1296	1	611	1868
DNPEP_-_220252618.23-P1P2	1010	3558	608	1680
DNTT_+_98064245.23-P1P2	720	1	499	0
DNTT_+_98064251.23-P1P2	349	1822	875	1
DNTT_+_98064273.23-P1P2	0	1	1234	2
DNTT_-_98064235.23-P1P2	1324	1	225	0
DNTT_-_98064304.23-P1P2	1114	0	334	0
DOK1_+_74781491.23-P1P2	1976	3	1743	1747
DOK1_+_74781500.23-P1P2	1354	4	1426	3953
DOK1_-_74781509.23-P1P2	1	2	699	1898
DOK1_-_74781904.23-P1P2	811	1	2459	1937
DOK1_-_74782111.23-P1P2	2811	6394	1231	3
DOLPP1_+_131843438.23-P1P2	2307	2	1387	1728
DOLPP1_+_131843452.23-P1P2	1399	4	2205	2244
DOLPP1_-_131843423.23-P1P2	2469	2	924	3466
DOLPP1_-_131843451.23-P1P2	2175	0	945	0
DOLPP1_-_131843622.23-P1P2	0	0	652	2
DPEP1_+_89680095.23-P2	2139	1675	3605	559
DPEP1_+_89680572.23-P2	0	0	0	0
DPEP1_+_89696684.23-P1	0	2	1251	0
DPEP1_+_89696690.23-P1	2	1	1386	0
DPEP1_+_89696743.23-P1	7	4351	2140	3
DPEP1_+_89696906.23-P1	535	5993	819	2
DPEP1_-_89680046.23-P2	3472	3577	1277	3259
DPEP1_-_89680073.23-P2	92	1540	2351	1662
DPEP1_-_89680121.23-P2	2	2490	919	3
DPEP1_-_89696965.23-P1	0	1	287	0
DPH5_+_101490943.23-P1P2	3	2	1211	1654
DPH5_+_101491288.23-P1P2	1348	3	1265	1417
DPH5_-_101490901.23-P1P2	1	0	849	0
DPH5_-_101491256.23-P1P2	2	0	968	0
DPH5_-_101491365.23-P1P2	1453	2	3051	2073
DPP4_+_162930180.23-P1P2	0	0	403	1
DPP4_+_162930574.23-P1P2	690	4064	1252	1675
DPP4_-_162930173.23-P1P2	0	0	109	0
DPP4_-_162930550.23-P1P2	1106	0	936	1
DPP4_-_162930554.23-P1P2	4087	3	2311	1671
DPP6_-_153750142.23-ENST00000377770.3	2306	4798	1205	2
DPP6_-_153750145.23-ENST00000377770.3	313	4893	1299	1455
DPP6_-_153750172.23-ENST00000377770.3	5754	3	1651	1544
DPP6_-_153750222.23-ENST00000377770.3	3624	2	2723	4
DPP6_-_153750330.23-ENST00000377770.3	4	0	621	3937
DRD1_+_174870696.23-P1P2	2698	5500	1431	6
DRD1_+_174870700.23-P1P2	0	0	146	0
DRD1_+_174871080.23-P1P2	2411	0	837	2
DRD1_+_174871119.23-P1P2	3143	2286	756	0
DRD1_-_174871153.23-P1P2	3065	5021	1175	3
DRD2_+_113345655.23-P1P2	3930	13536	2458	1373
DRD2_+_113345727.23-P1P2	4	1	933	1946
DRD2_+_113345743.23-P1P2	3	0	1653	1
DRD2_-_113345666.23-P1P2	0	0	240	0
DRD2_-_113345669.23-P1P2	664	2489	1815	2
DRD3_+_113897246.23-P1P2	0	0	0	0
DRD3_+_113897531.23-P1P2	2	0	236	0
DRD3_+_113897698.23-P1P2	0	0	287	0
DRD3_+_113897708.23-P1P2	0	0	211	0
DRD3_-_113897274.23-P1P2	5	0	389	2009
DRD4_+_637505.23-P1P2	2238	2	1277	1872
DRD4_+_637546.23-P1P2	0	0	326	0
DRD4_+_637647.23-P1P2	1141	5447	963	1
DRD4_+_637674.23-P1P2	7	5815	167	1780
DRD4_+_637851.23-P1P2	2933	3	481	2
DRD5_+_9783346.23-P1P2	1447	3	1365	1654
DRD5_+_9783764.23-P1P2	1696	1	1513	2
DRD5_+_9783903.23-P1P2	0	1	380	0
DRD5_-_9783675.23-P1P2	0	1	664	1
DRD5_-_9783776.23-P1P2	1495	0	1118	1
DSTN_+_17550778.23-P1P2	524	1	1013	1786
DSTN_+_17551017.23-P1P2	1065	1	204	1847
DSTN_+_17551106.23-P1P2	645	0	1443	1470
DSTN_+_17551118.23-P1P2	0	0	237	0
DSTN_-_17550792.23-P1P2	3271	4	2221	2816
DSTYK_+_205180408.23-P1P2	2256	8354	4463	1103
DSTYK_+_205180637.23-P1P2	3006	6	2085	4273
DSTYK_+_205180672.23-P1P2	2194	1	1822	1599
DSTYK_-_205180469.23-P1P2	2	0	821	0
DSTYK_-_205180561.23-P1P2	0	0	751	1
DTYMK_+_242626160.23-P1P2	0	0	316	0
DTYMK_+_242626164.23-P1P2	0	1	242	1327
DTYMK_+_242626181.23-P1P2	2178	3746	1227	4
DTYMK_+_242626191.23-P1P2	1482	0	329	0
DTYMK_+_242626194.23-P1P2	647	0	1750	0
DUSP10_+_221914980.23-P1P2	1	1	1567	2
DUSP10_+_221915343.23-P1P2	0	0	125	0
DUSP10_+_221915358.23-P1P2	2	0	342	0
DUSP10_+_221915387.23-P1P2	4	1	1483	1457
DUSP10_-_221915401.23-P1P2	917	0	1188	1
DUSP11_+_74007021.23-P1P2	2528	5	1254	1243
DUSP11_+_74007168.23-P1P2	1	3068	479	1
DUSP11_+_74007204.23-P1P2	2531	1	854	1191
DUSP11_+_74007207.23-P1P2	4547	2	2530	1420
DUSP11_-_74007156.23-P1P2	1195	3905	3461	6
DUSP12_+_161719571.23-P1P2	4	4154	722	745
DUSP12_+_161719608.23-P1P2	1	1	852	2
DUSP12_+_161719994.23-P1P2	959	4	1280	1
DUSP12_-_161719619.23-P1P2	0	0	319	0
DUSP12_-_161719818.23-P1P2	0	0	686	0
DUSP13_+_76868493.23-P1P2	2882	3	547	1
DUSP13_+_76868578.23-P1P2	1741	0	222	837
DUSP13_+_76868587.23-P1P2	760	1	237	0
DUSP13_+_76868592.23-P1P2	6901	4	2829	1972
DUSP13_+_76868735.23-P1P2	9	1	1579	3391
DUSP14_+_35850028.23-P1	2235	5243	2402	4765
DUSP14_+_35850061.23-P1	1170	1	1546	1370
DUSP14_+_35850412.23-P1	1196	1	2531	1647
DUSP14_+_35850421.23-P1	0	0	358	1
DUSP14_+_35851647.23-P2	0	0	455	0
DUSP14_+_35851655.23-P2	4	1	476	1864
DUSP14_+_35852026.23-P2	0	0	0	0
DUSP14_-_35850145.23-P1	1295	4705	1198	2
DUSP14_-_35851878.23-P2	637	5756	1653	1998
DUSP14_-_35852044.23-P2	1	3	1333	1412
DUSP15_-_30457626.23-P1P2	0	1	106	0
DUSP15_-_30457629.23-P1P2	1	0	382	0
DUSP15_-_30457650.23-P1P2	3	3	1854	1861
DUSP15_-_30458018.23-P1P2	5164	2070	1714	2985
DUSP15_-_30458031.23-P1P2	4	0	103	1442
DUSP16_+_12715747.23-P1P2	4814	3	1424	1627
DUSP16_+_12715774.23-P1P2	2	0	773	1
DUSP16_-_12715408.23-P1P2	1196	0	424	3
DUSP16_-_12715572.23-P1P2	785	5531	2000	3390
DUSP16_-_12715800.23-P1P2	2891	0	1746	1
DUSP18_+_31063779.23-P1P2	1	1	986	1
DUSP18_+_31063837.23-P1P2	2112	6582	2650	3
DUSP18_+_31063843.23-P1P2	0	0	1519	0
DUSP18_-_31063389.23-P1P2	3	0	351	1630
DUSP18_-_31063814.23-P1P2	1032	6	2288	2238
DUSP19_+_183943540.23-P1P2	1082	1	1992	768
DUSP19_+_183943556.23-P1P2	8	4877	124	3736
DUSP19_+_183943871.23-P1P2	1253	0	1207	1
DUSP19_-_183943520.23-P1P2	2630	5	127	0
DUSP19_-_183943549.23-P1P2	1326	1	555	1
DUSP21_+_44703280.23-P1P2	4396	3	2439	1719
DUSP21_+_44703285.23-P1P2	2663	3615	871	2437
DUSP21_+_44703718.23-P1P2	2	1	1324	1124
DUSP21_+_44703749.23-P1P2	2401	5	1679	2
DUSP21_-_44703299.23-P1P2	1622	1	1017	1
DUSP22_+_292484.23-P1P2	1716	2047	1846	2
DUSP22_+_292534.23-P1P2	1224	1	589	0
DUSP22_+_292594.23-P1P2	1378	0	933	2
DUSP22_-_292514.23-P1P2	1489	4530	1265	4
DUSP22_-_292543.23-P1P2	1415	6816	1285	1959
DUSP23_-_159750739.23-P1P2	19	17526	1561	1703
DUSP23_-_159750742.23-P1P2	1345	1	412	2
DUSP23_-_159750770.23-P1P2	3726	205	3264	670
DUSP23_-_159750802.23-P1P2	0	0	610	0
DUSP23_-_159751151.23-P1P2	10	5149	2079	4472
DUSP27_+_167063306.23-P1P2	1229	2	49	2068
DUSP27_+_167063446.23-P1P2	0	0	145	0
DUSP27_-_167063313.23-P1P2	3	2784	1073	1842
DUSP27_-_167063514.23-P1P2	0	0	328	0
DUSP27_-_167063674.23-P1P2	2	0	362	0
DUSP2_+_96810812.23-P1P2	0	3130	1373	1554
DUSP2_+_96811110.23-P1P2	4	4161	712	3
DUSP2_+_96811162.23-P1P2	1	0	1673	1
DUSP2_-_96810722.23-P1P2	1	1	824	0
DUSP2_-_96810902.23-P1P2	448	1	2608	1646
DUSP3_-_41855892.23-P1P2	1606	6	1081	5276
DUSP3_-_41855896.23-P1P2	1288	0	1966	1666
DUSP3_-_41856116.23-P1P2	4350	0	2023	439
DUSP3_-_41856293.23-P1P2	4398	6	3663	1365
DUSP3_-_41856343.23-P1P2	1340	1	520	0
DUSP6_+_89745717.23-P1P2	0	1	1347	0
DUSP6_+_89745983.23-P1P2	5706	6847	963	2
DUSP6_+_89746249.23-P1P2	2380	1173	3092	10731
DUSP6_-_89745866.23-P1P2	2272	4	1786	1058
DUSP6_-_89746275.23-P1P2	3	2713	2589	1380
DUSP7_+_52083956.23-P2	3142	0	599	2
DUSP7_+_52084365.23-P2	3	1	958	1909
DUSP7_+_52090327.23-P1	0	0	734	1696
DUSP7_+_52090457.23-P1	3	3920	1588	2
DUSP7_+_52090575.23-P1	1177	0	638	0
DUSP7_-_52083932.23-P2	0	0	0	0
DUSP7_-_52083953.23-P2	5150	3	2058	1475
DUSP7_-_52084341.23-P2	955	2	813	3
DUSP7_-_52090147.23-P1	2	3	1533	4732
DUSP7_-_52090591.23-P1	1394	0	444	2
DUSP8_+_1593122.23-P1P2	1429	7880	3145	1599
DUSP8_+_1593483.23-P1P2	2285	0	1366	1025
DUSP8_+_1593493.23-P1P2	2	1	1816	2719
DUSP8_-_1593052.23-P1P2	8315	615	4923	7823
DUSP8_-_1593467.23-P1P2	1480	1	1474	1
DUT_+_48623815.23-P1P2	401	1	454	2042
DUT_+_48624411.23-P1P2	0	0	0	0
DUT_+_48624414.23-P1P2	0	0	0	0
DUT_-_48624688.23-P1P2	0	0	174	0
DUT_-_48624886.23-P1P2	0	0	407	0
DYRK1A_+_38792983.23-ENST00000398960.2	9	3	388	2074
DYRK1A_-_38792686.23-ENST00000398960.2	3356	1	819	1848
DYRK1A_-_38792743.23-ENST00000398960.2	574	0	481	0
DYRK1A_-_38793061.23-ENST00000398960.2	2963	5613	1445	2206
DYRK1A_-_38793111.23-ENST00000398960.2	0	0	96	0
DYRK1B_+_40324364.23-P1P2	1581	1082	1659	2022
DYRK1B_-_40324738.23-P1P2	1103	3	1063	1222
DYRK1B_-_40324741.23-P1P2	8	1	1978	3482
DYRK1B_-_40324747.23-P1P2	2265	2571	1136	2038
DYRK1B_-_40324757.23-P1P2	1570	4652	2811	6
DYRK2_+_68042594.23-P1P2	0	0	692	0
DYRK2_+_68042950.23-P1P2	1081	4070	2148	6148
DYRK2_+_68043017.23-P1P2	159	0	429	742
DYRK2_-_68042870.23-P1P2	5	1	1152	1754
DYRK2_-_68042967.23-P1P2	6672	2795	3731	1167
DYRK3_+_206808943.23-P1P2	4574	5774	2431	4782
DYRK3_+_206808960.23-P1P2	931	2168	1532	3524
DYRK3_+_206808972.23-P1P2	3488	3	2154	2754
DYRK3_-_206808950.23-P1P2	3444	9656	1051	2034
DYRK3_-_206809170.23-P1P2	2422	0	1119	0
DYRK4_+_4714112.23-P1P2	2	0	1263	1507
DYRK4_+_4714134.23-P1P2	2982	3	1938	1899
DYRK4_+_4714148.23-P1P2	0	0	372	0
DYRK4_-_4714130.23-P1P2	1	0	529	1856
DYRK4_-_4714147.23-P1P2	5461	9600	3438	1988
EARS2_+_23568615.23-P1P2	1	1	951	0
EARS2_+_23568646.23-P1P2	1184	4	1230	2804
EARS2_+_23568657.23-P1P2	0	0	0	0
EARS2_-_23568607.23-P1P2	0	0	348	0
EARS2_-_23568672.23-P1P2	1312	4	1341	3432
ECE1_+_21671513.23-P1P2	1608	6640	1344	8
ECE1_+_21671607.23-P1P2	2	0	1101	2
ECE1_+_21671951.23-P1P2	1583	356	3299	1767
ECE1_+_21671976.23-P1P2	4082	5045	2085	1660
ECE1_-_21671544.23-P1P2	3	3463	761	2
EDA_+_68836005.23-P1P2	0	0	0	0
EDA_+_68836018.23-P1P2	2	0	983	0
EDA_+_68836408.23-P1P2	2945	10906	2053	4
EDA_-_68835992.23-P1P2	1	0	572	834
EDA_-_68836167.23-P1P2	1443	3	327	2053
EEA1_+_93322865.23-P1P2	7	2073	1767	1922
EEA1_+_93322992.23-P1P2	1333	0	1541	1
EEA1_-_93323009.23-P1P2	3685	1826	2076	1327
EEA1_-_93323020.23-P1P2	3361	1	886	2
EEA1_-_93323052.23-P1P2	0	0	1040	0
EEF2K_+_22217635.23-P1P2	0	0	801	0
EEF2K_+_22217639.23-P1P2	4741	2	776	1969
EEF2K_+_22217643.23-P1P2	1794	4446	1192	1728
EEF2K_+_22217677.23-P1P2	794	2212	2561	1627
EEF2K_+_22217680.23-P1P2	3	2976	328	1786
EEF2_+_3983722.23-P2	3231	3	879	1935
EEF2_+_3983737.23-P2	1610	0	230	1290
EEF2_+_3984158.23-P2	1623	4	699	2125
EEF2_+_3984167.23-P2	0	0	108	0
EEF2_+_3984171.23-P2	5	0	1530	1758
EEF2_+_3985054.23-P1	0	0	113	0
EEF2_+_3985431.23-P1	1	1	518	1
EEF2_-_3985048.23-P1	671	1	1314	0
EEF2_-_3985225.23-P1	1015	4118	538	1
EEF2_-_3985443.23-P1	0	0	268	0
EFNB2_+_107186987.23-P1P2	1314	2	1429	701
EFNB2_-_107187051.23-P1P2	2609	0	285	0
EFNB2_-_107187354.23-P1P2	4	13008	1283	4
EFNB2_-_107187363.23-P1P2	46	0	847	0
EFNB2_-_107187393.23-P1P2	3755	1	469	2
EFTUD1_+_82554613.23-P1P2	1729	0	374	0
EFTUD1_+_82554982.23-P1P2	2	6	1036	1
EFTUD1_+_82555000.23-P1P2	0	0	804	0
EFTUD1_+_82555084.23-P1P2	1	3916	688	5
EFTUD1_-_82554823.23-P1P2	5	5373	1087	2003
EGFR_+_55087181.23-P1P2	1540	5652	2532	5369
EGFR_-_55086719.23-P1P2	2	1	2295	1576
EGFR_-_55086784.23-P1P2	2639	4422	1945	4526
EGFR_-_55086816.23-P1P2	10514	7912	2618	4
EGFR_-_55087258.23-P1P2	0	0	0	0
EGLN1_+_231557802.23-P1P2	614	5541	1572	3413
EGLN1_-_231557638.23-P1P2	3965	4	2478	3532
EGLN1_-_231557682.23-P1P2	59	6533	1249	1516
EGLN1_-_231557776.23-P1P2	4	5691	806	1579
EGLN1_-_231558017.23-P1P2	1	0	994	2
EGLN2_+_41284591.23-P2	74	0	845	906
EGLN2_+_41305438.23-P1	1705	7526	562	1645
EGLN2_+_41305518.23-P1	1	0	1442	1
EGLN2_-_41284185.23-P2	544	0	343	1
EGLN2_-_41284213.23-P2	0	1	745	0
EGLN2_-_41284588.23-P2	1096	0	246	1
EGLN2_-_41284625.23-P2	1	0	497	0
EGLN2_-_41305138.23-P1	975	8486	1648	1970
EGLN2_-_41305141.23-P1	1	1	422	0
EGLN2_-_41305172.23-P1	1	3148	140	0
EGLN3_+_34420264.23-P1P2	3230	2	1606	1184
EGLN3_-_34419914.23-P1P2	2343	2	1257	2019
EGLN3_-_34420217.23-P1P2	974	4	2107	0
EGLN3_-_34420230.23-P1P2	1150	4315	2376	3683
EGLN3_-_34420234.23-P1P2	2748	13273	1490	2145
EHHADH_+_184971776.23-P1P2	2047	0	1858	0
EHHADH_+_184971792.23-P1P2	1964	0	1569	0
EHHADH_+_184971806.23-P1P2	1	1	250	0
EHHADH_+_184971814.23-P1P2	1465	1	1240	0
EHHADH_-_184971438.23-P1P2	5045	3	2296	2
EIF2AK1_+_6098590.23-P1P2	1576	1	990	0
EIF2AK1_+_6098754.23-P1P2	1347	0	1113	2657
EIF2AK1_+_6098764.23-P1P2	1386	2	1533	1528
EIF2AK1_+_6098771.23-P1P2	1375	1	1760	0
EIF2AK1_+_6098815.23-P1P2	1672	2	2499	0
EIF2AK2_+_37383698.23-P1P2	1	0	823	0
EIF2AK2_+_37383706.23-P1P2	3	4107	485	1
EIF2AK2_+_37384040.23-P1P2	8	6740	2061	2355
EIF2AK2_+_37384079.23-P1P2	4001	3	1337	1847
EIF2AK2_-_37384096.23-P1P2	1848	2842	1924	953
EIF2AK3_+_88926608.23-P1P2	3731	5746	1756	1896
EIF2AK3_+_88926929.23-P1P2	7819	6	2072	3309
EIF2AK3_+_88926936.23-P1P2	3	3	3083	1939
EIF2AK3_-_88926550.23-P1P2	4790	4705	3365	1177
EIF2AK3_-_88926935.23-P1P2	1628	4274	1693	7150
EIF2AK4_+_40226372.23-P1P2	2808	7166	2049	1598
EIF2AK4_+_40226377.23-P1P2	2326	5529	4407	4713
EIF2AK4_+_40226467.23-P1P2	10	8728	1464	803
EIF2AK4_+_40226656.23-P1P2	1435	2	1365	1
EIF2AK4_-_40226368.23-P1P2	1010	2350	1913	3
ELANE_+_852322.23-P1P2	1172	2	1466	0
ELANE_+_852326.23-P1P2	0	2059	427	784
ELANE_+_852365.23-P1P2	1471	2520	1361	1
ELANE_+_852646.23-P1P2	5348	1669	2104	2580
ELANE_-_853519.23-P1P2	2293	6	2500	3721
ELOVL4_-_80656842.23-P1P2	2789	2328	614	2
ELOVL4_-_80656918.23-P1P2	1	1435	1054	1551
ELOVL4_-_80657202.23-P1P2	1288	2	1157	1074
ELOVL4_-_80657222.23-P1P2	2	1	838	1455
ELOVL4_-_80657225.23-P1P2	150	0	1837	0
ELSPBP1_+_48497906.23-P1P2	1094	6276	1318	1363
ELSPBP1_+_48497986.23-P1P2	0	0	379	1
ELSPBP1_+_48497995.23-P1P2	1193	0	336	1
ELSPBP1_+_48498343.23-P1P2	4933	1	1169	5
ELSPBP1_-_48498155.23-P1P2	1326	4	738	3942
EN2_+_155251036.23-P1P2	3	3217	388	0
EN2_+_155251468.23-P1P2	6541	4442	1436	1361
EN2_-_155251027.23-P1P2	1388	2	1232	379
EN2_-_155251032.23-P1P2	859	0	485	0
EN2_-_155251054.23-P1P2	1179	1	1807	1447
ENO3_+_4851652.23-P2	4163	3	1501	1540
ENO3_+_4851729.23-P2	7	1	3426	5665
ENO3_+_4854429.23-P1	1610	1	262	0
ENO3_+_4854432.23-P1	2	0	886	1117
ENO3_-_4851690.23-P2	1571	8402	2085	4
ENO3_-_4851904.23-P2	1078	6324	1160	2746
ENO3_-_4852067.23-P2	2795	2	1191	1710
ENO3_-_4854442.23-P1	2112	2525	1170	1868
ENO3_-_4854477.23-P1	3139	2599	1857	4
ENO3_-_4854481.23-P1	3014	0	2418	870
ENOPH1_+_83351734.23-P1P2	3781	1494	1630	1968
ENOPH1_+_83351756.23-P1P2	5	5790	1532	1925
ENOPH1_-_83351791.23-P1P2	2801	1	896	0
ENOPH1_-_83352157.23-P1P2	453	1	147	3131
ENOPH1_-_83352167.23-P1P2	0	0	73	0
ENPEP_+_111397349.23-P1P2	0	0	0	0
ENPEP_+_111397849.23-P1P2	1653	0	381	0
ENPEP_-_111397345.23-P1P2	1	0	542	0
ENPEP_-_111397397.23-P1P2	6792	2	1343	1634
ENPEP_-_111397410.23-P1P2	1	1	2106	0
ENPP1_+_132129566.23-P1P2	1292	3	1799	3942
ENPP1_+_132129578.23-P1P2	2	0	206	977
ENPP1_-_132129188.23-P1P2	0	1	673	0
ENPP1_-_132129531.23-P1P2	237	4	556	6848
ENPP1_-_132129718.23-P1P2	13	12790	1024	1720
ENPP2_+_120650962.23-P1P2	2903	1	1356	2
ENPP2_+_120651008.23-P1P2	3	0	656	1640
ENPP2_+_120651062.23-P1P2	3637	2414	1576	2160
ENPP2_-_120651026.23-P1P2	3259	1	1842	1172
ENPP2_-_120651034.23-P1P2	1366	0	546	0
ENPP3_+_131949659.23-P2	0	0	0	0
ENPP3_+_131949691.23-P2	1097	1	551	3254
ENPP3_+_131949800.23-P2	0	0	261	0
ENPP3_+_131958457.23-P1	628	0	405	0
ENPP3_+_131958835.23-P1	690	5394	2332	2160
ENPP3_-_131949650.23-P2	4291	4	2127	3592
ENPP3_-_131950023.23-P2	1	1	389	0
ENPP3_-_131958476.23-P1	1042	0	829	2030
ENPP3_-_131958520.23-P1	875	2421	1615	2378
ENPP3_-_131958855.23-P1	5	2	777	2944
EPHA10_+_38230362.23-P2	1609	5436	1693	1577
EPHA10_+_38230376.23-P2	1157	8758	2724	1254
EPHA10_-_38218479.23-P1	11	971	1473	4326
EPHA10_-_38218850.23-P1	3819	7470	3985	5490
EPHA10_-_38218863.23-P1	5	2571	2132	3069
EPHA10_-_38218883.23-P1	1215	1	532	1
EPHA10_-_38218906.23-P1	2037	0	855	0
EPHA10_-_38230764.23-P2	6	5594	1481	4
EPHA10_-_38230767.23-P2	3157	6	1808	4115
EPHA10_-_38230770.23-P2	2714	7035	1869	1626
EPHA1_+_143105889.23-P1P2	2555	2665	1859	1140
EPHA1_-_143105477.23-P1P2	0	0	79	0
EPHA1_-_143105481.23-P1P2	0	0	502	0
EPHA1_-_143105513.23-P1P2	1002	6233	1297	4
EPHA1_-_143105934.23-P1P2	2617	5699	2736	2
EPHA2_+_16482099.23-P1P2	677	0	710	0
EPHA2_+_16482142.23-P1P2	1566	0	632	0
EPHA2_+_16482159.23-P1P2	3244	7	2999	3084
EPHA2_+_16482540.23-P1P2	0	0	0	0
EPHA2_-_16482174.23-P1P2	7766	3	2814	784
EPHA3_+_89156833.23-P1P2	5593	1	1120	2
EPHA3_+_89156967.23-P1P2	0	0	337	432
EPHA3_+_89157018.23-P1P2	1460	3	1072	1854
EPHA3_+_89157080.23-P1P2	6	4172	622	1495
EPHA3_-_89156849.23-P1P2	1051	1948	674	1108
EPHA4_+_222436584.23-P1P2	2745	4	927	3521
EPHA4_+_222436959.23-P1P2	3457	2	3851	186
EPHA4_+_222436964.23-P1P2	2576	7793	1909	1779
EPHA4_+_222436980.23-P1P2	759	0	2848	2
EPHA4_+_222436995.23-P1P2	1591	0	956	1
EPHA5_+_66536184.23-P1P2	1060	1	1378	2
EPHA5_-_66535727.23-P1P2	2264	1	884	1369
EPHA5_-_66535737.23-P1P2	1513	2377	926	519
EPHA5_-_66535745.23-P1P2	932	3	567	4717
EPHA5_-_66536089.23-P1P2	2	1	580	1636
EPHA6_+_96533426.23-P1P2	2470	1	134	1
EPHA6_+_96533476.23-P1P2	3	2	898	1143
EPHA6_-_96533463.23-P1P2	2648	1	916	0
EPHA6_-_96533466.23-P1P2	8012	5566	1146	6666
EPHA6_-_96533913.23-P1P2	0	1097	538	1
EPHA7_+_94128782.23-P1P2	2206	4	1918	2
EPHA7_+_94128885.23-P1P2	1581	1	1840	1
EPHA7_+_94128956.23-P1P2	0	0	641	1
EPHA7_+_94129220.23-P1P2	1130	2	1839	1
EPHA7_-_94128832.23-P1P2	2591	3	1707	3848
EPHA8_+_22889976.23-P1P2	1966	4	1869	3780
EPHA8_+_22889995.23-P1P2	1572	0	1540	0
EPHA8_+_22890006.23-P1P2	1260	251	1343	1308
EPHA8_-_22890011.23-P1P2	1314	8156	3532	6800
EPHA8_-_22890387.23-P1P2	2326	3	810	2
EPHB1_+_134514118.23-P1P2	5	5569	1238	1909
EPHB1_+_134514121.23-P1P2	549	2494	2785	5
EPHB1_-_134514128.23-P1P2	2361	5213	1588	3307
EPHB1_-_134514518.23-P1P2	2423	2	1990	5060
EPHB1_-_134514558.23-P1P2	3062	2	1413	2686
EPHB2_+_23037514.23-P1P2	4066	2329	2696	1420
EPHB2_+_23037770.23-P1P2	5	8221	955	4
EPHB2_-_23037351.23-P1P2	2698	0	1793	1
EPHB2_-_23037753.23-P1P2	3056	5445	1522	1
EPHB2_-_23037808.23-P1P2	1321	4040	1206	6
EPHB3_+_184279633.23-P1P2	0	0	0	0
EPHB3_+_184279650.23-P1P2	3	0	940	1632
EPHB3_+_184280015.23-P1P2	4205	3387	1825	4
EPHB3_-_184279594.23-P1P2	2	0	845	0
EPHB3_-_184279954.23-P1P2	6990	4624	3313	1824
EPHB4_+_100424702.23-P1P2	2	0	585	1
EPHB4_+_100424757.23-P1P2	3077	6697	3258	3367
EPHB4_-_100424673.23-P1P2	2627	0	2535	2
EPHB4_-_100424909.23-P1P2	4150	6	3416	3562
EPHB4_-_100425081.23-P1P2	2	3000	527	2
EPHB6_+_142552855.23-P1P2	5439	4	3294	3340
EPHB6_+_142553246.23-P1P2	1727	0	1004	0
EPHB6_-_142552874.23-P1P2	2482	2969	1351	1824
EPHB6_-_142553113.23-P1P2	2561	1	1202	1980
EPHB6_-_142553312.23-P1P2	2430	1	452	0
EPHX2_+_27348679.23-P1P2	11171	7	1852	1674
EPHX2_+_27348720.23-P1P2	5259	2	1337	1724
EPHX2_+_27348723.23-P1P2	1341	4085	3927	1714
EPHX2_+_27348741.23-P1P2	2	0	1145	1
EPHX2_+_27349105.23-P1P2	697	0	253	1
EPM2A_-_146056117.23-P1P2	3485	2	1490	3
EPM2A_-_146056127.23-P1P2	2898	2	1561	0
EPM2A_-_146056174.23-P1P2	3467	3652	1659	1982
EPM2A_-_146056194.23-P1P2	3445	4843	3156	4118
