	differentiation	differentiation	differentiation	differentiation	lower	lower	lower	lower	upper	upper	upper	upper	upper_vs_lower	upper_vs_lower	upper_vs_lower	upper_vs_lower
SLC25A10	0.6429716672823821	-3.5265746473231316	5	5	0.42173115071459977	2.0841210146127938	3	3	0.8974582362475987	-0.48185262089829384	3	3	0.7937376011426427	-2.40529425523368	3	3
SLC25A12	0.42037863746455084	-5.72275837589969	5	5	0.8705722637434026	2.689730565751038	3	3	0.6170562246662268	-1.566017874379594	3	3	0.43594688289199346	-2.5980113072572513	2	2
SLC25A13	0.09116089131153296	-0.7135555294598248	5	5	0.14683681418205943	1.2350621362817709	4	4	0.14927057381833403	-4.389716125477038	5	5	0.4948105194275715	-3.006516064126033	2	2
SLC25A15	0.4956676860067398	-1.4713317249326048	5	5	0.48052522116739704	12.323814119355896	5	5	0.9335112179410558	-2.6401073006772298	5	5	0.45297359578785656	-11.762446161367896	4	4
SLC25A18	0.1532986196605888	-9.295781350012712	5	5	0.18300983774488477	12.13762219198867	3	3	0.33918684598458926	5.348906115608043	2	2	0.5611133531647523	-11.690336230297321	4	4
SLC25A2	0.9860967962476492	-5.37190603891433	4	4	0.8617331994047407	8.127197129066891	3	3	0.5327952360633056	-1.3283791412409967	3	3	0.17467831277558643	-9.897986008288264	2	2
SLC25A20	0.033216818814082116	-8.672617248495506	4	4			0	0	0.030896616553010302	10.552546923596738	2	2	0.11544681329745711	2.2387496294006795	2	2
SLC25A22	0.288748331061765	0.8517643408843579	5	5	0.3890922442519903	9.662439529056801	5	5	0.9588108368263932	-2.5752594139712013	5	5	0.31433830589940537	-12.436461200092126	5	5
SLC25A29	0.4723536117686937	-2.2409380892729795	5	5	0.6125957104422683	12.194841511053994	5	5	0.7962297514982342	0.22949372273860133	5	5	0.7306965808687735	-8.702720810773343	4	4
SLC25A4	0.4096947731568329	-1.8323854015463146	5	5	0.8045521659197685	6.068935447630314	4	4	0.8972505670990439	-2.6466040587570046	4	4	0.6472718678263668	-5.8068645356072395	3	3
SLC25A5	0.21220138259964239	-9.366639763096325	5	5	0.4895310666857753	8.032910428782849	3	3	0.6687545346072507	-3.395890289792275	3	3	0.2711945356159502	-12.85758972492399	2	2
SLC25A6	0.9046343863428883	-9.160975684465233	10	10	0.2055667676275017	13.183208586138555	8	8	0.43240654964735825	-9.92158495101912	7	7	0.06423563255550702	-19.03318851784162	7	7
SLC29A1	0.7521085384070916	-2.7077330703715035	10	10	0.0037872772656580996	13.792236080716405	10	10	0.6966027662484999	-9.007130091966191	9	9	0.004060490377193397	-18.2473337664044	9	9
SLC2A2	0.8010442678464642	-4.361940959791087	5	5	0.32000636803352756	6.231029642148367	3	3	0.6098156619444903	-4.973406686064949	3	3	0.26426000763479185	-12.021043139381279	2	2
SLC32A1	0.3554942292779245	-1.8745092582696188	5	5	0.11040838292991145	-1.5446178093303882	4	4	0.01916794080908147	-9.993786320927326	4	4			0	0
SLC36A1	0.08566614116780766	-10.077008434332804	10	10	0.7000975714835349	9.639328037167438	5	5	0.9524810399580087	-3.331097768700692	5	5	0.8611418352622409	-8.64937584052915	4	4
SLC38A3	0.18403853998222808	-1.7119452364441585	5	5	0.8499092679602628	5.097807386514745	4	4	0.7596787295692086	-3.7613083920206516	5	5	0.7995594125507082	-7.049429493592062	4	4
SLC3A1	0.5565387849780812	-5.667815130875567	5	5	0.4282529077397984	6.256080293563241	3	3	0.15546547781847547	4.240289987195003	4	4	0.8878184405588241	-5.237438563032657	4	4
SLC5A6	0.9380058413771041	-4.782069751142405	5	5	0.9961285525583008	8.089325723869964	4	4	0.5862567602650975	-3.6092520557154035	5	5	0.9895695423486784	-7.478104576633421	3	3
SLC6A1	0.7205140266053222	-5.636771367202173	5	5	0.22277660800081023	-1.022767423319572	3	3	0.2218154584556069	-6.343101491090564	3	3	0.16445942242404576	2.7070480079848434	1	1
SLC6A14	0.44965665167136804	-5.924921877936343	5	5	0.6249869088273721	5.908863018557999	3	3	0.9271957905751596	3.416252304598038	5	5	0.9954978743064465	-10.969485163573603	4	4
SLC6A2	0.9083585538730328	-2.07697537232024	5	5	0.6683101394278768	11.75048760969954	5	5	0.41087101023559025	-4.296590982636441	5	5	0.17387155307239188	-12.733145971323225	4	4
SLC6A3	0.4096947731568329	-6.507913908753419	5	5	0.371688604955844	6.609390760123446	3	3	0.9893415150470528	-2.4247536325668455	4	4	0.8959888013798673	-8.091114867372653	3	3
SLC6A4	0.7251757889159471	-2.229360319675218	5	5	0.8271586415575614	5.401151853491022	4	4	0.4623632253722679	0.27486017205037977	5	5	0.9415245008787722	-4.937795950015864	4	4
SLC6A5	0.9380058413771041	-4.945206358006028	5	5	0.2968491201447703	12.81120389354708	4	4	0.4734211612804661	-2.9736056320248743	4	4	0.08123483363026208	-15.626493927298375	4	4
SLC6A7	0.9281118048858265	-4.480913147829385	5	5	0.12786681508373268	-1.4460441066804464	3	3	0.2297142583263756	-6.182439332118129	3	3	0.9454895850192585	0.45831294062099026	1	1
SLC6A8	0.7723299480302798	-4.459150030445826	5	5	0.2749492706105494	12.173565295788748	4	4	0.2906222219976027	-6.11264906521415	3	3	0.06528598760708697	-15.089767744440215	3	3
SLC6A9	0.7298480599090271	0.21324403585302396	5	5	0.8795980919872574	3.285533017639247	5	5	0.977814219447674	-5.0170015217370105	5	5	0.47361404369612026	-4.489865756074017	4	4
SLC7A1	0.35874312396687147	-6.386233935702027	5	5	0.31456882368045913	8.861434170873004	3	3	0.09494837221736437	4.565993155622222	4	4	0.7648956320274692	-7.641953604039031	4	4
SLC7A11	0.13133352377119864	0.7098125317227963	5	5	0.10275486832148992	2.1225976180014907	5	5	0.4770071137076034	-5.6862639827437365	5	5	0.20828273094024297	-4.9454522185664205	4	4
SLC7A2	0.4422306915417815	-8.196968520279228	5	5	0.09605439285910743	15.230613856362696	4	4	0.4527416801848736	3.362573588002563	5	5	0.523724542072301	-11.722897709388668	4	4
SLC7A3	0.48005717608853504	-5.753020401390523	5	5	0.37773454538502194	2.282737908210867	3	3	0.5656771481174789	0.44068458478680544	4	4	0.44831048010169006	-1.766565259608912	3	3
SLC7A4	0.4096947731568329	-8.541443919213364	5	5	0.7065985424813297	6.171895143212087	3	3	0.49422801550963247	-4.7079814625958	2	2	0.5685171857750244	-8.632947989795191	2	2
SLC7A8	0.5733655329673585	-9.022332718203026	5	5	0.05250607297362545	-2.4037782696586767	2	2	0.3780523937725436	-3.6226187205911757	3	3	0.1385023309595027	2.8440376860893206	1	1
SLC7A9	0.7392222905184969	-1.9184622831365121	5	5	0.4035505227029488	10.157731599646539	5	5	0.9254969833793705	-2.5185351799440654	4	4	0.35183790419360206	-9.709827207125276	4	4
SLC8A1	0.18680881044921183	-9.335385279170927	10	10	0.22043980960311693	15.78839703669257	6	6	0.20189422880721952	3.747777338964213	7	7	0.9932579889422233	-15.468101126879533	7	7
SLC9A1	0.48393449537870303	-1.8041431731296182	5	5	0.3986957270156035	13.306776785650852	5	5	0.32946384672574525	-6.04059830467962	4	4	0.11368735693078738	-12.47175613049172	3	3
SLCO2B1	0.6340799561146289	-2.6531347605211058	5	5	0.9342596937976486	3.1401736120610284	4	4	0.9609333486573387	-2.689888270236319	4	4	1.0	-2.5696021799844804	3	3
SLK	0.22921188224435773	0.8750718994368044	4	4	0.14955892542148866	1.6551604790773222	4	4	0.5070177952055015	-5.906586986189403	4	4	0.505018275524211	-2.409903486623622	2	2
SMG1	0.507551045576488	0.12550861716948533	5	5	0.9207070195028259	4.273675691506722	5	5	0.7117797418322476	-4.118106025854751	5	5	0.7648956320274692	-5.180722653379804	4	4
SMOX	0.8058573900368531	-0.6503511976314486	5	5	0.21101421572436796	10.579011822320405	5	5	0.4199714631584993	-0.13943973149126884	5	5	0.468798316582951	-10.560135955538092	5	5
SMPD1	0.7345302304297185	-3.658443125530893	5	5	0.2749492706105494	2.226831749590094	4	4	0.652892358498387	-5.415251207636959	4	4	0.5476011867063071	-4.703150086772031	3	3
SMPD4	0.527684126430728	-5.2001290887769915	5	5	0.23583242345924338	7.057253479425739	3	3	0.48448206689732876	0.9607515156998327	4	4	0.8611418352622409	-8.552826715882004	4	4
SMS	0.6950629232340106	-4.9212475978463175	5	5	0.7658774872024416	2.381738942842194	3	3	0.7116848590927749	0.5487668206124771	4	4	0.5133369238656149	-1.8365983295455592	3	3
SNAP23	0.5890557509175482	-4.303557694134237	4	4	0.39603335649140736	-0.9601434917356713	2	2	0.9646594006097682	-3.307339820411296	2	2	0.16445942242404576	2.7159013944578003	1	1
SNAP25	0.49961222983689024	-8.783489165862996	5	5	0.8441079932691453	5.509419836710069	3	3	0.5602262931545183	-3.4213663554380798	3	3	0.5688364963789199	-9.124859959510404	1	1
SNRK	0.5947320564768949	-3.6917802339836636	5	5	0.4346862998706067	8.957743497786067	4	4	0.7518818941316937	-2.338169860910661	4	4	0.5476011867063071	-7.5867648255380375	3	3
SNRPA	0.30717794193111647	-7.584461070188279	4	4	0.6040083502419533	-0.8220556189614605	1	1	0.3742860548061535	2.2041236418389123	1	1	0.11582216212918461	3.184494859073954	1	1
SNX3	0.17201577708792648	1.3916558903628224	5	5	0.6309401810778674	6.245405627457013	5	5	0.86435839778875	-2.5578827702939306	5	5	0.5261583564958352	-9.115929731284355	5	5
SOAT1	0.7019716005280351	-1.7610399357653268	5	5	0.37495372017740947	12.773962769685221	5	5	0.8481522720690514	-2.7053939097146595	4	4	0.24279877889186918	-12.366312366241543	4	4
SOAT2	0.96277950935114	-5.1117238035089265	5	5	0.7014821047278834	9.037673213446338	4	4	0.7722437277315011	0.7230293859909697	4	4	0.6078520480406978	-12.157455040785981	5	5
SOD1	0.03084427088041361	-8.943767227507008	5	5			0	0	0.09685835147486752	11.196067695822144	1	1	0.1714880189307838	2.590224616126571	1	1
SORCS3	0.11761500130196133	-1.5793278774082413	5	5	0.7895702283825207	5.576937737324734	4	4	0.19391191640235905	-2.985804556437504	5	5	0.5829597999420405	-8.634092639265669	3	3
SORD	0.7770952342274552	-4.24328203732174	5	5	0.10406176663895325	12.170505892291105	4	4	0.9184251546901336	-1.9571235512642169	4	4	0.13191930584859052	-14.279195519169036	4	4
SPEG	0.7648745684132211	-8.451481679204916	9	9	0.19655065195118238	16.544682676855082	7	7	0.19203331418624703	10.486917499118384	9	9	0.5685140357427327	-16.873213360014038	9	9
SPHK1	0.4571528016742944	-2.346426950110118	5	5	0.07183680904449612	1.513244442762396	4	4	0.9524810399580087	-2.8340121197810304	5	5	0.25672569793803646	-4.014423155551542	4	4
SPHK2	0.051100530661103934	-9.429739455302114	5	5	0.2287257602485192	-1.824555957613109	1	1	0.20660563085137995	4.185112729935195	3	3	0.047280247765872405	2.7117364291471713	2	2
SPHKAP	0.3719245441491863	-5.767838392819027	5	5	0.33668552683153763	7.05698486735976	3	3	0.13628459189182074	2.173052881901138	3	3	0.7438000152380875	-4.725950435003942	3	3
SPINK6	0.9677393280591112	-6.862380596570905	5	5	0.585768495801301	8.534446429482218	3	3	0.9958869909628559	-0.009872122196983524	3	3	0.21426011079281937	-9.493676773366163	3	3
SPIRE2	0.7675732327331709	-4.440288797811147	5	5	0.7573152357135455	2.534642283065352	3	3	0.7846914046475043	-2.568146241900551	3	3	0.5685171857750244	-2.868571434510158	2	2
SPR	0.2741163372297144	0.9195935684019332	2	2	0.46874481191669715	2.6777628673903013	2	2	0.17355506522692143	-5.495732844900739	2	2	0.7844784035957554	-7.934084316978271	1	1
SPRYD3	0.9826255065052809	-2.6882791011059672	5	5	0.7784667873558294	9.171223494488808	5	5	0.6148359736999094	-5.958315065931799	4	4	0.8789105686766774	-10.85164609348656	4	4
SPTBN1	0.23344325025643253	-7.4512925550131826	5	5	0.9239084394407335	4.8487567627890344	3	3	0.09759189608598011	3.470922944842052	5	5	0.13483850080849313	-0.43817422651854326	4	4
SPTLC1	0.9380058413771041	-4.523742134223862	5	5	0.5935203526495989	2.6479489447961306	3	3	0.8203459355883245	-1.8691135583638356	4	4	0.4641144340452932	-4.562284426295541	3	3
SPTLC2	0.3554942292779245	-8.403447990731522	5	5	0.7666884162174201	3.525343783010757	2	2	0.5309000015082361	-4.658652696504141	2	2	0.7844784035957554	-7.956254498748605	1	1
SPTLC3	0.27758522406283404	-8.13973599949309	5	5	0.39000691459758685	11.142565680540628	3	3	0.8246744646172391	-0.6989834847755194	2	2	0.1505365273074566	-14.032979151723428	2	2
SQLE	0.045446190016489627	-8.765380918571557	4	4			0	0			0	0			0	0
SRC	0.43294132367341	0.33362910185277733	4	4	0.7377767445996932	9.182806462988731	4	4	0.20440947160162326	-9.586495874566227	4	4	0.07981101478978106	-15.003717856492562	3	3
SRMS	0.507551045576488	-1.6716208314713992	5	5	0.7784667873558294	8.712336081387926	5	5	0.6027626037074241	0.5822381674759165	5	5	0.73919931021022	-5.458173792337365	4	4
SRPK1	0.6340799561146289	-8.418449798309537	5	5	0.4481667664083513	8.63101902956247	3	3	0.5741938582939017	3.4788123421448476	3	3	0.8522831759328808	-8.37629273079145	4	4
SRPK2	0.2135598839638554	-9.494710579712814	10	10	0.26650620909199285	1.6479641347309677	4	4	0.5019058002746433	10.658189422197568	7	7	0.4073290266313989	-3.871048125814829	6	6
SRPK3	0.3652967094607398	-6.279111700959635	5	5	0.4895310666857753	6.428057321393347	3	3	0.06590559521772514	5.3552098038433895	4	4	0.9012064309093628	-4.756426561561931	4	4
SRR	0.013622352319549206	-9.239860563281622	5	5			0	0	0.21223150897520326	9.487800940134507	1	1	0.21843721583784081	2.4678735789290833	1	1
SSB	0.19775325332815719	-8.864529348423424	5	5	0.6040083502419533	-0.7200600304640083	1	1	0.17355506522692143	5.662176611275033	2	2	0.3641108545439745	1.429960088712937	2	2
SSH2	0.1662293769895986	-1.0025879536647062	5	5	0.9651679075663795	4.823097557316889	4	4	0.7177097300449508	0.28347569650312715	5	5	0.5799975159501121	-8.043696806471987	5	5
SSH3	0.3719245441491863	-1.9332079790127008	5	5	0.7065208124412616	11.841246730208383	5	5	0.9271957905751596	-0.6154937174732553	5	5	0.755109077416879	-12.298424849408057	5	5
SST	0.5733655329673585	-2.3818156653062195	5	5	0.2968491201447703	2.1518701405041374	4	4	0.018940465327163356	-10.260093038151785	4	4	0.23142589990922313	-10.357202139489907	2	2
SSTR1	0.4422306915417815	0.26707365500515506	5	5	0.9413482612877725	9.333248012014211	5	5	0.6420652379413544	-2.9414434445733217	5	5	0.6362877374589493	-11.978672363980683	5	5
SSTR2	0.20544098866675609	-1.6267156760606465	5	5	0.08152156400709727	0.6636241067467452	4	4	0.3250662141626942	-6.493921630877181	4	4	0.33334265231380633	-3.5149249287013387	3	3
SSTR5	0.8258609960452382	-8.826795503638953	10	10	0.8074346445132072	8.456354459210091	7	7	0.3412978374065001	3.1265957822989066	10	10	0.3038222699486838	-7.5170604801444165	8	8
ST14	0.05651026231576874	1.5213966789392461	5	5	0.313255028372343	10.78113306436495	5	5	0.4869090372919551	-5.788992231315109	5	5	0.05023178696338415	-12.963817127325592	4	4
STK10	0.9083585538730328	-4.897355829662092	5	5	0.7402807379176981	3.5172238769006334	3	3	0.12811736599430265	3.778036585061425	5	5	0.48123821910398257	-4.859041262592538	5	5
STK11	0.5578920901734732	-7.361997584975189	10	10	0.3481653094608388	14.084775536272588	9	9	0.5208517587082033	-3.0991350720466424	9	9	0.42212153558705623	-15.776150494602902	7	7
STK11IP	0.2191210480551573	2.565140378274854	5	5	0.5885107207714262	5.197385485717519	5	5	0.21740231054809367	-9.70477614394204	4	4	0.9935918570986044	-8.169920705278862	2	2
STK16	0.30900284273501144	-8.19686654423606	5	5	0.1118375079424393	12.286857347675856	3	3	0.45172201705006254	2.992101014120673	4	4	0.2165585365870627	-12.802402959126878	4	4
STK17A	0.15509756432830935	1.1655042197953913	5	5	0.8795980919872574	8.925794478603066	5	5	0.06355625038409671	-9.984082440539495	5	5	0.14701664313883156	-18.509687814264073	4	4
STK17B	0.7345302304297185	-0.49945105040203813	5	5	0.4859266291572756	2.366289351105122	5	5	0.9714778256351019	-4.9025945705157845	5	5	0.12072992361688005	-3.918821078667271	4	4
STK19	0.7439240790322463	-3.356315158035064	5	5	0.8880969855271847	3.3729312491602728	4	4	0.9184251546901336	-1.8918257374059564	4	4	0.5563406378078593	-1.9017222017800677	3	3
STK24	0.7458449712726309	-3.091010892068745	4	4	0.05406604398498214	13.767252042586128	4	4	0.5533048017804554	-5.102301654663941	3	3	0.03733130473233791	-18.681585210785517	4	4
STK25	0.9132920403032543	-2.934872507801122	5	5	0.6729244241513159	6.031926603177993	4	4	0.8894132602842247	-2.0788173210692995	5	5	0.9235806701215031	-8.616802657057912	4	4
STK3	0.423975969416849	-5.1275891719270215	5	5	0.3481100526705666	6.950977030773298	3	3	0.4254064936147064	1.1570377295444267	4	4	0.8753424576431064	-5.727754420001741	3	3
STK31	0.7439240790322463	-2.179760118547915	5	5	0.42335965437297274	6.9426093751492495	4	4	0.9968302025972986	-2.3576739233947204	5	5	0.3234189707883901	-12.079100138779905	4	4
STK32A	0.6252407574028693	-2.1990143678409804	5	5	0.4066975841122953	2.8387212374742634	4	4	0.627413397287216	-5.777231101856681	4	4	0.7909789710051218	-3.8720073473097205	2	2
STK32B	0.31495831564176435	-2.0411999191438706	5	5	0.25824327399626645	1.8194766793627342	4	4	0.07272769194968083	-10.732160716974319	4	4	0.9636439973454611	-6.171558164590023	1	1
STK32C	0.2216877175344556	-2.4677503870276776	10	10	0.42687032885823617	13.093941468932416	9	9	0.06916537430950688	-10.480501826619994	8	8	0.10219238258262604	-18.847156443815766	6	6
STK33	0.2433527622901227	0.8229676211200171	5	5	0.5246391351992158	5.784601216778274	5	5	0.44797363655519107	-7.224124216681652	5	5	0.44831048010169006	-6.728938298592522	3	3
STK35	0.3888176180148173	0.7133716241741341	5	5	0.13767857458097846	-1.3303339698764785	5	5	0.1321501291333784	-9.801362628430416	5	5	0.44546773066825107	1.34667850483142	2	2
STK36	0.3474534222261759	-6.765533883585821	5	5	0.043539305730482536	15.627286962013002	4	4	0.9056215408876463	-0.18871687602202158	3	3	0.05433838664574689	-15.870000160544839	4	4
STK38	0.2099302869161621	-0.7143108671703823	5	5	0.04719645643496288	1.060736051279237	4	4	0.034218933290091846	-10.671021326137009	5	5	0.6586826917297809	-8.487396624427017	2	2
STK38L	0.8300299660958327	-2.4248718525704223	5	5	0.8880969855271847	5.812361696427538	4	4	0.17805546782801218	4.427061010205721	5	5	0.48123821910398257	-5.2281081045323505	5	5
STK39	0.6519148178577222	-3.544860324876782	5	5	0.21101421572436796	12.661010415808926	5	5	0.5717176192435998	-1.9900954289912278	4	4	0.281662634769156	-15.786556394448704	5	5
STK4	0.23860302583823323	-9.538695002685806	10	10	0.22697512815355514	1.9202476377249926	4	4	0.9855690672310639	4.1815413590771815	6	6	0.26647966617529084	-1.283953302163793	3	3
STK40	0.5440787717431045	-1.6467129688827857	5	5	0.04507631609799964	-1.8913799671348694	4	4	0.12230490398195208	-7.464882324171486	4	4	0.3391991663012831	0.9318325757160597	2	2
STMN4	0.4275912420825324	-4.341412661521866	5	5	0.8617331994047407	5.343305922339186	3	3	0.9254969833793705	-0.6235685781014312	4	4	0.5997482906588206	-8.698416397384152	4	4
STRADA	0.22382328050897649	-1.2485142925888741	5	5	0.33425458174009104	1.4923783119287168	4	4	0.22411703057194166	-6.850616124996626	4	4	0.9791408671229712	-5.384759260761046	3	3
STRADB	0.9083585538730328	-6.165981781803022	5	5	0.09518782260150797	-1.6162247995844943	3	3	0.6337432528827855	-2.733791337742792	4	4	0.5576741474593854	1.1209547237163422	2	2
STYK1	0.8155055567710212	-4.961244384124782	5	5	0.09972848995408425	-1.5441310726679554	3	3	0.5533048017804554	-3.20920426111042	3	3	0.2574487214117861	1.7880015702749983	2	2
STYXL1	0.037406537785932566	-8.801882730722332	5	5	0.03780474658989863	15.85641926644206	2	2	0.17355506522692143	4.817214434678016	2	2	0.13312527278221614	-10.880889233490462	2	2
SUCLA2	0.8397456015595552	-4.370329835051666	5	5	0.24942049072504247	-1.11314617867552	3	3	0.5354216216613974	3.3851234264080343	5	5	0.07329286204007963	2.108832693139288	3	3
SUCLG1	0.8397456015595552	-5.27805497193184	5	5	0.6734813344087225	2.276544212335105	3	3	0.19199089196238017	3.4490458255164906	4	4	0.35183790419360206	-1.0010768865143451	4	4
SUCLG2	0.2544288001422661	-1.0807743846457012	4	4	0.5250157796189969	8.158865771402565	4	4	0.010720400067905082	-10.63397773437756	3	3	0.047280247765872405	-18.608360380773973	2	2
SUCNR1	0.1662293769895986	-0.7422095734330013	5	5	0.7851132742816158	9.002910218359858	5	5	0.19199089196238017	-9.401209697341875	4	4	0.19111042344724594	-11.967319239403018	3	3
SULT1A1	0.9479094585154882	-5.265516588051549	5	5	0.6800217115562243	5.656617362394314	4	4	0.33389983867098505	-3.7453988414534636	4	4	0.7046007158919422	-5.734365224184046	3	3
SULT1B1	0.2831295033153809	-1.4868878506517618	5	5	0.3198858120301791	2.497270303936492	4	4	0.8956952855414111	0.7595913629081532	5	5	0.25672569793803646	-1.1021754629564267	4	4
SULT2A1	0.6881795849906407	-5.561483439329076	5	5	0.20618525730562753	-1.1018702401177578	3	3	0.7050591166208675	-0.5492104193912873	4	4	0.289638945955366	1.3405462829290016	3	3
SUOX	0.4956676860067398	-1.7479696015545378	5	5	0.6138224018809113	2.594973257726273	4	4	0.6649921792568404	-3.7151868103497354	5	5	0.5164030871103127	-4.94705904123044	4	4
SV2A	0.14114747584819154	-0.6936814533043515	5	5	0.16739571329680158	4.661862202521649	5	5	0.7596787295692086	-0.28658907517220716	5	5	0.3234189707883901	-1.537298739765781	4	4
SYK	0.6364263044841747	-9.146325877823744	10	10	0.3767466792027391	18.899798226760286	9	9	0.351298316776247	-10.979041563238503	7	7	0.07494349481252684	-16.21811736752861	6	6
SYN1	0.669951034500902	-1.7545478280501225	5	5	0.0939495552336808	13.038605775725228	5	5	0.4199714631584993	0.5398420805399414	5	5	0.212163221831277	-12.379217268411871	5	5
SYNC	0.09116089131153296	1.618102500139009	5	5	0.15699694146996565	4.479135971693183	5	5	0.09583275600791037	-9.679693777487339	4	4	0.9296012604540266	-7.734548257176666	2	2
SYT2	0.1902783136071523	-1.6275470472837366	5	5	0.5124410706098497	1.75097941943163	4	4	0.39011000700525456	-6.516859273454277	4	4	0.8038348087872224	-5.6977096829097205	3	3
SYTL4	0.18199265668895537	-1.0540856599876924	5	5	0.5834900808767327	2.564701107148298	4	4	0.16080027773532213	4.242281008443737	5	5	0.08352379417821744	-0.766957411163309	5	5
TAAR1	0.5523700282837086	-5.23342131610283	5	5	0.6170528519825211	6.566866585074176	3	3	0.40501381561647576	0.8848728836887956	4	4	0.7537091772080944	-5.560782277169477	3	3
TAB1	0.23344325025643253	-9.448161406018164	5	5	0.8198738922225053	4.110921467851967	2	2	0.2519350825721134	-5.217369665021057	2	2	0.29446852463267126	-10.243675158142239	1	1
TAB2	0.3922514498591715	-6.204063700272877	5	5	0.5780639637403786	2.463152412085805	3	3	0.17848548694679933	-6.494565955099745	3	3	0.29446852463267126	-10.205656484622613	1	1
TACR1	0.8808724765091496	-2.796679536151372	4	4	0.4088637527597777	-0.6907316501279906	3	3	0.83261298102165	-2.19311248959182	3	3	0.10645543486541928	2.4357175547717533	2	2
TAF1	0.4038834324794818	1.2693119663694235	3	3	0.26659632137348543	-1.259142228166052	2	2	0.4666706897740691	-4.8090691459145996	2	2	0.5688364963789199	1.3120538297107434	1	1
TAF1L	0.4288630273093239	-5.856136852551358	4	4	0.22195788313876263	-1.5288690408656729	2	2	0.596181165341636	4.663030197010547	4	4	0.03751093943515699	2.8405401083478354	2	2
TAOK1	0.434875403172575	-1.9272459041798136	5	5	0.5702369356998382	5.318088890384887	4	4	0.19199089196238017	-4.38321700901049	4	4	0.3882370910564902	-6.28263857067743	3	3
TAOK2	0.713540591886556	-7.764656787104457	5	5	0.9614759412019189	4.29670792452459	2	2	0.6531407664878905	-4.176133228337739	2	2	0.837481715657244	-7.532202586467811	1	1
TAOK3	0.447722255490662	-2.911232596759152	9	9	0.06000249595566089	17.820091136667383	7	7	0.13888400440885643	4.187271963040288	7	7	0.5005052855856211	-15.935938475157771	8	8
TAP1	0.7866508408853796	-5.376822430853583	5	5	0.797051849978957	9.211574138361629	4	4	0.6463868056727544	0.4650363211779652	3	3	0.9594980633084279	-8.536535828484924	4	4
TARS	0.2310645114742763	-7.131774727473854	3	3			0	0			0	0			0	0
TARS2	0.2828953330748173	-7.359638617691287	2	2			0	0			0	0			0	0
TAS1R2	0.042836566686099954	-8.914076230129425	5	5	0.32377447845990626	9.754604266495303	2	2	0.2677293532293714	3.6637632072786794	3	3	0.8959888013798673	-4.9999252907484575	3	3
TAT	0.8010442678464642	-5.233149707869519	5	5	0.5780639637403786	2.2230028146262053	3	3	0.7927636242635618	0.4093029682926137	4	4	0.4966332316200591	-1.8461755680372594	3	3
TBCK	0.6033793400560964	-4.160302132175019	5	5	0.09518782260150797	-1.803200961679628	3	3	0.8691337795055548	-0.20062780885212886	4	4	0.0867926661869571	2.024386407400413	3	3
TBK1	0.9132920403032543	-4.28158345535683	5	5	0.5023260593146306	15.55896091571826	5	5	0.977814219447674	-4.2184249129853315	5	5	0.38178930340783146	-13.070088438511908	4	4
TBXA2R	0.535849872578561	-3.532026833447416	5	5	0.7598437280264725	6.732579654500533	4	4	0.7183324464047374	-1.7454893423031719	4	4	0.8522831759328808	-8.760998737156003	4	4
TBXAS1	0.8592488606084292	-5.36807829013807	5	5	0.10444027764270257	-1.5449190439671057	3	3	0.9396577594671705	-3.124150449008676	4	4	0.024017312664402237	3.370065399441444	2	2
TCN1	0.9479094585154882	-5.887298851157809	5	5	0.7233726617330447	6.880837673902675	3	3	0.7518818941316937	0.788767974111706	4	4	0.7648956320274692	-8.772247790633637	4	4
TEC	0.7112214573705313	-3.4417177051882404	5	5	0.42335965437297274	6.851064395848607	4	4	0.5808017667124457	0.8338384072127534	5	5	0.8082903871016894	-5.0123557849163545	4	4
TEK	0.6379971054031058	-7.849551615837382	4	4	0.4750045753332912	-1.2884093728349981	1	1	0.2937115633840145	-9.543000882165227	1	1			0	0
TENC1	0.11472481343117695	1.2362298810650856	5	5	0.7984529001193882	8.886373820857798	5	5	0.24441616296581703	-6.74398440218079	5	5	0.25672569793803646	-11.979744576636413	4	4
TESK1	0.2973166090763525	-9.322546075294072	5	5	0.04042647639893689	-2.3044352491051656	2	2	0.621110844245458	3.261988424164391	4	4	0.17395866300991503	1.6956062714062312	3	3
TESK2	0.9132920403032543	-0.49119893697765143	5	5	0.9827352708775667	3.209103002452631	5	5	0.35051070309736587	-1.1963184295690488	5	5	0.2002386456587133	-0.7195659306785158	4	4
TEX14	0.42077379106046153	-7.2855028147900756	4	4	0.929819621006633	0.5474128197738484	1	1	0.33691962743437187	-9.292141190277537	1	1			0	0
TF	0.7076548648562855	-10.000866448741357	9	9	0.7241838564075485	13.590545677382911	7	7	0.6668450705312754	-2.6666780004144255	6	6	0.9197772843798934	-12.6070383438421	6	6
TFF2	0.9925533080407308	-5.018702098304899	5	5	0.8971822732805895	3.2415165157591113	3	3	0.2713858163227644	1.8064198088699317	4	4	0.45297359578785656	-4.332511376559876	4	4
TFPI	0.15691249359412957	-1.3744609180314444	5	5	0.09413162069134327	-1.5161482465398681	4	4	0.008061079878334662	-10.402190905775745	4	4			0	0
TGFBR1	0.39510985425486633	-8.210615902445777	4	4	0.4995378926600561	-1.1667634191561138	1	1	0.16554174446348968	6.389040254074573	3	3	0.20947542390099783	1.6221780677341293	3	3
TGFBR2	0.18403853998222808	-1.8233433856604577	5	5	0.4520001713552888	1.609246616741644	4	4	0.9043013934051304	-0.5619116000885586	4	4	0.5841500112145079	-1.8215814570350926	4	4
