	lower	lower	lower	lower	upper	upper	upper	upper
	Rep1	Rep1	Rep1	Rep1	Rep1	Rep1	Rep1	Rep1
	Mann-Whitney p-value	average phenotype of strongest 3	sgRNA count_MW	sgRNA count_avg	Mann-Whitney p-value	average phenotype of strongest 3	sgRNA count_MW	sgRNA count_avg
gene								
MAN2A1	0.2159627269371317	6.77690410860984	4	4	0.8301793382822623	-5.310474923123701	4	4
MAOB	0.8083057017325583	4.270189620368987	2	2	0.7364734272354451	-4.171109845271362	2	2
MAP1A	0.05766405242389858	7.797707409305541	3	3	0.1573241588148443	-0.26245621023646654	3	3
MAP2K1	0.3523649908901264	1.7311447360505323	3	3	0.3266065177957045	0.9477286494499871	3	3
MAP2K2	0.855994122768659	5.81701177321483	4	4	0.41256315896168827	-1.7277079258517354	4	4
MAP2K3	0.6741813777617263	3.0812661806526336	3	3	0.37250400923988813	-5.90010918314935	3	3
MAP2K4	0.9374666715332143	3.10916865735773	5	5	0.41566552438376436	-8.659084060652566	5	5
MAP2K5	0.7248732565671742	2.505318200669457	4	4	0.43163567769926303	-8.795157555693471	4	4
MAP2K6	0.11487775163652465	11.669561775798943	1	1	0.6569521637506988	-7.5561584143192535	1	1
MAP2K7	0.600031123579649	2.7158256830049337	2	2	0.2435717950322891	-5.300463009003544	2	2
MAP3K1	0.9452701898618593	2.967149286048381	5	5	0.17910006759845876	-1.117424626756969	5	5
MAP3K10	0.9188208908912462	4.389693931983011	3	3	0.8186216516094972	-2.3545312453807976	3	3
MAP3K11	0.2696839185005221	2.1126880671373756	7	7	0.08972057079496841	-10.033800074394035	7	7
MAP3K12	0.8087353319172415	2.7398238076341648	3	3	0.12012063991901822	-8.730450306523926	3	3
MAP3K13	0.5923588508126187	3.001122222564938	7	7	0.7480188538656325	-9.050638803552713	7	7
MAP3K14	0.1855307701793375	7.260449943472963	5	5	0.2985627748689631	-9.209596307462974	5	5
MAP3K15	0.621976598269959	3.912497265862256	2	2	0.07062909770748549	-9.4757464824159	2	2
MAP3K19	0.5052915333105079	8.580333813640227	1	1	0.7898733794345347	0.4790337686607821	1	1
MAP3K2	0.9780638637345559	6.2583034010533085	4	4	0.6880912158982115	-6.185324898710092	4	4
MAP3K3	0.929669154756535	5.648037817340033	5	5	0.8063248769379043	-9.18700861992189	5	5
MAP3K4	0.7597894466117869	2.395545515534469	3	3	0.27324022982090423	-5.921394389355192	3	3
MAP3K5	0.5711052561475319	6.306944457751793	4	4	0.1390591171862447	-9.161340093024291	4	4
MAP3K6	0.5059050248502308	4.75900607276675	2	2	0.6442631413066847	-3.0175926624660847	2	2
MAP3K7	0.4522595525671629	6.537639676200239	3	3	0.10566972875938517	1.7274817797796092	3	3
MAP3K8	0.3933419311697044	-0.8208261770067965	3	3	0.3793725999378029	-1.6488462576501208	3	3
MAP3K9	0.14809106507203038	11.107554240013089	4	4	0.27865027320711044	-1.5580518738524012	4	4
MAP4K1	0.6897926505099344	4.457852821926286	2	2	0.43846084767358284	-4.550660600309666	2	2
MAP4K2	0.745592267185901	2.933580245170344	4	4	0.6480739768085192	-8.458087858406811	4	4
MAP4K3	0.6090476540125188	2.826058566152318	4	4	0.2960866372628035	-9.505290928842618	4	4
MAP4K4	0.5636948498576708	-1.0096748233749864	1	1	0.964575592533665	0.08446009615460598	1	1
MAP4K5	0.5838188337124735	6.113687376597309	3	3	0.6649010815412519	-2.876853520285149	3	3
MAPK1	0.855994122768659	2.4627461762919425	4	4	0.9956122387548506	-2.811936866267374	4	4
MAPK10	0.03153834470511555	-2.0374484735712053	4	4	0.2642714927994082	-8.978345771358654	4	4
MAPK11	0.06543794903955487	1.184344650446522	4	4	0.4188644811189639	-6.025672895464962	4	4
MAPK12	0.8993494967975161	5.672660093497868	4	4	0.05635929848642764	2.0216790088190533	4	4
MAPK13	0.6330279998157029	2.2473208390712784	6	6	0.7888993338002923	-9.148058959839856	6	6
MAPK14	0.8045468224672798	3.747378210323065	4	4	0.6880912158982115	-4.919277960002112	4	4
MAPK15	0.24632180384135116	-1.0097591266842716	3	3	0.6192906151760195	-2.1305535298043785	3	3
MAPK3	0.1937831971194348	-1.095665748861709	3	3	0.7695086763516427	-2.9040300548941347	3	3
MAPK4	0.27865063196508444	8.82434520686572	4	4	0.3939993373582771	0.8872462678880955	4	4
MAPK6	0.5059050248502308	-0.08320962789116004	2	2	0.3126959479142497	1.200258697715891	2	2
MAPK7	0.024098107707258416	-1.8582810459768442	5	5	0.034991116251329855	-9.895903156900047	5	5
MAPK8	0.4987804854410054	6.193418325951218	4	4	0.09135822710907333	1.8691739465139456	4	4
MAPK8IP1	0.6642764129376226	6.136481825724765	8	8	0.5162705955034511	-5.5998728853246185	8	8
MAPK8IP2	0.9289394869608862	2.6151612929629002	3	3	0.20266706865767692	-1.0609807082868368	3	3
MAPK8IP3	0.018315099813885034	10.60662747022567	4	4	0.847370554516281	-5.605086303953118	4	4
MAPK9	0.6167700247691581	-0.0869228030719403	4	4	0.8993494220758899	-2.6370789985401024	4	4
MAPKAP1	0.30317172858666086	11.308307422217714	7	7	0.91145540735605	-8.398588862387593	7	7
MAPKAPK2	0.08520174770477514	7.402511852061626	4	4	0.29863631539450697	-1.3990892924886442	4	4
MAPKAPK3	0.8384799433425073	5.208570025342802	3	3	0.8986246318980301	-2.663507896862376	3	3
MAPKAPK5	0.444630048389984	6.237277572522419	4	4	0.6962051260138995	-1.2853097878228976	4	4
MAPKBP1	0.07213577606638465	10.762610845717157	4	4	0.49182511296439413	-8.547664813166962	4	4
MARCKS	0.4571853733871295	5.141306301984477	2	2	0.495947177345315	-2.6010065331799654	2	2
MARK1	0.42130648063782505	2.208851149103753	5	5	0.24320683494325246	-8.86532070084419	5	5
MARK2	0.9662998821733421	9.869279336184919	8	8	0.7674240609665132	-8.94073355611262	8	8
MARK3	0.4584800426366644	6.692311512139843	7	7	0.5753887130452724	-4.9790471541667705	7	7
MARK4	0.7021166532835921	6.398992401929697	5	5	0.6169718498941561	-5.359025060125117	5	5
MASP2	0.8986247085898648	2.979209448334134	3	3	0.5158635771483273	-5.405958306950217	3	3
MAST1	0.6202682265213728	9.386799755435375	8	8	0.21760741740823097	0.17497584728177737	8	8
MAST2	0.6090487229173832	9.118804929811704	4	4	0.6480739768085192	-5.536258236018766	4	4
MAST3	0.8045468224672798	4.93876969667347	4	4	0.7207529978002427	-5.405755860552559	4	4
MAST4	0.2986366760361776	1.7125896858728353	4	4	0.6880912158982115	-5.782300480961638	4	4
MASTL	0.19775930335061287	10.183121782434155	1	1	0.7898733794345347	0.5074051962657362	1	1
MAT1A	0.594068427704725	-0.906428267438919	1	1	0.09581922267391388	-10.399133135871153	1	1
MAT2A	0.42219851180899703	6.2630298327496305	3	3	0.7501076487404902	-5.104232809206462	3	3
MATK	0.47807292595619444	5.814531608854511	4	4	0.045908312093581136	2.233914911949706	4	4
MB	0.9027925836213881	-0.12945470110852675	1	1	0.14275382311050352	2.7185250848226756	1	1
MBL2	0.3021045046516303	1.3988219827036303	3	3	0.18099778000056754	-7.755112000683403	3	3
MC2R	0.16597960076634766	9.315956446122572	2	2	0.13496498249745634	1.4980285590949158	2	2
MCCC1	0.4446329390008258	-0.8069534377993897	3	3	0.9695125213619703	-2.54440540116563	3	3
MCCC2	0.6464956225169609	3.3165644545513753	3	3	0.12318844806313865	1.7882607249853366	3	3
MCFD2	0.9111736848142121	7.064903119930986	6	6	0.22999663480674182	-9.495001551829255	6	6
ME2	0.3052533099247886	-1.2016738851383248	2	2	0.6442631413066847	-4.704532188494197	2	2
ME3	0.8285371673906146	5.553347709289209	3	3	0.6835110441368082	-2.2135593557932403	3	3
MED1	0.8070228050924089	-0.3013504054206866	1	1	0.5195875290766929	-8.206840321400387	1	1
MELK	0.9188208908912462	5.351023346416536	3	3	0.3266065177957045	-5.870602365413826	3	3
MERTK	0.8732917088682917	3.1803827819813706	4	4	0.7372814881495813	-5.089311196327816	4	4
MET	0.33964438290257737	9.55685450658658	1	1	0.8764714771403491	-0.18473175535259334	1	1
METAP1	0.4987804854410054	5.92262632893631	4	4	0.23706953209989134	-8.842403246992136	4	4
METAP2			0	0			0	0
MGAM	0.6090487229173832	6.2465079171654105	4	4	0.8646347076030771	-5.060808724888421	4	4
MGAT1	0.42443132877763246	1.8819412188071472	6	6	0.8408510714430215	-9.156598583429945	6	6
MGST1	0.9687092827568172	6.495804420472349	5	5	0.25941217968974206	-0.24886262103228804	5	5
MGST2	0.36571337696523953	-0.9341453179052687	3	3	0.9898353078898228	-2.5364684882787527	3	3
MGST3	0.888550356897823	5.486564921167738	3	3	0.7213035919898935	-0.13932046227085856	3	3
MINK1	0.042663724196846116	10.98527579429777	2	2	0.7129985553074113	-2.9312400409066925	2	2
MINPP1	0.9189625203770105	4.406176189800186	2	2	0.9937556505148506	-2.1989852737565156	2	2
MKNK1	0.9662998821733421	7.388192762137945	8	8	0.3832767992805908	-7.804928030685133	8	8
MKNK2	0.5952090771651695	6.438525168598034	7	7	0.3477068581784548	-9.414224424912108	7	7
MLKL	0.24357216049322294	-1.1784833462683153	2	2	0.8326471691972948	-4.138360763864442	2	2
MMAA	0.6014368415699478	5.225803350029413	3	3	0.3933415713062103	-5.869419823094314	3	3
MMAB	0.06384611633217388	-1.772730860018351	4	4	0.37595030415713737	-5.943887242202298	4	4
MMACHC	0.9645756205094647	0.05608438029852181	1	1	0.38646609791430186	1.1744043091736398	1	1
MME	0.13350079454182143	10.117342074326139	5	5	0.7987410935624316	-8.127286532601282	5	5
MMP1	0.6668746637301395	4.704306443657125	2	2	0.09244568534554494	2.0137768526110675	2	2
MMP10	0.32793800278009866	-0.924805502233748	2	2	0.39362767316843483	-4.794140071419411	2	2
MMP11	0.34365363667443916	8.536901344333877	2	2	0.6109599007285056	0.22117907931225206	2	2
MMP12	0.3933419311697044	3.811426777952269	3	3	0.25155081174890814	-8.003234682202807	3	3
MMP13	0.7962025695235403	4.233048325292893	2	2	0.4292665591125482	-4.634234044726402	2	2
MMP16	0.42219851180899703	0.23720720770035944	3	3	0.8384798221792227	-1.5990729649035906	3	3
MMP17	0.7597894466117869	3.6675353324864353	3	3	0.8784938834783411	-4.211992140743166	3	3
MMP19	0.09513219883687525	-1.4382221473633165	3	3	0.4677320318260033	-0.2104132886358044	3	3
MMP20	0.8285371673906146	3.024268760903603	3	3	0.8285370389989223	-2.3813301781240277	3	3
MMP21	0.07062931589677925	10.268457530228075	2	2	0.5059046950454609	-7.6383397663805646	2	2
MMP24	0.2159627269371317	9.735940643201337	4	4	0.9692931005333311	-4.620568552283257	4	4
MMP25	0.042663724196846116	11.015920619163657	2	2	0.9189624577693689	-3.9735077498868128	2	2
MMP26	0.5271152883335497	1.9346744755873815	4	4	0.77912244903092	-5.5788447118748214	4	4
MMP27	0.18144410240856135	-1.4585397612101463	4	4	0.13045768759887796	-8.773307672196891	4	4
MMP28	0.9189625203770105	4.179751555251879	2	2	0.43846084767358284	0.2101200705372721	2	2
MMP3	0.4849227716542278	5.355797462716872	4	4	0.704353954761709	-5.092414148261504	4	4
MMP7	0.9430074101262581	5.890641155078725	4	4	0.9956122387548506	-5.439864226994836	4	4
MMP8	0.09244593802499053	-1.8937255056054996	2	2	0.3765008908201064	-6.22635969085264	2	2
MOCOS	0.17575758854576284	9.211129110739599	2	2	0.10863178549148185	1.6719284894249067	2	2
MOK	0.7501078324730008	3.102052466314662	3	3	0.20721886248180732	-8.310763321707974	3	3
MOS	0.8070228050924089	-0.2671887057345632	1	1	0.5340887956200584	-8.172624606062474	1	1
MPRIP	0.393553588734152	7.689703428106874	5	5	0.43272115098707786	-4.331841153848667	5	5
MR1	0.40236553587094126	5.040545705322874	2	2	0.4763500784541521	-7.618730920948078	2	2
MS4A1	0.12950757392933906	-1.5797888586200035	3	3	0.7023153149906041	-5.421083002636936	3	3
MS4A2	0.01439814179994148	-1.695514551787823	4	4	0.11963827604089186	-9.602637334887712	4	4
MSRA	0.42130648063782505	7.137535069297392	5	5	0.7686021104794607	-5.279477132220691	5	5
MST1R	0.37595066044100967	2.2096232349234275	4	4	0.847370554516281	-2.249697253399748	4	4
MST4	0.5786033482493851	1.959270477324419	4	4	0.9080609554690193	-3.4112033754168523	4	4
MTAP	0.5048605053802171	8.743590003648968	5	5	0.937466625824493	-2.472431756962894	5	5
MTFMT	0.5059050248502308	5.094954062383857	2	2	0.8083055560149774	0.32328202972104886	2	2
MTHFD2	0.8368447239709511	9.82470765752215	7	7	0.07123792328587239	0.6102442313644666	7	7
MTM1	0.18099811181645364	6.941829160455012	3	3	0.8584413939982327	-4.475632893507543	3	3
MTMR1	0.9530789633375759	2.6552557137141375	5	5	0.5238371373034416	-4.986898054214838	5	5
MTMR10	0.5159667596009097	-0.6833457964197507	2	2	0.894157322629153	0.22084747898613574	2	2
MTMR11	0.2732405946647174	6.563845742597805	3	3	0.8384798221792227	-4.807007918191492	3	3
MTMR12	0.12768444056124773	10.531851473200097	4	4	0.19246307622108116	-1.259306547651611	4	4
MTMR14	0.03337348450600666	-1.8357605784054154	3	3	0.8584413939982327	-2.3271094141526745	3	3
MTMR2	0.009355050599021666	10.273900335677387	5	5	0.5366886166801568	-7.196067631577461	5	5
MTMR3	0.105227014198914	10.257949290011034	2	2	0.7364734272354451	-3.3714333444975226	2	2
MTMR4	0.749885058512247	6.103623961397266	8	8	0.11981580982732282	-1.4960430979260952	8	8
MTMR6	0.2677896292012466	10.499829040321705	5	5	0.8675938806038503	-2.6740882308231235	5	5
MTMR7	0.1047426150328227	1.4188255595466657	4	4	0.6013704596038613	-2.0911968321869545	4	4
MTMR8	0.8186217871680629	2.984746479007111	3	3	0.5664447250132025	-5.5011292722924265	3	3
MTMR9	0.5628587306131971	3.4006812526249504	5	5	0.7611197519497541	-2.6526004406636994	5	5
MTNR1A	0.31419862664427345	6.412902583376571	3	3	0.7988791673502019	-2.2350300372405	3	3
MTNR1B	0.6962053414640066	3.059274947093281	4	4	0.16748906285602405	-1.0297860005309012	4	4
MTOR	0.7057975995361673	-0.5992216782583224	1	1	0.14275382311050352	2.628103899808416	1	1
MTR	0.370049583378649	6.466199551350916	4	4	0.34702507347149536	-8.91565837590597	4	4
MTRR	0.46773237038976234	3.60349262779388	3	3	0.04830401686136757	1.7995256479394726	3	3
MTTP	0.2159627269371317	-1.4237059988974057	4	4	0.934257814547517	-5.480202962831492	4	4
MUC2	0.17090006988278983	10.63800778675048	4	4	0.02060236909545337	2.3219703069806763	4	4
MURC	0.532460476336369	1.7060430169072232	3	3	0.47557709879324583	-3.127288173249815	3	3
MUSK	0.09147384018172652	-2.8265749597497045	1	1	0.8415929837206607	-0.8624120898015956	1	1
MUT	0.10240964952199454	-1.651887788605609	4	4	0.19624334882251904	-9.504971577946314	4	4
MVK	0.633078365018908	0.5268408991800699	2	2	0.6219763281952585	-3.042041647710505	2	2
MYH14	0.7043541650311715	2.188131834970957	4	4	0.6441249922808352	-5.752070672619422	4	4
MYH7	0.29550099813850395	2.3750322286927674	7	7	0.2805521651888776	-9.708434049480866	7	7
MYL12A	0.7987412378077022	3.2476625924789624	5	5	0.8907975059656038	-8.81064273817019	5	5
MYL6B	0.9342578635035359	5.509461679691277	4	4	0.1390591171862447	-8.872172488157702	4	4
MYLK	0.542155909318382	9.825904234811258	7	7	0.21969096462709958	-9.720424998733053	7	7
MYLK2	0.55722694576323	-0.6548307803061277	2	2	0.32025751004845293	1.1149227005630413	2	2
MYLK3	0.8618412137571015	5.675932014600638	6	6	0.3510122996617807	-1.7215672609650998	6	6
MYLK4	0.05132825990919865	-1.9293432905894177	2	2	0.5891911117980482	-4.462181633856288	2	2
MYO1D	0.1575641332562786	1.4625306705631498	4	4	0.5786030647682013	-3.4616673910439513	4	4
MYO3A	0.7988793170447239	3.1134688942711595	3	3	0.37250400923988813	-1.676297366728235	3	3
MYO3B	0.724703845669491	4.798696030332954	2	2	0.8571503215639664	-4.076780765149107	2	2
NADK	0.3031448211819743	1.7351631363783326	5	5	0.8330072290153994	-5.931781861312405	5	5
NADSYN1	0.9342578635035359	2.8272092426188085	4	4	0.5415842375446026	-8.377573199056927	4	4
NAGA	0.6876263645428546	6.114537447648526	5	5	0.20584382903258613	1.197199016978311	5	5
NAGK	0.4667133145555178	-0.796686942296958	2	2	0.10863178549148185	-9.204836046709225	2	2
NAGLU	0.12009446755645259	2.0891326626887747	5	5	0.15220328561505242	-9.483347491491175	5	5
NAGPA	0.03615138189793889	-1.8545156338337805	4	4	0.5488924899213611	-5.859339083180827	4	4
NAGS	0.35914714068142906	11.155854695470788	9	9	0.5393905705951394	-9.527608198877772	9	9
NAPB	0.15661653648954307	9.610526217973234	2	2	0.8571503215639664	-3.6216539924458186	2	2
NARS	0.8941574042003609	4.7259722869735326	2	2	0.6668744210348194	-2.925802042351372	2	2
NARS2	0.8784939751805159	-0.0068642815479395365	3	3	0.5408586559145936	-5.436744835542187	3	3
NCAN	0.888550356897823	2.7792009857905797	3	3	0.6283034873612829	-5.386202565966534	3	3
NCOA5	0.3584212357687704	6.4966915628628925	4	4	0.2642714927994082	-1.7960195271337482	4	4
NDST1	0.6448566581875206	10.197518939002537	5	5	0.05710340647873195	2.274639527463297	5	5
NDUFA1			0	0			0	0
NDUFA10	0.19013903760118822	10.418869629983183	1	1	0.563694541703016	0.7945442228909929	1	1
NDUFA11	0.5711052561475319	6.130323947418405	4	4	0.23058940543353135	-9.181912115081053	4	4
NDUFA12	0.7695088467075766	2.7205649293330256	3	3	0.8186216516094972	-2.337894824993269	3	3
NDUFA2			0	0			0	0
NDUFA4L2	0.5925978135610077	3.4827307163105696	3	3	0.4599592069201467	-5.3788211202605245	3	3
NDUFA5	0.37650126080187063	5.614070427925765	2	2	0.6782962241406417	-3.202825471327019	2	2
NDUFA6	0.19013903760118822	-1.8268355857175145	1	1	0.929220978346674	0.21037807397057545	1	1
NDUFA7	0.1552588882477168	-1.9729370096797467	1	1	0.39876014544001026	-8.879972693545744	1	1
NDUFA8	0.35099455986084405	-1.4427362636113443	1	1	0.25741633364271166	-9.35149856423227	1	1
NDUFA9			0	0			0	0
NDUFAB1	0.739063677468211	0.6674790447732422	1	1	0.7057973778779161	-7.240263322937836	1	1
NDUFB1	0.6730845201947089	1.2235485196761324	1	1	0.12008003769557764	3.0483975879300624	1	1
NDUFB10			0	0			0	0
NDUFB3	0.3176587745580388	-1.500731814858959	1	1	0.32853194984752987	1.3663128770311366	1	1
NDUFB4	0.16688610729339082	-1.2182263835168239	3	3	0.11127529544480924	-8.79231190738996	3	3
NDUFB5	0.36811300742121333	5.456250336014328	2	2	0.21917861024789154	-8.21000511405771	2	2
NDUFB6	0.1755512861589934	10.495829318327777	1	1	0.39876014544001026	-8.8391085368999	1	1
NDUFB7			0	0			0	0
NDUFB9	0.19775930335061287	10.158895643357821	1	1	0.32853194984752987	-9.13363047444661	1	1
NDUFC1	0.31955765985145335	2.143306655456305	4	4	0.9956122387548506	-5.161310440518468	4	4
NDUFC2	0.29662741059730835	-1.5327176304490102	1	1	0.12008003769557764	3.1843354577001484	1	1
NDUFS1			0	0			0	0
NDUFS2	0.8571504311168385	3.6517678569933576	2	2	0.07062909770748549	-9.696237997681912	2	2
NDUFS3	0.9087154244859418	3.8877561271081436	3	3	0.352364624637416	-1.2586628980397985	3	3
NDUFS4	0.276350794267175	1.8087441123901258	5	5	0.6100841062616841	-5.184301475108778	5	5
NDUFS5	0.8301794630978034	2.708711786502397	4	4	0.8819637202811261	-5.649915747363988	4	4
NDUFS6	0.621976598269959	4.6662051194234975	2	2	0.9065484956534406	0.1511491447159691	2	2
NDUFS8	0.7308636164833079	-0.31794741279937355	3	3	0.8285370389989223	-4.963872291124272	3	3
NDUFV1	0.6912588159246804	6.772866984389214	6	6	0.5350838202287174	-4.379279874458386	6	6
NDUFV2			0	0			0	0
NDUFV3	0.9335670678193118	3.3052500571358645	5	5	0.0791880871897136	-0.9198603254398554	5	5
NEDD8-MDP1	0.5467629701596006	3.214980730714646	2	2	0.08945344311614915	-9.386231759658589	2	2
NEK1	0.04770016409029917	10.837890828709817	2	2	0.3765008908201064	-8.171571247042857	2	2
NEK10	0.38190948173620254	6.381929782831975	4	4	0.951763803111252	-4.13151020901731	4	4
NEK11	0.9956122420296585	3.0985976150236056	4	4	0.8301793382822623	-5.21189196598383	4	4
NEK2	0.6245339416554905	5.127197842112424	4	4	0.5937364541503742	-5.714230214560494	4	4
NEK3	0.12313133085429825	9.93866170049613	2	2	0.3681126361127579	1.170230068374839	2	2
NEK4	0.9167836227332399	5.203618009224323	4	4	0.8906499990203016	-2.8913379102353307	4	4
NEK5	0.979672280861877	2.990125113756866	3	3	0.3081119401062373	-5.795290712187786	3	3
NEK6	0.03233044455510059	10.462469832611587	3	3	0.12318844806313865	-0.260155939680853	3	3
NEK7	0.9087154244859418	2.8395030100836696	3	3	0.4296015845811695	-1.587738748414982	3	3
NEK8	0.32793800278009866	-1.2253822145506108	2	2	0.16124642019837887	-9.133738756432844	2	2
NEK9	0.7125370675127145	2.494530117756358	4	4	0.02121172699963143	2.09488344111459	4	4
NEU1	0.712998767949636	-0.24030516680626857	2	2	0.7129985553074113	-3.2569579376017437	2	2
NEU2	0.34365363667443916	-1.0561173093715985	2	2	0.7364734272354451	-4.443167478504788	2	2
NFS1	0.4773324241401605	-1.2262833115156742	1	1	0.32853194984752987	-9.13283973995661	1	1
NGB	0.14666717940176804	-1.486838893022809	5	5	0.7911762496311651	-2.467780584382969	5	5
NGF	0.3933419311697044	-0.65929076795261	3	3	0.5664447250132025	-5.171035521054832	3	3
NHP2L1			0	0			0	0
NID1	0.1141650422536768	9.33489176304478	3	3	0.5158635771483273	-5.581632074483456	3	3
NIM1	0.9452701898618593	5.917352750244163	5	5	0.9140950399482777	-8.768333147536813	5	5
NISCH	0.9956122420296585	3.093221540562079	4	4	0.3037787952045725	-1.9075601733668563	4	4
NLK	0.8571504311168385	0.25447465591445306	2	2	0.6000308408951016	-4.252817761836473	2	2
NME1	0.5562589099128983	6.202067009811143	5	5	0.1550304735039503	-1.4283121492052953	5	5
NME2	0.7601970723197148	2.1660765335729817	2	2	0.9065484956534406	-3.6748684151558018	2	2
NME3	0.8384799433425073	2.4050719175938275	3	3	0.352364624637416	-5.779766501627958	3	3
NME4	0.55722694576323	4.70853583304139	2	2	0.48609521553892276	-4.786655641551716	2	2
NME5	0.20560065206805456	10.08959361503204	1	1	0.14275382311050352	2.6223130666675076	1	1
NME6	0.40044174454685266	6.090442877005244	3	3	0.16109788047697393	-0.7614250084379618	3	3
NME7	0.671971680300187	2.235643848122564	4	4	0.5415842375446026	-1.65852988436136	4	4
NMNAT1	0.14765957000505742	-1.6470914630480928	2	2	0.123131040297041	-9.26203874636256	2	2
NMNAT3	0.3037791561105381	6.343937577654778	4	4	0.038151332147874834	2.105539463299659	4	4
NMRAL1	0.0451225631968597	-2.0250990956544808	2	2	0.06589170401517289	-10.064358666282459	2	2
NMT1	0.5467629701596006	5.028545117164793	2	2	0.6555293115894967	-2.7358324107234244	2	2
NMT2	0.37216903160092796	10.044147338459693	5	5	0.1536116331138955	-9.471334381413724	5	5
NNMT	0.8070228050924089	-0.2679567095008455	1	1	0.964575592533665	0.07538877712499015	1	1
NNT	0.2213186767506925	1.5874329042289717	3	3	0.352364624637416	-5.596113342443587	3	3
NOXO1	0.7960476405054581	5.748298646449986	4	4	0.5861471054037536	-1.809615112471917	4	4
NPC1L1	0.9189625203770105	0.508040576026279	2	2	0.24995731165616442	1.5405587097440574	2	2
NPPB	0.4446329390008258	-0.7975418013695877	3	3	0.08545315005789825	-9.038617502414	3	3
NPR1	0.5838188337124735	2.405281311995729	3	3	0.6283034873612829	-2.05159820185635	3	3
NPR2	0.578442911447663	4.639828686453991	2	2	0.7129985553074113	0.32683306038146887	2	2
NPR3	0.10190722439296954	10.168775570569863	2	2	0.7721453575636094	-3.0306292503852132	2	2
NPSR1	0.8087353319172415	2.4471099349449283	3	3	0.4914814756545792	-5.588931913331834	3	3
NPY2R	0.7404654225059137	1.906976514447243	3	3	0.5408586559145936	-5.5918951487960795	3	3
NQO1	0.6464956225169609	3.371902400302197	3	3	0.40761766300650815	0.6658837709287789	3	3
NQO2	0.5467629701596006	5.244004580769768	2	2	0.05518436843375487	3.389755403956558	2	2
NR1H2	0.4384612026601903	4.866895396408026	2	2	0.7129985553074113	-3.102714491116509	2	2
NR1H3	0.24778614364711615	9.670444075313183	6	6	0.6978510473579027	-8.982832901968282	6	6
NR1H4	0.364206397848554	1.5472696631643619	4	4	0.3939993373582771	-8.752959542185991	4	4
NR1I2	0.20560065206805456	-1.6965586797440277	1	1	0.929220978346674	0.22462878019638002	1	1
NR1I3			0	0			0	0
NR3C2	0.02666861376799353	10.461859101632813	5	5	0.13098050665030303	-0.6768830736876669	5	5
NRBP1	0.49182543618102414	2.2973301607443	4	4	0.10953474384793545	-0.8932790396605869	4	4
NRBP2	0.07044106275081526	-1.7311493728711103	3	3	0.27324022982090423	-6.382279126039044	3	3
NRGN	0.48609555358126055	4.8492378846764055	2	2	0.9563109619606546	-3.647174716222554	2	2
NRIP1	0.563653730280014	6.187699619078671	4	4	0.49182511296439413	-1.8257875933183072	4	4
NRK	0.5199553607032315	7.316119792382736	4	4	0.9167835608496743	-4.753921303961177	4	4
NSDHL	0.26224100940835826	-0.9357606047474961	3	3	0.4446325926260951	-5.721638507016457	3	3
NSF	0.7013608866555113	4.825359505537179	2	2	0.20207132963208285	-8.82109335775149	2	2
NT5C	0.19246340817767205	7.1378351009765995	4	4	0.12495670524278371	-1.1487474617526925	4	4
NT5C2	0.04025508224881776	10.787881468280219	3	3	0.8384798221792227	-4.356924936673686	3	3
NT5M	0.979672280861877	2.7352584342063664	3	3	0.7890550867689189	-4.905418235035457	3	3
NTRK1	0.05438931667413565	-1.6759700026323496	3	3	0.23109212960130765	-6.092844604265288	3	3
NTRK2	0.18873693558108395	9.30518296154107	4	4	0.3249338715623281	-1.6737209062615743	4	4
NTRK3	0.4560807300245122	10.440041898307907	5	5	0.019594805336198833	-9.998113363460462	5	5
NTSR2	0.026004730661487896	10.293445443877326	5	5	0.5238371373034416	-2.1265398099480537	5	5
NUAK1	0.702315530603703	2.53152900593909	3	3	0.20266706865767692	1.0457444806791338	3	3
NUAK2	0.7911763990430556	2.9801664374184553	5	5	0.6413420841157382	-1.610638041406757	5	5
NUCKS1	0.6560013687655859	3.9922311186622266	4	4	0.11199509440958978	-0.13013637561645833	4	4
NUDT9	0.46773237038976234	2.2530925420426198	3	3	0.8186216516094972	-2.49970216620839	3	3
OAS1	0.5937367296846481	2.2788865341722673	4	4	0.7207529978002427	-5.477433491876457	4	4
OAT	0.29072261850810066	-1.0980311206652056	2	2	0.5467626592989514	0.6176767080899745	2	2
OAZ2	0.06384611633217388	9.854218605452084	4	4	0.0812866584697333	1.7607693141409413	4	4
OAZ3	0.9695125445400574	2.757847206429408	3	3	0.4599592069201467	-5.696134390356858	3	3
OBSCN	0.008051642117650535	-2.308073227945929	3	3	0.0877948836890824	-6.628632651206907	3	3
ODC1	0.9438467596639596	4.487334289681061	2	2	0.03956195887452239	2.7211360984819835	2	2
OGDH	0.38190948173620254	9.666891568609424	4	4	0.7960474916434587	-4.958524650337874	4	4
OGFOD1	0.594068427704725	-0.858283819477041	1	1	0.39876014544001026	-8.766026187188121	1	1
OGFOD2	0.41487040287641996	1.7123755643394745	3	3	0.23609241360350108	1.0123134159048088	3	3
OPLAH	0.370049583378649	6.88326704701105	4	4	0.7623014975522668	-3.8983215386870462	4	4
OPRD1	0.7483055612925589	4.685678771899351	2	2	0.4112179464629011	-7.933138038751821	2	2
OPRK1	0.8732917088682917	2.733520659517223	4	4	0.8646347076030771	-5.3165353035349545	4	4
