	Diff	Lower	Upper
	Rep1	Rep1	Rep1
	/projects/health_sciences/bms/biochemistry/hughes_lab/AlixGibson/Final_ScreenProcessing/ScreenProcessing/R2/step1/output/count_files/21062D-07-04_S105_L006_R2_001_CRISPRi_v2_human.trim_1_39_reverse.fa_h1_top5_Diff20.counts	/projects/health_sciences/bms/biochemistry/hughes_lab/AlixGibson/Final_ScreenProcessing/ScreenProcessing/R2/step1/output/count_files/21062D-07-02_S103_L006_R2_001_CRISPRi_v2_human.trim_1_39_reverse.fa_h1_top5_Diff20.counts	/projects/health_sciences/bms/biochemistry/hughes_lab/AlixGibson/Final_ScreenProcessing/ScreenProcessing/R2/step1/output/count_files/21062D-07-01_S102_L006_R2_001_CRISPRi_v2_human.trim_1_39_reverse.fa_h1_top5_Diff20.counts
sgId			
KRT8_-_53343659.23-P2	0	0	0
KRTAP5-3_+_1629259.23-ENST00000399685.1	0	0	0
KRTAP5-3_+_1629268.23-ENST00000399685.1	4269	3	1580
KRTAP5-3_+_1629271.23-ENST00000399685.1	1576	2	357
KRTAP5-3_-_1629335.23-ENST00000399685.1	0	0	0
KRTAP5-3_-_1629695.23-ENST00000399685.1	1402	2612	1
KSR1_+_25783466.23-P1P2	1313	2400	2
KSR1_+_25783477.23-P1P2	4597	2687	1302
KSR1_-_25783482.23-P1P2	164	3050	2671
KSR1_-_25783511.23-P1P2	7132	5755	1773
KSR1_-_25783532.23-P1P2	2257	8773	5
KSR2_+_118406731.23-P1P2	2031	0	2
KSR2_+_118406762.23-P1P2	0	0	0
KSR2_+_118406769.23-P1P2	2046	3	1414
KSR2_+_118406774.23-P1P2	0	0	0
KSR2_-_118406394.23-P1P2	0	0	0
KYNU_+_143635215.23-P1P2	0	0	0
KYNU_+_143635278.23-P1P2	1020	2	0
KYNU_-_143635275.23-P1P2	3770	2877	2059
KYNU_-_143635293.23-P1P2	1182	1	0
KYNU_-_143635645.23-P1P2	0	0	0
L3MBTL1_+_42136344.23-P2	1030	2402	1231
L3MBTL1_+_42136365.23-P2	2629	5017	5539
L3MBTL1_+_42143141.23-P1	742	0	0
L3MBTL1_-_42136354.23-P2	8319	17154	898
L3MBTL1_-_42136364.23-P2	2362	2	1180
L3MBTL1_-_42136371.23-P2	2664	2601	3194
L3MBTL1_-_42143151.23-P1	2571	1	1737
L3MBTL1_-_42143161.23-P1	1015	5108	5611
L3MBTL1_-_42143172.23-P1	1498	8197	4851
L3MBTL1_-_42143564.23-P1	985	6	3741
LALBA_+_48963797.23-ENST00000301046.2	0	0	0
LALBA_+_48963811.23-ENST00000301046.2	0	0	0
LALBA_-_48963595.23-ENST00000301046.2	0	0	0
LALBA_-_48963761.23-ENST00000301046.2	826	0	1010
LALBA_-_48963787.23-ENST00000301046.2	27	2	1344
LAMTOR3_+_100815555.23-P1P2	1273	6130	497
LAMTOR3_-_100815535.23-P1P2	2714	0	2
LAMTOR3_-_100815552.23-P1P2	0	0	0
LAMTOR3_-_100815640.23-P1P2	1237	2	1226
LAMTOR3_-_100815661.23-P1P2	0	0	0
LAP3_+_17579100.23-P1P2	2821	0	0
LAP3_-_17579200.23-P1P2	1217	0	1
LAP3_-_17579203.23-P1P2	1569	0	2609
LAP3_-_17579493.23-P1P2	0	0	0
LAP3_-_17579614.23-P1P2	0	0	0
LARS2_+_45430021.23-P1P2	0	0	0
LARS2_+_45430090.23-P1P2	376	8664	1317
LARS2_+_45430506.23-P1P2	0	0	0
LARS2_-_45430125.23-P1P2	762	3776	2
LARS2_-_45430128.23-P1P2	724	2	0
LARS_+_145561989.23-P1P2	0	0	0
LARS_+_145562128.23-P1P2	0	0	0
LARS_+_145562134.23-P1P2	482	0	0
LARS_-_145562114.23-P1P2	0	0	0
LARS_-_145562203.23-P1P2	0	0	0
LATS1_+_150039161.23-P1P2	2609	13900	11
LATS1_+_150039188.23-P1P2	0	0	0
LATS1_+_150039222.23-P1P2	2092	4274	3210
LATS1_-_150038761.23-P1P2	0	0	0
LATS1_-_150038990.23-P1P2	2240	3247	1866
LATS2_+_21635251.23-P1P2	2226	4747	1846
LATS2_-_21635178.23-P1P2	3304	4132	1964
LATS2_-_21635258.23-P1P2	4853	4092	3
LATS2_-_21635336.23-P1P2	0	0	0
LATS2_-_21635690.23-P1P2	0	0	0
LAT_+_28996465.23-P1P2	6615	6	2625
LAT_+_28996485.23-P1P2	0	0	0
LAT_+_28996688.23-P1P2	0	0	0
LAT_+_28996937.23-P1P2	0	0	0
LAT_-_28996455.23-P1P2	0	0	0
LCK_+_32716915.23-P1P2	1684	2	4000
LCK_+_32717338.23-P1P2	0	0	0
LCK_-_32716887.23-P1P2	2183	2788	3298
LCK_-_32716924.23-P1P2	1010	2876	1965
LCK_-_32717116.23-P1P2	2056	1	4473
LCMT1_+_25123085.23-P1P2	0	0	0
LCMT1_+_25123226.23-P1P2	1182	1	1
LCMT1_+_25123445.23-P1P2	1677	1	2
LCMT1_+_25123449.23-P1P2	4712	2	4139
LCMT1_-_25123277.23-P1P2	2701	4305	2
LCMT2_+_43622733.23-P1P2	469	0	0
LCMT2_+_43622751.23-P1P2	3043	7767	1894
LCMT2_-_43622704.23-P1P2	0	0	0
LCMT2_-_43622722.23-P1P2	2876	3	3
LCMT2_-_43622770.23-P1P2	6415	2713	1
LCN2_+_130911773.23-P1P2	1438	1	1393
LCN2_+_130911807.23-P1P2	0	0	0
LCN2_+_130912126.23-P1P2	0	0	0
LCN2_+_130912149.23-P1P2	3911	7	1260
LCN2_-_130911824.23-P1P2	3451	2	380
LCN9_+_138555199.23-P1P2	0	0	0
LCN9_-_138555161.23-P1P2	2510	0	2165
LCN9_-_138555439.23-P1P2	0	0	0
LCN9_-_138555579.23-P1P2	0	0	0
LCN9_-_138555590.23-P1P2	0	0	0
LCTL_+_66857933.23-P1P2	1220	5494	2
LCTL_+_66857974.23-P1P2	0	0	0
LCTL_+_66858295.23-P1P2	0	0	0
LCTL_-_66858269.23-P1P2	1307	0	1
LCTL_-_66858312.23-P1P2	1063	2757	1031
LCT_+_136594672.23-P1P2	0	0	0
LCT_-_136594275.23-P1P2	3971	2	1
LCT_-_136594360.23-P1P2	4303	3276	1
LCT_-_136594534.23-P1P2	0	0	0
LCT_-_136594647.23-P1P2	0	0	0
LDHAL6A_+_18477783.23-P1P2	863	0	1
LDHAL6A_+_18477799.23-P1P2	1148	2755	1336
LDHAL6A_-_18477532.23-P1P2	2797	8950	5531
LDHAL6A_-_18477811.23-P1P2	0	0	0
LDHAL6A_-_18477819.23-P1P2	3168	5576	1932
LDHAL6B_+_59499201.23-P1P2	2823	4771	2
LDHAL6B_+_59499247.23-P1P2	0	0	0
LDHAL6B_-_59499053.23-P1P2	0	0	0
LDHAL6B_-_59499074.23-P1P2	4649	5223	8
LDHAL6B_-_59499089.23-P1P2	1336	6189	1566
LDHC_+_18434083.23-P1P2	1265	3	2629
LDHC_-_18433878.23-P1P2	1403	3	2093
LDHC_-_18433892.23-P1P2	0	0	0
LDHC_-_18433955.23-P1P2	1111	2	1355
LDHC_-_18434413.23-P1P2	2489	3	2148
LEPRE1_+_43232635.23-P1P2	0	0	0
LEPRE1_+_43232646.23-P1P2	1717	0	0
LEPRE1_+_43232654.23-P1P2	3204	2329	1625
LEPRE1_+_43232678.23-P1P2	2383	1	0
LEPRE1_-_43232661.23-P1P2	0	0	0
LEPREL1_+_189838039.23-P1P2	5166	2501	1744
LEPREL1_+_189838649.23-P1P2	926	2	3180
LEPREL1_+_189838670.23-P1P2	2750	4	1814
LEPREL1_-_189838684.23-P1P2	0	0	0
LEPREL1_-_189838687.23-P1P2	1432	1	2
LEPREL2_+_6937569.23-P1P2	1503	6	4586
LEPREL2_+_6937961.23-P1P2	862	0	0
LEPREL2_+_6937964.23-P1P2	3258	2	1402
LEPREL2_+_6938059.23-P1P2	2259	4568	2
LEPREL2_-_6938000.23-P1P2	1266	2	1640
LGALS2_+_37976013.23-P1P2	441	2	0
LGALS2_+_37976049.23-P1P2	0	0	0
LGALS2_-_37975827.23-P1P2	0	0	0
LGALS2_-_37975929.23-P1P2	5882	6	4
LGALS2_-_37976033.23-P1P2	0	0	0
LGALS7_+_39263633.23-ENST00000378626.4	0	0	0
LGALS7_+_39264103.23-ENST00000378626.4	0	0	0
LGALS7_-_39263666.23-ENST00000378626.4	908	0	443
LGALS7_-_39263857.23-ENST00000378626.4	0	0	0
LGALS7_-_39264038.23-ENST00000378626.4	0	0	0
LGALS9_+_25958315.23-P1P2	0	0	0
LGALS9_-_25958240.23-P1P2	840	1	2069
LGALS9_-_25958253.23-P1P2	0	0	0
LGALS9_-_25958483.23-P1P2	0	0	0
LGALS9_-_25958621.23-P1P2	0	0	0
LGSN_+_64029422.23-P1P2	4719	5	2
LGSN_+_64029425.23-P1P2	0	0	0
LGSN_-_64029669.23-P1P2	0	0	0
LGSN_-_64029738.23-P1P2	0	0	0
LGSN_-_64029830.23-P1P2	0	0	0
LHCGR_+_48982338.23-P1P2	0	0	0
LHCGR_+_48982838.23-P1P2	1325	1	1
LHCGR_-_48982427.23-P1P2	0	0	0
LHCGR_-_48982440.23-P1P2	0	0	0
LHCGR_-_48982811.23-P1P2	5180	4820	3434
LHPP_+_126150437.23-P1P2	2609	4659	4720
LHPP_+_126150786.23-P1P2	1534	0	1
LHPP_-_126150444.23-P1P2	715	1	1516
LHPP_-_126150451.23-P1P2	3351	2931	1
LHPP_-_126150782.23-P1P2	1386	1	1
LIAS_+_39460679.23-P1P2	0	0	0
LIAS_+_39460685.23-P1P2	0	0	0
LIAS_+_39461140.23-P1P2	0	0	0
LIAS_-_39460775.23-P1P2	0	0	0
LIAS_-_39461156.23-P1P2	0	0	0
LIMK1_+_73498172.23-P1	3753	1	1389
LIMK1_+_73498175.23-P1	0	0	0
LIMK1_+_73498555.23-P1	0	0	0
LIMK1_+_73507537.23-P2	0	0	0
LIMK1_+_73507595.23-P2	2776	2	1389
LIMK1_+_73507614.23-P2	0	0	0
LIMK1_+_73507647.23-P2	0	0	0
LIMK1_-_73498189.23-P1	3137	1	1
LIMK1_-_73498366.23-P1	0	0	0
LIMK1_-_73507588.23-P2	4637	3473	1453
LIMK2_-_31608303.23-P1P2	0	0	0
LIMK2_-_31608420.23-P1P2	0	0	0
LIMK2_-_31608608.23-P1P2	2395	2	3480
LIMK2_-_31608641.23-P1P2	0	0	0
LIMK2_-_31608698.23-P1P2	0	0	0
LIPA_+_91011062.23-P1P2	3863	0	3
LIPA_+_91011512.23-P1P2	1584	4763	4994
LIPA_+_91011586.23-P1P2	3086	3	4648
LIPA_-_91011199.23-P1P2	1108	6	3700
LIPA_-_91011546.23-P1P2	1206	6212	1
LIPF_+_90424226.23-P1P2	0	0	0
LIPF_+_90424306.23-P1P2	0	0	0
LIPF_-_90424381.23-P1P2	0	0	0
LIPF_-_90424448.23-P1P2	0	0	0
LIPF_-_90424616.23-P1P2	1437	1	1896
LIPJ_-_90346531.23-P1P2	2103	5198	2507
LIPJ_-_90346602.23-P1P2	1144	0	1
LIPJ_-_90346894.23-P1P2	0	0	0
LIPJ_-_90346942.23-P1P2	0	0	0
LIPJ_-_90346948.23-P1P2	0	0	0
LIPT1_+_99771478.23-P1P2	813	8902	1585
LIPT1_+_99771489.23-P1P2	0	0	0
LIPT1_+_99771539.23-P1P2	1276	3916	1626
LIPT1_-_99771504.23-P1P2	0	0	0
LIPT1_-_99771518.23-P1P2	0	0	0
LMAN1_+_57026445.23-P1P2	1606	0	1
LMAN1_-_57026050.23-P1P2	4164	1	1894
LMAN1_-_57026107.23-P1P2	0	0	0
LMAN1_-_57026186.23-P1P2	1529	3097	1497
LMAN1_-_57026283.23-P1P2	1556	5	3341
LMTK2_+_97736187.23-P1P2	1448	2339	0
LMTK2_+_97736224.23-P1P2	0	0	0
LMTK2_-_97736196.23-P1P2	828	663	2887
LMTK2_-_97736236.23-P1P2	2622	1	2803
LMTK2_-_97736262.23-P1P2	0	0	0
LMTK3_+_49016391.23-P1P2	0	0	0
LMTK3_+_49016507.23-P1P2	2471	6634	3241
LMTK3_+_49016817.23-P1P2	1625	2	5493
LMTK3_+_49016834.23-P1P2	2981	2	6423
LMTK3_-_49016875.23-P1P2	1575	5	1648
LPA_+_161084930.23-P1P2	1516	5175	3801
LPA_+_161085281.23-P1P2	0	0	0
LPA_+_161085286.23-P1P2	0	0	0
LPA_-_161084950.23-P1P2	6199	3	5380
LPA_-_161085028.23-P1P2	0	0	0
LPL_+_19796807.23-P1P2	0	0	0
LPL_+_19797226.23-P1P2	1590	1	2584
LPL_+_19797288.23-P1P2	0	0	0
LPL_-_19796954.23-P1P2	1352	1	1488
LPL_-_19797196.23-P1P2	0	0	0
LPPR2_+_11466136.23-P1P2	2659	2083	1942
LPPR2_+_11466298.23-P1P2	2610	3	4
LPPR2_-_11466214.23-P1P2	0	0	0
LPPR2_-_11466222.23-P1P2	0	0	0
LPPR2_-_11466260.23-P1P2	0	0	0
LRAT_+_155665197.23-P1P2	0	0	0
LRAT_+_155665234.23-P1P2	0	0	0
LRAT_+_155665352.23-P1P2	2452	3	1
LRAT_-_155665206.23-P1P2	3983	5	1619
LRAT_-_155665581.23-P1P2	0	0	0
LRP1_+_57522332.23-P1P2	2029	2	2105
LRP1_+_57522866.23-P1P2	0	0	0
LRP1_-_57522286.23-P1P2	761	1	0
LRP1_-_57522313.23-P1P2	1409	1	0
LRP1_-_57522328.23-P1P2	2654	340	1
LRRK1_+_101459591.23-P1P2	2529	2	1640
LRRK1_+_101459594.23-P1P2	3525	4	1394
LRRK1_-_101459569.23-P1P2	0	0	0
LRRK1_-_101459969.23-P1P2	3526	5	4343
LRRK1_-_101459997.23-P1P2	2073	4090	3
LRRK2_+_40618843.23-P1P2	3534	4	2
LRRK2_+_40618865.23-P1P2	0	0	0
LRRK2_+_40618871.23-P1P2	4331	4	1
LRRK2_+_40619209.23-P1P2	0	0	0
LRRK2_+_40619340.23-P1P2	1113	1	1
LSM6_+_147096955.23-P1P2	0	0	0
LSM6_-_147096910.23-P1P2	0	0	0
LSM6_-_147096913.23-P1P2	0	0	0
LSM6_-_147096927.23-P1P2	0	0	0
LSM6_-_147096958.23-P1P2	0	0	0
LSS_+_47648301.23-P1P2	1559	5013	6
LSS_+_47648648.23-P1P2	0	0	0
LSS_+_47648683.23-P1P2	0	0	0
LSS_+_47648696.23-P1P2	0	0	0
LSS_-_47648468.23-P1P2	0	0	0
LTA4H_+_96429127.23-P1P2	0	0	0
LTA4H_-_96428948.23-P1P2	1110	2	3
LTA4H_-_96428968.23-P1P2	2417	1	1
LTA4H_-_96429091.23-P1P2	1525	2207	0
LTA4H_-_96429293.23-P1P2	0	0	0
LTA_+_31540068.23-P1P2	0	0	0
LTA_+_31540111.23-P1P2	0	0	0
LTA_+_31540542.23-P1P2	0	0	0
LTA_-_31540065.23-P1P2	1337	5399	1608
LTA_-_31540552.23-P1P2	0	0	0
LTC4S_+_179221418.23-P1P2	0	0	0
LTC4S_+_179221448.23-P1P2	1086	0	1093
LTC4S_-_179221023.23-P1P2	1745	0	3
LTC4S_-_179221076.23-P1P2	2457	4586	1756
LTC4S_-_179221093.23-P1P2	1214	3767	2
LTF_-_46505940.23-P1P2	0	0	0
LTF_-_46506319.23-P1P2	0	0	0
LTF_-_46506342.23-P1P2	1534	2873	2
LTF_-_46506380.23-P1P2	0	0	0
LTF_-_46506390.23-P1P2	0	0	0
LTK_+_41805579.23-P1P2	0	0	0
LTK_+_41805774.23-P1P2	3701	3	5
LTK_+_41806006.23-P1P2	3098	3	1931
LTK_+_41806026.23-P1P2	0	0	0
LTK_-_41806018.23-P1P2	1514	1	2565
LY96_+_74903948.23-P1P2	3360	3	0
LY96_+_74903968.23-P1P2	0	0	0
LY96_+_74904029.23-P1P2	1408	1	1
LY96_+_74904116.23-P1P2	0	0	0
LY96_-_74903941.23-P1P2	0	0	0
LYN_+_56792380.23-P1P2	0	0	0
LYN_+_56792447.23-P1P2	2431	4473	1889
LYN_+_56792814.23-P1P2	2570	2673	3
LYN_+_56792854.23-P1P2	1882	4886	1244
LYN_-_56792769.23-P1P2	941	3	4846
LYZ_+_69742152.23-P1P2	0	0	0
LYZ_-_69742194.23-P1P2	0	0	0
LYZ_-_69742245.23-P1P2	1170	0	2127
LYZ_-_69742379.23-P1P2	0	0	0
LYZ_-_69742515.23-P1P2	1652	3	1852
M6PR_+_9101865.23-P1P2	1075	0	3
M6PR_+_9102204.23-P1P2	3597	1	3
M6PR_+_9102212.23-P1P2	0	0	0
M6PR_+_9102222.23-P1P2	0	0	0
M6PR_-_9102165.23-P1P2	4719	5	1597
MADD_+_47291222.23-P1P2	628	3080	4
MADD_+_47291231.23-P1P2	0	0	0
MADD_+_47291677.23-P1P2	3664	2	2
MADD_+_47291704.23-P1P2	1947	4737	4
MADD_-_47291717.23-P1P2	0	0	0
MAGI2_+_79082466.23-P1P2	0	0	0
MAGI2_+_79082500.23-P1P2	0	0	0
MAGI2_+_79082947.23-P1P2	1351	4	5415
MAGI2_-_79082928.23-P1P2	3787	4	8385
MAGI2_-_79082978.23-P1P2	2807	1	0
MAGI3_+_113933181.23-P1P2	0	0	0
MAGI3_+_113933190.23-P1P2	1147	2	4004
MAGI3_+_113933544.23-P1P2	3899	4	14
MAGI3_+_113933548.23-P1P2	3863	7518	2935
MAGI3_-_113933189.23-P1P2	3311	6	3
MAK_+_10838700.23-P1P2	1588	0	1585
MAK_+_10838734.23-P1P2	1440	3	2945
MAK_+_10838745.23-P1P2	0	0	0
MAK_-_10838377.23-P1P2	3804	2853	1562
MAK_-_10838380.23-P1P2	0	0	0
MAN1A1_+_119670517.23-P1P2	2171	0	1688
MAN1A1_+_119670521.23-P1P2	0	0	0
MAN1A1_-_119670721.23-P1P2	2115	2	1775
MAN1A1_-_119670850.23-P1P2	0	0	0
MAN1A1_-_119670897.23-P1P2	3272	3	3376
MAN1B1_+_139981719.23-P1P2	7423	7	2024
MAN1B1_-_139981488.23-P1P2	7686	2	951
MAN1B1_-_139981842.23-P1P2	2241	5	1714
MAN1B1_-_139981868.23-P1P2	3293	2868	2732
MAN1B1_-_139981992.23-P1P2	2148	3	4351
MAN2A1_+_109025632.23-P1P2	0	0	0
MAN2A1_+_109025637.23-P1P2	1369	2	2
MAN2A1_+_109025693.23-P1P2	1589	5871	1664
MAN2A1_-_109025121.23-P1P2	2915	5060	3
MAN2A1_-_109026039.23-P1P2	3083	7	1843
MAOB_+_43741293.23-P1P2	0	0	0
MAOB_+_43741686.23-P1P2	0	0	0
MAOB_+_43741701.23-P1P2	1341	1562	1491
MAOB_-_43741243.23-P1P2	1693	2	1
MAOB_-_43741476.23-P1P2	0	0	0
MAP1A_+_43809808.23-P1P2	949	4	1773
MAP1A_+_43809833.23-P1P2	688	7229	8
MAP1A_+_43809863.23-P1P2	0	0	0
MAP1A_+_43809866.23-P1P2	0	0	0
MAP1A_-_43810238.23-P1P2	2768	4892	7264
MAP2K1_-_66679278.23-P1P2	7135	4	4877
MAP2K1_-_66679290.23-P1P2	3470	2269	1779
MAP2K1_-_66679293.23-P1P2	1409	0	2839
MAP2K1_-_66679296.23-P1P2	0	0	0
MAP2K1_-_66679776.23-P1P2	0	0	0
MAP2K2_+_4123670.23-P1P2	2181	1	0
MAP2K2_+_4123678.23-P1P2	1556	6456	6829
MAP2K2_+_4123712.23-P1P2	0	0	0
MAP2K2_+_4124064.23-P1P2	2101	1406	2829
MAP2K2_-_4124092.23-P1P2	1886	3	1383
MAP2K3_+_21188019.23-P1P2	0	0	0
MAP2K3_+_21188070.23-P1P2	1154	5	3049
MAP2K3_+_21188189.23-P1P2	0	0	0
MAP2K3_+_21188207.23-P1P2	1588	2	0
MAP2K3_-_21188034.23-P1P2	3599	2841	1
MAP2K4_+_11924171.23-P1P2	798	2077	4
MAP2K4_+_11924555.23-P1P2	1438	1	1
MAP2K4_+_11924585.23-P1P2	587	0	0
MAP2K4_+_11924631.23-P1P2	1305	2	1492
MAP2K4_-_11924225.23-P1P2	793	2	0
MAP2K5_+_67835091.23-P1P2	1453	2	1
MAP2K5_+_67835094.23-P1P2	2426	3869	2902
MAP2K5_+_67835452.23-P1P2	1531	1	2
MAP2K5_+_67835554.23-P1P2	800	0	0
MAP2K5_+_67835580.23-P1P2	0	0	0
MAP2K6_+_67410867.23-P1P2	0	0	0
MAP2K6_+_67410873.23-P1P2	1223	7659	3
MAP2K6_+_67410896.23-P1P2	0	0	0
MAP2K6_+_67410900.23-P1P2	0	0	0
MAP2K6_+_67410971.23-P1P2	0	0	0
MAP2K7_+_7968839.23-P1P2	0	0	0
MAP2K7_+_7969168.23-P1P2	3278	925	1592
MAP2K7_+_7969219.23-P1P2	3538	2	0
MAP2K7_-_7968835.23-P1P2	0	0	0
MAP2K7_-_7968965.23-P1P2	0	0	0
MAP3K10_+_40697325.23-P1P2	3301	4204	4977
MAP3K10_+_40697392.23-P1P2	5236	683	4323
MAP3K10_-_40697353.23-P1P2	0	0	0
MAP3K10_-_40697420.23-P1P2	0	0	0
MAP3K10_-_40697755.23-P1P2	5077	2	3
MAP3K11_+_65381272.23-P1	1417	3	1542
MAP3K11_+_65381663.23-P1	2013	2	1
MAP3K11_+_65381709.23-P1	0	0	0
MAP3K11_+_65381712.23-P1	1167	1	902
MAP3K11_+_65382758.23-P2	1531	2559	2
MAP3K11_+_65382822.23-P2	0	0	0
MAP3K11_-_65381254.23-P1	4187	2	1
MAP3K11_-_65382786.23-P2	1389	1	1
MAP3K11_-_65382790.23-P2	0	0	0
MAP3K11_-_65382826.23-P2	1264	0	0
MAP3K12_+_53893257.23-P1P2	0	0	0
MAP3K12_-_53893214.23-P1P2	1556	1	1
MAP3K12_-_53893217.23-P1P2	0	0	0
MAP3K12_-_53893240.23-P1P2	2805	11554	7
MAP3K12_-_53893243.23-P1P2	1249	0	1
MAP3K13_+_185000798.23-P1	1525	2	0
MAP3K13_+_185001157.23-P1	0	0	0
MAP3K13_+_185080978.23-P2	4249	3	4001
MAP3K13_+_185081308.23-P2	828	0	0
MAP3K13_+_185081407.23-P2	0	0	0
MAP3K13_-_185000771.23-P1	0	0	0
MAP3K13_-_185000815.23-P1	1562	2	2063
MAP3K13_-_185000826.23-P1	4946	6	6771
MAP3K13_-_185080952.23-P2	1198	5129	1
MAP3K13_-_185081028.23-P2	3571	5	4418
MAP3K14_+_43394273.23-P1P2	545	0	0
MAP3K14_+_43394373.23-P1P2	1137	6132	4
MAP3K14_+_43394416.23-P1P2	2389	5	1
MAP3K14_-_43393956.23-P1P2	2352	5	6339
MAP3K14_-_43393975.23-P1P2	3234	7224	2
MAP3K15_+_19533217.23-P1P2	1441	3	0
MAP3K15_+_19533399.23-P1P2	0	0	0
MAP3K15_+_19533557.23-P1P2	0	0	0
MAP3K15_-_19533438.23-P1P2	0	0	0
MAP3K15_-_19533551.23-P1P2	3299	1328	2
MAP3K19_+_135804528.23-P1P2	0	0	0
MAP3K19_+_135804993.23-P1P2	0	0	0
MAP3K19_-_135804560.23-P1P2	0	0	0
MAP3K19_-_135804563.23-P1P2	3377	2485	2173
MAP3K19_-_135804678.23-P1P2	0	0	0
MAP3K1_+_56111425.23-P1P2	833	4	4499
MAP3K1_+_56111803.23-P1P2	1394	3	1783
MAP3K1_-_56111403.23-P1P2	716	1	0
MAP3K1_-_56111787.23-P1P2	2578	2	1460
MAP3K1_-_56111820.23-P1P2	3115	2841	3428
MAP3K2_+_128145488.23-P1P2	0	0	0
MAP3K2_+_128145501.23-P1P2	1335	1	1773
MAP3K2_+_128145529.23-P1P2	2478	2761	0
MAP3K2_-_128145498.23-P1P2	2276	16041	3548
MAP3K2_-_128145517.23-P1P2	2463	0	1
MAP3K3_-_61699751.23-P1P2	1181	1699	1565
MAP3K3_-_61699772.23-P1P2	4341	3	2
MAP3K3_-_61699810.23-P1P2	2316	2087	3
MAP3K3_-_61699829.23-P1P2	1201	1	1
MAP3K3_-_61699843.23-P1P2	456	1	1727
MAP3K4_+_161412813.23-P1P2	1278	1	1
MAP3K4_+_161412953.23-P1P2	1363	1	2
MAP3K4_+_161413018.23-P1P2	0	0	0
MAP3K4_-_161412851.23-P1P2	3751	6763	1444
MAP3K4_-_161412865.23-P1P2	0	0	0
MAP3K5_+_137113501.23-P1P2	2102	4063	3
MAP3K5_-_137113110.23-P1P2	6128	7	3
MAP3K5_-_137113480.23-P1P2	2349	5708	1601
MAP3K5_-_137113498.23-P1P2	1332	1	0
MAP3K5_-_137113656.23-P1P2	0	0	0
MAP3K6_+_27693402.23-P1P2	0	0	0
MAP3K6_+_27693436.23-P1P2	2526	3541	4247
MAP3K6_-_27692805.23-P1P2	0	0	0
MAP3K6_-_27693217.23-P1P2	0	0	0
MAP3K6_-_27693370.23-P1P2	1552	3	3
MAP3K7_+_91296756.23-P1P2	761	1889	2396
MAP3K7_+_91296774.23-P1P2	0	0	0
MAP3K7_-_91296403.23-P1P2	0	0	0
MAP3K7_-_91296731.23-P1P2	1628	11837	6489
MAP3K7_-_91296743.23-P1P2	3168	1	902
MAP3K8_+_30723118.23-P1P2	0	0	0
MAP3K8_+_30723123.23-P1P2	3045	6	8863
MAP3K8_+_30723542.23-P1P2	0	0	0
MAP3K8_+_30723548.23-P1P2	2193	2	3349
MAP3K8_-_30723515.23-P1P2	1393	0	1
MAP3K9_+_71275895.23-P1P2	0	0	0
MAP3K9_+_71276168.23-P1P2	1887	7246	6326
MAP3K9_+_71276221.23-P1P2	843	5023	1099
MAP3K9_-_71275881.23-P1P2	2268	1	2
MAP3K9_-_71275994.23-P1P2	1354	4517	1016
MAP4K1_+_39108201.23-P1P2	0	0	0
MAP4K1_+_39108603.23-P1P2	1705	2	1
MAP4K1_-_39108543.23-P1P2	3100	4717	2051
MAP4K1_-_39108568.23-P1P2	0	0	0
MAP4K1_-_39108597.23-P1P2	0	0	0
MAP4K2_+_64570318.23-P1P2	1672	1	1
MAP4K2_-_64570024.23-P1P2	729	1	0
MAP4K2_-_64570252.23-P1P2	948	0	3467
MAP4K2_-_64570267.23-P1P2	2535	12745	7
MAP4K2_-_64570446.23-P1P2	0	0	0
MAP4K3_+_39664019.23-P1P2	1492	0	0
MAP4K3_+_39664025.23-P1P2	741	4185	3406
MAP4K3_-_39663962.23-P1P2	0	0	0
MAP4K3_-_39664372.23-P1P2	2986	2	1
MAP4K3_-_39664377.23-P1P2	875	1	1
MAP4K4_+_102314194.23-P1P2	0	0	0
MAP4K4_+_102314209.23-P1P2	6284	6	3076
MAP4K4_-_102314371.23-P1P2	0	0	0
MAP4K4_-_102314429.23-P1P2	0	0	0
MAP4K4_-_102314572.23-P1P2	0	0	0
MAP4K5_+_50999154.23-P1P2	0	0	0
MAP4K5_+_50999160.23-P1P2	1406	5969	1
MAP4K5_+_50999233.23-P1P2	2834	5180	1542
MAP4K5_-_50998897.23-P1P2	3289	1	2110
MAP4K5_-_50999269.23-P1P2	0	0	0
MAPK10_+_87280698.23-P1P2	2982	1	0
MAPK10_+_87280805.23-P1P2	1510	0	2
MAPK10_+_87280809.23-P1P2	2161	1	1944
MAPK10_+_87281193.23-P1P2	579	0	1
MAPK10_-_87281220.23-P1P2	0	0	0
MAPK11_+_50708400.23-P1P2	2781	1	0
MAPK11_+_50708466.23-P1P2	0	0	0
MAPK11_-_50708384.23-P1P2	2368	0	1179
MAPK11_-_50708414.23-P1P2	5129	2818	2
MAPK11_-_50708798.23-P1P2	1654	1	4199
MAPK12_+_50699693.23-P1P2	0	0	0
MAPK12_+_50699710.23-P1P2	5566	2	2665
MAPK12_-_50699638.23-P1P2	2135	1638	2951
MAPK12_-_50699664.23-P1P2	1764	3	3489
MAPK12_-_50700104.23-P1P2	1384	4734	3335
MAPK13_+_36095562.23-P2	337	1	1726
