	Diff	Lower	Upper
	Rep1	Rep1	Rep1
	/projects/health_sciences/bms/biochemistry/hughes_lab/AlixGibson/Final_ScreenProcessing/ScreenProcessing/R2/step1/output/count_files/21062D-07-04_S105_L006_R2_001_CRISPRi_v2_human.trim_1_39_reverse.fa_h1_top5_Diff20.counts	/projects/health_sciences/bms/biochemistry/hughes_lab/AlixGibson/Final_ScreenProcessing/ScreenProcessing/R2/step1/output/count_files/21062D-07-02_S103_L006_R2_001_CRISPRi_v2_human.trim_1_39_reverse.fa_h1_top5_Diff20.counts	/projects/health_sciences/bms/biochemistry/hughes_lab/AlixGibson/Final_ScreenProcessing/ScreenProcessing/R2/step1/output/count_files/21062D-07-01_S102_L006_R2_001_CRISPRi_v2_human.trim_1_39_reverse.fa_h1_top5_Diff20.counts
sgId			
CTH_+_70876951.23-P1P2	1305	0	1
CTH_+_70876980.23-P1P2	2825	1	2
CTH_+_70876996.23-P1P2	0	0	0
CTH_-_70877335.23-P1P2	2994	0	2
CTLA4_+_204732673.23-P1P2	0	0	0
CTLA4_-_204732544.23-P1P2	1711	1	1415
CTLA4_-_204732923.23-P1P2	0	0	0
CTLA4_-_204732957.23-P1P2	1580	2399	1055
CTLA4_-_204733000.23-P1P2	0	0	0
CTNS_-_3540051.23-P1P2	1235	4	1895
CTNS_-_3540066.23-P1P2	1444	3822	1262
CTNS_-_3540097.23-P1P2	2659	4964	4
CTNS_-_3540100.23-P1P2	718	0	0
CTNS_-_3540452.23-P1P2	588	2411	0
CTRB1_+_75252936.23-P1P2	546	5	1475
CTRB1_+_75252951.23-P1P2	0	0	0
CTRB1_+_75252970.23-P1P2	0	0	0
CTRB1_+_75253108.23-P1P2	2877	0	2
CTRB1_-_75252897.23-P1P2	0	0	0
CTSF_+_66335640.23-P1P2	0	0	0
CTSF_+_66335996.23-P1P2	2541	0	0
CTSF_+_66335999.23-P1P2	2607	3089	3356
CTSF_+_66336004.23-P1P2	4232	2	4604
CTSF_-_66336011.23-P1P2	677	8202	3792
CTSG_+_25045383.23-P1P2	3025	0	2
CTSG_+_25045445.23-P1P2	1306	5178	5
CTSG_-_25045032.23-P1P2	485	0	0
CTSG_-_25045355.23-P1P2	1300	7027	1359
CTSG_-_25045396.23-P1P2	2623	6163	1898
CTSH_+_79237133.23-P1P2	0	0	0
CTSH_+_79237182.23-P1P2	0	0	0
CTSH_+_79237358.23-P1P2	778	4927	954
CTSH_-_79237212.23-P1P2	1225	2250	1
CTSH_-_79237366.23-P1P2	0	0	0
CTSK_+_150780359.23-P1P2	0	0	0
CTSK_-_150780713.23-P1P2	1439	5121	2
CTSK_-_150780724.23-P1P2	2688	4757	1693
CTSK_-_150780752.23-P1P2	0	0	0
CTSK_-_150780800.23-P1P2	0	0	0
CTSL_+_90341065.23-P1	2497	2652	3
CTSL_+_90341431.23-P1	2380	1	1641
CTSL_+_90342816.23-P2	584	2	1
CTSL_+_90342836.23-P2	2905	3964	3
CTSL_-_90341061.23-P1	4017	5511	882
CTSL_-_90341070.23-P1	5208	5197	5604
CTSL_-_90341450.23-P1	3048	1022	3
CTSL_-_90342596.23-P2	1316	1	1464
CTSL_-_90342644.23-P2	0	0	0
CTSL_-_90342824.23-P2	0	0	0
CTSS_+_150738182.23-P1P2	4957	4	2031
CTSS_+_150738194.23-P1P2	0	0	0
CTSS_+_150738208.23-P1P2	0	0	0
CTSS_-_150737888.23-P1P2	1237	2697	1380
CTSS_-_150738222.23-P1P2	0	0	0
CTSV_+_99801008.23-P1P2	0	0	0
CTSV_+_99801205.23-P1P2	3338	2	2
CTSV_+_99801412.23-P1P2	0	0	0
CTSV_-_99800937.23-P1P2	2834	2	2
CTSV_-_99801856.23-P1P2	6376	3167	1887
CUBN_+_17171371.23-P1P2	0	0	0
CUBN_+_17171560.23-P1P2	0	0	0
CUBN_+_17171795.23-P1P2	1710	1	0
CUBN_+_17171800.23-P1P2	0	0	0
CUBN_-_17171723.23-P1P2	0	0	0
CUTA_+_33385267.23-P1P2	0	0	0
CUTA_+_33385646.23-P1P2	0	0	0
CUTA_+_33385660.23-P1P2	2401	2	0
CUTA_-_33385272.23-P1P2	1198	1	0
CUTA_-_33385302.23-P1P2	0	0	0
CXCL10_-_76944225.23-P1P2	3808	0	4
CXCL10_-_76944230.23-P1P2	2956	5	4
CXCL10_-_76944597.23-P1P2	3155	3	2
CXCL10_-_76944615.23-P1P2	4842	5468	2152
CXCL10_-_76944661.23-P1P2	1753	1	0
CXCR1_+_219031625.23-P1P2	8636	3	2
CXCR1_+_219031652.23-P1P2	0	0	0
CXCR1_-_219031618.23-P1P2	1744	2	0
CXCR1_-_219031621.23-P1P2	0	0	0
CXCR1_-_219031662.23-P1P2	1610	1	1770
CYB5A_+_71959106.23-P1P2	0	0	0
CYB5A_+_71959187.23-P1P2	1640	1	1
CYB5A_-_71958867.23-P1P2	4345	2	0
CYB5A_-_71959191.23-P1P2	0	0	0
CYB5A_-_71959222.23-P1P2	3262	6211	1335
CYB5B_-_69458558.23-P1P2	0	0	0
CYB5B_-_69458581.23-P1P2	2204	2	2847
CYB5B_-_69458593.23-P1P2	1627	0	1
CYB5B_-_69458601.23-P1P2	1123	3	0
CYB5B_-_69458620.23-P1P2	0	0	0
CYB5R1_+_202936351.23-P1P2	3334	1908	1566
CYB5R1_+_202936354.23-P1P2	1279	1	1856
CYB5R1_-_202935961.23-P1P2	0	0	0
CYB5R1_-_202936137.23-P1P2	0	0	0
CYB5R1_-_202936337.23-P1P2	5601	2	3
CYC1_+_145150397.23-P1P2	0	0	0
CYC1_-_145149982.23-P1P2	0	0	0
CYC1_-_145150131.23-P1P2	1478	0	1
CYC1_-_145150142.23-P1P2	0	0	0
CYC1_-_145150183.23-P1P2	967	2631	2
CYGB_+_74533350.23-P1P2	2126	4	2723
CYGB_+_74533414.23-P1P2	0	0	0
CYGB_+_74533557.23-P1P2	1705	0	3
CYGB_-_74533364.23-P1P2	4516	5718	589
CYGB_-_74533754.23-P1P2	2155	1	1956
CYP2C18_+_96443542.23-P1P2	0	0	0
CYP2C18_+_96443673.23-P1P2	0	0	0
CYP2C18_+_96443678.23-P1P2	0	0	0
CYP2C18_-_96443514.23-P1P2	0	0	0
CYP2C18_-_96443670.23-P1P2	0	0	0
CYP2C8_+_96829014.23-P1P2	0	0	0
CYP2C8_+_96829078.23-P1P2	0	0	0
CYP2C8_-_96828869.23-P1P2	0	0	0
CYP2C8_-_96828981.23-P1P2	1517	0	1
CYP2C8_-_96829141.23-P1P2	0	0	0
CYP2C9_+_96698676.23-P1P2	0	0	0
CYP2C9_+_96698778.23-P1P2	0	0	0
CYP2C9_-_96698454.23-P1P2	1399	2	2
CYP2C9_-_96698706.23-P1P2	0	0	0
CYP2C9_-_96698919.23-P1P2	0	0	0
CYP2D6_+_42526470.23-P1P2	0	0	0
CYP2D6_+_42526787.23-P1P2	0	0	0
CYP2D6_+_42526794.23-P1P2	4018	3228	2093
CYP2D6_-_42526481.23-P1P2	0	0	0
CYP2D6_-_42526814.23-P1P2	3849	5802	3
CYP3A5_+_99277143.23-P1P2	0	0	0
CYP3A5_+_99277149.23-P1P2	0	0	0
CYP3A5_+_99277556.23-P1P2	3183	1429	20
CYP3A5_+_99277628.23-P1P2	0	0	0
CYP3A5_-_99277257.23-P1P2	602	0	0
CYP4A11_+_47406643.23-P1P2	0	0	0
CYP4A11_+_47406647.23-P1P2	0	0	0
CYP4A11_+_47406982.23-P1P2	0	0	0
CYP4A11_+_47407055.23-P1P2	195	1	1040
CYP4A11_+_47407154.23-P1P2	1166	0	0
CYSLTR1_+_77582557.23-P1P2	0	0	0
CYSLTR1_+_77582570.23-P1P2	0	0	0
CYSLTR1_+_77583083.23-P1P2	0	0	0
CYSLTR1_-_77582695.23-P1P2	0	0	0
CYSLTR1_-_77583040.23-P1P2	0	0	0
CYSLTR2_+_49281226.23-ENST00000282018.3	2480	5835	550
CYSLTR2_+_49281378.23-ENST00000282018.3	1230	2	2948
CYSLTR2_+_49281416.23-ENST00000282018.3	0	0	0
CYSLTR2_+_49281423.23-ENST00000282018.3	0	0	0
CYSLTR2_-_49281431.23-ENST00000282018.3	704	0	0
CYTH2_+_48972662.23-P1P2	3946	12	2083
CYTH2_-_48972593.23-P1P2	0	0	0
CYTH2_-_48972650.23-P1P2	0	0	0
CYTH2_-_48972707.23-P1P2	1503	0	333
CYTH2_-_48973064.23-P1P2	483	2	1319
CYTH3_+_6311871.23-P1P2	6426	4666	1528
CYTH3_+_6311923.23-P1P2	0	0	0
CYTH3_+_6311994.23-P1P2	0	0	0
CYTH3_-_6312213.23-P1P2	0	0	0
CYTH3_-_6312231.23-P1P2	1256	5142	1798
DAO_+_109273872.23-P1P2	1821	1	3717
DAO_+_109273913.23-P1P2	0	0	0
DAO_+_109273929.23-P1P2	1136	4	1818
DAO_-_109273923.23-P1P2	0	0	0
DAO_-_109274296.23-P1P2	2459	0	0
DAPK1_+_90112820.23-P1P2	1664	0	0
DAPK1_+_90112838.23-P1P2	0	0	0
DAPK1_-_90112796.23-P1P2	1397	2	1869
DAPK1_-_90112825.23-P1P2	771	6186	2379
DAPK1_-_90112867.23-P1P2	4741	6729	2
DAPK2_+_64338238.23-P1P2	1342	2	1912
DAPK2_+_64338395.23-P1P2	2849	2727	2
DAPK2_-_64338287.23-P1P2	5020	4	2117
DAPK2_-_64338497.23-P1P2	3039	3488	2
DAPK2_-_64338687.23-P1P2	2056	3	2129
DAPK3_+_3970693.23-P1P2	1164	1	0
DAPK3_+_3971008.23-P1P2	0	0	0
DAPK3_+_3971028.23-P1P2	1216	2176	6258
DAPK3_-_3971041.23-P1P2	0	0	0
DAPK3_-_3971045.23-P1P2	0	0	0
DAPP1_+_100738030.23-P1P2	0	0	0
DAPP1_+_100738052.23-P1P2	783	4	1657
DAPP1_-_100737993.23-P1P2	962	5	2782
DAPP1_-_100738017.23-P1P2	1637	1	0
DAPP1_-_100738024.23-P1P2	0	0	0
DARS2_+_173793647.23-P1P2	0	0	0
DARS2_+_173793665.23-P1P2	0	0	0
DARS2_+_173793774.23-P1P2	1697	0	0
DARS2_-_173793815.23-P1P2	0	0	0
DARS2_-_173793832.23-P1P2	0	0	0
DARS_+_136743129.23-P1P2	1458	1	1
DARS_-_136743091.23-P1P2	3970	2	0
DARS_-_136743104.23-P1P2	0	0	0
DARS_-_136743145.23-P1P2	2974	9645	3
DARS_-_136743164.23-P1P2	0	0	0
DBF4_+_87505817.23-P1P2	3783	1	1
DBF4_+_87505826.23-P1P2	671	0	0
DBF4_+_87506208.23-P1P2	804	0	2
DBF4_+_87506231.23-P1P2	0	0	0
DBF4_-_87505724.23-P1P2	0	0	0
DBH_+_136501496.23-P1P2	1245	0	1
DBH_+_136501500.23-P1P2	992	6674	4985
DBH_+_136501863.23-P1P2	0	0	0
DBH_+_136501907.23-P1P2	1484	2	1847
DBH_-_136501544.23-P1P2	2921	1	3
DBI_+_120124588.23-P1	1587	1	0
DBI_+_120124600.23-P1	1133	2278	5927
DBI_-_120124984.23-P1	0	0	0
DBI_-_120124997.23-P1	3072	2999	1408
DBI_-_120125000.23-P1	2615	1	1167
DBI_-_120125823.23-P2	0	0	0
DBI_-_120125842.23-P2	1586	0	2893
DBI_-_120125881.23-P2	0	0	0
DBI_-_120126220.23-P2	0	0	0
DBI_-_120126235.23-P2	986	0	255
DCD_-_55041665.23-P1P2	0	0	0
DCD_-_55041682.23-P1P2	1164	0	2
DCD_-_55041698.23-P1P2	0	0	0
DCD_-_55041900.23-P1P2	2380	4	1255
DCD_-_55042144.23-P1P2	0	0	0
DCK_+_71859153.23-P1P2	1715	2	0
DCK_+_71859234.23-P1P2	0	0	0
DCK_+_71859804.23-P1P2	1690	2	5366
DCK_-_71859323.23-P1P2	5987	3	5443
DCK_-_71859688.23-P1P2	2326	1667	3
DCLK1_+_36705061.23-ENST00000255448.4	0	0	0
DCLK1_+_36705267.23-ENST00000255448.4	0	0	0
DCLK1_+_36705270.23-ENST00000255448.4	3441	4	0
DCLK1_+_36705492.23-ENST00000255448.4	618	2	0
DCLK1_-_36705511.23-ENST00000255448.4	0	0	0
DCLK2_+_151000068.23-P1P2	62	4	5853
DCLK2_-_150999587.23-P1P2	3043	0	3156
DCLK2_-_150999592.23-P1P2	0	0	0
DCLK2_-_150999622.23-P1P2	978	1962	3
DCLK2_-_150999968.23-P1P2	1529	2	1
DCLK3_+_36781225.23-P1P2	2819	0	1681
DCLK3_-_36781235.23-P1P2	5362	2	2037
DCLK3_-_36781240.23-P1P2	0	0	0
DCLK3_-_36781293.23-P1P2	0	0	0
DCLK3_-_36781316.23-P1P2	1260	0	1
DCPS_-_126173845.23-P1P2	0	0	0
DCPS_-_126173865.23-P1P2	0	0	0
DCPS_-_126174007.23-P1P2	0	0	0
DCPS_-_126174029.23-P1P2	0	0	0
DCPS_-_126174186.23-P1P2	0	0	0
DCTD_+_183838462.23-P1P2	420	0	1386
DCTD_+_183838478.23-P1P2	0	0	0
DCTD_+_183838508.23-P1P2	2691	0	0
DCTD_-_183838133.23-P1P2	490	3	1801
DCTD_-_183838536.23-P1P2	2517	1	2
DCXR_+_79995174.23-P1P2	1322	5995	2
DCXR_+_79995501.23-P1P2	1458	1	4
DCXR_+_79995505.23-P1P2	0	0	0
DCXR_-_79995537.23-P1P2	0	0	0
DCXR_-_79995562.23-P1P2	0	0	0
DDAH1_+_85930405.23-P1P2	2817	1	0
DDAH1_+_85930831.23-P1P2	0	0	0
DDAH1_-_85930365.23-P1P2	4880	2894	4
DDAH1_-_85930417.23-P1P2	1571	4051	0
DDAH1_-_85930827.23-P1P2	2965	275	1388
DDAH2_+_31697839.23-P1P2	5693	5004	5224
DDAH2_-_31696730.23-P1P2	1529	3609	7183
DDAH2_-_31697596.23-P1P2	4626	1	2
DDAH2_-_31697971.23-P1P2	0	0	0
DDAH2_-_31697994.23-P1P2	0	0	0
DDC_+_50632705.23-P1P2	873	5	3139
DDC_+_50633113.23-P1P2	815	1	2
DDC_+_50633123.23-P1P2	2692	3	1601
DDC_-_50632675.23-P1P2	1176	4480	1122
DDC_-_50633079.23-P1P2	0	0	0
DDR1_+_30850728.23-P2	854	6	2069
DDR1_+_30850899.23-P2	1628	4	3747
DDR1_+_30851171.23-P2	5049	3	3
DDR1_+_30852305.23-P1	3926	3	1443
DDR1_+_30852315.23-P1	4317	1	6
DDR1_+_30852745.23-P1	6129	6	4
DDR1_-_30850727.23-P2	994	2489	3609
DDR1_-_30850759.23-P2	0	0	0
DDR1_-_30852454.23-P1	0	0	0
DDR1_-_30852492.23-P1	1879	0	3
DDR2_+_162602272.23-P1P2	721	0	0
DDR2_+_162602286.23-P1P2	0	0	0
DDR2_+_162602290.23-P1P2	2409	4408	6
DDR2_+_162602592.23-P1P2	0	0	0
DDR2_-_162602245.23-P1P2	0	0	0
DDX39B_-_31509349.23-P1P2	0	0	0
DDX39B_-_31509735.23-P1P2	0	0	0
DDX39B_-_31509748.23-P1P2	0	0	0
DDX39B_-_31509751.23-P1P2	0	0	0
DDX39B_-_31509769.23-P1P2	0	0	0
DECR1_+_91013765.23-P1P2	0	0	0
DECR1_-_91014077.23-P1P2	4613	6143	2638
DECR1_-_91014106.23-P1P2	2800	2	1
DECR1_-_91014120.23-P1P2	0	0	0
DECR1_-_91014135.23-P1P2	0	0	0
DGKA_+_56324982.23-P1P2	0	0	0
DGKA_+_56325081.23-P1P2	0	0	0
DGKA_+_56325365.23-P1P2	1543	0	4
DGKA_-_56325140.23-P1P2	1429	5	3250
DGKA_-_56326234.23-P1P2	0	0	0
DGKB_+_14942616.23-P1P2	499	2	2192
DGKB_+_14942911.23-P1P2	1481	2777	1
DGKB_+_14942915.23-P1P2	2062	5402	2
DGKB_-_14942495.23-P1P2	503	3	2495
DGKB_-_14942561.23-P1P2	2834	1	3
DGKD_+_234263221.23-P1P2	1703	2302	2873
DGKD_+_234263224.23-P1P2	5808	5	3426
DGKD_-_234263173.23-P1P2	983	5	1552
DGKD_-_234263257.23-P1P2	1663	5031	1
DGKD_-_234263522.23-P1P2	1021	7876	2931
DGKE_+_54911526.23-P1P2	1176	1	1
DGKE_+_54911823.23-P1P2	2412	1	2697
DGKE_+_54911838.23-P1P2	144	3101	0
DGKE_+_54911843.23-P1P2	3439	12095	1193
DGKE_-_54911871.23-P1P2	0	0	0
DGKG_+_186079543.23-P1P2	2008	3	1829
DGKG_+_186079624.23-P1P2	3011	1669	7
DGKG_+_186079946.23-P1P2	1588	3	1531
DGKG_+_186079982.23-P1P2	0	0	0
DGKG_-_186080016.23-P1P2	0	0	0
DGKH_+_42614250.23-P2	1064	5994	5936
DGKH_+_42614259.23-P2	0	0	0
DGKH_+_42614467.23-P2	0	0	0
DGKH_+_42622843.23-P1	1222	1	1909
DGKH_+_42622867.23-P1	6306	6	1574
DGKH_-_42614236.23-P2	1458	2	1017
DGKH_-_42614276.23-P2	0	0	0
DGKH_-_42622785.23-P1	1046	1	0
DGKH_-_42622801.23-P1	0	0	0
DGKH_-_42623106.23-P1	2837	2666	3
DGKI_+_137531202.23-P1P2	1467	1	0
DGKI_+_137531206.23-P1P2	1290	1953	3533
DGKI_+_137531588.23-P1P2	0	0	0
DGKI_-_137531157.23-P1P2	1356	2	1535
DGKI_-_137531574.23-P1P2	6403	1740	5
DGKK_+_50213751.23-P1P2	0	0	0
DGKK_-_50213637.23-P1P2	4175	3	3249
DGKK_-_50213743.23-P1P2	1171	1	1
DGKK_-_50213780.23-P1P2	3023	4	1472
DGKK_-_50213840.23-P1P2	0	0	0
DGKQ_+_966926.23-P1	0	0	0
DGKQ_+_967291.23-P1	2282	3	3133
DGKQ_+_967322.23-P1	3477	4	4
DGKQ_+_967337.23-P1	4858	2	4
DGKQ_+_980664.23-P2	1351	0	1451
DGKQ_+_980716.23-P2	855	5429	2455
DGKQ_-_967335.23-P1	5004	3	1245
DGKQ_-_980377.23-P2	0	0	0
DGKQ_-_980401.23-P2	1455	1578	5370
DGKQ_-_980679.23-P2	1576	1	3
DGKZ_+_46369421.23-P1P2	0	0	0
DGKZ_+_46369445.23-P1P2	4462	3	1744
DGKZ_-_46369028.23-P1P2	0	0	0
DGKZ_-_46369057.23-P1P2	2092	4558	1952
DGKZ_-_46369488.23-P1P2	0	0	0
DGUOK_+_74154041.23-P1P2	3167	4	1863
DGUOK_+_74154076.23-P1P2	0	0	0
DGUOK_+_74154214.23-P1P2	0	0	0
DGUOK_-_74153989.23-P1P2	0	0	0
DGUOK_-_74154035.23-P1P2	1581	2	0
DHCR7_+_71159363.23-P1P2	0	0	0
DHCR7_+_71159403.23-P1P2	1438	2	1
DHCR7_+_71159406.23-P1P2	2341	1	1747
DHCR7_-_71158984.23-P1P2	0	0	0
DHCR7_-_71159000.23-P1P2	0	0	0
DHFRL1_+_93781704.23-P1P2	0	0	0
DHFRL1_+_93781711.23-P1P2	1292	1824	2481
DHFRL1_+_93781714.23-P1P2	1639	1	3
DHFRL1_+_93781735.23-P1P2	3216	2	0
DHFRL1_-_93781340.23-P1P2	1551	5	2560
DHODH_+_72049721.23-P2	6979	1020	3332
DHODH_+_72050082.23-P2	0	0	0
DHODH_-_72042655.23-P1	0	0	0
DHODH_-_72042659.23-P1	2763	4085	1752
DHODH_-_72042709.23-P1	7485	8	2548
DHODH_-_72042714.23-P1	0	0	0
DHODH_-_72042728.23-P1	0	0	0
DHODH_-_72049691.23-P2	0	0	0
DHODH_-_72050053.23-P2	0	0	0
DHODH_-_72050090.23-P2	1211	2164	2002
DHPS_+_12792224.23-P1P2	0	0	0
DHPS_+_12792300.23-P1P2	2245	3	2672
DHPS_+_12792543.23-P1P2	0	0	0
DHPS_+_12792611.23-P1P2	2981	7789	1113
DHPS_-_12792690.23-P1P2	1646	4	3347
DHRS11_+_34948687.23-P1P2	0	0	0
DHRS11_+_34948809.23-P1P2	1263	1	0
DHRS11_-_34948321.23-P1P2	0	0	0
DHRS11_-_34948355.23-P1P2	0	0	0
DHRS11_-_34948705.23-P1P2	3728	3	5
DHRS4L1_+_24506017.23-P1P2	746	3494	5
DHRS4L1_+_24506061.23-P1P2	1511	2241	3
DHRS4L1_+_24506064.23-P1P2	0	0	0
DHRS4L1_+_24506110.23-P1P2	1454	4094	5
DHRS4L1_-_24505684.23-P1P2	0	0	0
DHRS4L2_+_24458116.23-ENST00000382755.4	0	0	0
DHRS4L2_+_24458437.23-ENST00000382755.4	1226	0	1593
DHRS4L2_+_24458467.23-ENST00000382755.4	787	1	1704
DHRS4L2_-_24458057.23-ENST00000382755.4	1204	4979	1817
DHRS4L2_-_24458131.23-ENST00000382755.4	0	0	0
DHRS4_+_24422957.23-P1P2	0	0	0
DHRS4_+_24423319.23-P1P2	0	0	0
DHRS4_+_24423363.23-P1P2	0	0	0
DHRS4_-_24423009.23-P1P2	0	0	0
DHRS4_-_24423338.23-P1P2	1785	1	1
DLAT_+_111896129.23-P1P2	0	0	0
DLAT_+_111896480.23-P1P2	0	0	0
DLAT_+_111896544.23-P1P2	1650	1	0
DLAT_-_111896155.23-P1P2	0	0	0
DLAT_-_111896201.23-P1P2	0	0	0
DLD_+_107532066.23-P1P2	0	0	0
DLD_-_107531631.23-P1P2	0	0	0
DLD_-_107531642.23-P1P2	0	0	0
DLD_-_107531670.23-P1P2	875	1	0
DLD_-_107531673.23-P1P2	0	0	0
DLG4_+_7108079.23-P2	652	3989	1
DLG4_+_7108461.23-P2	1286	3738	5
DLG4_+_7108469.23-P2	0	0	0
DLG4_+_7120524.23-P1	0	0	0
DLG4_+_7120527.23-P1	1290	0	1
DLG4_-_7108418.23-P2	1300	1	3
DLG4_-_7108426.23-P2	207	3	1864
DLG4_-_7120514.23-P1	0	0	0
DLG4_-_7120929.23-P1	0	0	0
DLG4_-_7120934.23-P1	4358	5	1583
DMPK_+_46285229.23-P1P2	0	0	0
DMPK_+_46285701.23-P1P2	7099	10	3949
DMPK_-_46285333.23-P1P2	0	0	0
DMPK_-_46285540.23-P1P2	6696	5531	6
DMPK_-_46285672.23-P1P2	1433	1	1153
DNASE1_+_3704851.23-P1P2	2593	8491	6
DNASE1_+_3704866.23-P1P2	1556	1	1845
DNASE1_+_3705194.23-P1P2	0	0	0
DNASE1_+_3705260.23-P1P2	0	0	0
DNASE1_-_3704881.23-P1P2	1511	6	2093
DNPEP_+_220252560.23-P1P2	0	0	0
DNPEP_+_220252581.23-P1P2	730	2105	1769
DNPEP_+_220252606.23-P1P2	0	0	0
DNPEP_-_220252268.23-P1P2	1296	1	1868
DNPEP_-_220252618.23-P1P2	1010	3558	1680
DNTT_+_98064245.23-P1P2	720	1	0
DNTT_+_98064251.23-P1P2	349	1822	1
DNTT_+_98064273.23-P1P2	0	0	0
DNTT_-_98064235.23-P1P2	1324	1	0
DNTT_-_98064304.23-P1P2	1114	0	0
DOK1_+_74781491.23-P1P2	1976	3	1747
DOK1_+_74781500.23-P1P2	1354	4	3953
DOK1_-_74781509.23-P1P2	0	0	0
DOK1_-_74781904.23-P1P2	811	1	1937
DOK1_-_74782111.23-P1P2	2811	6394	3
DOLPP1_+_131843438.23-P1P2	2307	2	1728
DOLPP1_+_131843452.23-P1P2	1399	4	2244
DOLPP1_-_131843423.23-P1P2	2469	2	3466
DOLPP1_-_131843451.23-P1P2	2175	0	0
DOLPP1_-_131843622.23-P1P2	0	0	0
DPEP1_+_89680095.23-P2	2139	1675	559
DPEP1_+_89680572.23-P2	0	0	0
DPEP1_+_89696684.23-P1	0	0	0
DPEP1_+_89696690.23-P1	0	0	0
DPEP1_+_89696743.23-P1	0	0	0
DPEP1_+_89696906.23-P1	535	5993	2
DPEP1_-_89680046.23-P2	3472	3577	3259
DPEP1_-_89680073.23-P2	92	1540	1662
DPEP1_-_89680121.23-P2	0	0	0
DPEP1_-_89696965.23-P1	0	0	0
DPH5_+_101490943.23-P1P2	0	0	0
DPH5_+_101491288.23-P1P2	1348	3	1417
DPH5_-_101490901.23-P1P2	0	0	0
DPH5_-_101491256.23-P1P2	0	0	0
DPH5_-_101491365.23-P1P2	1453	2	2073
DPP4_+_162930180.23-P1P2	0	0	0
DPP4_+_162930574.23-P1P2	690	4064	1675
DPP4_-_162930173.23-P1P2	0	0	0
DPP4_-_162930550.23-P1P2	1106	0	1
DPP4_-_162930554.23-P1P2	4087	3	1671
DPP6_-_153750142.23-ENST00000377770.3	2306	4798	2
DPP6_-_153750145.23-ENST00000377770.3	313	4893	1455
DPP6_-_153750172.23-ENST00000377770.3	5754	3	1544
DPP6_-_153750222.23-ENST00000377770.3	3624	2	4
DPP6_-_153750330.23-ENST00000377770.3	0	0	0
DRD1_+_174870696.23-P1P2	2698	5500	6
DRD1_+_174870700.23-P1P2	0	0	0
DRD1_+_174871080.23-P1P2	2411	0	2
DRD1_+_174871119.23-P1P2	3143	2286	0
DRD1_-_174871153.23-P1P2	3065	5021	3
DRD2_+_113345655.23-P1P2	3930	13536	1373
DRD2_+_113345727.23-P1P2	0	0	0
DRD2_+_113345743.23-P1P2	0	0	0
DRD2_-_113345666.23-P1P2	0	0	0
DRD2_-_113345669.23-P1P2	664	2489	2
DRD3_+_113897246.23-P1P2	0	0	0
DRD3_+_113897531.23-P1P2	0	0	0
DRD3_+_113897698.23-P1P2	0	0	0
DRD3_+_113897708.23-P1P2	0	0	0
DRD3_-_113897274.23-P1P2	0	0	0
DRD4_+_637505.23-P1P2	2238	2	1872
DRD4_+_637546.23-P1P2	0	0	0
DRD4_+_637647.23-P1P2	1141	5447	1
DRD4_+_637674.23-P1P2	0	0	0
DRD4_+_637851.23-P1P2	2933	3	2
DRD5_+_9783346.23-P1P2	1447	3	1654
DRD5_+_9783764.23-P1P2	1696	1	2
DRD5_+_9783903.23-P1P2	0	0	0
DRD5_-_9783675.23-P1P2	0	0	0
DRD5_-_9783776.23-P1P2	1495	0	1
DSTN_+_17550778.23-P1P2	524	1	1786
DSTN_+_17551017.23-P1P2	1065	1	1847
DSTN_+_17551106.23-P1P2	645	0	1470
DSTN_+_17551118.23-P1P2	0	0	0
DSTN_-_17550792.23-P1P2	3271	4	2816
DSTYK_+_205180408.23-P1P2	2256	8354	1103
DSTYK_+_205180637.23-P1P2	3006	6	4273
DSTYK_+_205180672.23-P1P2	2194	1	1599
DSTYK_-_205180469.23-P1P2	0	0	0
DSTYK_-_205180561.23-P1P2	0	0	0
DTYMK_+_242626160.23-P1P2	0	0	0
DTYMK_+_242626164.23-P1P2	0	0	0
DTYMK_+_242626181.23-P1P2	2178	3746	4
DTYMK_+_242626191.23-P1P2	1482	0	0
DTYMK_+_242626194.23-P1P2	647	0	0
DUSP10_+_221914980.23-P1P2	0	0	0
DUSP10_+_221915343.23-P1P2	0	0	0
DUSP10_+_221915358.23-P1P2	0	0	0
DUSP10_+_221915387.23-P1P2	0	0	0
DUSP10_-_221915401.23-P1P2	917	0	1
DUSP11_+_74007021.23-P1P2	2528	5	1243
DUSP11_+_74007168.23-P1P2	0	0	0
DUSP11_+_74007204.23-P1P2	2531	1	1191
DUSP11_+_74007207.23-P1P2	4547	2	1420
DUSP11_-_74007156.23-P1P2	1195	3905	6
DUSP12_+_161719571.23-P1P2	0	0	0
DUSP12_+_161719608.23-P1P2	0	0	0
DUSP12_+_161719994.23-P1P2	959	4	1
DUSP12_-_161719619.23-P1P2	0	0	0
DUSP12_-_161719818.23-P1P2	0	0	0
DUSP13_+_76868493.23-P1P2	2882	3	1
DUSP13_+_76868578.23-P1P2	1741	0	837
DUSP13_+_76868587.23-P1P2	760	1	0
DUSP13_+_76868592.23-P1P2	6901	4	1972
DUSP13_+_76868735.23-P1P2	0	0	0
DUSP14_+_35850028.23-P1	2235	5243	4765
DUSP14_+_35850061.23-P1	1170	1	1370
DUSP14_+_35850412.23-P1	1196	1	1647
