	lower	upper
	Rep1	Rep1
sgId		
ADRB1_-_115803895.23-P1P2	8.083905717949824	-1.2374905342405706
ADRB1_-_115804061.23-P1P2	9.726134083056797	2.2875357636470195
ADRB1_-_115804069.23-P1P2	0.868012032145951	2.472680932703938
ADRB1_-_115804075.23-P1P2	10.08282513872416	1.1728032713432635
ADRB2_+_148206220.23-P1P2	7.601812974708026	-0.48764030882307563
ADRB2_+_148206227.23-P1P2	9.756961363055947	-9.462813063399995
ADRB2_-_148206186.23-P1P2	-1.504646864862341	1.2413515461331486
ADRB2_-_148206207.23-P1P2	-2.175000856814142	0.8583043818153597
ADRB2_-_148206413.23-P1P2	0.4542406102110981	-9.038464258221136
ADRB3_+_37822768.23-P1P2	10.368778444909301	1.4363102214828487
ADRB3_-_37822919.23-P1P2	-1.504646864862341	0.8799324002286191
ADRB3_-_37823380.23-P1P2	-0.007836995048887019	3.9716412527084195
ADRB3_-_37823667.23-P1P2	11.140591288247801	2.4242540370440535
ADRB3_-_37823742.23-P1P2	-1.5955553610605513	1.556288558533351
ADRBK1_+_67033933.23-P1P2	10.731972053139941	2.1221622992472455
ADRBK1_+_67034195.23-P1P2		
ADRBK1_+_67034566.23-P1P2	-1.7944200307954308	-10.287124899227667
ADRBK1_-_67033953.23-P1P2		
ADRBK1_-_67034001.23-P1P2	-0.9587371407049599	0.5397254970028154
ADRBK2_+_25960616.23-P1P2	9.117679397231262	1.7133696447447408
ADRBK2_-_25960625.23-P1P2	8.45727373806134	-0.007542473781428749
ADRBK2_-_25960628.23-P1P2		
ADRBK2_-_25960707.23-P1P2	-0.5127692545236933	0.6665091491359368
ADRBK2_-_25960854.23-P1P2	-2.143960609520125	-4.218812963066462
ADSSL1_+_105190776.23-P1P2	0.541434317043926	1.0056863425265
ADSSL1_+_105190789.23-P1P2	-1.6419134150504942	-0.5347054412956008
ADSSL1_+_105190984.23-P1P2	-0.5269545267498046	-9.434696894460885
ADSSL1_-_105190591.23-P1P2	8.289110206535502	0.5071988759163123
ADSSL1_-_105190615.23-P1P2	9.84921214942303	0.5864698652189402
AFG3L2_+_12377215.23-P1P2		
AFG3L2_-_12377072.23-P1P2		
AFG3L2_-_12377209.23-P1P2		
AFG3L2_-_12377212.23-P1P2		
AFG3L2_-_12377232.23-P1P2		
