index,epsilon,pvalue,gene,product
NDUFV3,-0.23967333333333363,0.1451165289009579,NDUFV3,-0.20091410922070593
GABRQ,-0.25090666666666683,0.1578287726418191,GABRQ,-0.2011804330563133
PDLIM5,-0.33182333333333336,0.24731182795698922,PDLIM5,-0.20133550395885091
NTC_791,-0.5701733333333334,0.4432243006646116,NTC,-0.20148582075346666
STK10,-0.3659233333333334,0.2805049088359046,STK10,-0.202011464948478
AMN,-0.29773999999999967,0.20812569007191667,AMN,-0.20296170881488865
NTC_1630,-0.6075066666666666,0.4630822527891689,NTC,-0.20311491049504746
TF,-0.26594000000000007,0.17125719912864432,TF,-0.20380342829902381
NTC_651,-0.8346066666666667,0.5694332663215453,NTC,-0.20410904024112747
NTC_1777,-0.808006666666667,0.558295047749257,NTC,-0.20453575693821566
PPP1R16B,-0.5022733333333336,0.3913043478260868,PPP1R16B,-0.2046690132648888
NTC_1659,-0.7834733333333337,0.5472638215462551,NTC,-0.2051158737284809
NTC_1314,-0.6544733333333332,0.48342657054454485,NTC,-0.20659725888302433
NTC_658,-0.6551399999999998,0.48342657054454485,NTC,-0.2068077052051388
TRAPPC6B,-0.41692333333333353,0.3160355306217859,TRAPPC6B,-0.20857177137853677
NTC_41,-0.91724,0.5920225255079181,NTC,-0.2088204807718927
NTC_1725,-0.7257066666666665,0.5148311295964891,NTC,-0.20924677765668434
IKBKG,-0.31492333333333367,0.21598877980364653,IKBKG,-0.20960314789782752
NTC_1326,-0.6097733333333335,0.45309186047222316,NTC,-0.20964845003846241
ADRB1,-0.2616400000000003,0.1578287726418191,ADRB1,-0.20978656806589638
PIK3CD,-0.28360666666666656,0.17825490137566768,PIK3CD,-0.21240962926034185
NTC_1107,-1.0068800000000002,0.6150145313229105,NTC,-0.21256709136773214
NTC_333,-1.2450400000000004,0.674133946946755,NTC,-0.21321783465254643
AMT,-0.5251733333333335,0.3913043478260868,AMT,-0.2140004272435311
NTC_138,-1.1001400000000001,0.6383910283695007,NTC,-0.21443183532226548
PPP1R37,-0.5302733333333336,0.3913043478260868,PPP1R37,-0.2160786024090803
NTC_391,-0.9203733333333335,0.5806764575913619,NTC,-0.21726864996865414
NTC_884,-0.5140066666666665,0.37767618511607093,NTC,-0.21736334446162872
CHKB,-0.40982333333333365,0.292192613370734,CHKB,-0.2189812161277123
NTC_19,-0.46247333333333307,0.33472847233967196,NTC,-0.2198169719903078
PIK3R4,-0.5412733333333333,0.3913043478260868,PIK3R4,-0.22056094100144114
NTC_1747,-0.9050400000000005,0.5694332663215453,NTC,-0.22133401655849472
NTC_443,-0.6489400000000001,0.45309186047222316,NTC,-0.22311448817258836
KIF5B,-0.5480733333333334,0.3913043478260868,KIF5B,-0.2233318412221734
NCAN,-0.4592733333333334,0.326086956521739,NCAN,-0.22351297903180267
NTC_717,-0.49307333333333325,0.3515151262406778,NTC,-0.22388289650423088
NTC_146,-0.40570666666666666,0.2801156405678691,NTC,-0.22421891794624757
CHRM5,-0.5502733333333336,0.3913043478260868,CHRM5,-0.2242283089406457
NTC_535,-0.9174400000000005,0.5694332663215453,NTC,-0.22436652540376711
GALE,-0.25167333333333364,0.1273611649906001,GALE,-0.22523831564036012
DGKA,-0.5542733333333336,0.3913043478260868,DGKA,-0.22585825024695874
NTC_1300,-0.49750666666666676,0.3515151262406778,NTC,-0.22589587802388747
NTC_1318,-0.9609066666666668,0.5806764575913619,NTC,-0.22683718296837466
RAB7A,-0.5572733333333333,0.3913043478260868,RAB7A,-0.22708070622669344
UGP2,-0.7489166666666667,0.49744859896750315,UGP2,-0.22711031819939376
NTC_1059,-0.35297333333333336,0.2255218446376277,NTC,-0.2283071705468492
NTC_800,-0.49183999999999983,0.34305618987799824,NTC,-0.2285259505932829
NTC_958,-0.30600666666666676,0.1789836519266249,NTC,-0.2286440915403715
GLUD2,-0.5616733333333332,0.3913043478260868,GLUD2,-0.2288736416636378
MTMR3,-0.5631733333333333,0.3913043478260868,MTMR3,-0.2294848696535052
NTC_208,-0.4528399999999997,0.310534197272332,NTC,-0.22999316418010896
NTC_1464,-0.9771733333333334,0.5806764575913619,NTC,-0.2306771863432625
BLK,-0.3929733333333334,0.25806451612903225,BLK,-0.2311750935435196
NTC_1547,-0.35780666666666683,0.2255218446376277,NTC,-0.2314334255736023
NTC_494,-0.4106066666666668,0.2728385659706112,NTC,-0.23162085629928228
AVPR1A,-0.5359733333333332,0.3695652173913042,AVPR1A,-0.2317060476849608
NTC_1005,-0.982873333333333,0.5806764575913619,NTC,-0.2320227612963481
PPP1R32,-0.32882333333333325,0.1963534361851332,PPP1R32,-0.2324654350524861
NTC_475,-0.4791400000000001,0.3265321669468846,NTC,-0.2328975105339791
TWF2,-0.5725733333333336,0.3913043478260868,TWF2,-0.23331523172334107
PIK3R1,-0.29210666666666674,0.1578287726418191,PIK3R1,-0.2342151624719795
NTC_1111,-0.4152733333333334,0.2728385659706112,NTC,-0.23425329609421167
NTC_1178,-0.55444,0.37767618511607093,NTC,-0.23446180860813506
FNTA,-0.5757733333333332,0.3913043478260868,FNTA,-0.23461918476839136
LHPP,-0.3642733333333332,0.22627395979429638,LHPP,-0.23508941382773674
NTC_634,-0.4289399999999999,0.2801156405678691,NTC,-0.23705911330977242
NTC_851,-0.4135399999999998,0.2656918864313077,NTC,-0.23804260098546803
NTC_513,-0.6740066666666666,0.4432243006646116,NTC,-0.23817807408269098
APRT,-0.2972733333333335,0.1578287726418191,APRT,-0.2383578672126173
DAPK1,-0.40747333333333335,0.25806451612903225,DAPK1,-0.23970503329273332
S100B,-0.6635733333333333,0.434782608695652,S100B,-0.24003294590564764
KCNQ3,-0.49837333333333333,0.326086956521739,KCNQ3,-0.24254164202147505
SRC,-0.6003733333333332,0.3913043478260868,SRC,-0.24464332380221676
NTC_1753,-0.6923733333333337,0.4432243006646116,NTC,-0.2446684213007979
NTC_282,-0.4544066666666664,0.28752347491665564,NTC,-0.24598245744373023
SCN1B,-0.6043733333333332,0.3913043478260868,SCN1B,-0.24627326510852982
NTC_842,-0.5996400000000004,0.38665655063937165,NTC,-0.2474562137625542
NTC_809,-0.7852733333333335,0.48342657054454485,NTC,-0.24788682728188902
NTC_32,-0.9167399999999999,0.5363415300892711,NTC,-0.2480318665513586
TUBB,-0.36529000000000034,0.20812569007191667,TUBB,-0.24900880839991546
BST1,-0.5952233333333332,0.37961664329125766,BST1,-0.2503835256502502
NTC_97,-0.5395400000000001,0.34305618987799824,NTC,-0.25068902769823503
NDUFS8,-0.6944733333333333,0.434782608695652,NDUFS8,-0.2512103360385912
NTC_626,-0.5550400000000004,0.3515151262406778,NTC,-0.25201923218123423
PSAT1,-0.2647400000000002,0.1111127689415416,PSAT1,-0.2526244464784737
PTPRC,-0.4895733333333334,0.30434782608695643,PTPRC,-0.25292817132867335
ERO1LB,-0.4301733333333333,0.25806451612903225,ERO1LB,-0.25305880103805417
BRD2,-0.2891733333333333,0.13310554743218644,BRD2,-0.2532591169393918
TAAR1,-0.40487333333333364,0.23655913978494622,TAAR1,-0.2534751074641044
NRK,-0.5242733333333334,0.32819074333800846,NRK,-0.2536820631632634
MAP1A,-0.35922333333333345,0.1963534361851332,MAP1A,-0.25395706447536454
PTPRE,-0.3188066666666667,0.1578287726418191,PTPRE,-0.255623591486501
NTC_44,-0.6692066666666667,0.4143696036917608,NTC,-0.2560465747613736
NTC_1280,-0.9788400000000004,0.5472638215462551,NTC,-0.25626350419123334
ACCS,-0.5127183333333334,0.3160355306217859,ACCS,-0.2564945697488372
NTC_1731,-0.92224,0.5255300376364578,NTC,-0.25767612104537
NTC_71,-0.6426733333333332,0.39576602610453004,NTC,-0.2587155345458739
HTR4,-0.5045433333333333,0.30706335233207005,HTR4,-0.25871570069175265
